location,forecast_date,target,target_end_date,type,quantile,value
01,2021-03-29,1 wk ahead inc death,2021-04-03,point,,121
01,2021-03-29,1 wk ahead inc death,2021-04-03,quantile,0.01,24
01,2021-03-29,1 wk ahead inc death,2021-04-03,quantile,0.025,36
01,2021-03-29,1 wk ahead inc death,2021-04-03,quantile,0.05,46
01,2021-03-29,1 wk ahead inc death,2021-04-03,quantile,0.1,64
01,2021-03-29,1 wk ahead inc death,2021-04-03,quantile,0.15,76
01,2021-03-29,1 wk ahead inc death,2021-04-03,quantile,0.2,87
01,2021-03-29,1 wk ahead inc death,2021-04-03,quantile,0.25,96
01,2021-03-29,1 wk ahead inc death,2021-04-03,quantile,0.3,103
01,2021-03-29,1 wk ahead inc death,2021-04-03,quantile,0.35,107
01,2021-03-29,1 wk ahead inc death,2021-04-03,quantile,0.4,112
01,2021-03-29,1 wk ahead inc death,2021-04-03,quantile,0.45,116
01,2021-03-29,1 wk ahead inc death,2021-04-03,quantile,0.5,121
01,2021-03-29,1 wk ahead inc death,2021-04-03,quantile,0.55,126
01,2021-03-29,1 wk ahead inc death,2021-04-03,quantile,0.6,130
01,2021-03-29,1 wk ahead inc death,2021-04-03,quantile,0.65,135
01,2021-03-29,1 wk ahead inc death,2021-04-03,quantile,0.7,142
01,2021-03-29,1 wk ahead inc death,2021-04-03,quantile,0.75,149
01,2021-03-29,1 wk ahead inc death,2021-04-03,quantile,0.8,157
01,2021-03-29,1 wk ahead inc death,2021-04-03,quantile,0.85,170
01,2021-03-29,1 wk ahead inc death,2021-04-03,quantile,0.9,183
01,2021-03-29,1 wk ahead inc death,2021-04-03,quantile,0.95,209
01,2021-03-29,1 wk ahead inc death,2021-04-03,quantile,0.975,239
01,2021-03-29,1 wk ahead inc death,2021-04-03,quantile,0.99,259
01,2021-03-29,2 wk ahead inc death,2021-04-10,point,,112
01,2021-03-29,2 wk ahead inc death,2021-04-10,quantile,0.01,13
01,2021-03-29,2 wk ahead inc death,2021-04-10,quantile,0.025,22
01,2021-03-29,2 wk ahead inc death,2021-04-10,quantile,0.05,33
