forecast_date,target,location,target_end_date,type,quantile,value
2020-08-24,1 wk ahead cum death,US,2020-08-29,point,NA,182298.18352018352
2020-08-24,2 wk ahead cum death,US,2020-09-05,point,NA,188441.3983053983
2020-08-24,3 wk ahead cum death,US,2020-09-12,point,NA,194492.73955673954
2020-08-24,4 wk ahead cum death,US,2020-09-19,point,NA,200716.25352425352
2020-08-24,5 wk ahead cum death,US,2020-09-26,point,NA,207424.36526436527
2020-08-24,6 wk ahead cum death,US,2020-10-03,point,NA,215009.45043845044
2020-08-24,1 wk ahead cum death,US,2020-08-29,quantile,0.01,181502
2020-08-24,1 wk ahead cum death,US,2020-08-29,quantile,0.025,181543.65
2020-08-24,1 wk ahead cum death,US,2020-08-29,quantile,0.05,181585
2020-08-24,1 wk ahead cum death,US,2020-08-29,quantile,0.1,181637
2020-08-24,1 wk ahead cum death,US,2020-08-29,quantile,0.15,181687
2020-08-24,1 wk ahead cum death,US,2020-08-29,quantile,0.2,181735
2020-08-24,1 wk ahead cum death,US,2020-08-29,quantile,0.25,181793
2020-08-24,1 wk ahead cum death,US,2020-08-29,quantile,0.3,181873
2020-08-24,1 wk ahead cum death,US,2020-08-29,quantile,0.35,181987
2020-08-24,1 wk ahead cum death,US,2020-08-29,quantile,0.4,182070
2020-08-24,1 wk ahead cum death,US,2020-08-29,quantile,0.45,182128
2020-08-24,1 wk ahead cum death,US,2020-08-29,quantile,0.5,182180
2020-08-24,1 wk ahead cum death,US,2020-08-29,quantile,0.55,182228
2020-08-24,1 wk ahead cum death,US,2020-08-29,quantile,0.6,182285
2020-08-24,1 wk ahead cum death,US,2020-08-29,quantile,0.65,182377
2020-08-24,1 wk ahead cum death,US,2020-08-29,quantile,0.7,182699
2020-08-24,1 wk ahead cum death,US,2020-08-29,quantile,0.75,182806
2020-08-24,1 wk ahead cum death,US,2020-08-29,quantile,0.8,182916
2020-08-24,1 wk ahead cum death,US,2020-08-29,quantile,0.85,183018
2020-08-24,1 wk ahead cum death,US,2020-08-29,quantile,0.9,183151
2020-08-24,1 wk ahead cum death,US,2020-08-29,quantile,0.95,183291
2020-08-24,1 wk ahead cum death,US,2020-08-29,quantile,0.975,183382
2020-08-24,1 wk ahead cum death,US,2020-08-29,quantile,0.99,183474
2020-08-24,2 wk ahead cum death,US,2020-09-05,quantile,0.01,186664.26
2020-08-24,2 wk ahead cum death,US,2020-09-05,quantile,0.025,186750.65000000002
2020-08-24,2 wk ahead cum death,US,2020-09-05,quantile,0.05,186837
2020-08-24,2 wk ahead cum death,US,2020-09-05,quantile,0.1,186947
2020-08-24,2 wk ahead cum death,US,2020-09-05,quantile,0.15,187036
2020-08-24,2 wk ahead cum death,US,2020-09-05,quantile,0.2,187121
2020-08-24,2 wk ahead cum death,US,2020-09-05,quantile,0.25,187211
2020-08-24,2 wk ahead cum death,US,2020-09-05,quantile,0.3,187328
2020-08-24,2 wk ahead cum death,US,2020-09-05,quantile,0.35,187508
2020-08-24,2 wk ahead cum death,US,2020-09-05,quantile,0.4,187711
2020-08-24,2 wk ahead cum death,US,2020-09-05,quantile,0.45,187932
2020-08-24,2 wk ahead cum death,US,2020-09-05,quantile,0.5,188099
2020-08-24,2 wk ahead cum death,US,2020-09-05,quantile,0.55,188225
2020-08-24,2 wk ahead cum death,US,2020-09-05,quantile,0.6,188348
2020-08-24,2 wk ahead cum death,US,2020-09-05,quantile,0.65,188531
2020-08-24,2 wk ahead cum death,US,2020-09-05,quantile,0.7,189459
2020-08-24,2 wk ahead cum death,US,2020-09-05,quantile,0.75,189697
2020-08-24,2 wk ahead cum death,US,2020-09-05,quantile,0.8,190061
2020-08-24,2 wk ahead cum death,US,2020-09-05,quantile,0.85,190267
2020-08-24,2 wk ahead cum death,US,2020-09-05,quantile,0.9,190535
2020-08-24,2 wk ahead cum death,US,2020-09-05,quantile,0.95,190826.69999999998
2020-08-24,2 wk ahead cum death,US,2020-09-05,quantile,0.975,191115
2020-08-24,2 wk ahead cum death,US,2020-09-05,quantile,0.99,191447.74
2020-08-24,3 wk ahead cum death,US,2020-09-12,quantile,0.01,191380
2020-08-24,3 wk ahead cum death,US,2020-09-12,quantile,0.025,191499
2020-08-24,3 wk ahead cum death,US,2020-09-12,quantile,0.05,191619
2020-08-24,3 wk ahead cum death,US,2020-09-12,quantile,0.1,191773
2020-08-24,3 wk ahead cum death,US,2020-09-12,quantile,0.15,191926
