forecast_date,target,location,target_end_date,type,quantile,value
2020-07-13,1 wk ahead cum death,US,2020-07-18,point,NA,138449.11803011803
2020-07-13,2 wk ahead cum death,US,2020-07-25,point,NA,142331.67014467015
2020-07-13,3 wk ahead cum death,US,2020-08-01,point,NA,146236.0745180745
2020-07-13,4 wk ahead cum death,US,2020-08-08,point,NA,150093.8514078514
2020-07-13,5 wk ahead cum death,US,2020-08-15,point,NA,153859.05498205498
2020-07-13,6 wk ahead cum death,US,2020-08-22,point,NA,157521.41935841937
2020-07-13,1 wk ahead cum death,US,2020-07-18,quantile,0.01,137740
2020-07-13,1 wk ahead cum death,US,2020-07-18,quantile,0.025,137780
2020-07-13,1 wk ahead cum death,US,2020-07-18,quantile,0.05,137825
2020-07-13,1 wk ahead cum death,US,2020-07-18,quantile,0.1,137915
2020-07-13,1 wk ahead cum death,US,2020-07-18,quantile,0.15,138021
2020-07-13,1 wk ahead cum death,US,2020-07-18,quantile,0.2,138071
2020-07-13,1 wk ahead cum death,US,2020-07-18,quantile,0.25,138106
2020-07-13,1 wk ahead cum death,US,2020-07-18,quantile,0.3,138135
2020-07-13,1 wk ahead cum death,US,2020-07-18,quantile,0.35,138163
2020-07-13,1 wk ahead cum death,US,2020-07-18,quantile,0.4,138192
2020-07-13,1 wk ahead cum death,US,2020-07-18,quantile,0.45,138225
2020-07-13,1 wk ahead cum death,US,2020-07-18,quantile,0.5,138265
2020-07-13,1 wk ahead cum death,US,2020-07-18,quantile,0.55,138373.3
2020-07-13,1 wk ahead cum death,US,2020-07-18,quantile,0.6,138727
2020-07-13,1 wk ahead cum death,US,2020-07-18,quantile,0.65,138783
2020-07-13,1 wk ahead cum death,US,2020-07-18,quantile,0.7,138826
2020-07-13,1 wk ahead cum death,US,2020-07-18,quantile,0.75,138865
2020-07-13,1 wk ahead cum death,US,2020-07-18,quantile,0.8,138905
2020-07-13,1 wk ahead cum death,US,2020-07-18,quantile,0.85,138951.1
2020-07-13,1 wk ahead cum death,US,2020-07-18,quantile,0.9,139007
2020-07-13,1 wk ahead cum death,US,2020-07-18,quantile,0.95,139077
2020-07-13,1 wk ahead cum death,US,2020-07-18,quantile,0.975,139133
2020-07-13,1 wk ahead cum death,US,2020-07-18,quantile,0.99,139186
2020-07-13,2 wk ahead cum death,US,2020-07-25,quantile,0.01,140825.26
2020-07-13,2 wk ahead cum death,US,2020-07-25,quantile,0.025,140898
2020-07-13,2 wk ahead cum death,US,2020-07-25,quantile,0.05,140969
2020-07-13,2 wk ahead cum death,US,2020-07-25,quantile,0.1,141141
2020-07-13,2 wk ahead cum death,US,2020-07-25,quantile,0.15,141404
2020-07-13,2 wk ahead cum death,US,2020-07-25,quantile,0.2,141501
2020-07-13,2 wk ahead cum death,US,2020-07-25,quantile,0.25,141572
2020-07-13,2 wk ahead cum death,US,2020-07-25,quantile,0.3,141642
2020-07-13,2 wk ahead cum death,US,2020-07-25,quantile,0.35,141711
2020-07-13,2 wk ahead cum death,US,2020-07-25,quantile,0.4,141783
2020-07-13,2 wk ahead cum death,US,2020-07-25,quantile,0.45,141864
2020-07-13,2 wk ahead cum death,US,2020-07-25,quantile,0.5,141963
2020-07-13,2 wk ahead cum death,US,2020-07-25,quantile,0.55,142194.3
2020-07-13,2 wk ahead cum death,US,2020-07-25,quantile,0.6,142948.6
2020-07-13,2 wk ahead cum death,US,2020-07-25,quantile,0.65,143069.9
2020-07-13,2 wk ahead cum death,US,2020-07-25,quantile,0.7,143157
2020-07-13,2 wk ahead cum death,US,2020-07-25,quantile,0.75,143233
2020-07-13,2 wk ahead cum death,US,2020-07-25,quantile,0.8,143317
2020-07-13,2 wk ahead cum death,US,2020-07-25,quantile,0.85,143411
2020-07-13,2 wk ahead cum death,US,2020-07-25,quantile,0.9,143526
2020-07-13,2 wk ahead cum death,US,2020-07-25,quantile,0.95,143676
2020-07-13,2 wk ahead cum death,US,2020-07-25,quantile,0.975,143787
2020-07-13,2 wk ahead cum death,US,2020-07-25,quantile,0.99,143888
2020-07-13,3 wk ahead cum death,US,2020-08-01,quantile,0.01,143870
2020-07-13,3 wk ahead cum death,US,2020-08-01,quantile,0.025,143976
2020-07-13,3 wk ahead cum death,US,2020-08-01,quantile,0.05,144091
2020-07-13,3 wk ahead cum death,US,2020-08-01,quantile,0.1,144328
2020-07-13,3 wk ahead cum death,US,2020-08-01,quantile,0.15,144662
2020-07-13,3 wk ahead cum death,US,2020-08-01,quantile,0.2,144846
2020-07-13,3 wk ahead cum death,US,2020-08-01,quantile,0.25,144982
2020-07-13,3 wk ahead cum death,US,2020-08-01,quantile,0.3,145101
2020-07-13,3 wk ahead cum death,US,2020-08-01,quantile,0.35,145219
