forecast_date,target,location,target_end_date,type,quantile,value
2020-07-27,1 wk ahead cum death,US,2020-08-01,point,NA,149637.65726865726
2020-07-27,2 wk ahead cum death,US,2020-08-08,point,NA,154925.3589003589
2020-07-27,3 wk ahead cum death,US,2020-08-15,point,NA,160353.1600991601
2020-07-27,4 wk ahead cum death,US,2020-08-22,point,NA,165979.14981314982
2020-07-27,5 wk ahead cum death,US,2020-08-29,point,NA,171709.17008917007
2020-07-27,6 wk ahead cum death,US,2020-09-05,point,NA,177260.59795759796
2020-07-27,1 wk ahead cum death,US,2020-08-01,quantile,0.01,148247
2020-07-27,1 wk ahead cum death,US,2020-08-01,quantile,0.025,148312
2020-07-27,1 wk ahead cum death,US,2020-08-01,quantile,0.05,148380
2020-07-27,1 wk ahead cum death,US,2020-08-01,quantile,0.1,148516
2020-07-27,1 wk ahead cum death,US,2020-08-01,quantile,0.15,148688
2020-07-27,1 wk ahead cum death,US,2020-08-01,quantile,0.2,148789
2020-07-27,1 wk ahead cum death,US,2020-08-01,quantile,0.25,148879
2020-07-27,1 wk ahead cum death,US,2020-08-01,quantile,0.3,148990
2020-07-27,1 wk ahead cum death,US,2020-08-01,quantile,0.35,149311
2020-07-27,1 wk ahead cum death,US,2020-08-01,quantile,0.4,149427
2020-07-27,1 wk ahead cum death,US,2020-08-01,quantile,0.45,149498
2020-07-27,1 wk ahead cum death,US,2020-08-01,quantile,0.5,149557
2020-07-27,1 wk ahead cum death,US,2020-08-01,quantile,0.55,149617
2020-07-27,1 wk ahead cum death,US,2020-08-01,quantile,0.6,149692
2020-07-27,1 wk ahead cum death,US,2020-08-01,quantile,0.65,149822
2020-07-27,1 wk ahead cum death,US,2020-08-01,quantile,0.7,150407
2020-07-27,1 wk ahead cum death,US,2020-08-01,quantile,0.75,150522
2020-07-27,1 wk ahead cum death,US,2020-08-01,quantile,0.8,150610
2020-07-27,1 wk ahead cum death,US,2020-08-01,quantile,0.85,150693
2020-07-27,1 wk ahead cum death,US,2020-08-01,quantile,0.9,150781
2020-07-27,1 wk ahead cum death,US,2020-08-01,quantile,0.95,150886
2020-07-27,1 wk ahead cum death,US,2020-08-01,quantile,0.975,150961.34999999998
2020-07-27,1 wk ahead cum death,US,2020-08-01,quantile,0.99,151043
2020-07-27,2 wk ahead cum death,US,2020-08-08,quantile,0.01,152555.26
2020-07-27,2 wk ahead cum death,US,2020-08-08,quantile,0.025,152657
2020-07-27,2 wk ahead cum death,US,2020-08-08,quantile,0.05,152758
2020-07-27,2 wk ahead cum death,US,2020-08-08,quantile,0.1,152918
2020-07-27,2 wk ahead cum death,US,2020-08-08,quantile,0.15,153086
2020-07-27,2 wk ahead cum death,US,2020-08-08,quantile,0.2,153305
2020-07-27,2 wk ahead cum death,US,2020-08-08,quantile,0.25,153559
2020-07-27,2 wk ahead cum death,US,2020-08-08,quantile,0.3,153807
2020-07-27,2 wk ahead cum death,US,2020-08-08,quantile,0.35,154351.1
2020-07-27,2 wk ahead cum death,US,2020-08-08,quantile,0.4,154581
2020-07-27,2 wk ahead cum death,US,2020-08-08,quantile,0.45,154709
2020-07-27,2 wk ahead cum death,US,2020-08-08,quantile,0.5,154823
2020-07-27,2 wk ahead cum death,US,2020-08-08,quantile,0.55,154940
2020-07-27,2 wk ahead cum death,US,2020-08-08,quantile,0.6,155080
2020-07-27,2 wk ahead cum death,US,2020-08-08,quantile,0.65,155321
2020-07-27,2 wk ahead cum death,US,2020-08-08,quantile,0.7,156129.2
2020-07-27,2 wk ahead cum death,US,2020-08-08,quantile,0.75,156378
2020-07-27,2 wk ahead cum death,US,2020-08-08,quantile,0.8,156572
2020-07-27,2 wk ahead cum death,US,2020-08-08,quantile,0.85,156793
2020-07-27,2 wk ahead cum death,US,2020-08-08,quantile,0.9,157022
2020-07-27,2 wk ahead cum death,US,2020-08-08,quantile,0.95,157264
2020-07-27,2 wk ahead cum death,US,2020-08-08,quantile,0.975,157426.35
2020-07-27,2 wk ahead cum death,US,2020-08-08,quantile,0.99,157594
2020-07-27,3 wk ahead cum death,US,2020-08-15,quantile,0.01,156684
2020-07-27,3 wk ahead cum death,US,2020-08-15,quantile,0.025,156832
2020-07-27,3 wk ahead cum death,US,2020-08-15,quantile,0.05,156976
2020-07-27,3 wk ahead cum death,US,2020-08-15,quantile,0.1,157168
2020-07-27,3 wk ahead cum death,US,2020-08-15,quantile,0.15,157364
2020-07-27,3 wk ahead cum death,US,2020-08-15,quantile,0.2,157632.2
2020-07-27,3 wk ahead cum death,US,2020-08-15,quantile,0.25,158268
2020-07-27,3 wk ahead cum death,US,2020-08-15,quantile,0.3,158720.8
2020-07-27,3 wk ahead cum death,US,2020-08-15,quantile,0.35,159380.1
2020-07-27,3 wk ahead cum death,US,2020-08-15,quantile,0.4,159780
2020-07-27,3 wk ahead cum death,US,2020-08-15,quantile,0.45,160017.7
2020-07-27,3 wk ahead cum death,US,2020-08-15,quantile,0.5,160226
2020-07-27,3 wk ahead cum death,US,2020-08-15,quantile,0.55,160439
2020-07-27,3 wk ahead cum death,US,2020-08-15,quantile,0.6,160707
2020-07-27,3 wk ahead cum death,US,2020-08-15,quantile,0.65,161145.9
2020-07-27,3 wk ahead cum death,US,2020-08-15,quantile,0.7,161969
2020-07-27,3 wk ahead cum death,US,2020-08-15,quantile,0.75,162379.5
2020-07-27,3 wk ahead cum death,US,2020-08-15,quantile,0.8,162717
2020-07-27,3 wk ahead cum death,US,2020-08-15,quantile,0.85,163161.09999999998
2020-07-27,3 wk ahead cum death,US,2020-08-15,quantile,0.9,163818
2020-07-27,3 wk ahead cum death,US,2020-08-15,quantile,0.95,164374.7
2020-07-27,3 wk ahead cum death,US,2020-08-15,quantile,0.975,164669
2020-07-27,3 wk ahead cum death,US,2020-08-15,quantile,0.99,164961.47999999998
2020-07-27,4 wk ahead cum death,US,2020-08-22,quantile,0.01,160554.78
2020-07-27,4 wk ahead cum death,US,2020-08-22,quantile,0.025,160813
2020-07-27,4 wk ahead cum death,US,2020-08-22,quantile,0.05,161079
2020-07-27,4 wk ahead cum death,US,2020-08-22,quantile,0.1,161450.6
2020-07-27,4 wk ahead cum death,US,2020-08-22,quantile,0.15,161783
2020-07-27,4 wk ahead cum death,US,2020-08-22,quantile,0.2,162196.4
2020-07-27,4 wk ahead cum death,US,2020-08-22,quantile,0.25,163173.5
2020-07-27,4 wk ahead cum death,US,2020-08-22,quantile,0.3,163820
2020-07-27,4 wk ahead cum death,US,2020-08-22,quantile,0.35,164485
2020-07-27,4 wk ahead cum death,US,2020-08-22,quantile,0.4,164965.40000000002
2020-07-27,4 wk ahead cum death,US,2020-08-22,quantile,0.45,165344
2020-07-27,4 wk ahead cum death,US,2020-08-22,quantile,0.5,165692
2020-07-27,4 wk ahead cum death,US,2020-08-22,quantile,0.55,166091
2020-07-27,4 wk ahead cum death,US,2020-08-22,quantile,0.6,166578
2020-07-27,4 wk ahead cum death,US,2020-08-22,quantile,0.65,167232.9
2020-07-27,4 wk ahead cum death,US,2020-08-22,quantile,0.7,167916
2020-07-27,4 wk ahead cum death,US,2020-08-22,quantile,0.75,168480
2020-07-27,4 wk ahead cum death,US,2020-08-22,quantile,0.8,169014
2020-07-27,4 wk ahead cum death,US,2020-08-22,quantile,0.85,169775.1
2020-07-27,4 wk ahead cum death,US,2020-08-22,quantile,0.9,171280
2020-07-27,4 wk ahead cum death,US,2020-08-22,quantile,0.95,172308.7
2020-07-27,4 wk ahead cum death,US,2020-08-22,quantile,0.975,172813
2020-07-27,4 wk ahead cum death,US,2020-08-22,quantile,0.99,173257.74
2020-07-27,5 wk ahead cum death,US,2020-08-29,quantile,0.01,163994
2020-07-27,5 wk ahead cum death,US,2020-08-29,quantile,0.025,164340
2020-07-27,5 wk ahead cum death,US,2020-08-29,quantile,0.05,164779.3
2020-07-27,5 wk ahead cum death,US,2020-08-29,quantile,0.1,165672
2020-07-27,5 wk ahead cum death,US,2020-08-29,quantile,0.15,166506
2020-07-27,5 wk ahead cum death,US,2020-08-29,quantile,0.2,167204
2020-07-27,5 wk ahead cum death,US,2020-08-29,quantile,0.25,168143
2020-07-27,5 wk ahead cum death,US,2020-08-29,quantile,0.3,168925
2020-07-27,5 wk ahead cum death,US,2020-08-29,quantile,0.35,169498
2020-07-27,5 wk ahead cum death,US,2020-08-29,quantile,0.4,170023
2020-07-27,5 wk ahead cum death,US,2020-08-29,quantile,0.45,170498.7
2020-07-27,5 wk ahead cum death,US,2020-08-29,quantile,0.5,171054
2020-07-27,5 wk ahead cum death,US,2020-08-29,quantile,0.55,171760
2020-07-27,5 wk ahead cum death,US,2020-08-29,quantile,0.6,172537.59999999998
2020-07-27,5 wk ahead cum death,US,2020-08-29,quantile,0.65,173272.9
2020-07-27,5 wk ahead cum death,US,2020-08-29,quantile,0.7,173952.2
2020-07-27,5 wk ahead cum death,US,2020-08-29,quantile,0.75,174607
2020-07-27,5 wk ahead cum death,US,2020-08-29,quantile,0.8,175396
2020-07-27,5 wk ahead cum death,US,2020-08-29,quantile,0.85,176634
2020-07-27,5 wk ahead cum death,US,2020-08-29,quantile,0.9,179429.6
2020-07-27,5 wk ahead cum death,US,2020-08-29,quantile,0.95,181125.7
2020-07-27,5 wk ahead cum death,US,2020-08-29,quantile,0.975,181895.35
2020-07-27,5 wk ahead cum death,US,2020-08-29,quantile,0.99,182569
2020-07-27,6 wk ahead cum death,US,2020-09-05,quantile,0.01,166874.52000000002
2020-07-27,6 wk ahead cum death,US,2020-09-05,quantile,0.025,167341
2020-07-27,6 wk ahead cum death,US,2020-09-05,quantile,0.05,167865
2020-07-27,6 wk ahead cum death,US,2020-09-05,quantile,0.1,169130.6
2020-07-27,6 wk ahead cum death,US,2020-09-05,quantile,0.15,171250.90000000002
