forecast_date,target,location,target_end_date,type,quantile,value
2020-09-28,1 wk ahead cum death,US,2020-10-03,point,NA,208300.18614718615
2020-09-28,2 wk ahead cum death,US,2020-10-10,point,NA,212322.15051615052
2020-09-28,3 wk ahead cum death,US,2020-10-17,point,NA,216403.96403596405
2020-09-28,4 wk ahead cum death,US,2020-10-24,point,NA,220648.75790875792
2020-09-28,5 wk ahead cum death,US,2020-10-31,point,NA,225238.75824175825
2020-09-28,6 wk ahead cum death,US,2020-11-07,point,NA,230670.8941058941
2020-09-28,1 wk ahead cum death,US,2020-10-03,quantile,0.01,208141.02
2020-09-28,1 wk ahead cum death,US,2020-10-03,quantile,0.025,208162.05000000002
2020-09-28,1 wk ahead cum death,US,2020-10-03,quantile,0.05,208181
2020-09-28,1 wk ahead cum death,US,2020-10-03,quantile,0.1,208203
2020-09-28,1 wk ahead cum death,US,2020-10-03,quantile,0.15,208219
2020-09-28,1 wk ahead cum death,US,2020-10-03,quantile,0.2,208233
2020-09-28,1 wk ahead cum death,US,2020-10-03,quantile,0.25,208243
2020-09-28,1 wk ahead cum death,US,2020-10-03,quantile,0.3,208253
2020-09-28,1 wk ahead cum death,US,2020-10-03,quantile,0.35,208263
2020-09-28,1 wk ahead cum death,US,2020-10-03,quantile,0.4,208276
2020-09-28,1 wk ahead cum death,US,2020-10-03,quantile,0.45,208285
2020-09-28,1 wk ahead cum death,US,2020-10-03,quantile,0.5,208296
2020-09-28,1 wk ahead cum death,US,2020-10-03,quantile,0.55,208307.1
2020-09-28,1 wk ahead cum death,US,2020-10-03,quantile,0.6,208317
2020-09-28,1 wk ahead cum death,US,2020-10-03,quantile,0.65,208328
2020-09-28,1 wk ahead cum death,US,2020-10-03,quantile,0.7,208340
2020-09-28,1 wk ahead cum death,US,2020-10-03,quantile,0.75,208354
2020-09-28,1 wk ahead cum death,US,2020-10-03,quantile,0.8,208370
2020-09-28,1 wk ahead cum death,US,2020-10-03,quantile,0.85,208387
2020-09-28,1 wk ahead cum death,US,2020-10-03,quantile,0.9,208406.8
2020-09-28,1 wk ahead cum death,US,2020-10-03,quantile,0.95,208432
