forecast_date,target,location,target_end_date,type,quantile,value
2020-11-16,1 wk ahead cum death,US,2020-11-21,point,NA,252829.98468198467
2020-11-16,2 wk ahead cum death,US,2020-11-28,point,NA,261307.72161172162
2020-11-16,3 wk ahead cum death,US,2020-12-05,point,NA,270599.0646020646
2020-11-16,4 wk ahead cum death,US,2020-12-12,point,NA,280589.5031635032
2020-11-16,5 wk ahead cum death,US,2020-12-19,point,NA,291133.7022977023
2020-11-16,6 wk ahead cum death,US,2020-12-26,point,NA,301995.2151182151
2020-11-16,1 wk ahead cum death,US,2020-11-21,quantile,0.01,252617.02000000002
2020-11-16,1 wk ahead cum death,US,2020-11-21,quantile,0.025,252653
2020-11-16,1 wk ahead cum death,US,2020-11-21,quantile,0.05,252682
2020-11-16,1 wk ahead cum death,US,2020-11-21,quantile,0.1,252709
2020-11-16,1 wk ahead cum death,US,2020-11-21,quantile,0.15,252734
2020-11-16,1 wk ahead cum death,US,2020-11-21,quantile,0.2,252750
2020-11-16,1 wk ahead cum death,US,2020-11-21,quantile,0.25,252767
2020-11-16,1 wk ahead cum death,US,2020-11-21,quantile,0.3,252781
2020-11-16,1 wk ahead cum death,US,2020-11-21,quantile,0.35,252792
2020-11-16,1 wk ahead cum death,US,2020-11-21,quantile,0.4,252804.8
2020-11-16,1 wk ahead cum death,US,2020-11-21,quantile,0.45,252814.9
2020-11-16,1 wk ahead cum death,US,2020-11-21,quantile,0.5,252825
2020-11-16,1 wk ahead cum death,US,2020-11-21,quantile,0.55,252837
2020-11-16,1 wk ahead cum death,US,2020-11-21,quantile,0.6,252851
2020-11-16,1 wk ahead cum death,US,2020-11-21,quantile,0.65,252864
2020-11-16,1 wk ahead cum death,US,2020-11-21,quantile,0.7,252878
2020-11-16,1 wk ahead cum death,US,2020-11-21,quantile,0.75,252892.5
2020-11-16,1 wk ahead cum death,US,2020-11-21,quantile,0.8,252909.6
2020-11-16,1 wk ahead cum death,US,2020-11-21,quantile,0.85,252930
2020-11-16,1 wk ahead cum death,US,2020-11-21,quantile,0.9,252953
2020-11-16,1 wk ahead cum death,US,2020-11-21,quantile,0.95,252988
2020-11-16,1 wk ahead cum death,US,2020-11-21,quantile,0.975,253026.9
2020-11-16,1 wk ahead cum death,US,2020-11-21,quantile,0.99,253061
2020-11-16,2 wk ahead cum death,US,2020-11-28,quantile,0.01,260963
2020-11-16,2 wk ahead cum death,US,2020-11-28,quantile,0.025,261005
2020-11-16,2 wk ahead cum death,US,2020-11-28,quantile,0.05,261052.19999999998
2020-11-16,2 wk ahead cum death,US,2020-11-28,quantile,0.1,261100
2020-11-16,2 wk ahead cum death,US,2020-11-28,quantile,0.15,261135.3
2020-11-16,2 wk ahead cum death,US,2020-11-28,quantile,0.2,261166
2020-11-16,2 wk ahead cum death,US,2020-11-28,quantile,0.25,261193
2020-11-16,2 wk ahead cum death,US,2020-11-28,quantile,0.3,261214
2020-11-16,2 wk ahead cum death,US,2020-11-28,quantile,0.35,261237
2020-11-16,2 wk ahead cum death,US,2020-11-28,quantile,0.4,261258
2020-11-16,2 wk ahead cum death,US,2020-11-28,quantile,0.45,261280
2020-11-16,2 wk ahead cum death,US,2020-11-28,quantile,0.5,261300
2020-11-16,2 wk ahead cum death,US,2020-11-28,quantile,0.55,261321
2020-11-16,2 wk ahead cum death,US,2020-11-28,quantile,0.6,261341
2020-11-16,2 wk ahead cum death,US,2020-11-28,quantile,0.65,261362
2020-11-16,2 wk ahead cum death,US,2020-11-28,quantile,0.7,261385
2020-11-16,2 wk ahead cum death,US,2020-11-28,quantile,0.75,261412
2020-11-16,2 wk ahead cum death,US,2020-11-28,quantile,0.8,261444
2020-11-16,2 wk ahead cum death,US,2020-11-28,quantile,0.85,261479.7
2020-11-16,2 wk ahead cum death,US,2020-11-28,quantile,0.9,261525
2020-11-16,2 wk ahead cum death,US,2020-11-28,quantile,0.95,261600
2020-11-16,2 wk ahead cum death,US,2020-11-28,quantile,0.975,261666.95
2020-11-16,2 wk ahead cum death,US,2020-11-28,quantile,0.99,261735.94
2020-11-16,3 wk ahead cum death,US,2020-12-05,quantile,0.01,270091.06
2020-11-16,3 wk ahead cum death,US,2020-12-05,quantile,0.025,270171.05
2020-11-16,3 wk ahead cum death,US,2020-12-05,quantile,0.05,270233
2020-11-16,3 wk ahead cum death,US,2020-12-05,quantile,0.1,270306
2020-11-16,3 wk ahead cum death,US,2020-12-05,quantile,0.15,270360
2020-11-16,3 wk ahead cum death,US,2020-12-05,quantile,0.2,270398
2020-11-16,3 wk ahead cum death,US,2020-12-05,quantile,0.25,270431
2020-11-16,3 wk ahead cum death,US,2020-12-05,quantile,0.3,270459.6
2020-11-16,3 wk ahead cum death,US,2020-12-05,quantile,0.35,270493.7
2020-11-16,3 wk ahead cum death,US,2020-12-05,quantile,0.4,270525
2020-11-16,3 wk ahead cum death,US,2020-12-05,quantile,0.45,270551
2020-11-16,3 wk ahead cum death,US,2020-12-05,quantile,0.5,270578
2020-11-16,3 wk ahead cum death,US,2020-12-05,quantile,0.55,270608
2020-11-16,3 wk ahead cum death,US,2020-12-05,quantile,0.6,270640
2020-11-16,3 wk ahead cum death,US,2020-12-05,quantile,0.65,270677
2020-11-16,3 wk ahead cum death,US,2020-12-05,quantile,0.7,270708
2020-11-16,3 wk ahead cum death,US,2020-12-05,quantile,0.75,270749.5
2020-11-16,3 wk ahead cum death,US,2020-12-05,quantile,0.8,270796
2020-11-16,3 wk ahead cum death,US,2020-12-05,quantile,0.85,270852.7
2020-11-16,3 wk ahead cum death,US,2020-12-05,quantile,0.9,270924.8
2020-11-16,3 wk ahead cum death,US,2020-12-05,quantile,0.95,271031.89999999997
2020-11-16,3 wk ahead cum death,US,2020-12-05,quantile,0.975,271119.95
2020-11-16,3 wk ahead cum death,US,2020-12-05,quantile,0.99,271226.89999999997
2020-11-16,4 wk ahead cum death,US,2020-12-12,quantile,0.01,279953.26
2020-11-16,4 wk ahead cum death,US,2020-12-12,quantile,0.025,280040.10000000003
2020-11-16,4 wk ahead cum death,US,2020-12-12,quantile,0.05,280123.3
2020-11-16,4 wk ahead cum death,US,2020-12-12,quantile,0.1,280201
2020-11-16,4 wk ahead cum death,US,2020-12-12,quantile,0.15,280269
2020-11-16,4 wk ahead cum death,US,2020-12-12,quantile,0.2,280318.4
2020-11-16,4 wk ahead cum death,US,2020-12-12,quantile,0.25,280358
2020-11-16,4 wk ahead cum death,US,2020-12-12,quantile,0.3,280396
2020-11-16,4 wk ahead cum death,US,2020-12-12,quantile,0.35,280434.7
2020-11-16,4 wk ahead cum death,US,2020-12-12,quantile,0.4,280472
2020-11-16,4 wk ahead cum death,US,2020-12-12,quantile,0.45,280509.9
2020-11-16,4 wk ahead cum death,US,2020-12-12,quantile,0.5,280547
2020-11-16,4 wk ahead cum death,US,2020-12-12,quantile,0.55,280593
2020-11-16,4 wk ahead cum death,US,2020-12-12,quantile,0.6,280634.2
2020-11-16,4 wk ahead cum death,US,2020-12-12,quantile,0.65,280677
2020-11-16,4 wk ahead cum death,US,2020-12-12,quantile,0.7,280737.4
2020-11-16,4 wk ahead cum death,US,2020-12-12,quantile,0.75,280799
2020-11-16,4 wk ahead cum death,US,2020-12-12,quantile,0.8,280863
2020-11-16,4 wk ahead cum death,US,2020-12-12,quantile,0.85,280936.69999999995
2020-11-16,4 wk ahead cum death,US,2020-12-12,quantile,0.9,281033.6
2020-11-16,4 wk ahead cum death,US,2020-12-12,quantile,0.95,281190
2020-11-16,4 wk ahead cum death,US,2020-12-12,quantile,0.975,281304.75
2020-11-16,4 wk ahead cum death,US,2020-12-12,quantile,0.99,281452.98
2020-11-16,5 wk ahead cum death,US,2020-12-19,quantile,0.01,290329.04
2020-11-16,5 wk ahead cum death,US,2020-12-19,quantile,0.025,290439.05
2020-11-16,5 wk ahead cum death,US,2020-12-19,quantile,0.05,290534.10000000003
2020-11-16,5 wk ahead cum death,US,2020-12-19,quantile,0.1,290645
2020-11-16,5 wk ahead cum death,US,2020-12-19,quantile,0.15,290719
2020-11-16,5 wk ahead cum death,US,2020-12-19,quantile,0.2,290774
2020-11-16,5 wk ahead cum death,US,2020-12-19,quantile,0.25,290835.5
2020-11-16,5 wk ahead cum death,US,2020-12-19,quantile,0.3,290876
2020-11-16,5 wk ahead cum death,US,2020-12-19,quantile,0.35,290926.7
2020-11-16,5 wk ahead cum death,US,2020-12-19,quantile,0.4,290974
2020-11-16,5 wk ahead cum death,US,2020-12-19,quantile,0.45,291020.9
2020-11-16,5 wk ahead cum death,US,2020-12-19,quantile,0.5,291071
2020-11-16,5 wk ahead cum death,US,2020-12-19,quantile,0.55,291126
2020-11-16,5 wk ahead cum death,US,2020-12-19,quantile,0.6,291181.2
2020-11-16,5 wk ahead cum death,US,2020-12-19,quantile,0.65,291253
2020-11-16,5 wk ahead cum death,US,2020-12-19,quantile,0.7,291325
2020-11-16,5 wk ahead cum death,US,2020-12-19,quantile,0.75,291395.5
2020-11-16,5 wk ahead cum death,US,2020-12-19,quantile,0.8,291485.6
2020-11-16,5 wk ahead cum death,US,2020-12-19,quantile,0.85,291591
2020-11-16,5 wk ahead cum death,US,2020-12-19,quantile,0.9,291724.6
2020-11-16,5 wk ahead cum death,US,2020-12-19,quantile,0.95,291906
2020-11-16,5 wk ahead cum death,US,2020-12-19,quantile,0.975,292062.80000000005
2020-11-16,5 wk ahead cum death,US,2020-12-19,quantile,0.99,292238.94
2020-11-16,6 wk ahead cum death,US,2020-12-26,quantile,0.01,301050
2020-11-16,6 wk ahead cum death,US,2020-12-26,quantile,0.025,301157.14999999997
2020-11-16,6 wk ahead cum death,US,2020-12-26,quantile,0.05,301256.1
2020-11-16,6 wk ahead cum death,US,2020-12-26,quantile,0.1,301383.2
2020-11-16,6 wk ahead cum death,US,2020-12-26,quantile,0.15,301479.30000000005
2020-11-16,6 wk ahead cum death,US,2020-12-26,quantile,0.2,301552
2020-11-16,6 wk ahead cum death,US,2020-12-26,quantile,0.25,301615.5
2020-11-16,6 wk ahead cum death,US,2020-12-26,quantile,0.3,301671.2
2020-11-16,6 wk ahead cum death,US,2020-12-26,quantile,0.35,301728.7
2020-11-16,6 wk ahead cum death,US,2020-12-26,quantile,0.4,301788
2020-11-16,6 wk ahead cum death,US,2020-12-26,quantile,0.45,301848
2020-11-16,6 wk ahead cum death,US,2020-12-26,quantile,0.5,301909
