forecast_date,target,location,target_end_date,type,quantile,value
2020-09-21,1 wk ahead cum death,US,2020-09-26,point,NA,203039.44422244423
2020-09-21,2 wk ahead cum death,US,2020-10-03,point,NA,206993.92141192142
2020-09-21,3 wk ahead cum death,US,2020-10-10,point,NA,211153.27672327674
2020-09-21,4 wk ahead cum death,US,2020-10-17,point,NA,215831.6973026973
2020-09-21,5 wk ahead cum death,US,2020-10-24,point,NA,220373.01465201465
2020-09-21,6 wk ahead cum death,US,2020-10-31,point,NA,224000.5088245088
2020-09-21,1 wk ahead cum death,US,2020-09-26,quantile,0.01,202867
2020-09-21,1 wk ahead cum death,US,2020-09-26,quantile,0.025,202895
2020-09-21,1 wk ahead cum death,US,2020-09-26,quantile,0.05,202919
2020-09-21,1 wk ahead cum death,US,2020-09-26,quantile,0.1,202941.2
2020-09-21,1 wk ahead cum death,US,2020-09-26,quantile,0.15,202960
2020-09-21,1 wk ahead cum death,US,2020-09-26,quantile,0.2,202973
2020-09-21,1 wk ahead cum death,US,2020-09-26,quantile,0.25,202984
2020-09-21,1 wk ahead cum death,US,2020-09-26,quantile,0.3,202994
2020-09-21,1 wk ahead cum death,US,2020-09-26,quantile,0.35,203005
2020-09-21,1 wk ahead cum death,US,2020-09-26,quantile,0.4,203015
2020-09-21,1 wk ahead cum death,US,2020-09-26,quantile,0.45,203026
2020-09-21,1 wk ahead cum death,US,2020-09-26,quantile,0.5,203036
2020-09-21,1 wk ahead cum death,US,2020-09-26,quantile,0.55,203047
2020-09-21,1 wk ahead cum death,US,2020-09-26,quantile,0.6,203057
2020-09-21,1 wk ahead cum death,US,2020-09-26,quantile,0.65,203068
2020-09-21,1 wk ahead cum death,US,2020-09-26,quantile,0.7,203080
2020-09-21,1 wk ahead cum death,US,2020-09-26,quantile,0.75,203092
2020-09-21,1 wk ahead cum death,US,2020-09-26,quantile,0.8,203107
2020-09-21,1 wk ahead cum death,US,2020-09-26,quantile,0.85,203125
2020-09-21,1 wk ahead cum death,US,2020-09-26,quantile,0.9,203145
2020-09-21,1 wk ahead cum death,US,2020-09-26,quantile,0.95,203171
2020-09-21,1 wk ahead cum death,US,2020-09-26,quantile,0.975,203195.95
