forecast_date,target,location,target_end_date,type,quantile,value
2020-08-03,1 wk ahead cum death,US,2020-08-08,point,NA,154925.43896843898
2020-08-03,2 wk ahead cum death,US,2020-08-15,point,NA,160353.7831057831
2020-08-03,3 wk ahead cum death,US,2020-08-22,point,NA,165979.90587190588
2020-08-03,4 wk ahead cum death,US,2020-08-29,point,NA,171710.71535871536
2020-08-03,5 wk ahead cum death,US,2020-09-05,point,NA,177261.73467273466
2020-08-03,6 wk ahead cum death,US,2020-09-12,point,NA,182758.73744773745
2020-08-03,1 wk ahead cum death,US,2020-08-08,quantile,0.01,152550
2020-08-03,1 wk ahead cum death,US,2020-08-08,quantile,0.025,152654
2020-08-03,1 wk ahead cum death,US,2020-08-08,quantile,0.05,152761
2020-08-03,1 wk ahead cum death,US,2020-08-08,quantile,0.1,152920
2020-08-03,1 wk ahead cum death,US,2020-08-08,quantile,0.15,153080
2020-08-03,1 wk ahead cum death,US,2020-08-08,quantile,0.2,153300.2
2020-08-03,1 wk ahead cum death,US,2020-08-08,quantile,0.25,153561
2020-08-03,1 wk ahead cum death,US,2020-08-08,quantile,0.3,153795
2020-08-03,1 wk ahead cum death,US,2020-08-08,quantile,0.35,154354
2020-08-03,1 wk ahead cum death,US,2020-08-08,quantile,0.4,154584
2020-08-03,1 wk ahead cum death,US,2020-08-08,quantile,0.45,154713
2020-08-03,1 wk ahead cum death,US,2020-08-08,quantile,0.5,154826
2020-08-03,1 wk ahead cum death,US,2020-08-08,quantile,0.55,154939
2020-08-03,1 wk ahead cum death,US,2020-08-08,quantile,0.6,155075
2020-08-03,1 wk ahead cum death,US,2020-08-08,quantile,0.65,155319.9
2020-08-03,1 wk ahead cum death,US,2020-08-08,quantile,0.7,156131
2020-08-03,1 wk ahead cum death,US,2020-08-08,quantile,0.75,156376
2020-08-03,1 wk ahead cum death,US,2020-08-08,quantile,0.8,156578
2020-08-03,1 wk ahead cum death,US,2020-08-08,quantile,0.85,156791
2020-08-03,1 wk ahead cum death,US,2020-08-08,quantile,0.9,157020
2020-08-03,1 wk ahead cum death,US,2020-08-08,quantile,0.95,157272
2020-08-03,1 wk ahead cum death,US,2020-08-08,quantile,0.975,157433.34999999998
