forecast_date,target,location,target_end_date,type,quantile,value
2020-08-10,1 wk ahead cum death,US,2020-08-15,point,NA,167832.5801975802
2020-08-10,2 wk ahead cum death,US,2020-08-22,point,NA,174848.19824619824
2020-08-10,3 wk ahead cum death,US,2020-08-29,point,NA,181870.89395789395
2020-08-10,4 wk ahead cum death,US,2020-09-05,point,NA,189001.12124912124
2020-08-10,5 wk ahead cum death,US,2020-09-12,point,NA,196191.68435268436
2020-08-10,6 wk ahead cum death,US,2020-09-19,point,NA,203436.066008066
2020-08-10,1 wk ahead cum death,US,2020-08-15,quantile,0.01,165407.26
2020-08-10,1 wk ahead cum death,US,2020-08-15,quantile,0.025,165513
2020-08-10,1 wk ahead cum death,US,2020-08-15,quantile,0.05,165632
2020-08-10,1 wk ahead cum death,US,2020-08-15,quantile,0.1,165867
2020-08-10,1 wk ahead cum death,US,2020-08-15,quantile,0.15,166111
2020-08-10,1 wk ahead cum death,US,2020-08-15,quantile,0.2,166292
2020-08-10,1 wk ahead cum death,US,2020-08-15,quantile,0.25,166985.5
2020-08-10,1 wk ahead cum death,US,2020-08-15,quantile,0.3,167219
2020-08-10,1 wk ahead cum death,US,2020-08-15,quantile,0.35,167412
2020-08-10,1 wk ahead cum death,US,2020-08-15,quantile,0.4,167592.4
2020-08-10,1 wk ahead cum death,US,2020-08-15,quantile,0.45,167920
2020-08-10,1 wk ahead cum death,US,2020-08-15,quantile,0.5,168172
2020-08-10,1 wk ahead cum death,US,2020-08-15,quantile,0.55,168286
2020-08-10,1 wk ahead cum death,US,2020-08-15,quantile,0.6,168371
2020-08-10,1 wk ahead cum death,US,2020-08-15,quantile,0.65,168452
2020-08-10,1 wk ahead cum death,US,2020-08-15,quantile,0.7,168526.2
2020-08-10,1 wk ahead cum death,US,2020-08-15,quantile,0.75,168607
2020-08-10,1 wk ahead cum death,US,2020-08-15,quantile,0.8,168700
2020-08-10,1 wk ahead cum death,US,2020-08-15,quantile,0.85,168847
2020-08-10,1 wk ahead cum death,US,2020-08-15,quantile,0.9,169778
2020-08-10,1 wk ahead cum death,US,2020-08-15,quantile,0.95,170116
2020-08-10,1 wk ahead cum death,US,2020-08-15,quantile,0.975,170269
2020-08-10,1 wk ahead cum death,US,2020-08-15,quantile,0.99,170406.74
2020-08-10,2 wk ahead cum death,US,2020-08-22,quantile,0.01,170562
2020-08-10,2 wk ahead cum death,US,2020-08-22,quantile,0.025,170743
2020-08-10,2 wk ahead cum death,US,2020-08-22,quantile,0.05,170918
2020-08-10,2 wk ahead cum death,US,2020-08-22,quantile,0.1,171333.6
2020-08-10,2 wk ahead cum death,US,2020-08-22,quantile,0.15,172640
2020-08-10,2 wk ahead cum death,US,2020-08-22,quantile,0.2,172882
2020-08-10,2 wk ahead cum death,US,2020-08-22,quantile,0.25,173184
2020-08-10,2 wk ahead cum death,US,2020-08-22,quantile,0.3,173604
2020-08-10,2 wk ahead cum death,US,2020-08-22,quantile,0.35,174143
2020-08-10,2 wk ahead cum death,US,2020-08-22,quantile,0.4,174479.4
2020-08-10,2 wk ahead cum death,US,2020-08-22,quantile,0.45,174826.7
2020-08-10,2 wk ahead cum death,US,2020-08-22,quantile,0.5,175140
2020-08-10,2 wk ahead cum death,US,2020-08-22,quantile,0.55,175366
2020-08-10,2 wk ahead cum death,US,2020-08-22,quantile,0.6,175542
2020-08-10,2 wk ahead cum death,US,2020-08-22,quantile,0.65,175694
2020-08-10,2 wk ahead cum death,US,2020-08-22,quantile,0.7,175841
2020-08-10,2 wk ahead cum death,US,2020-08-22,quantile,0.75,175994
2020-08-10,2 wk ahead cum death,US,2020-08-22,quantile,0.8,176168
2020-08-10,2 wk ahead cum death,US,2020-08-22,quantile,0.85,176427
2020-08-10,2 wk ahead cum death,US,2020-08-22,quantile,0.9,178573.40000000002
2020-08-10,2 wk ahead cum death,US,2020-08-22,quantile,0.95,179193
2020-08-10,2 wk ahead cum death,US,2020-08-22,quantile,0.975,179470
2020-08-10,2 wk ahead cum death,US,2020-08-22,quantile,0.99,179754.44
2020-08-10,3 wk ahead cum death,US,2020-08-29,quantile,0.01,175585.26
2020-08-10,3 wk ahead cum death,US,2020-08-29,quantile,0.025,175856.3
2020-08-10,3 wk ahead cum death,US,2020-08-29,quantile,0.05,176117.3
2020-08-10,3 wk ahead cum death,US,2020-08-29,quantile,0.1,176734
2020-08-10,3 wk ahead cum death,US,2020-08-29,quantile,0.15,179055
2020-08-10,3 wk ahead cum death,US,2020-08-29,quantile,0.2,179356
2020-08-10,3 wk ahead cum death,US,2020-08-29,quantile,0.25,179611
2020-08-10,3 wk ahead cum death,US,2020-08-29,quantile,0.3,179969
2020-08-10,3 wk ahead cum death,US,2020-08-29,quantile,0.35,180793
2020-08-10,3 wk ahead cum death,US,2020-08-29,quantile,0.4,181269
2020-08-10,3 wk ahead cum death,US,2020-08-29,quantile,0.45,181647.7
2020-08-10,3 wk ahead cum death,US,2020-08-29,quantile,0.5,181989
2020-08-10,3 wk ahead cum death,US,2020-08-29,quantile,0.55,182283.3
2020-08-10,3 wk ahead cum death,US,2020-08-29,quantile,0.6,182543
2020-08-10,3 wk ahead cum death,US,2020-08-29,quantile,0.65,182789
2020-08-10,3 wk ahead cum death,US,2020-08-29,quantile,0.7,183030
2020-08-10,3 wk ahead cum death,US,2020-08-29,quantile,0.75,183279.5
2020-08-10,3 wk ahead cum death,US,2020-08-29,quantile,0.8,183569
2020-08-10,3 wk ahead cum death,US,2020-08-29,quantile,0.85,184006
2020-08-10,3 wk ahead cum death,US,2020-08-29,quantile,0.9,187890
2020-08-10,3 wk ahead cum death,US,2020-08-29,quantile,0.95,188979
2020-08-10,3 wk ahead cum death,US,2020-08-29,quantile,0.975,189461.05
2020-08-10,3 wk ahead cum death,US,2020-08-29,quantile,0.99,189920.74
2020-08-10,4 wk ahead cum death,US,2020-09-05,quantile,0.01,180716.26
2020-08-10,4 wk ahead cum death,US,2020-09-05,quantile,0.025,181073.65
2020-08-10,4 wk ahead cum death,US,2020-09-05,quantile,0.05,181437
2020-08-10,4 wk ahead cum death,US,2020-09-05,quantile,0.1,182317.6
2020-08-10,4 wk ahead cum death,US,2020-09-05,quantile,0.15,185291
2020-08-10,4 wk ahead cum death,US,2020-09-05,quantile,0.2,186156
2020-08-10,4 wk ahead cum death,US,2020-09-05,quantile,0.25,186683
2020-08-10,4 wk ahead cum death,US,2020-09-05,quantile,0.3,187133
2020-08-10,4 wk ahead cum death,US,2020-09-05,quantile,0.35,187690
2020-08-10,4 wk ahead cum death,US,2020-09-05,quantile,0.4,188172
2020-08-10,4 wk ahead cum death,US,2020-09-05,quantile,0.45,188524
2020-08-10,4 wk ahead cum death,US,2020-09-05,quantile,0.5,188829
2020-08-10,4 wk ahead cum death,US,2020-09-05,quantile,0.55,189102
2020-08-10,4 wk ahead cum death,US,2020-09-05,quantile,0.6,189377
2020-08-10,4 wk ahead cum death,US,2020-09-05,quantile,0.65,189688
2020-08-10,4 wk ahead cum death,US,2020-09-05,quantile,0.7,189990.2
2020-08-10,4 wk ahead cum death,US,2020-09-05,quantile,0.75,190346
2020-08-10,4 wk ahead cum death,US,2020-09-05,quantile,0.8,190817
2020-08-10,4 wk ahead cum death,US,2020-09-05,quantile,0.85,191487.2
2020-08-10,4 wk ahead cum death,US,2020-09-05,quantile,0.9,197533.40000000002
2020-08-10,4 wk ahead cum death,US,2020-09-05,quantile,0.95,199322.69999999998
2020-08-10,4 wk ahead cum death,US,2020-09-05,quantile,0.975,200094.09999999998
2020-08-10,4 wk ahead cum death,US,2020-09-05,quantile,0.99,200830.22
2020-08-10,5 wk ahead cum death,US,2020-09-12,quantile,0.01,186106.26
2020-08-10,5 wk ahead cum death,US,2020-09-12,quantile,0.025,186607.30000000002
2020-08-10,5 wk ahead cum death,US,2020-09-12,quantile,0.05,187098
2020-08-10,5 wk ahead cum death,US,2020-09-12,quantile,0.1,188323.8
2020-08-10,5 wk ahead cum death,US,2020-09-12,quantile,0.15,191184.9
2020-08-10,5 wk ahead cum death,US,2020-09-12,quantile,0.2,192591.40000000002
2020-08-10,5 wk ahead cum death,US,2020-09-12,quantile,0.25,194016
2020-08-10,5 wk ahead cum death,US,2020-09-12,quantile,0.3,194525
2020-08-10,5 wk ahead cum death,US,2020-09-12,quantile,0.35,194863.1
2020-08-10,5 wk ahead cum death,US,2020-09-12,quantile,0.4,195159
2020-08-10,5 wk ahead cum death,US,2020-09-12,quantile,0.45,195416
2020-08-10,5 wk ahead cum death,US,2020-09-12,quantile,0.5,195666
2020-08-10,5 wk ahead cum death,US,2020-09-12,quantile,0.55,195924
2020-08-10,5 wk ahead cum death,US,2020-09-12,quantile,0.6,196206.59999999998
2020-08-10,5 wk ahead cum death,US,2020-09-12,quantile,0.65,196507
2020-08-10,5 wk ahead cum death,US,2020-09-12,quantile,0.7,196854
2020-08-10,5 wk ahead cum death,US,2020-09-12,quantile,0.75,197302
2020-08-10,5 wk ahead cum death,US,2020-09-12,quantile,0.8,197902
2020-08-10,5 wk ahead cum death,US,2020-09-12,quantile,0.85,198926
2020-08-10,5 wk ahead cum death,US,2020-09-12,quantile,0.9,207223
2020-08-10,5 wk ahead cum death,US,2020-09-12,quantile,0.95,209948.7
2020-08-10,5 wk ahead cum death,US,2020-09-12,quantile,0.975,211131.7
2020-08-10,5 wk ahead cum death,US,2020-09-12,quantile,0.99,212270.18
2020-08-10,6 wk ahead cum death,US,2020-09-19,quantile,0.01,192000.04
2020-08-10,6 wk ahead cum death,US,2020-09-19,quantile,0.025,192684
2020-08-10,6 wk ahead cum death,US,2020-09-19,quantile,0.05,193383.3
2020-08-10,6 wk ahead cum death,US,2020-09-19,quantile,0.1,194908
2020-08-10,6 wk ahead cum death,US,2020-09-19,quantile,0.15,197135
2020-08-10,6 wk ahead cum death,US,2020-09-19,quantile,0.2,198758.2
2020-08-10,6 wk ahead cum death,US,2020-09-19,quantile,0.25,200130
2020-08-10,6 wk ahead cum death,US,2020-09-19,quantile,0.3,201020
2020-08-10,6 wk ahead cum death,US,2020-09-19,quantile,0.35,201667
2020-08-10,6 wk ahead cum death,US,2020-09-19,quantile,0.4,202133
2020-08-10,6 wk ahead cum death,US,2020-09-19,quantile,0.45,202483
2020-08-10,6 wk ahead cum death,US,2020-09-19,quantile,0.5,202807
2020-08-10,6 wk ahead cum death,US,2020-09-19,quantile,0.55,203112
2020-08-10,6 wk ahead cum death,US,2020-09-19,quantile,0.6,203417
2020-08-10,6 wk ahead cum death,US,2020-09-19,quantile,0.65,203724.9
2020-08-10,6 wk ahead cum death,US,2020-09-19,quantile,0.7,204102
2020-08-10,6 wk ahead cum death,US,2020-09-19,quantile,0.75,204525
2020-08-10,6 wk ahead cum death,US,2020-09-19,quantile,0.8,205175.8
2020-08-10,6 wk ahead cum death,US,2020-09-19,quantile,0.85,206503.2
2020-08-10,6 wk ahead cum death,US,2020-09-19,quantile,0.9,216636.6
2020-08-10,6 wk ahead cum death,US,2020-09-19,quantile,0.95,220502.39999999997
2020-08-10,6 wk ahead cum death,US,2020-09-19,quantile,0.975,222238.05
2020-08-10,6 wk ahead cum death,US,2020-09-19,quantile,0.99,223922.88
2020-08-10,1 wk ahead inc death,US,2020-08-15,point,NA,6862.6050246050245
2020-08-10,2 wk ahead inc death,US,2020-08-22,point,NA,7015.618048618048
2020-08-10,3 wk ahead inc death,US,2020-08-29,point,NA,7022.695711695712
2020-08-10,4 wk ahead inc death,US,2020-09-05,point,NA,7130.227291227291
2020-08-10,5 wk ahead inc death,US,2020-09-12,point,NA,7190.563103563103
2020-08-10,6 wk ahead inc death,US,2020-09-19,point,NA,7244.381655381655
2020-08-10,1 wk ahead inc death,US,2020-08-15,quantile,0.01,5340
2020-08-10,1 wk ahead inc death,US,2020-08-15,quantile,0.025,5408
2020-08-10,1 wk ahead inc death,US,2020-08-15,quantile,0.05,5486
2020-08-10,1 wk ahead inc death,US,2020-08-15,quantile,0.1,5650
2020-08-10,1 wk ahead inc death,US,2020-08-15,quantile,0.15,6008
2020-08-10,1 wk ahead inc death,US,2020-08-15,quantile,0.2,6125
2020-08-10,1 wk ahead inc death,US,2020-08-15,quantile,0.25,6315
2020-08-10,1 wk ahead inc death,US,2020-08-15,quantile,0.3,6478
2020-08-10,1 wk ahead inc death,US,2020-08-15,quantile,0.35,6632
2020-08-10,1 wk ahead inc death,US,2020-08-15,quantile,0.4,6751
2020-08-10,1 wk ahead inc death,US,2020-08-15,quantile,0.45,6875
2020-08-10,1 wk ahead inc death,US,2020-08-15,quantile,0.5,6984
2020-08-10,1 wk ahead inc death,US,2020-08-15,quantile,0.55,7063
2020-08-10,1 wk ahead inc death,US,2020-08-15,quantile,0.6,7127
2020-08-10,1 wk ahead inc death,US,2020-08-15,quantile,0.65,7185
2020-08-10,1 wk ahead inc death,US,2020-08-15,quantile,0.7,7237
2020-08-10,1 wk ahead inc death,US,2020-08-15,quantile,0.75,7295
2020-08-10,1 wk ahead inc death,US,2020-08-15,quantile,0.8,7360
2020-08-10,1 wk ahead inc death,US,2020-08-15,quantile,0.85,7448
2020-08-10,1 wk ahead inc death,US,2020-08-15,quantile,0.9,8070
2020-08-10,1 wk ahead inc death,US,2020-08-15,quantile,0.95,8303.699999999997
2020-08-10,1 wk ahead inc death,US,2020-08-15,quantile,0.975,8411
2020-08-10,1 wk ahead inc death,US,2020-08-15,quantile,0.99,8502.739999999998
2020-08-10,2 wk ahead inc death,US,2020-08-22,quantile,0.01,5124
2020-08-10,2 wk ahead inc death,US,2020-08-22,quantile,0.025,5202
2020-08-10,2 wk ahead inc death,US,2020-08-22,quantile,0.05,5282
2020-08-10,2 wk ahead inc death,US,2020-08-22,quantile,0.1,5482
2020-08-10,2 wk ahead inc death,US,2020-08-22,quantile,0.15,6193.9
2020-08-10,2 wk ahead inc death,US,2020-08-22,quantile,0.2,6393
2020-08-10,2 wk ahead inc death,US,2020-08-22,quantile,0.25,6523
2020-08-10,2 wk ahead inc death,US,2020-08-22,quantile,0.3,6627
2020-08-10,2 wk ahead inc death,US,2020-08-22,quantile,0.35,6736
2020-08-10,2 wk ahead inc death,US,2020-08-22,quantile,0.4,6834
2020-08-10,2 wk ahead inc death,US,2020-08-22,quantile,0.45,6921
2020-08-10,2 wk ahead inc death,US,2020-08-22,quantile,0.5,7002
2020-08-10,2 wk ahead inc death,US,2020-08-22,quantile,0.55,7083
2020-08-10,2 wk ahead inc death,US,2020-08-22,quantile,0.6,7161
