forecast_date,target,location,target_end_date,type,quantile,value
2020-10-05,1 wk ahead cum death,US,2020-10-10,point,NA,213328.2897102897
2020-10-05,2 wk ahead cum death,US,2020-10-17,point,NA,217400.66533466533
2020-10-05,3 wk ahead cum death,US,2020-10-24,point,NA,221331.82417582418
2020-10-05,4 wk ahead cum death,US,2020-10-31,point,NA,225206.2897102897
2020-10-05,5 wk ahead cum death,US,2020-11-07,point,NA,229065.18681318683
2020-10-05,6 wk ahead cum death,US,2020-11-14,point,NA,232965.41658341658
2020-10-05,1 wk ahead cum death,US,2020-10-10,quantile,0.01,213185
2020-10-05,1 wk ahead cum death,US,2020-10-10,quantile,0.025,213206
2020-10-05,1 wk ahead cum death,US,2020-10-10,quantile,0.05,213223
2020-10-05,1 wk ahead cum death,US,2020-10-10,quantile,0.1,213249
2020-10-05,1 wk ahead cum death,US,2020-10-10,quantile,0.15,213265
2020-10-05,1 wk ahead cum death,US,2020-10-10,quantile,0.2,213277
2020-10-05,1 wk ahead cum death,US,2020-10-10,quantile,0.25,213289
2020-10-05,1 wk ahead cum death,US,2020-10-10,quantile,0.3,213297
2020-10-05,1 wk ahead cum death,US,2020-10-10,quantile,0.35,213305
2020-10-05,1 wk ahead cum death,US,2020-10-10,quantile,0.4,213312
2020-10-05,1 wk ahead cum death,US,2020-10-10,quantile,0.45,213320.9
2020-10-05,1 wk ahead cum death,US,2020-10-10,quantile,0.5,213328
2020-10-05,1 wk ahead cum death,US,2020-10-10,quantile,0.55,213336
2020-10-05,1 wk ahead cum death,US,2020-10-10,quantile,0.6,213345
2020-10-05,1 wk ahead cum death,US,2020-10-10,quantile,0.65,213353.3
2020-10-05,1 wk ahead cum death,US,2020-10-10,quantile,0.7,213362
2020-10-05,1 wk ahead cum death,US,2020-10-10,quantile,0.75,213370
2020-10-05,1 wk ahead cum death,US,2020-10-10,quantile,0.8,213381
2020-10-05,1 wk ahead cum death,US,2020-10-10,quantile,0.85,213393
2020-10-05,1 wk ahead cum death,US,2020-10-10,quantile,0.9,213407
2020-10-05,1 wk ahead cum death,US,2020-10-10,quantile,0.95,213428
2020-10-05,1 wk ahead cum death,US,2020-10-10,quantile,0.975,213444.95
2020-10-05,1 wk ahead cum death,US,2020-10-10,quantile,0.99,213465.98
2020-10-05,2 wk ahead cum death,US,2020-10-17,quantile,0.01,217192
2020-10-05,2 wk ahead cum death,US,2020-10-17,quantile,0.025,217221.05000000002
2020-10-05,2 wk ahead cum death,US,2020-10-17,quantile,0.05,217247
2020-10-05,2 wk ahead cum death,US,2020-10-17,quantile,0.1,217279
2020-10-05,2 wk ahead cum death,US,2020-10-17,quantile,0.15,217302
2020-10-05,2 wk ahead cum death,US,2020-10-17,quantile,0.2,217321
2020-10-05,2 wk ahead cum death,US,2020-10-17,quantile,0.25,217339
2020-10-05,2 wk ahead cum death,US,2020-10-17,quantile,0.3,217354
2020-10-05,2 wk ahead cum death,US,2020-10-17,quantile,0.35,217366.7
2020-10-05,2 wk ahead cum death,US,2020-10-17,quantile,0.4,217377
2020-10-05,2 wk ahead cum death,US,2020-10-17,quantile,0.45,217389
2020-10-05,2 wk ahead cum death,US,2020-10-17,quantile,0.5,217401
2020-10-05,2 wk ahead cum death,US,2020-10-17,quantile,0.55,217413
2020-10-05,2 wk ahead cum death,US,2020-10-17,quantile,0.6,217425
2020-10-05,2 wk ahead cum death,US,2020-10-17,quantile,0.65,217438
2020-10-05,2 wk ahead cum death,US,2020-10-17,quantile,0.7,217451
2020-10-05,2 wk ahead cum death,US,2020-10-17,quantile,0.75,217464
2020-10-05,2 wk ahead cum death,US,2020-10-17,quantile,0.8,217480
2020-10-05,2 wk ahead cum death,US,2020-10-17,quantile,0.85,217497
2020-10-05,2 wk ahead cum death,US,2020-10-17,quantile,0.9,217521
2020-10-05,2 wk ahead cum death,US,2020-10-17,quantile,0.95,217550.9
2020-10-05,2 wk ahead cum death,US,2020-10-17,quantile,0.975,217580
2020-10-05,2 wk ahead cum death,US,2020-10-17,quantile,0.99,217616
2020-10-05,3 wk ahead cum death,US,2020-10-24,quantile,0.01,221061
2020-10-05,3 wk ahead cum death,US,2020-10-24,quantile,0.025,221101
2020-10-05,3 wk ahead cum death,US,2020-10-24,quantile,0.05,221139
2020-10-05,3 wk ahead cum death,US,2020-10-24,quantile,0.1,221189
2020-10-05,3 wk ahead cum death,US,2020-10-24,quantile,0.15,221216
2020-10-05,3 wk ahead cum death,US,2020-10-24,quantile,0.2,221237
2020-10-05,3 wk ahead cum death,US,2020-10-24,quantile,0.25,221253
2020-10-05,3 wk ahead cum death,US,2020-10-24,quantile,0.3,221269
2020-10-05,3 wk ahead cum death,US,2020-10-24,quantile,0.35,221287
2020-10-05,3 wk ahead cum death,US,2020-10-24,quantile,0.4,221302
2020-10-05,3 wk ahead cum death,US,2020-10-24,quantile,0.45,221317
2020-10-05,3 wk ahead cum death,US,2020-10-24,quantile,0.5,221331
2020-10-05,3 wk ahead cum death,US,2020-10-24,quantile,0.55,221347
2020-10-05,3 wk ahead cum death,US,2020-10-24,quantile,0.6,221362
2020-10-05,3 wk ahead cum death,US,2020-10-24,quantile,0.65,221377
2020-10-05,3 wk ahead cum death,US,2020-10-24,quantile,0.7,221391
2020-10-05,3 wk ahead cum death,US,2020-10-24,quantile,0.75,221409.5
2020-10-05,3 wk ahead cum death,US,2020-10-24,quantile,0.8,221426
2020-10-05,3 wk ahead cum death,US,2020-10-24,quantile,0.85,221450
2020-10-05,3 wk ahead cum death,US,2020-10-24,quantile,0.9,221478
2020-10-05,3 wk ahead cum death,US,2020-10-24,quantile,0.95,221521
2020-10-05,3 wk ahead cum death,US,2020-10-24,quantile,0.975,221559.94999999998
2020-10-05,3 wk ahead cum death,US,2020-10-24,quantile,0.99,221605
2020-10-05,4 wk ahead cum death,US,2020-10-31,quantile,0.01,224884.02
2020-10-05,4 wk ahead cum death,US,2020-10-31,quantile,0.025,224942.05
2020-10-05,4 wk ahead cum death,US,2020-10-31,quantile,0.05,224983
