forecast_date,target,location,target_end_date,type,quantile,value
2020-07-20,1 wk ahead cum death,US,2020-07-25,point,NA,143918.47511747511
2020-07-20,2 wk ahead cum death,US,2020-08-01,point,NA,148643.31842231844
2020-07-20,3 wk ahead cum death,US,2020-08-08,point,NA,153640.9841269841
2020-07-20,4 wk ahead cum death,US,2020-08-15,point,NA,158791.08987308986
2020-07-20,5 wk ahead cum death,US,2020-08-22,point,NA,164124.43663743665
2020-07-20,6 wk ahead cum death,US,2020-08-29,point,NA,169497.12913012912
2020-07-20,1 wk ahead cum death,US,2020-07-25,quantile,0.01,142789.52
2020-07-20,1 wk ahead cum death,US,2020-07-25,quantile,0.025,142840
2020-07-20,1 wk ahead cum death,US,2020-07-25,quantile,0.05,142897
2020-07-20,1 wk ahead cum death,US,2020-07-25,quantile,0.1,142997
2020-07-20,1 wk ahead cum death,US,2020-07-25,quantile,0.15,143115
2020-07-20,1 wk ahead cum death,US,2020-07-25,quantile,0.2,143230
2020-07-20,1 wk ahead cum death,US,2020-07-25,quantile,0.25,143372
2020-07-20,1 wk ahead cum death,US,2020-07-25,quantile,0.3,143482
2020-07-20,1 wk ahead cum death,US,2020-07-25,quantile,0.35,143616
2020-07-20,1 wk ahead cum death,US,2020-07-25,quantile,0.4,143726
2020-07-20,1 wk ahead cum death,US,2020-07-25,quantile,0.45,143817
2020-07-20,1 wk ahead cum death,US,2020-07-25,quantile,0.5,143913
2020-07-20,1 wk ahead cum death,US,2020-07-25,quantile,0.55,144049
2020-07-20,1 wk ahead cum death,US,2020-07-25,quantile,0.6,144203
2020-07-20,1 wk ahead cum death,US,2020-07-25,quantile,0.65,144308.9
2020-07-20,1 wk ahead cum death,US,2020-07-25,quantile,0.7,144409
2020-07-20,1 wk ahead cum death,US,2020-07-25,quantile,0.75,144507.5
2020-07-20,1 wk ahead cum death,US,2020-07-25,quantile,0.8,144593
2020-07-20,1 wk ahead cum death,US,2020-07-25,quantile,0.85,144669.09999999998
2020-07-20,1 wk ahead cum death,US,2020-07-25,quantile,0.9,144741
2020-07-20,1 wk ahead cum death,US,2020-07-25,quantile,0.95,144834
2020-07-20,1 wk ahead cum death,US,2020-07-25,quantile,0.975,144902
2020-07-20,1 wk ahead cum death,US,2020-07-25,quantile,0.99,144980
2020-07-20,2 wk ahead cum death,US,2020-08-01,quantile,0.01,146418.26
2020-07-20,2 wk ahead cum death,US,2020-08-01,quantile,0.025,146509
2020-07-20,2 wk ahead cum death,US,2020-08-01,quantile,0.05,146601
2020-07-20,2 wk ahead cum death,US,2020-08-01,quantile,0.1,146800
2020-07-20,2 wk ahead cum death,US,2020-08-01,quantile,0.15,147112.90000000002
2020-07-20,2 wk ahead cum death,US,2020-08-01,quantile,0.2,147337
2020-07-20,2 wk ahead cum death,US,2020-08-01,quantile,0.25,147642
2020-07-20,2 wk ahead cum death,US,2020-08-01,quantile,0.3,147855
2020-07-20,2 wk ahead cum death,US,2020-08-01,quantile,0.35,148106
2020-07-20,2 wk ahead cum death,US,2020-08-01,quantile,0.4,148334
2020-07-20,2 wk ahead cum death,US,2020-08-01,quantile,0.45,148498
2020-07-20,2 wk ahead cum death,US,2020-08-01,quantile,0.5,148672
2020-07-20,2 wk ahead cum death,US,2020-08-01,quantile,0.55,148931
2020-07-20,2 wk ahead cum death,US,2020-08-01,quantile,0.6,149221.6
2020-07-20,2 wk ahead cum death,US,2020-08-01,quantile,0.65,149402.90000000002
2020-07-20,2 wk ahead cum death,US,2020-08-01,quantile,0.7,149564
2020-07-20,2 wk ahead cum death,US,2020-08-01,quantile,0.75,149738
2020-07-20,2 wk ahead cum death,US,2020-08-01,quantile,0.8,149906
2020-07-20,2 wk ahead cum death,US,2020-08-01,quantile,0.85,150052.1
2020-07-20,2 wk ahead cum death,US,2020-08-01,quantile,0.9,150188
2020-07-20,2 wk ahead cum death,US,2020-08-01,quantile,0.95,150351
2020-07-20,2 wk ahead cum death,US,2020-08-01,quantile,0.975,150489.34999999998
2020-07-20,2 wk ahead cum death,US,2020-08-01,quantile,0.99,150636
2020-07-20,3 wk ahead cum death,US,2020-08-08,quantile,0.01,150155.26
2020-07-20,3 wk ahead cum death,US,2020-08-08,quantile,0.025,150284
2020-07-20,3 wk ahead cum death,US,2020-08-08,quantile,0.05,150429
2020-07-20,3 wk ahead cum death,US,2020-08-08,quantile,0.1,150724.6
2020-07-20,3 wk ahead cum death,US,2020-08-08,quantile,0.15,151135
2020-07-20,3 wk ahead cum death,US,2020-08-08,quantile,0.2,151517
2020-07-20,3 wk ahead cum death,US,2020-08-08,quantile,0.25,152147
2020-07-20,3 wk ahead cum death,US,2020-08-08,quantile,0.3,152475
2020-07-20,3 wk ahead cum death,US,2020-08-08,quantile,0.35,152818
2020-07-20,3 wk ahead cum death,US,2020-08-08,quantile,0.4,153185
2020-07-20,3 wk ahead cum death,US,2020-08-08,quantile,0.45,153461
2020-07-20,3 wk ahead cum death,US,2020-08-08,quantile,0.5,153752
2020-07-20,3 wk ahead cum death,US,2020-08-08,quantile,0.55,154170
2020-07-20,3 wk ahead cum death,US,2020-08-08,quantile,0.6,154596
2020-07-20,3 wk ahead cum death,US,2020-08-08,quantile,0.65,154865
2020-07-20,3 wk ahead cum death,US,2020-08-08,quantile,0.7,155095.2
2020-07-20,3 wk ahead cum death,US,2020-08-08,quantile,0.75,155327
2020-07-20,3 wk ahead cum death,US,2020-08-08,quantile,0.8,155564.8
2020-07-20,3 wk ahead cum death,US,2020-08-08,quantile,0.85,155797.09999999998
2020-07-20,3 wk ahead cum death,US,2020-08-08,quantile,0.9,156007.4
2020-07-20,3 wk ahead cum death,US,2020-08-08,quantile,0.95,156283.7
2020-07-20,3 wk ahead cum death,US,2020-08-08,quantile,0.975,156482
2020-07-20,3 wk ahead cum death,US,2020-08-08,quantile,0.99,156714.74
2020-07-20,4 wk ahead cum death,US,2020-08-15,quantile,0.01,153845.78
2020-07-20,4 wk ahead cum death,US,2020-08-15,quantile,0.025,154036.65000000002
2020-07-20,4 wk ahead cum death,US,2020-08-15,quantile,0.05,154248.30000000002
2020-07-20,4 wk ahead cum death,US,2020-08-15,quantile,0.1,154579
2020-07-20,4 wk ahead cum death,US,2020-08-15,quantile,0.15,154964
2020-07-20,4 wk ahead cum death,US,2020-08-15,quantile,0.2,155490
2020-07-20,4 wk ahead cum death,US,2020-08-15,quantile,0.25,156664
2020-07-20,4 wk ahead cum death,US,2020-08-15,quantile,0.3,157122
2020-07-20,4 wk ahead cum death,US,2020-08-15,quantile,0.35,157549
2020-07-20,4 wk ahead cum death,US,2020-08-15,quantile,0.4,158070.4
2020-07-20,4 wk ahead cum death,US,2020-08-15,quantile,0.45,158532.7
2020-07-20,4 wk ahead cum death,US,2020-08-15,quantile,0.5,158988
2020-07-20,4 wk ahead cum death,US,2020-08-15,quantile,0.55,159573.3
2020-07-20,4 wk ahead cum death,US,2020-08-15,quantile,0.6,160121
2020-07-20,4 wk ahead cum death,US,2020-08-15,quantile,0.65,160567
2020-07-20,4 wk ahead cum death,US,2020-08-15,quantile,0.7,160919
2020-07-20,4 wk ahead cum death,US,2020-08-15,quantile,0.75,161259
2020-07-20,4 wk ahead cum death,US,2020-08-15,quantile,0.8,161598
2020-07-20,4 wk ahead cum death,US,2020-08-15,quantile,0.85,161932
2020-07-20,4 wk ahead cum death,US,2020-08-15,quantile,0.9,162271
2020-07-20,4 wk ahead cum death,US,2020-08-15,quantile,0.95,162707
2020-07-20,4 wk ahead cum death,US,2020-08-15,quantile,0.975,163008.7
2020-07-20,4 wk ahead cum death,US,2020-08-15,quantile,0.99,163360
2020-07-20,5 wk ahead cum death,US,2020-08-22,quantile,0.01,157637.26
2020-07-20,5 wk ahead cum death,US,2020-08-22,quantile,0.025,157885
2020-07-20,5 wk ahead cum death,US,2020-08-22,quantile,0.05,158154
2020-07-20,5 wk ahead cum death,US,2020-08-22,quantile,0.1,158559
2020-07-20,5 wk ahead cum death,US,2020-08-22,quantile,0.15,158949
2020-07-20,5 wk ahead cum death,US,2020-08-22,quantile,0.2,159573.2
2020-07-20,5 wk ahead cum death,US,2020-08-22,quantile,0.25,161105.5
2020-07-20,5 wk ahead cum death,US,2020-08-22,quantile,0.3,161694.8
2020-07-20,5 wk ahead cum death,US,2020-08-22,quantile,0.35,162197.09999999998
2020-07-20,5 wk ahead cum death,US,2020-08-22,quantile,0.4,162813.40000000002
2020-07-20,5 wk ahead cum death,US,2020-08-22,quantile,0.45,163521.7
2020-07-20,5 wk ahead cum death,US,2020-08-22,quantile,0.5,164199
2020-07-20,5 wk ahead cum death,US,2020-08-22,quantile,0.55,164915.3
2020-07-20,5 wk ahead cum death,US,2020-08-22,quantile,0.6,165612
2020-07-20,5 wk ahead cum death,US,2020-08-22,quantile,0.65,166322.90000000002
2020-07-20,5 wk ahead cum death,US,2020-08-22,quantile,0.7,167023
2020-07-20,5 wk ahead cum death,US,2020-08-22,quantile,0.75,167660.5
2020-07-20,5 wk ahead cum death,US,2020-08-22,quantile,0.8,168184.8
2020-07-20,5 wk ahead cum death,US,2020-08-22,quantile,0.85,168694
2020-07-20,5 wk ahead cum death,US,2020-08-22,quantile,0.9,169186.40000000002
2020-07-20,5 wk ahead cum death,US,2020-08-22,quantile,0.95,169808.09999999998
