"target","location","forecast_date","target_end_date","quantile","value","type"
"1 day ahead inc hosp","02",2022-05-09,2022-05-10,0.01,0,"quantile"
"2 day ahead inc hosp","02",2022-05-09,2022-05-11,0.01,0,"quantile"
"3 day ahead inc hosp","02",2022-05-09,2022-05-12,0.01,0,"quantile"
"4 day ahead inc hosp","02",2022-05-09,2022-05-13,0.01,0,"quantile"
"5 day ahead inc hosp","02",2022-05-09,2022-05-14,0.01,0,"quantile"
"6 day ahead inc hosp","02",2022-05-09,2022-05-15,0.01,0,"quantile"
"7 day ahead inc hosp","02",2022-05-09,2022-05-16,0.01,0,"quantile"
"8 day ahead inc hosp","02",2022-05-09,2022-05-17,0.01,0,"quantile"
"9 day ahead inc hosp","02",2022-05-09,2022-05-18,0.01,0,"quantile"
"10 day ahead inc hosp","02",2022-05-09,2022-05-19,0.01,0,"quantile"
"11 day ahead inc hosp","02",2022-05-09,2022-05-20,0.01,0,"quantile"
"12 day ahead inc hosp","02",2022-05-09,2022-05-21,0.01,0,"quantile"
"13 day ahead inc hosp","02",2022-05-09,2022-05-22,0.01,0,"quantile"
"14 day ahead inc hosp","02",2022-05-09,2022-05-23,0.01,0,"quantile"
"15 day ahead inc hosp","02",2022-05-09,2022-05-24,0.01,0,"quantile"
"16 day ahead inc hosp","02",2022-05-09,2022-05-25,0.01,0,"quantile"
"17 day ahead inc hosp","02",2022-05-09,2022-05-26,0.01,0,"quantile"
"18 day ahead inc hosp","02",2022-05-09,2022-05-27,0.01,0,"quantile"
"19 day ahead inc hosp","02",2022-05-09,2022-05-28,0.01,0,"quantile"
"20 day ahead inc hosp","02",2022-05-09,2022-05-29,0.01,0,"quantile"
"21 day ahead inc hosp","02",2022-05-09,2022-05-30,0.01,0,"quantile"
"22 day ahead inc hosp","02",2022-05-09,2022-05-31,0.01,0,"quantile"
"23 day ahead inc hosp","02",2022-05-09,2022-06-01,0.01,0,"quantile"
"24 day ahead inc hosp","02",2022-05-09,2022-06-02,0.01,0,"quantile"
"25 day ahead inc hosp","02",2022-05-09,2022-06-03,0.01,0,"quantile"
"26 day ahead inc hosp","02",2022-05-09,2022-06-04,0.01,0,"quantile"
"27 day ahead inc hosp","02",2022-05-09,2022-06-05,0.01,0,"quantile"
"28 day ahead inc hosp","02",2022-05-09,2022-06-06,0.01,0,"quantile"
"29 day ahead inc hosp","02",2022-05-09,2022-06-07,0.01,0,"quantile"
"30 day ahead inc hosp","02",2022-05-09,2022-06-08,0.01,0,"quantile"
"1 day ahead inc hosp","02",2022-05-09,2022-05-10,0.025,0,"quantile"
"2 day ahead inc hosp","02",2022-05-09,2022-05-11,0.025,0,"quantile"
"3 day ahead inc hosp","02",2022-05-09,2022-05-12,0.025,0,"quantile"
"4 day ahead inc hosp","02",2022-05-09,2022-05-13,0.025,0,"quantile"
"5 day ahead inc hosp","02",2022-05-09,2022-05-14,0.025,0,"quantile"
"6 day ahead inc hosp","02",2022-05-09,2022-05-15,0.025,0,"quantile"
"7 day ahead inc hosp","02",2022-05-09,2022-05-16,0.025,0,"quantile"
"8 day ahead inc hosp","02",2022-05-09,2022-05-17,0.025,0,"quantile"
"9 day ahead inc hosp","02",2022-05-09,2022-05-18,0.025,0,"quantile"
"10 day ahead inc hosp","02",2022-05-09,2022-05-19,0.025,0,"quantile"
"11 day ahead inc hosp","02",2022-05-09,2022-05-20,0.025,0,"quantile"
"12 day ahead inc hosp","02",2022-05-09,2022-05-21,0.025,0,"quantile"
"13 day ahead inc hosp","02",2022-05-09,2022-05-22,0.025,0,"quantile"
"14 day ahead inc hosp","02",2022-05-09,2022-05-23,0.025,0,"quantile"
"15 day ahead inc hosp","02",2022-05-09,2022-05-24,0.025,0,"quantile"
"16 day ahead inc hosp","02",2022-05-09,2022-05-25,0.025,0,"quantile"
"17 day ahead inc hosp","02",2022-05-09,2022-05-26,0.025,0,"quantile"
"18 day ahead inc hosp","02",2022-05-09,2022-05-27,0.025,0,"quantile"
"19 day ahead inc hosp","02",2022-05-09,2022-05-28,0.025,0,"quantile"
"20 day ahead inc hosp","02",2022-05-09,2022-05-29,0.025,0,"quantile"
"21 day ahead inc hosp","02",2022-05-09,2022-05-30,0.025,0,"quantile"
"22 day ahead inc hosp","02",2022-05-09,2022-05-31,0.025,0,"quantile"
"23 day ahead inc hosp","02",2022-05-09,2022-06-01,0.025,0,"quantile"
"24 day ahead inc hosp","02",2022-05-09,2022-06-02,0.025,0,"quantile"
"25 day ahead inc hosp","02",2022-05-09,2022-06-03,0.025,0,"quantile"
"26 day ahead inc hosp","02",2022-05-09,2022-06-04,0.025,0,"quantile"
"27 day ahead inc hosp","02",2022-05-09,2022-06-05,0.025,0,"quantile"
"28 day ahead inc hosp","02",2022-05-09,2022-06-06,0.025,0,"quantile"
"29 day ahead inc hosp","02",2022-05-09,2022-06-07,0.025,0,"quantile"
"30 day ahead inc hosp","02",2022-05-09,2022-06-08,0.025,0,"quantile"
"1 day ahead inc hosp","02",2022-05-09,2022-05-10,0.05,0,"quantile"
"2 day ahead inc hosp","02",2022-05-09,2022-05-11,0.05,0,"quantile"
"3 day ahead inc hosp","02",2022-05-09,2022-05-12,0.05,0,"quantile"
"4 day ahead inc hosp","02",2022-05-09,2022-05-13,0.05,0,"quantile"
"5 day ahead inc hosp","02",2022-05-09,2022-05-14,0.05,0,"quantile"
"6 day ahead inc hosp","02",2022-05-09,2022-05-15,0.05,0,"quantile"
"7 day ahead inc hosp","02",2022-05-09,2022-05-16,0.05,0,"quantile"
"8 day ahead inc hosp","02",2022-05-09,2022-05-17,0.05,0,"quantile"
"9 day ahead inc hosp","02",2022-05-09,2022-05-18,0.05,0,"quantile"
"10 day ahead inc hosp","02",2022-05-09,2022-05-19,0.05,0,"quantile"
"11 day ahead inc hosp","02",2022-05-09,2022-05-20,0.05,0,"quantile"
"12 day ahead inc hosp","02",2022-05-09,2022-05-21,0.05,0,"quantile"
"13 day ahead inc hosp","02",2022-05-09,2022-05-22,0.05,0,"quantile"
"14 day ahead inc hosp","02",2022-05-09,2022-05-23,0.05,0,"quantile"
"15 day ahead inc hosp","02",2022-05-09,2022-05-24,0.05,0,"quantile"
"16 day ahead inc hosp","02",2022-05-09,2022-05-25,0.05,0,"quantile"
"17 day ahead inc hosp","02",2022-05-09,2022-05-26,0.05,0,"quantile"
"18 day ahead inc hosp","02",2022-05-09,2022-05-27,0.05,0,"quantile"
"19 day ahead inc hosp","02",2022-05-09,2022-05-28,0.05,0,"quantile"
"20 day ahead inc hosp","02",2022-05-09,2022-05-29,0.05,0,"quantile"
"21 day ahead inc hosp","02",2022-05-09,2022-05-30,0.05,0,"quantile"
"22 day ahead inc hosp","02",2022-05-09,2022-05-31,0.05,0,"quantile"
"23 day ahead inc hosp","02",2022-05-09,2022-06-01,0.05,0,"quantile"
"24 day ahead inc hosp","02",2022-05-09,2022-06-02,0.05,0,"quantile"
"25 day ahead inc hosp","02",2022-05-09,2022-06-03,0.05,0,"quantile"
"26 day ahead inc hosp","02",2022-05-09,2022-06-04,0.05,0,"quantile"
"27 day ahead inc hosp","02",2022-05-09,2022-06-05,0.05,0,"quantile"
"28 day ahead inc hosp","02",2022-05-09,2022-06-06,0.05,0,"quantile"
"29 day ahead inc hosp","02",2022-05-09,2022-06-07,0.05,0,"quantile"
"30 day ahead inc hosp","02",2022-05-09,2022-06-08,0.05,0,"quantile"
"1 day ahead inc hosp","02",2022-05-09,2022-05-10,0.1,1,"quantile"
"2 day ahead inc hosp","02",2022-05-09,2022-05-11,0.1,1,"quantile"
"3 day ahead inc hosp","02",2022-05-09,2022-05-12,0.1,1,"quantile"
"4 day ahead inc hosp","02",2022-05-09,2022-05-13,0.1,1,"quantile"
"5 day ahead inc hosp","02",2022-05-09,2022-05-14,0.1,1,"quantile"
"6 day ahead inc hosp","02",2022-05-09,2022-05-15,0.1,1,"quantile"
