forecast_date,target,target_end_date,type,quantile,location,value
2022-01-23,1 wk ahead cum death,2022-01-29,quantile,0.010,37,20494.91507
2022-01-23,1 wk ahead cum death,2022-01-29,quantile,0.025,37,20498.47099
2022-01-23,1 wk ahead cum death,2022-01-29,quantile,0.050,37,20502.903
2022-01-23,1 wk ahead cum death,2022-01-29,quantile,0.100,37,20514.2407
2022-01-23,1 wk ahead cum death,2022-01-29,quantile,0.150,37,20516.3021
2022-01-23,1 wk ahead cum death,2022-01-29,quantile,0.200,37,20520.4249
2022-01-23,1 wk ahead cum death,2022-01-29,quantile,0.250,37,20523.517
2022-01-23,1 wk ahead cum death,2022-01-29,quantile,0.300,37,20525.5784
2022-01-23,1 wk ahead cum death,2022-01-29,quantile,0.350,37,20537.43145
2022-01-23,1 wk ahead cum death,2022-01-29,quantile,0.400,37,20541.0389
2022-01-23,1 wk ahead cum death,2022-01-29,quantile,0.450,37,20559.84918
2022-01-23,1 wk ahead cum death,2022-01-29,quantile,0.500,37,20564.745
2022-01-23,1 wk ahead cum death,2022-01-29,quantile,0.550,37,20565.7757
2022-01-23,1 wk ahead cum death,2022-01-29,quantile,0.600,37,20566.8064
2022-01-23,1 wk ahead cum death,2022-01-29,quantile,0.650,37,20572.06297
2022-01-23,1 wk ahead cum death,2022-01-29,quantile,0.700,37,20572.9906
2022-01-23,1 wk ahead cum death,2022-01-29,quantile,0.750,37,20572.9906
2022-01-23,1 wk ahead cum death,2022-01-29,quantile,0.800,37,20575.052
2022-01-23,1 wk ahead cum death,2022-01-29,quantile,0.850,37,20575.052
2022-01-23,1 wk ahead cum death,2022-01-29,quantile,0.900,37,20585.359
2022-01-23,1 wk ahead cum death,2022-01-29,quantile,0.950,37,20587.4204
2022-01-23,1 wk ahead cum death,2022-01-29,quantile,0.975,37,20589.4818
2022-01-23,1 wk ahead cum death,2022-01-29,quantile,0.990,37,20626.587
2022-01-23,1 wk ahead cum death,2022-01-29,point,NA,37,20564.745
2022-01-23,2 wk ahead cum death,2022-02-05,quantile,0.010,37,20711.9165
2022-01-23,2 wk ahead cum death,2022-02-05,quantile,0.025,37,20731.20305
2022-01-23,2 wk ahead cum death,2022-02-05,quantile,0.050,37,20747.1789
2022-01-23,2 wk ahead cum death,2022-02-05,quantile,0.100,37,20759.80497
2022-01-23,2 wk ahead cum death,2022-02-05,quantile,0.150,37,20772.9464
2022-01-23,2 wk ahead cum death,2022-02-05,quantile,0.200,37,20791.499
2022-01-23,2 wk ahead cum death,2022-02-05,quantile,0.250,37,20792.5297
2022-01-23,2 wk ahead cum death,2022-02-05,quantile,0.300,37,20792.5297
2022-01-23,2 wk ahead cum death,2022-02-05,quantile,0.350,37,20795.10645
2022-01-23,2 wk ahead cum death,2022-02-05,quantile,0.400,37,20814.1744
2022-01-23,2 wk ahead cum death,2022-02-05,quantile,0.450,37,20822.42
2022-01-23,2 wk ahead cum death,2022-02-05,quantile,0.500,37,20824.4814
2022-01-23,2 wk ahead cum death,2022-02-05,quantile,0.550,37,20829.6349
2022-01-23,2 wk ahead cum death,2022-02-05,quantile,0.600,37,20831.28402
2022-01-23,2 wk ahead cum death,2022-02-05,quantile,0.650,37,20837.8805
2022-01-23,2 wk ahead cum death,2022-02-05,quantile,0.700,37,20849.73355
2022-01-23,2 wk ahead cum death,2022-02-05,quantile,0.750,37,20849.99123
2022-01-23,2 wk ahead cum death,2022-02-05,quantile,0.800,37,20853.341
2022-01-23,2 wk ahead cum death,2022-02-05,quantile,0.850,37,20869.8322
2022-01-23,2 wk ahead cum death,2022-02-05,quantile,0.900,37,20873.955
2022-01-23,2 wk ahead cum death,2022-02-05,quantile,0.950,37,20873.955
2022-01-23,2 wk ahead cum death,2022-02-05,quantile,0.975,37,20886.3234
2022-01-23,2 wk ahead cum death,2022-02-05,quantile,0.990,37,20910.0295
2022-01-23,2 wk ahead cum death,2022-02-05,point,NA,37,20824.4814
2022-01-23,3 wk ahead cum death,2022-02-12,quantile,0.010,37,20928.5821
2022-01-23,3 wk ahead cum death,2022-02-12,quantile,0.025,37,20935.797
2022-01-23,3 wk ahead cum death,2022-02-12,quantile,0.050,37,20946.104
2022-01-23,3 wk ahead cum death,2022-02-12,quantile,0.100,37,20950.2268
2022-01-23,3 wk ahead cum death,2022-02-12,quantile,0.150,37,20953.52504
2022-01-23,3 wk ahead cum death,2022-02-12,quantile,0.200,37,20974.70592
2022-01-23,3 wk ahead cum death,2022-02-12,quantile,0.250,37,20978.0557
2022-01-23,3 wk ahead cum death,2022-02-12,quantile,0.300,37,20987.332
2022-01-23,3 wk ahead cum death,2022-02-12,quantile,0.350,37,20992.4855
2022-01-23,3 wk ahead cum death,2022-02-12,quantile,0.400,37,21000.62803
2022-01-23,3 wk ahead cum death,2022-02-12,quantile,0.450,37,21007.946
2022-01-23,3 wk ahead cum death,2022-02-12,quantile,0.500,37,21010.52275
2022-01-23,3 wk ahead cum death,2022-02-12,quantile,0.550,37,21011.0381
2022-01-23,3 wk ahead cum death,2022-02-12,quantile,0.600,37,21017.2223
2022-01-23,3 wk ahead cum death,2022-02-12,quantile,0.650,37,21017.73765
2022-01-23,3 wk ahead cum death,2022-02-12,quantile,0.700,37,21025.21023
2022-01-23,3 wk ahead cum death,2022-02-12,quantile,0.750,37,21025.4679
2022-01-23,3 wk ahead cum death,2022-02-12,quantile,0.800,37,21030.6214
2022-01-23,3 wk ahead cum death,2022-02-12,quantile,0.850,37,21034.7442
2022-01-23,3 wk ahead cum death,2022-02-12,quantile,0.900,37,21059.481
2022-01-23,3 wk ahead cum death,2022-02-12,quantile,0.950,37,21065.6652
2022-01-23,3 wk ahead cum death,2022-02-12,quantile,0.975,37,21098.6476
2022-01-23,3 wk ahead cum death,2022-02-12,quantile,0.990,37,21113.59275
2022-01-23,3 wk ahead cum death,2022-02-12,point,NA,37,21010.52275
2022-01-23,4 wk ahead cum death,2022-02-19,quantile,0.010,37,21049.174
2022-01-23,4 wk ahead cum death,2022-02-19,quantile,0.025,37,21052.78145
2022-01-23,4 wk ahead cum death,2022-02-19,quantile,0.050,37,21057.93495
2022-01-23,4 wk ahead cum death,2022-02-19,quantile,0.100,37,21075.76606
2022-01-23,4 wk ahead cum death,2022-02-19,quantile,0.150,37,21081.1257
2022-01-23,4 wk ahead cum death,2022-02-19,quantile,0.200,37,21086.2792
2022-01-23,4 wk ahead cum death,2022-02-19,quantile,0.250,37,21107.15088
2022-01-23,4 wk ahead cum death,2022-02-19,quantile,0.300,37,21108.43925
2022-01-23,4 wk ahead cum death,2022-02-19,quantile,0.350,37,21111.53135
2022-01-23,4 wk ahead cum death,2022-02-19,quantile,0.400,37,21118.2309
2022-01-23,4 wk ahead cum death,2022-02-19,quantile,0.450,37,21119.2616
2022-01-23,4 wk ahead cum death,2022-02-19,quantile,0.500,37,21125.4458
2022-01-23,4 wk ahead cum death,2022-02-19,quantile,0.550,37,21129.5686
2022-01-23,4 wk ahead cum death,2022-02-19,quantile,0.600,37,21135.23745
2022-01-23,4 wk ahead cum death,2022-02-19,quantile,0.650,37,21141.937
2022-01-23,4 wk ahead cum death,2022-02-19,quantile,0.700,37,21150.1826
2022-01-23,4 wk ahead cum death,2022-02-19,quantile,0.750,37,21152.244
2022-01-23,4 wk ahead cum death,2022-02-19,quantile,0.800,37,21152.244
2022-01-23,4 wk ahead cum death,2022-02-19,quantile,0.850,37,21159.20123
2022-01-23,4 wk ahead cum death,2022-02-19,quantile,0.900,37,21162.551
2022-01-23,4 wk ahead cum death,2022-02-19,quantile,0.950,37,21195.5334
2022-01-23,4 wk ahead cum death,2022-02-19,quantile,0.975,37,21222.3316
2022-01-23,4 wk ahead cum death,2022-02-19,quantile,0.990,37,21234.7
2022-01-23,4 wk ahead cum death,2022-02-19,point,NA,37,21125.4458
2022-01-23,5 wk ahead cum death,2022-02-26,quantile,0.010,37,21097.6169
2022-01-23,5 wk ahead cum death,2022-02-26,quantile,0.025,37,21121.323
2022-01-23,5 wk ahead cum death,2022-02-26,quantile,0.050,37,21124.4151
2022-01-23,5 wk ahead cum death,2022-02-26,quantile,0.100,37,21136.7835
2022-01-23,5 wk ahead cum death,2022-02-26,quantile,0.150,37,21142.9677
2022-01-23,5 wk ahead cum death,2022-02-26,quantile,0.200,37,21147.91506
2022-01-23,5 wk ahead cum death,2022-02-26,quantile,0.250,37,21172.858
2022-01-23,5 wk ahead cum death,2022-02-26,quantile,0.300,37,21176.9808
2022-01-23,5 wk ahead cum death,2022-02-26,quantile,0.350,37,21183.68035
2022-01-23,5 wk ahead cum death,2022-02-26,quantile,0.400,37,21187.2878
2022-01-23,5 wk ahead cum death,2022-02-26,quantile,0.450,37,21187.2878
2022-01-23,5 wk ahead cum death,2022-02-26,quantile,0.500,37,21188.83385
2022-01-23,5 wk ahead cum death,2022-02-26,quantile,0.550,37,21195.5334
2022-01-23,5 wk ahead cum death,2022-02-26,quantile,0.600,37,21198.6255
2022-01-23,5 wk ahead cum death,2022-02-26,quantile,0.650,37,21203.779
2022-01-23,5 wk ahead cum death,2022-02-26,quantile,0.700,37,21207.38645
2022-01-23,5 wk ahead cum death,2022-02-26,quantile,0.750,37,21214.086
2022-01-23,5 wk ahead cum death,2022-02-26,quantile,0.800,37,21234.7
2022-01-23,5 wk ahead cum death,2022-02-26,quantile,0.850,37,21243.56402
2022-01-23,5 wk ahead cum death,2022-02-26,quantile,0.900,37,21259.95215
2022-01-23,5 wk ahead cum death,2022-02-26,quantile,0.950,37,21261.4982
2022-01-23,5 wk ahead cum death,2022-02-26,quantile,0.975,37,21286.235
2022-01-23,5 wk ahead cum death,2022-02-26,quantile,0.990,37,21312.51785
