location,forecast_date,quantile,value,target,target_end_date,type
02,2022-02-14,0.01,5.853129625460989,0 day ahead inc hosp,2022-02-14,quantile
02,2022-02-14,0.025,8.027641181243323,0 day ahead inc hosp,2022-02-14,quantile
02,2022-02-14,0.05,9.340657129828687,0 day ahead inc hosp,2022-02-14,quantile
02,2022-02-14,0.1,10.345092897268158,0 day ahead inc hosp,2022-02-14,quantile
02,2022-02-14,0.15,10.996979019577863,0 day ahead inc hosp,2022-02-14,quantile
02,2022-02-14,0.2,11.448380702530402,0 day ahead inc hosp,2022-02-14,quantile
02,2022-02-14,0.25,11.882563525937481,0 day ahead inc hosp,2022-02-14,quantile
02,2022-02-14,0.3,12.184447107589017,0 day ahead inc hosp,2022-02-14,quantile
02,2022-02-14,0.35,12.430496166115,0 day ahead inc hosp,2022-02-14,quantile
02,2022-02-14,0.4,12.699248153663481,0 day ahead inc hosp,2022-02-14,quantile
02,2022-02-14,0.45,12.975538699634967,0 day ahead inc hosp,2022-02-14,quantile
02,2022-02-14,0.5,13.24919657797499,0 day ahead inc hosp,2022-02-14,quantile
02,2022-02-14,0.55,13.542808443307253,0 day ahead inc hosp,2022-02-14,quantile
02,2022-02-14,0.6,13.83703869945075,0 day ahead inc hosp,2022-02-14,quantile
02,2022-02-14,0.65,14.153199157947116,0 day ahead inc hosp,2022-02-14,quantile
02,2022-02-14,0.7,14.461557915107354,0 day ahead inc hosp,2022-02-14,quantile
02,2022-02-14,0.75,14.81365366761181,0 day ahead inc hosp,2022-02-14,quantile
02,2022-02-14,0.8,15.193128903484407,0 day ahead inc hosp,2022-02-14,quantile
02,2022-02-14,0.85,15.629202335271065,0 day ahead inc hosp,2022-02-14,quantile
02,2022-02-14,0.9,16.3923528419223,0 day ahead inc hosp,2022-02-14,quantile
02,2022-02-14,0.95,17.79847150613824,0 day ahead inc hosp,2022-02-14,quantile
02,2022-02-14,0.975,19.368293786114265,0 day ahead inc hosp,2022-02-14,quantile
02,2022-02-14,0.99,20.974477313833393,0 day ahead inc hosp,2022-02-14,quantile
02,2022-02-14,0.01,5.853129625460989,1 day ahead inc hosp,2022-02-15,quantile
02,2022-02-14,0.025,8.027641181243323,1 day ahead inc hosp,2022-02-15,quantile
02,2022-02-14,0.05,9.340657129828687,1 day ahead inc hosp,2022-02-15,quantile
02,2022-02-14,0.1,10.345092897268158,1 day ahead inc hosp,2022-02-15,quantile
02,2022-02-14,0.15,10.996979019577863,1 day ahead inc hosp,2022-02-15,quantile
02,2022-02-14,0.2,11.448380702530402,1 day ahead inc hosp,2022-02-15,quantile
02,2022-02-14,0.25,11.882563525937481,1 day ahead inc hosp,2022-02-15,quantile
02,2022-02-14,0.3,12.184447107589017,1 day ahead inc hosp,2022-02-15,quantile
02,2022-02-14,0.35,12.430496166115,1 day ahead inc hosp,2022-02-15,quantile
02,2022-02-14,0.4,12.699248153663481,1 day ahead inc hosp,2022-02-15,quantile
02,2022-02-14,0.45,12.975538699634967,1 day ahead inc hosp,2022-02-15,quantile
02,2022-02-14,0.5,13.24919657797499,1 day ahead inc hosp,2022-02-15,quantile
02,2022-02-14,0.55,13.542808443307253,1 day ahead inc hosp,2022-02-15,quantile
02,2022-02-14,0.6,13.83703869945075,1 day ahead inc hosp,2022-02-15,quantile
02,2022-02-14,0.65,14.153199157947116,1 day ahead inc hosp,2022-02-15,quantile
02,2022-02-14,0.7,14.461557915107354,1 day ahead inc hosp,2022-02-15,quantile
02,2022-02-14,0.75,14.81365366761181,1 day ahead inc hosp,2022-02-15,quantile
02,2022-02-14,0.8,15.193128903484407,1 day ahead inc hosp,2022-02-15,quantile
02,2022-02-14,0.85,15.629202335271065,1 day ahead inc hosp,2022-02-15,quantile
02,2022-02-14,0.9,16.3923528419223,1 day ahead inc hosp,2022-02-15,quantile
02,2022-02-14,0.95,17.79847150613824,1 day ahead inc hosp,2022-02-15,quantile
02,2022-02-14,0.975,19.368293786114265,1 day ahead inc hosp,2022-02-15,quantile
02,2022-02-14,0.99,20.974477313833393,1 day ahead inc hosp,2022-02-15,quantile
02,2022-02-14,0.01,5.620046807648857,2 day ahead inc hosp,2022-02-16,quantile
02,2022-02-14,0.025,7.6710184027982145,2 day ahead inc hosp,2022-02-16,quantile
02,2022-02-14,0.05,8.876216401724067,2 day ahead inc hosp,2022-02-16,quantile
02,2022-02-14,0.1,9.935725548454247,2 day ahead inc hosp,2022-02-16,quantile
02,2022-02-14,0.15,10.632980751198964,2 day ahead inc hosp,2022-02-16,quantile
02,2022-02-14,0.2,11.176760521174135,2 day ahead inc hosp,2022-02-16,quantile
02,2022-02-14,0.25,11.563372080972018,2 day ahead inc hosp,2022-02-16,quantile
02,2022-02-14,0.3,11.86968730559744,2 day ahead inc hosp,2022-02-16,quantile
02,2022-02-14,0.35,12.182452572131522,2 day ahead inc hosp,2022-02-16,quantile
02,2022-02-14,0.4,12.44202329279702,2 day ahead inc hosp,2022-02-16,quantile
02,2022-02-14,0.45,12.704167488249514,2 day ahead inc hosp,2022-02-16,quantile
02,2022-02-14,0.5,12.980455331444427,2 day ahead inc hosp,2022-02-16,quantile
02,2022-02-14,0.55,13.27021240984606,2 day ahead inc hosp,2022-02-16,quantile
02,2022-02-14,0.6,13.606908603306497,2 day ahead inc hosp,2022-02-16,quantile
