location,target,type,quantile,forecast_date,target_end_date,value
01,1 wk ahead cum death,point,,2020-04-16,2020-04-25,135
02,1 wk ahead cum death,point,,2020-04-16,2020-04-25,16
04,1 wk ahead cum death,point,,2020-04-16,2020-04-25,218
05,1 wk ahead cum death,point,,2020-04-16,2020-04-25,51
06,1 wk ahead cum death,point,,2020-04-16,2020-04-25,1780
08,1 wk ahead cum death,point,,2020-04-16,2020-04-25,583
09,1 wk ahead cum death,point,,2020-04-16,2020-04-25,2270
10,1 wk ahead cum death,point,,2020-04-16,2020-04-25,125
12,1 wk ahead cum death,point,,2020-04-16,2020-04-25,1115
13,1 wk ahead cum death,point,,2020-04-16,2020-04-25,864
15,1 wk ahead cum death,point,,2020-04-16,2020-04-25,21
16,1 wk ahead cum death,point,,2020-04-16,2020-04-25,56
17,1 wk ahead cum death,point,,2020-04-16,2020-04-25,1574
18,1 wk ahead cum death,point,,2020-04-16,2020-04-25,711
19,1 wk ahead cum death,point,,2020-04-16,2020-04-25,80
20,1 wk ahead cum death,point,,2020-04-16,2020-04-25,99
21,1 wk ahead cum death,point,,2020-04-16,2020-04-25,165
22,1 wk ahead cum death,point,,2020-04-16,2020-04-25,1712
23,1 wk ahead cum death,point,,2020-04-16,2020-04-25,39
24,1 wk ahead cum death,point,,2020-04-16,2020-04-25,895
25,1 wk ahead cum death,point,,2020-04-16,2020-04-25,3179
26,1 wk ahead cum death,point,,2020-04-16,2020-04-25,3334
27,1 wk ahead cum death,point,,2020-04-16,2020-04-25,122
28,1 wk ahead cum death,point,,2020-04-16,2020-04-25,137
29,1 wk ahead cum death,point,,2020-04-16,2020-04-25,332
30,1 wk ahead cum death,point,,2020-04-16,2020-04-25,10
31,1 wk ahead cum death,point,,2020-04-16,2020-04-25,14
32,1 wk ahead cum death,point,,2020-04-16,2020-04-25,118
33,1 wk ahead cum death,point,,2020-04-16,2020-04-25,65
34,1 wk ahead cum death,point,,2020-04-16,2020-04-25,7348
35,1 wk ahead cum death,point,,2020-04-16,2020-04-25,61
36,1 wk ahead cum death,point,,2020-04-16,2020-04-25,19315
37,1 wk ahead cum death,point,,2020-04-16,2020-04-25,167
38,1 wk ahead cum death,point,,2020-04-16,2020-04-25,9
39,1 wk ahead cum death,point,,2020-04-16,2020-04-25,587
40,1 wk ahead cum death,point,,2020-04-16,2020-04-25,155
41,1 wk ahead cum death,point,,2020-04-16,2020-04-25,97
42,1 wk ahead cum death,point,,2020-04-16,2020-04-25,1626
44,1 wk ahead cum death,point,,2020-04-16,2020-04-25,62
45,1 wk ahead cum death,point,,2020-04-16,2020-04-25,198
46,1 wk ahead cum death,point,,2020-04-16,2020-04-25,14
47,1 wk ahead cum death,point,,2020-04-16,2020-04-25,253
48,1 wk ahead cum death,point,,2020-04-16,2020-04-25,757
49,1 wk ahead cum death,point,,2020-04-16,2020-04-25,51
50,1 wk ahead cum death,point,,2020-04-16,2020-04-25,50
51,1 wk ahead cum death,point,,2020-04-16,2020-04-25,301
53,1 wk ahead cum death,point,,2020-04-16,2020-04-25,805
54,1 wk ahead cum death,point,,2020-04-16,2020-04-25,13
55,1 wk ahead cum death,point,,2020-04-16,2020-04-25,240
56,1 wk ahead cum death,point,,2020-04-16,2020-04-25,3
US,1 wk ahead cum death,point,,2020-04-16,2020-04-25,52850
01,1 wk ahead cum death,quantile,0.01,2020-04-16,2020-04-25,94
02,1 wk ahead cum death,quantile,0.01,2020-04-16,2020-04-25,15
04,1 wk ahead cum death,quantile,0.01,2020-04-16,2020-04-25,177
05,1 wk ahead cum death,quantile,0.01,2020-04-16,2020-04-25,37
06,1 wk ahead cum death,quantile,0.01,2020-04-16,2020-04-25,1377
08,1 wk ahead cum death,quantile,0.01,2020-04-16,2020-04-25,481
09,1 wk ahead cum death,quantile,0.01,2020-04-16,2020-04-25,1708
10,1 wk ahead cum death,quantile,0.01,2020-04-16,2020-04-25,72
12,1 wk ahead cum death,quantile,0.01,2020-04-16,2020-04-25,889
13,1 wk ahead cum death,quantile,0.01,2020-04-16,2020-04-25,714
15,1 wk ahead cum death,quantile,0.01,2020-04-16,2020-04-25,12
16,1 wk ahead cum death,quantile,0.01,2020-04-16,2020-04-25,41
17,1 wk ahead cum death,quantile,0.01,2020-04-16,2020-04-25,1268
18,1 wk ahead cum death,quantile,0.01,2020-04-16,2020-04-25,547
19,1 wk ahead cum death,quantile,0.01,2020-04-16,2020-04-25,61
20,1 wk ahead cum death,quantile,0.01,2020-04-16,2020-04-25,80
21,1 wk ahead cum death,quantile,0.01,2020-04-16,2020-04-25,137
22,1 wk ahead cum death,quantile,0.01,2020-04-16,2020-04-25,1459
23,1 wk ahead cum death,quantile,0.01,2020-04-16,2020-04-25,24
24,1 wk ahead cum death,quantile,0.01,2020-04-16,2020-04-25,679
25,1 wk ahead cum death,quantile,0.01,2020-04-16,2020-04-25,2369
26,1 wk ahead cum death,quantile,0.01,2020-04-16,2020-04-25,2368
27,1 wk ahead cum death,quantile,0.01,2020-04-16,2020-04-25,105
28,1 wk ahead cum death,quantile,0.01,2020-04-16,2020-04-25,123
29,1 wk ahead cum death,quantile,0.01,2020-04-16,2020-04-25,229
30,1 wk ahead cum death,quantile,0.01,2020-04-16,2020-04-25,5
31,1 wk ahead cum death,quantile,0.01,2020-04-16,2020-04-25,6
32,1 wk ahead cum death,quantile,0.01,2020-04-16,2020-04-25,89
33,1 wk ahead cum death,quantile,0.01,2020-04-16,2020-04-25,44
34,1 wk ahead cum death,quantile,0.01,2020-04-16,2020-04-25,4969
35,1 wk ahead cum death,quantile,0.01,2020-04-16,2020-04-25,40
36,1 wk ahead cum death,quantile,0.01,2020-04-16,2020-04-25,14784
37,1 wk ahead cum death,quantile,0.01,2020-04-16,2020-04-25,124
