file_name,commit_date,commit_link,commit_message,summer_migration
2020-01-24-WalmartLabsML-LogForecasting.csv,01/25/21-01:43:28,https://github.com/reichlab/covid19-forecast-hub/commit/2be8b075664fec33430b935721887dde27add05a,Delete 2020-01-24-WalmartLabsML-LogForecasting.csv,False
2021-01-17-JHUAPL-Gecko.csv,01/24/21-22:39:40,https://github.com/reichlab/covid19-forecast-hub/commit/2e38378f0681b1822734e1bfdd7b23b1c4e9f403,Delete 2021-01-17-JHUAPL-Gecko.csv,False
2021-01-10-JHUAPL-Gecko.csv,01/24/21-22:39:26,https://github.com/reichlab/covid19-forecast-hub/commit/8e3e8240e07ce26cdc9a4f84c8eb4bf3fa47a926,Delete 2021-01-10-JHUAPL-Gecko.csv,False
2021-01-03-JHUAPL-Gecko.csv,01/24/21-22:39:15,https://github.com/reichlab/covid19-forecast-hub/commit/687df2ee2abca81d1816d6212e89400380d13b1e,Delete 2021-01-03-JHUAPL-Gecko.csv,False
2020-12-27-JHUAPL-Gecko.csv,01/24/21-22:38:53,https://github.com/reichlab/covid19-forecast-hub/commit/68acdeb5efa8658f2a1801e06e2e8f023ff2aeaa,Delete 2020-12-27-JHUAPL-Gecko.csv,False
2020-12-20-JHUAPL-Gecko.csv,01/24/21-22:38:44,https://github.com/reichlab/covid19-forecast-hub/commit/ea1d0635e2e851b8c5b4eb29bbb5cf2985335f2b,Delete 2020-12-20-JHUAPL-Gecko.csv,False
2021-01-18-WalmartLabsML-LogForecasting.csv,01/18/21-02:07:06,https://github.com/reichlab/covid19-forecast-hub/commit/715b7ee70dd2cabdfe2273df604043742e9bc9b2,Delete 2021-01-18-WalmartLabsML-LogForecasting.csv,False
2021-01-17-Columiba_UNC-SurvCon.csv,01/17/21-17:17:32,https://github.com/reichlab/covid19-forecast-hub/commit/7dfe33debc9aa8ca90dfb505bbdab782938ad169,Delete 2021-01-17-Columiba_UNC-SurvCon.csv,False
2021-01-10-Google_Harvard-CPF.csv,01/11/21-21:47:18,https://github.com/reichlab/covid19-forecast-hub/commit/28cc4d9b72a709de36760c32e80ecb79eed535e6,Delete 2021-01-10-Google_Harvard-CPF.csv,False
2021-01-11_BMA_ensemble.csv,01/11/21-17:33:16,https://github.com/reichlab/covid19-forecast-hub/commit/4e7f4a8e37c63eb4c34f1422b99fa5a9a3e9648a,removed BMA file,False
2020-01-03-Columbia_UNC-SurvCon.csv,01/08/21-16:34:58,https://github.com/reichlab/covid19-forecast-hub/commit/4af3034ed7ee2596f24c4e0c10f32b176cdf516b,Delete 2020-01-03-Columbia_UNC-SurvCon.csv,False
2020-11-22-JHU_UNC_GAS-StatMechPool.csv,12/07/20-17:35:21,https://github.com/reichlab/covid19-forecast-hub/commit/c4ea481a5465f8eafb0c1998ea09af6c3bc5feb7,Delete 2020-11-22-JHU_UNC_GAS-StatMechPool.csv,False
2020-11-29-JHU_UNC_GAS-StatMechPool.csv,12/07/20-17:35:11,https://github.com/reichlab/covid19-forecast-hub/commit/c60f987c8905ce4ee23080a2a2f9140b8d76ec57,Delete 2020-11-29-JHU_UNC_GAS-StatMechPool.csv,False
2020-12-07-USACE-ERDC_SEIR.csv,12/07/20-12:12:54,https://github.com/reichlab/covid19-forecast-hub/commit/975c958d8b2e3fcb7be0e3649075f2eed9dc4510,Removed forecast for 12-07,False
2020-11-22-UCF-AEM.txt,11/23/20-13:15:26,https://github.com/reichlab/covid19-forecast-hub/commit/bf176668c00223216bf23c39963e3e83ba0ac0d0,Delete 2020-11-22-UCF-AEM.txt,False
2020-11-15-Covid19Sim-Simulator.csv,11/23/20-11:23:29,https://github.com/reichlab/covid19-forecast-hub/commit/3718c4b3f3d2e1c074c43c51d28ae6a2add24072,weekly forecast update,False
2020-11-07-JHU_CSSE-DECOM.csv,11/09/20-20:14:19,https://github.com/reichlab/covid19-forecast-hub/commit/6698fcbaca855ec817c31e0f57a7b19f0d07b96c,Delete 2020-11-07-JHU_CSSE-DECOM.csv,False
2020-11-01-JHU-UNC-GAS-StatMechPool.csv,11/02/20-14:32:10,https://github.com/reichlab/covid19-forecast-hub/commit/c7818008a7af166ca96e68e47d47542a6e581771,Delete 2020-11-01-JHU-UNC-GAS-StatMechPool.csv,False
2020-11-1-BPagano-RtDriven.csv,11/02/20-15:13:11,https://github.com/reichlab/covid19-forecast-hub/commit/504b018d8cab82b3a5aece147b2b592874159fd2,Delete 2020-11-1-BPagano-RtDriven.csv,False
2020-11-1-BPagano-RtDriven.csv,11/02/20-14:30:16,https://github.com/reichlab/covid19-forecast-hub/commit/3c9c42009bf6f8f2e11903a621774c6c0030c558,Delete 2020-11-1-BPagano-RtDriven.csv,False
2020-10-25-JHU-UNC-GAS-StatMechPool.csv,10/28/20-06:03:56,https://github.com/reichlab/covid19-forecast-hub/commit/b875041627440bfc26943d10aedc15c072c8a20b,Delete 2020-10-25-JHU-UNC-GAS-StatMechPool.csv,False
