,location,target,type,quantile,forecast_date,target_end_date,value
0,17,1 day ahead cum death,quantile,0.01,2020-06-01,2020-06-02,221.63
1,17,1 day ahead cum death,quantile,0.025,2020-06-01,2020-06-02,619.4000000000002
2,17,1 day ahead cum death,quantile,0.05,2020-06-01,2020-06-02,1016.6
3,17,1 day ahead cum death,quantile,0.1,2020-06-01,2020-06-02,1491.7
4,17,1 day ahead cum death,quantile,0.15,2020-06-01,2020-06-02,2105.850000000001
5,17,1 day ahead cum death,quantile,0.2,2020-06-01,2020-06-02,2626.4
6,17,1 day ahead cum death,quantile,0.25,2020-06-01,2020-06-02,2859.25
7,17,1 day ahead cum death,quantile,0.3,2020-06-01,2020-06-02,3346.0
8,17,1 day ahead cum death,quantile,0.35,2020-06-01,2020-06-02,3800.8
9,17,1 day ahead cum death,quantile,0.4,2020-06-01,2020-06-02,4208.2
10,17,1 day ahead cum death,quantile,0.45,2020-06-01,2020-06-02,4538.1
11,17,1 day ahead cum death,quantile,0.5,2020-06-01,2020-06-02,5098.0
12,17,1 day ahead cum death,quantile,0.55,2020-06-01,2020-06-02,5498.850000000004
13,17,1 day ahead cum death,quantile,0.6,2020-06-01,2020-06-02,6036.2
14,17,1 day ahead cum death,quantile,0.65,2020-06-01,2020-06-02,6556.4
15,17,1 day ahead cum death,quantile,0.7,2020-06-01,2020-06-02,6967.200000000002
16,17,1 day ahead cum death,quantile,0.75,2020-06-01,2020-06-02,7395.500000000003
17,17,1 day ahead cum death,quantile,0.8,2020-06-01,2020-06-02,8206.400000000001
18,17,1 day ahead cum death,quantile,0.85,2020-06-01,2020-06-02,8879.650000000001
19,17,1 day ahead cum death,quantile,0.9,2020-06-01,2020-06-02,9958.00000000001
20,17,1 day ahead cum death,quantile,0.95,2020-06-01,2020-06-02,11701.049999999988
21,17,1 day ahead cum death,quantile,0.975,2020-06-01,2020-06-02,13836.124999999995
22,17,1 day ahead cum death,quantile,0.99,2020-06-01,2020-06-02,14830.629999999996
23,17,1 day ahead cum death,point,,2020-06-01,2020-06-02,5098.0
24,18,1 day ahead cum death,quantile,0.01,2020-06-01,2020-06-02,81.85000000000002
25,18,1 day ahead cum death,quantile,0.025,2020-06-01,2020-06-02,177.52500000000003
26,18,1 day ahead cum death,quantile,0.05,2020-06-01,2020-06-02,351.85
27,18,1 day ahead cum death,quantile,0.1,2020-06-01,2020-06-02,548.8
28,18,1 day ahead cum death,quantile,0.15,2020-06-01,2020-06-02,726.55
29,18,1 day ahead cum death,quantile,0.2,2020-06-01,2020-06-02,874.6000000000001
30,18,1 day ahead cum death,quantile,0.25,2020-06-01,2020-06-02,1025.25
31,18,1 day ahead cum death,quantile,0.3,2020-06-01,2020-06-02,1188.8
32,18,1 day ahead cum death,quantile,0.35,2020-06-01,2020-06-02,1376.85
33,18,1 day ahead cum death,quantile,0.4,2020-06-01,2020-06-02,1510.0000000000002
34,18,1 day ahead cum death,quantile,0.45,2020-06-01,2020-06-02,1694.0
35,18,1 day ahead cum death,quantile,0.5,2020-06-01,2020-06-02,1831.5
36,18,1 day ahead cum death,quantile,0.55,2020-06-01,2020-06-02,1988.8500000000006
37,18,1 day ahead cum death,quantile,0.6,2020-06-01,2020-06-02,2187.2000000000016
38,18,1 day ahead cum death,quantile,0.65,2020-06-01,2020-06-02,2374.350000000001
39,18,1 day ahead cum death,quantile,0.7,2020-06-01,2020-06-02,2572.600000000001
40,18,1 day ahead cum death,quantile,0.75,2020-06-01,2020-06-02,2821.0
41,18,1 day ahead cum death,quantile,0.8,2020-06-01,2020-06-02,3082.0
42,18,1 day ahead cum death,quantile,0.85,2020-06-01,2020-06-02,3508.6
43,18,1 day ahead cum death,quantile,0.9,2020-06-01,2020-06-02,4103.000000000005
44,18,1 day ahead cum death,quantile,0.95,2020-06-01,2020-06-02,4887.949999999997
45,18,1 day ahead cum death,quantile,0.975,2020-06-01,2020-06-02,5707.449999999998
46,18,1 day ahead cum death,quantile,0.99,2020-06-01,2020-06-02,6340.4299999999985
47,18,1 day ahead cum death,point,,2020-06-01,2020-06-02,1831.5
48,21,1 day ahead cum death,quantile,0.01,2020-06-01,2020-06-02,24.99
49,21,1 day ahead cum death,quantile,0.025,2020-06-01,2020-06-02,35.475
50,21,1 day ahead cum death,quantile,0.05,2020-06-01,2020-06-02,58.0
51,21,1 day ahead cum death,quantile,0.1,2020-06-01,2020-06-02,101.9
52,21,1 day ahead cum death,quantile,0.15,2020-06-01,2020-06-02,127.70000000000002
53,21,1 day ahead cum death,quantile,0.2,2020-06-01,2020-06-02,163.40000000000003
54,21,1 day ahead cum death,quantile,0.25,2020-06-01,2020-06-02,192.25
55,21,1 day ahead cum death,quantile,0.3,2020-06-01,2020-06-02,209.1
56,21,1 day ahead cum death,quantile,0.35,2020-06-01,2020-06-02,246.6
57,21,1 day ahead cum death,quantile,0.4,2020-06-01,2020-06-02,280.6
58,21,1 day ahead cum death,quantile,0.45,2020-06-01,2020-06-02,321.1
59,21,1 day ahead cum death,quantile,0.5,2020-06-01,2020-06-02,363.5
60,21,1 day ahead cum death,quantile,0.55,2020-06-01,2020-06-02,414.90000000000015
61,21,1 day ahead cum death,quantile,0.6,2020-06-01,2020-06-02,467.60000000000014
62,21,1 day ahead cum death,quantile,0.65,2020-06-01,2020-06-02,548.0500000000002
63,21,1 day ahead cum death,quantile,0.7,2020-06-01,2020-06-02,626.9000000000002
64,21,1 day ahead cum death,quantile,0.75,2020-06-01,2020-06-02,693.7500000000003
65,21,1 day ahead cum death,quantile,0.8,2020-06-01,2020-06-02,813.8000000000003
66,21,1 day ahead cum death,quantile,0.85,2020-06-01,2020-06-02,952.0
67,21,1 day ahead cum death,quantile,0.9,2020-06-01,2020-06-02,1133.6000000000004
68,21,1 day ahead cum death,quantile,0.95,2020-06-01,2020-06-02,1547.1999999999991
69,21,1 day ahead cum death,quantile,0.975,2020-06-01,2020-06-02,1789.525
70,21,1 day ahead cum death,quantile,0.99,2020-06-01,2020-06-02,2100.08
71,21,1 day ahead cum death,point,,2020-06-01,2020-06-02,363.5
72,26,1 day ahead cum death,quantile,0.01,2020-06-01,2020-06-02,0.0
73,26,1 day ahead cum death,quantile,0.025,2020-06-01,2020-06-02,0.0
74,26,1 day ahead cum death,quantile,0.05,2020-06-01,2020-06-02,1.0
75,26,1 day ahead cum death,quantile,0.1,2020-06-01,2020-06-02,16.0
76,26,1 day ahead cum death,quantile,0.15,2020-06-01,2020-06-02,92.0
77,26,1 day ahead cum death,quantile,0.2,2020-06-01,2020-06-02,335.2000000000004
78,26,1 day ahead cum death,quantile,0.25,2020-06-01,2020-06-02,548.5
79,26,1 day ahead cum death,quantile,0.3,2020-06-01,2020-06-02,1008.6999999999997
80,26,1 day ahead cum death,quantile,0.35,2020-06-01,2020-06-02,1478.9
81,26,1 day ahead cum death,quantile,0.4,2020-06-01,2020-06-02,1862.6000000000006
82,26,1 day ahead cum death,quantile,0.45,2020-06-01,2020-06-02,2368.7500000000005
83,26,1 day ahead cum death,quantile,0.5,2020-06-01,2020-06-02,3298.0
84,26,1 day ahead cum death,quantile,0.55,2020-06-01,2020-06-02,3901.050000000001
85,26,1 day ahead cum death,quantile,0.6,2020-06-01,2020-06-02,4517.200000000002
86,26,1 day ahead cum death,quantile,0.65,2020-06-01,2020-06-02,5056.35
87,26,1 day ahead cum death,quantile,0.7,2020-06-01,2020-06-02,5871.6
88,26,1 day ahead cum death,quantile,0.75,2020-06-01,2020-06-02,6693.75
89,26,1 day ahead cum death,quantile,0.8,2020-06-01,2020-06-02,7625.8
90,26,1 day ahead cum death,quantile,0.85,2020-06-01,2020-06-02,8882.900000000001
91,26,1 day ahead cum death,quantile,0.9,2020-06-01,2020-06-02,10489.200000000012
92,26,1 day ahead cum death,quantile,0.95,2020-06-01,2020-06-02,12541.749999999984
93,26,1 day ahead cum death,quantile,0.975,2020-06-01,2020-06-02,14625.975
94,26,1 day ahead cum death,quantile,0.99,2020-06-01,2020-06-02,15364.479999999998
95,26,1 day ahead cum death,point,,2020-06-01,2020-06-02,3298.0
96,27,1 day ahead cum death,quantile,0.01,2020-06-01,2020-06-02,27.780000000000005
97,27,1 day ahead cum death,quantile,0.025,2020-06-01,2020-06-02,138.95
98,27,1 day ahead cum death,quantile,0.05,2020-06-01,2020-06-02,209.45000000000005
99,27,1 day ahead cum death,quantile,0.1,2020-06-01,2020-06-02,304.5
100,27,1 day ahead cum death,quantile,0.15,2020-06-01,2020-06-02,368.55000000000007
101,27,1 day ahead cum death,quantile,0.2,2020-06-01,2020-06-02,500.6
102,27,1 day ahead cum death,quantile,0.25,2020-06-01,2020-06-02,582.5
103,27,1 day ahead cum death,quantile,0.3,2020-06-01,2020-06-02,685.7
104,27,1 day ahead cum death,quantile,0.35,2020-06-01,2020-06-02,794.95
105,27,1 day ahead cum death,quantile,0.4,2020-06-01,2020-06-02,903.0
106,27,1 day ahead cum death,quantile,0.45,2020-06-01,2020-06-02,1012.0
107,27,1 day ahead cum death,quantile,0.5,2020-06-01,2020-06-02,1121.5
108,27,1 day ahead cum death,quantile,0.55,2020-06-01,2020-06-02,1232.9
109,27,1 day ahead cum death,quantile,0.6,2020-06-01,2020-06-02,1332.4
110,27,1 day ahead cum death,quantile,0.65,2020-06-01,2020-06-02,1439.4000000000005
111,27,1 day ahead cum death,quantile,0.7,2020-06-01,2020-06-02,1626.0
112,27,1 day ahead cum death,quantile,0.75,2020-06-01,2020-06-02,1796.7500000000002
113,27,1 day ahead cum death,quantile,0.8,2020-06-01,2020-06-02,1948.000000000001
114,27,1 day ahead cum death,quantile,0.85,2020-06-01,2020-06-02,2143.15
115,27,1 day ahead cum death,quantile,0.9,2020-06-01,2020-06-02,2338.5000000000023
116,27,1 day ahead cum death,quantile,0.95,2020-06-01,2020-06-02,2851.799999999999
117,27,1 day ahead cum death,quantile,0.975,2020-06-01,2020-06-02,3251.3
118,27,1 day ahead cum death,quantile,0.99,2020-06-01,2020-06-02,3610.089999999999
119,27,1 day ahead cum death,point,,2020-06-01,2020-06-02,1121.5
120,39,1 day ahead cum death,quantile,0.01,2020-06-01,2020-06-02,18.95
121,39,1 day ahead cum death,quantile,0.025,2020-06-01,2020-06-02,122.75
122,39,1 day ahead cum death,quantile,0.05,2020-06-01,2020-06-02,234.75000000000003
123,39,1 day ahead cum death,quantile,0.1,2020-06-01,2020-06-02,381.7000000000001
124,39,1 day ahead cum death,quantile,0.15,2020-06-01,2020-06-02,560.4500000000002
125,39,1 day ahead cum death,quantile,0.2,2020-06-01,2020-06-02,717.0
