,location,target,type,quantile,forecast_date,target_end_date,value
0,17,1 day ahead cum death,quantile,0.01,2020-06-22,2020-06-23,6673.98
1,17,1 day ahead cum death,quantile,0.025,2020-06-22,2020-06-23,6708.9
2,17,1 day ahead cum death,quantile,0.05,2020-06-22,2020-06-23,6747.9000000000015
3,17,1 day ahead cum death,quantile,0.1,2020-06-22,2020-06-23,6790.9
4,17,1 day ahead cum death,quantile,0.15,2020-06-22,2020-06-23,6827.0
5,17,1 day ahead cum death,quantile,0.2,2020-06-22,2020-06-23,6850.799999999998
6,17,1 day ahead cum death,quantile,0.25,2020-06-22,2020-06-23,6877.0
7,17,1 day ahead cum death,quantile,0.3,2020-06-22,2020-06-23,6893.700000000002
8,17,1 day ahead cum death,quantile,0.35,2020-06-22,2020-06-23,6913.0
9,17,1 day ahead cum death,quantile,0.4,2020-06-22,2020-06-23,6927.6
10,17,1 day ahead cum death,quantile,0.45,2020-06-22,2020-06-23,6938.55
11,17,1 day ahead cum death,quantile,0.5,2020-06-22,2020-06-23,6945.5
12,17,1 day ahead cum death,quantile,0.55,2020-06-22,2020-06-23,6959.0
13,17,1 day ahead cum death,quantile,0.6,2020-06-22,2020-06-23,6969.4
14,17,1 day ahead cum death,quantile,0.65,2020-06-22,2020-06-23,6978.35
15,17,1 day ahead cum death,quantile,0.7,2020-06-22,2020-06-23,6985.0
16,17,1 day ahead cum death,quantile,0.75,2020-06-22,2020-06-23,6992.0
17,17,1 day ahead cum death,quantile,0.8,2020-06-22,2020-06-23,7001.0
18,17,1 day ahead cum death,quantile,0.85,2020-06-22,2020-06-23,7010.15
19,17,1 day ahead cum death,quantile,0.9,2020-06-22,2020-06-23,7023.0
20,17,1 day ahead cum death,quantile,0.95,2020-06-22,2020-06-23,7040.0
21,17,1 day ahead cum death,quantile,0.975,2020-06-22,2020-06-23,7051.525
22,17,1 day ahead cum death,quantile,0.99,2020-06-22,2020-06-23,7067.06
23,17,1 day ahead cum death,point,,2020-06-22,2020-06-23,6945.5
24,18,1 day ahead cum death,quantile,0.01,2020-06-22,2020-06-23,2506.94
25,18,1 day ahead cum death,quantile,0.025,2020-06-22,2020-06-23,2514.0
26,18,1 day ahead cum death,quantile,0.05,2020-06-22,2020-06-23,2530.7
27,18,1 day ahead cum death,quantile,0.1,2020-06-22,2020-06-23,2549.8
28,18,1 day ahead cum death,quantile,0.15,2020-06-22,2020-06-23,2561.0
29,18,1 day ahead cum death,quantile,0.2,2020-06-22,2020-06-23,2571.8
30,18,1 day ahead cum death,quantile,0.25,2020-06-22,2020-06-23,2589.0
31,18,1 day ahead cum death,quantile,0.3,2020-06-22,2020-06-23,2601.0
32,18,1 day ahead cum death,quantile,0.35,2020-06-22,2020-06-23,2614.0
33,18,1 day ahead cum death,quantile,0.4,2020-06-22,2020-06-23,2621.0
34,18,1 day ahead cum death,quantile,0.45,2020-06-22,2020-06-23,2627.0
35,18,1 day ahead cum death,quantile,0.5,2020-06-22,2020-06-23,2632.0
36,18,1 day ahead cum death,quantile,0.55,2020-06-22,2020-06-23,2636.0
37,18,1 day ahead cum death,quantile,0.6,2020-06-22,2020-06-23,2641.0
38,18,1 day ahead cum death,quantile,0.65,2020-06-22,2020-06-23,2645.0
39,18,1 day ahead cum death,quantile,0.7,2020-06-22,2020-06-23,2649.0
40,18,1 day ahead cum death,quantile,0.75,2020-06-22,2020-06-23,2652.25
41,18,1 day ahead cum death,quantile,0.8,2020-06-22,2020-06-23,2659.0
42,18,1 day ahead cum death,quantile,0.85,2020-06-22,2020-06-23,2670.15
43,18,1 day ahead cum death,quantile,0.9,2020-06-22,2020-06-23,2687.0
44,18,1 day ahead cum death,quantile,0.95,2020-06-22,2020-06-23,2714.1
45,18,1 day ahead cum death,quantile,0.975,2020-06-22,2020-06-23,2754.525
46,18,1 day ahead cum death,quantile,0.99,2020-06-22,2020-06-23,2770.07
47,18,1 day ahead cum death,point,,2020-06-22,2020-06-23,2632.0
48,21,1 day ahead cum death,quantile,0.01,2020-06-22,2020-06-23,520.0
49,21,1 day ahead cum death,quantile,0.025,2020-06-22,2020-06-23,521.0
50,21,1 day ahead cum death,quantile,0.05,2020-06-22,2020-06-23,523.0
51,21,1 day ahead cum death,quantile,0.1,2020-06-22,2020-06-23,525.0
52,21,1 day ahead cum death,quantile,0.15,2020-06-22,2020-06-23,527.0
53,21,1 day ahead cum death,quantile,0.2,2020-06-22,2020-06-23,530.0
54,21,1 day ahead cum death,quantile,0.25,2020-06-22,2020-06-23,533.0
55,21,1 day ahead cum death,quantile,0.3,2020-06-22,2020-06-23,535.0
56,21,1 day ahead cum death,quantile,0.35,2020-06-22,2020-06-23,539.0
57,21,1 day ahead cum death,quantile,0.4,2020-06-22,2020-06-23,541.0
58,21,1 day ahead cum death,quantile,0.45,2020-06-22,2020-06-23,543.0
59,21,1 day ahead cum death,quantile,0.5,2020-06-22,2020-06-23,546.0
60,21,1 day ahead cum death,quantile,0.55,2020-06-22,2020-06-23,549.0
61,21,1 day ahead cum death,quantile,0.6,2020-06-22,2020-06-23,553.4000000000002
62,21,1 day ahead cum death,quantile,0.65,2020-06-22,2020-06-23,556.3500000000001
63,21,1 day ahead cum death,quantile,0.7,2020-06-22,2020-06-23,561.3
64,21,1 day ahead cum death,quantile,0.75,2020-06-22,2020-06-23,570.0
65,21,1 day ahead cum death,quantile,0.8,2020-06-22,2020-06-23,578.0
66,21,1 day ahead cum death,quantile,0.85,2020-06-22,2020-06-23,588.0
67,21,1 day ahead cum death,quantile,0.9,2020-06-22,2020-06-23,604.1000000000001
68,21,1 day ahead cum death,quantile,0.95,2020-06-22,2020-06-23,621.1999999999998
69,21,1 day ahead cum death,quantile,0.975,2020-06-22,2020-06-23,639.0
70,21,1 day ahead cum death,quantile,0.99,2020-06-22,2020-06-23,659.03
71,21,1 day ahead cum death,point,,2020-06-22,2020-06-23,546.0
72,26,1 day ahead cum death,quantile,0.01,2020-06-22,2020-06-23,6057.0
73,26,1 day ahead cum death,quantile,0.025,2020-06-22,2020-06-23,6062.475
74,26,1 day ahead cum death,quantile,0.05,2020-06-22,2020-06-23,6071.0
75,26,1 day ahead cum death,quantile,0.1,2020-06-22,2020-06-23,6087.0
76,26,1 day ahead cum death,quantile,0.15,2020-06-22,2020-06-23,6098.55
77,26,1 day ahead cum death,quantile,0.2,2020-06-22,2020-06-23,6113.0
78,26,1 day ahead cum death,quantile,0.25,2020-06-22,2020-06-23,6126.75
79,26,1 day ahead cum death,quantile,0.3,2020-06-22,2020-06-23,6142.0
80,26,1 day ahead cum death,quantile,0.35,2020-06-22,2020-06-23,6152.65
81,26,1 day ahead cum death,quantile,0.4,2020-06-22,2020-06-23,6164.0
82,26,1 day ahead cum death,quantile,0.45,2020-06-22,2020-06-23,6174.0
83,26,1 day ahead cum death,quantile,0.5,2020-06-22,2020-06-23,6185.0
84,26,1 day ahead cum death,quantile,0.55,2020-06-22,2020-06-23,6192.45
85,26,1 day ahead cum death,quantile,0.6,2020-06-22,2020-06-23,6203.0
86,26,1 day ahead cum death,quantile,0.65,2020-06-22,2020-06-23,6217.0
87,26,1 day ahead cum death,quantile,0.7,2020-06-22,2020-06-23,6237.299999999998
88,26,1 day ahead cum death,quantile,0.75,2020-06-22,2020-06-23,6250.0
89,26,1 day ahead cum death,quantile,0.8,2020-06-22,2020-06-23,6270.0
90,26,1 day ahead cum death,quantile,0.85,2020-06-22,2020-06-23,6286.450000000002
91,26,1 day ahead cum death,quantile,0.9,2020-06-22,2020-06-23,6323.1
92,26,1 day ahead cum death,quantile,0.95,2020-06-22,2020-06-23,6363.0
93,26,1 day ahead cum death,quantile,0.975,2020-06-22,2020-06-23,6392.0
94,26,1 day ahead cum death,quantile,0.99,2020-06-22,2020-06-23,6421.01
95,26,1 day ahead cum death,point,,2020-06-22,2020-06-23,6185.0
96,27,1 day ahead cum death,quantile,0.01,2020-06-22,2020-06-23,1377.96
97,27,1 day ahead cum death,quantile,0.025,2020-06-22,2020-06-23,1390.475
98,27,1 day ahead cum death,quantile,0.05,2020-06-22,2020-06-23,1397.0
99,27,1 day ahead cum death,quantile,0.1,2020-06-22,2020-06-23,1408.9
100,27,1 day ahead cum death,quantile,0.15,2020-06-22,2020-06-23,1419.0
101,27,1 day ahead cum death,quantile,0.2,2020-06-22,2020-06-23,1424.8
102,27,1 day ahead cum death,quantile,0.25,2020-06-22,2020-06-23,1437.75
103,27,1 day ahead cum death,quantile,0.3,2020-06-22,2020-06-23,1446.6999999999996
104,27,1 day ahead cum death,quantile,0.35,2020-06-22,2020-06-23,1463.65
105,27,1 day ahead cum death,quantile,0.4,2020-06-22,2020-06-23,1472.6
106,27,1 day ahead cum death,quantile,0.45,2020-06-22,2020-06-23,1480.0
107,27,1 day ahead cum death,quantile,0.5,2020-06-22,2020-06-23,1488.5
