,Unnamed: 0,location,target,type,quantile,forecast_date,target_end_date,value
336,336,US,1 wk ahead inc death,quantile,0.01,2020-04-29,2020-05-09,5794.492215649185
337,337,US,1 wk ahead inc death,quantile,0.025,2020-04-29,2020-05-09,6258.144559702062
338,338,US,1 wk ahead inc death,quantile,0.05,2020-04-29,2020-05-09,6648.932328488488
339,339,US,1 wk ahead inc death,quantile,0.1,2020-04-29,2020-05-09,7302.468488501783
340,340,US,1 wk ahead inc death,quantile,0.15,2020-04-29,2020-05-09,7784.993928681472
341,341,US,1 wk ahead inc death,quantile,0.2,2020-04-29,2020-05-09,8222.824642877998
342,342,US,1 wk ahead inc death,quantile,0.25,2020-04-29,2020-05-09,8668.917480175716
343,343,US,1 wk ahead inc death,quantile,0.3,2020-04-29,2020-05-09,9048.688876647557
344,344,US,1 wk ahead inc death,quantile,0.35,2020-04-29,2020-05-09,9420.242720425797
345,345,US,1 wk ahead inc death,quantile,0.4,2020-04-29,2020-05-09,9820.068389515329
346,346,US,1 wk ahead inc death,quantile,0.45,2020-04-29,2020-05-09,10186.12867969992
347,347,US,1 wk ahead inc death,quantile,0.5,2020-04-29,2020-05-09,10563.640783046296
348,348,US,1 wk ahead inc death,quantile,0.55,2020-04-29,2020-05-09,10961.339391840638
349,349,US,1 wk ahead inc death,quantile,0.6,2020-04-29,2020-05-09,11322.515922232105
350,350,US,1 wk ahead inc death,quantile,0.65,2020-04-29,2020-05-09,11712.979226099736
351,351,US,1 wk ahead inc death,quantile,0.7,2020-04-29,2020-05-09,12133.72023600223
352,352,US,1 wk ahead inc death,quantile,0.75,2020-04-29,2020-05-09,12564.682329963909
353,353,US,1 wk ahead inc death,quantile,0.8,2020-04-29,2020-05-09,13029.482520608386
354,354,US,1 wk ahead inc death,quantile,0.85,2020-04-29,2020-05-09,13575.203132398849
355,355,US,1 wk ahead inc death,quantile,0.9,2020-04-29,2020-05-09,14199.606994118089
356,356,US,1 wk ahead inc death,quantile,0.95,2020-04-29,2020-05-09,15032.767086806942
357,357,US,1 wk ahead inc death,quantile,0.975,2020-04-29,2020-05-09,15710.313490941327
358,358,US,1 wk ahead inc death,quantile,0.99,2020-04-29,2020-05-09,16344.476556006779
359,359,US,1 wk ahead inc death,point,,2020-04-29,2020-05-09,10671.73287401922
360,360,US,1 wk ahead cum death,quantile,0.01,2020-04-29,2020-05-09,68565.143726473
361,361,US,1 wk ahead cum death,quantile,0.025,2020-04-29,2020-05-09,69301.49247958549
362,362,US,1 wk ahead cum death,quantile,0.05,2020-04-29,2020-05-09,69940.95719902906
363,363,US,1 wk ahead cum death,quantile,0.1,2020-04-29,2020-05-09,70955.16760914827
364,364,US,1 wk ahead cum death,quantile,0.15,2020-04-29,2020-05-09,71703.33492149926
365,365,US,1 wk ahead cum death,quantile,0.2,2020-04-29,2020-05-09,72348.30800189593
366,366,US,1 wk ahead cum death,quantile,0.25,2020-04-29,2020-05-09,73016.82148840268
367,367,US,1 wk ahead cum death,quantile,0.3,2020-04-29,2020-05-09,73602.43876712145
368,368,US,1 wk ahead cum death,quantile,0.35,2020-04-29,2020-05-09,74147.85887367636
369,369,US,1 wk ahead cum death,quantile,0.4,2020-04-29,2020-05-09,74716.85346684119
370,370,US,1 wk ahead cum death,quantile,0.45,2020-04-29,2020-05-09,75267.48188708918
371,371,US,1 wk ahead cum death,quantile,0.5,2020-04-29,2020-05-09,75839.92418115183
372,372,US,1 wk ahead cum death,quantile,0.55,2020-04-29,2020-05-09,76403.00242875169
373,373,US,1 wk ahead cum death,quantile,0.6,2020-04-29,2020-05-09,76923.2871963651
374,374,US,1 wk ahead cum death,quantile,0.65,2020-04-29,2020-05-09,77521.94510278094
375,375,US,1 wk ahead cum death,quantile,0.7,2020-04-29,2020-05-09,78130.78167055764
376,376,US,1 wk ahead cum death,quantile,0.75,2020-04-29,2020-05-09,78763.12364497906
377,377,US,1 wk ahead cum death,quantile,0.8,2020-04-29,2020-05-09,79448.63783565506
378,378,US,1 wk ahead cum death,quantile,0.85,2020-04-29,2020-05-09,80260.74863558121
379,379,US,1 wk ahead cum death,quantile,0.9,2020-04-29,2020-05-09,81237.27544049648
380,380,US,1 wk ahead cum death,quantile,0.95,2020-04-29,2020-05-09,82431.2590536413
381,381,US,1 wk ahead cum death,quantile,0.975,2020-04-29,2020-05-09,83448.83140800142
382,382,US,1 wk ahead cum death,quantile,0.99,2020-04-29,2020-05-09,84488.80668804343
383,383,US,1 wk ahead cum death,point,,2020-04-29,2020-05-09,75967.74033675785
384,384,US,2 wk ahead inc death,quantile,0.01,2020-04-29,2020-05-16,3936.925980695392
385,385,US,2 wk ahead inc death,quantile,0.025,2020-04-29,2020-05-16,4285.945495942969
386,386,US,2 wk ahead inc death,quantile,0.05,2020-04-29,2020-05-16,4700.011868227812
387,387,US,2 wk ahead inc death,quantile,0.1,2020-04-29,2020-05-16,5281.928399530066
388,388,US,2 wk ahead inc death,quantile,0.15,2020-04-29,2020-05-16,5784.66988957446
389,389,US,2 wk ahead inc death,quantile,0.2,2020-04-29,2020-05-16,6266.030819346543
390,390,US,2 wk ahead inc death,quantile,0.25,2020-04-29,2020-05-16,6702.366262625808
391,391,US,2 wk ahead inc death,quantile,0.3,2020-04-29,2020-05-16,7096.450078644346
392,392,US,2 wk ahead inc death,quantile,0.35,2020-04-29,2020-05-16,7537.926756114311
393,393,US,2 wk ahead inc death,quantile,0.4,2020-04-29,2020-05-16,7985.054393100555
394,394,US,2 wk ahead inc death,quantile,0.45,2020-04-29,2020-05-16,8470.94011237827
395,395,US,2 wk ahead inc death,quantile,0.5,2020-04-29,2020-05-16,8906.894721393477
396,396,US,2 wk ahead inc death,quantile,0.55,2020-04-29,2020-05-16,9349.27485158007
397,397,US,2 wk ahead inc death,quantile,0.6,2020-04-29,2020-05-16,9808.373310168716
398,398,US,2 wk ahead inc death,quantile,0.65,2020-04-29,2020-05-16,10248.683884236438
399,399,US,2 wk ahead inc death,quantile,0.7,2020-04-29,2020-05-16,10711.357743203409
400,400,US,2 wk ahead inc death,quantile,0.75,2020-04-29,2020-05-16,11269.605200621765
401,401,US,2 wk ahead inc death,quantile,0.8,2020-04-29,2020-05-16,11834.769337185231
402,402,US,2 wk ahead inc death,quantile,0.85,2020-04-29,2020-05-16,12430.787388386045
403,403,US,2 wk ahead inc death,quantile,0.9,2020-04-29,2020-05-16,13157.440222527894
404,404,US,2 wk ahead inc death,quantile,0.95,2020-04-29,2020-05-16,14063.184484170857
405,405,US,2 wk ahead inc death,quantile,0.975,2020-04-29,2020-05-16,14817.81169660934
406,406,US,2 wk ahead inc death,quantile,0.99,2020-04-29,2020-05-16,15449.544646739829
407,407,US,2 wk ahead inc death,point,,2020-04-29,2020-05-16,9067.735679512303
408,408,US,2 wk ahead cum death,quantile,0.01,2020-04-29,2020-05-16,72502.06970716838
409,409,US,2 wk ahead cum death,quantile,0.025,2020-04-29,2020-05-16,73587.43797552845
410,410,US,2 wk ahead cum death,quantile,0.05,2020-04-29,2020-05-16,74640.96906725687
411,411,US,2 wk ahead cum death,quantile,0.1,2020-04-29,2020-05-16,76237.09600867835
412,412,US,2 wk ahead cum death,quantile,0.15,2020-04-29,2020-05-16,77488.00481107373
413,413,US,2 wk ahead cum death,quantile,0.2,2020-04-29,2020-05-16,78614.33882124246
414,414,US,2 wk ahead cum death,quantile,0.25,2020-04-29,2020-05-16,79719.18775102848
415,415,US,2 wk ahead cum death,quantile,0.3,2020-04-29,2020-05-16,80698.8888457658
416,416,US,2 wk ahead cum death,quantile,0.35,2020-04-29,2020-05-16,81685.78562979067
417,417,US,2 wk ahead cum death,quantile,0.4,2020-04-29,2020-05-16,82701.90785994174
418,418,US,2 wk ahead cum death,quantile,0.45,2020-04-29,2020-05-16,83738.42199946745
419,419,US,2 wk ahead cum death,quantile,0.5,2020-04-29,2020-05-16,84746.81890254532
420,420,US,2 wk ahead cum death,quantile,0.55,2020-04-29,2020-05-16,85752.27728033175
421,421,US,2 wk ahead cum death,quantile,0.6,2020-04-29,2020-05-16,86731.66050653382
422,422,US,2 wk ahead cum death,quantile,0.65,2020-04-29,2020-05-16,87770.62898701738
423,423,US,2 wk ahead cum death,quantile,0.7,2020-04-29,2020-05-16,88842.13941376105
424,424,US,2 wk ahead cum death,quantile,0.75,2020-04-29,2020-05-16,90032.72884560082
425,425,US,2 wk ahead cum death,quantile,0.8,2020-04-29,2020-05-16,91283.40717284028
426,426,US,2 wk ahead cum death,quantile,0.85,2020-04-29,2020-05-16,92691.53602396726
427,427,US,2 wk ahead cum death,quantile,0.9,2020-04-29,2020-05-16,94394.71566302436
428,428,US,2 wk ahead cum death,quantile,0.95,2020-04-29,2020-05-16,96494.44353781217
429,429,US,2 wk ahead cum death,quantile,0.975,2020-04-29,2020-05-16,98266.64310461076
430,430,US,2 wk ahead cum death,quantile,0.99,2020-04-29,2020-05-16,99938.35133478325
431,431,US,2 wk ahead cum death,point,,2020-04-29,2020-05-16,85035.47601627017
432,432,US,3 wk ahead inc death,quantile,0.01,2020-04-29,2020-05-23,2635.0003270794
433,433,US,3 wk ahead inc death,quantile,0.025,2020-04-29,2020-05-23,2922.861549409775
434,434,US,3 wk ahead inc death,quantile,0.05,2020-04-29,2020-05-23,3240.145101342487
435,435,US,3 wk ahead inc death,quantile,0.1,2020-04-29,2020-05-23,3741.796226474488
436,436,US,3 wk ahead inc death,quantile,0.15,2020-04-29,2020-05-23,4238.361978871109
437,437,US,3 wk ahead inc death,quantile,0.2,2020-04-29,2020-05-23,4687.377290006579
438,438,US,3 wk ahead inc death,quantile,0.25,2020-04-29,2020-05-23,5152.084183652567
439,439,US,3 wk ahead inc death,quantile,0.3,2020-04-29,2020-05-23,5571.361982356751
440,440,US,3 wk ahead inc death,quantile,0.35,2020-04-29,2020-05-23,6043.237019918701
441,441,US,3 wk ahead inc death,quantile,0.4,2020-04-29,2020-05-23,6473.615674857248
442,442,US,3 wk ahead inc death,quantile,0.45,2020-04-29,2020-05-23,6987.401523767482
443,443,US,3 wk ahead inc death,quantile,0.5,2020-04-29,2020-05-23,7455.78435563146
444,444,US,3 wk ahead inc death,quantile,0.55,2020-04-29,2020-05-23,7965.212716554257
445,445,US,3 wk ahead inc death,quantile,0.6,2020-04-29,2020-05-23,8420.789707442518
446,446,US,3 wk ahead inc death,quantile,0.65,2020-04-29,2020-05-23,8923.045626759385
447,447,US,3 wk ahead inc death,quantile,0.7,2020-04-29,2020-05-23,9525.632062805333
448,448,US,3 wk ahead inc death,quantile,0.75,2020-04-29,2020-05-23,10126.295180615272
449,449,US,3 wk ahead inc death,quantile,0.8,2020-04-29,2020-05-23,10815.321515903388
450,450,US,3 wk ahead inc death,quantile,0.85,2020-04-29,2020-05-23,11449.40507418824
451,451,US,3 wk ahead inc death,quantile,0.9,2020-04-29,2020-05-23,12229.46208648204
