forecast_date,target_end_date,location,target,quantile,value,type
2022-02-07,2022-02-06,10,1 day ahead inc covid case,0.01,733.1707421624918,quantile
2022-02-07,2022-02-06,10,1 day ahead inc covid case,0.025,795.8759626300464,quantile
2022-02-07,2022-02-06,10,1 day ahead inc covid case,0.05,852.1621398550237,quantile
2022-02-07,2022-02-06,10,1 day ahead inc covid case,0.1,922.7601250174977,quantile
2022-02-07,2022-02-06,10,1 day ahead inc covid case,0.15,967.8297900871378,quantile
2022-02-07,2022-02-06,10,1 day ahead inc covid case,0.2,1005.0699712220116,quantile
2022-02-07,2022-02-06,10,1 day ahead inc covid case,0.25,1037.5734105935508,quantile
2022-02-07,2022-02-06,10,1 day ahead inc covid case,0.3,1065.958706585224,quantile
2022-02-07,2022-02-06,10,1 day ahead inc covid case,0.35,1091.4730445044188,quantile
2022-02-07,2022-02-06,10,1 day ahead inc covid case,0.4,1115.9972054318469,quantile
2022-02-07,2022-02-06,10,1 day ahead inc covid case,0.45,1139.834567673058,quantile
2022-02-07,2022-02-06,10,1 day ahead inc covid case,0.5,1164.245888134738,quantile
2022-02-07,2022-02-06,10,1 day ahead inc covid case,0.55,1189.0566208756882,quantile
2022-02-07,2022-02-06,10,1 day ahead inc covid case,0.6,1213.0221714653946,quantile
2022-02-07,2022-02-06,10,1 day ahead inc covid case,0.65,1236.189116687321,quantile
2022-02-07,2022-02-06,10,1 day ahead inc covid case,0.7,1261.4298708152307,quantile
2022-02-07,2022-02-06,10,1 day ahead inc covid case,0.75,1289.3521569159834,quantile
2022-02-07,2022-02-06,10,1 day ahead inc covid case,0.8,1320.9430402072148,quantile
2022-02-07,2022-02-06,10,1 day ahead inc covid case,0.85,1356.9244867295997,quantile
2022-02-07,2022-02-06,10,1 day ahead inc covid case,0.9,1401.8139019626558,quantile
2022-02-07,2022-02-06,10,1 day ahead inc covid case,0.95,1470.369781424833,quantile
2022-02-07,2022-02-06,10,1 day ahead inc covid case,0.975,1532.0286410971335,quantile
2022-02-07,2022-02-06,10,1 day ahead inc covid case,0.99,1595.979718059545,quantile
2022-02-07,2022-02-06,10,1 day ahead inc covid death,0.01,-10.76131473618527,quantile
2022-02-07,2022-02-06,10,1 day ahead inc covid death,0.025,-8.456130520433105,quantile
2022-02-07,2022-02-06,10,1 day ahead inc covid death,0.05,-6.366054276681573,quantile
2022-02-07,2022-02-06,10,1 day ahead inc covid death,0.1,-3.9210563159569793,quantile
2022-02-07,2022-02-06,10,1 day ahead inc covid death,0.15,-2.362402896134844,quantile
2022-02-07,2022-02-06,10,1 day ahead inc covid death,0.2,-1.0448829656219945,quantile
2022-02-07,2022-02-06,10,1 day ahead inc covid death,0.25,-0.0040102683795171234,quantile
2022-02-07,2022-02-06,10,1 day ahead inc covid death,0.3,0.9419901476769343,quantile
