forecast_date,target,target_end_date,quantile,type,value,location
2020-11-29,1 wk ahead cum death,2020-12-05,0.01,quantile,3488.077440691236,01
2020-11-29,1 wk ahead cum death,2020-12-05,0.025,quantile,3520.5057265961987,01
2020-11-29,1 wk ahead cum death,2020-12-05,0.05,quantile,3546.5609218179357,01
2020-11-29,1 wk ahead cum death,2020-12-05,0.1,quantile,3563.3542322032367,01
2020-11-29,1 wk ahead cum death,2020-12-05,0.15,quantile,3584.6786117843517,01
2020-11-29,1 wk ahead cum death,2020-12-05,0.2,quantile,3600.37547176932,01
2020-11-29,1 wk ahead cum death,2020-12-05,0.25,quantile,3615.4303974710906,01
2020-11-29,1 wk ahead cum death,2020-12-05,0.3,quantile,3625.939105794143,01
2020-11-29,1 wk ahead cum death,2020-12-05,0.35,quantile,3631.271680805797,01
2020-11-29,1 wk ahead cum death,2020-12-05,0.4,quantile,3645.792302665885,01
2020-11-29,1 wk ahead cum death,2020-12-05,0.45,quantile,3647.89549786473,01
2020-11-29,1 wk ahead cum death,2020-12-05,0.5,quantile,3658.17930572087,01
2020-11-29,1 wk ahead cum death,2020-12-05,0.55,quantile,3664.491903530349,01
2020-11-29,1 wk ahead cum death,2020-12-05,0.6,quantile,3680.443410271055,01
2020-11-29,1 wk ahead cum death,2020-12-05,0.65,quantile,3687.4336884855156,01
2020-11-29,1 wk ahead cum death,2020-12-05,0.7,quantile,3698.485483648503,01
2020-11-29,1 wk ahead cum death,2020-12-05,0.75,quantile,3708.245822200102,01
2020-11-29,1 wk ahead cum death,2020-12-05,0.8,quantile,3718.540467492843,01
2020-11-29,1 wk ahead cum death,2020-12-05,0.85,quantile,3724.910986954331,01
2020-11-29,1 wk ahead cum death,2020-12-05,0.9,quantile,3749.191128947001,01
2020-11-29,1 wk ahead cum death,2020-12-05,0.95,quantile,3783.253679974918,01
2020-11-29,1 wk ahead cum death,2020-12-05,0.975,quantile,3785.520272813167,01
2020-11-29,1 wk ahead cum death,2020-12-05,0.99,quantile,3823.044737165208,01
2020-11-29,2 wk ahead cum death,2020-12-12,0.01,quantile,3575.125348122055,01
2020-11-29,2 wk ahead cum death,2020-12-12,0.025,quantile,3581.84860755421,01
2020-11-29,2 wk ahead cum death,2020-12-12,0.05,quantile,3605.314031109153,01
2020-11-29,2 wk ahead cum death,2020-12-12,0.1,quantile,3639.786504859657,01
2020-11-29,2 wk ahead cum death,2020-12-12,0.15,quantile,3656.579337149788,01
2020-11-29,2 wk ahead cum death,2020-12-12,0.2,quantile,3673.3824611008345,01
2020-11-29,2 wk ahead cum death,2020-12-12,0.25,quantile,3686.6399544094706,01
2020-11-29,2 wk ahead cum death,2020-12-12,0.3,quantile,3696.297695868901,01
2020-11-29,2 wk ahead cum death,2020-12-12,0.35,quantile,3705.3234907460433,01
2020-11-29,2 wk ahead cum death,2020-12-12,0.4,quantile,3717.9344310452693,01
2020-11-29,2 wk ahead cum death,2020-12-12,0.45,quantile,3722.8403113544014,01
2020-11-29,2 wk ahead cum death,2020-12-12,0.5,quantile,3733.3698312411793,01
2020-11-29,2 wk ahead cum death,2020-12-12,0.55,quantile,3739.450294919057,01
2020-11-29,2 wk ahead cum death,2020-12-12,0.6,quantile,3751.9856971972804,01
2020-11-29,2 wk ahead cum death,2020-12-12,0.65,quantile,3765.0469504472194,01
2020-11-29,2 wk ahead cum death,2020-12-12,0.7,quantile,3770.550092068617,01
2020-11-29,2 wk ahead cum death,2020-12-12,0.75,quantile,3780.534020311948,01
2020-11-29,2 wk ahead cum death,2020-12-12,0.8,quantile,3792.5038809919856,01
2020-11-29,2 wk ahead cum death,2020-12-12,0.85,quantile,3810.1467746658172,01
2020-11-29,2 wk ahead cum death,2020-12-12,0.9,quantile,3822.361030679101,01
2020-11-29,2 wk ahead cum death,2020-12-12,0.95,quantile,3854.748172111954,01
2020-11-29,2 wk ahead cum death,2020-12-12,0.975,quantile,3875.4536272894757,01
2020-11-29,2 wk ahead cum death,2020-12-12,0.99,quantile,3902.9406633122912,01
2020-11-29,3 wk ahead cum death,2020-12-19,0.01,quantile,3652.9307865802143,01
2020-11-29,3 wk ahead cum death,2020-12-19,0.025,quantile,3658.140440374118,01
2020-11-29,3 wk ahead cum death,2020-12-19,0.05,quantile,3688.360247227902,01
2020-11-29,3 wk ahead cum death,2020-12-19,0.1,quantile,3709.2632684213268,01
2020-11-29,3 wk ahead cum death,2020-12-19,0.15,quantile,3730.643549669112,01
2020-11-29,3 wk ahead cum death,2020-12-19,0.2,quantile,3745.6799146658227,01
2020-11-29,3 wk ahead cum death,2020-12-19,0.25,quantile,3753.922360912495,01
2020-11-29,3 wk ahead cum death,2020-12-19,0.3,quantile,3770.7942745139253,01
2020-11-29,3 wk ahead cum death,2020-12-19,0.35,quantile,3781.432656348534,01
2020-11-29,3 wk ahead cum death,2020-12-19,0.4,quantile,3784.872021714464,01
2020-11-29,3 wk ahead cum death,2020-12-19,0.45,quantile,3794.699720206264,01
2020-11-29,3 wk ahead cum death,2020-12-19,0.5,quantile,3803.307579751738,01
2020-11-29,3 wk ahead cum death,2020-12-19,0.55,quantile,3812.2964779338336,01
2020-11-29,3 wk ahead cum death,2020-12-19,0.6,quantile,3823.979332971823,01
2020-11-29,3 wk ahead cum death,2020-12-19,0.65,quantile,3835.3396868666273,01
2020-11-29,3 wk ahead cum death,2020-12-19,0.7,quantile,3841.767305342912,01
2020-11-29,3 wk ahead cum death,2020-12-19,0.75,quantile,3848.613660203719,01
2020-11-29,3 wk ahead cum death,2020-12-19,0.8,quantile,3858.6722392364036,01
2020-11-29,3 wk ahead cum death,2020-12-19,0.85,quantile,3878.70470197905,01
2020-11-29,3 wk ahead cum death,2020-12-19,0.9,quantile,3889.604870142433,01
2020-11-29,3 wk ahead cum death,2020-12-19,0.95,quantile,3915.1628291394536,01
2020-11-29,3 wk ahead cum death,2020-12-19,0.975,quantile,3933.698984359964,01
2020-11-29,3 wk ahead cum death,2020-12-19,0.99,quantile,3967.007984443943,01
2020-11-29,4 wk ahead cum death,2020-12-26,0.01,quantile,3707.842173857885,01
2020-11-29,4 wk ahead cum death,2020-12-26,0.025,quantile,3725.002831994924,01
2020-11-29,4 wk ahead cum death,2020-12-26,0.05,quantile,3751.406592767042,01
2020-11-29,4 wk ahead cum death,2020-12-26,0.1,quantile,3772.15198088519,01
2020-11-29,4 wk ahead cum death,2020-12-26,0.15,quantile,3796.1750989247535,01
2020-11-29,4 wk ahead cum death,2020-12-26,0.2,quantile,3808.9280568241197,01
2020-11-29,4 wk ahead cum death,2020-12-26,0.25,quantile,3823.706362611437,01
2020-11-29,4 wk ahead cum death,2020-12-26,0.3,quantile,3826.631318830082,01
