forecast_date,target,target_end_date,type,quantile,location,value
2021-05-02,1 wk ahead inc case,2021-05-08,point,,US,318487.0
2021-05-02,1 wk ahead inc case,2021-05-08,quantile,0.025,US,184606.29418415442
2021-05-02,1 wk ahead inc case,2021-05-08,quantile,0.1,US,224351.3360299017
2021-05-02,1 wk ahead inc case,2021-05-08,quantile,0.25,US,286480.0216302093
2021-05-02,1 wk ahead inc case,2021-05-08,quantile,0.5,US,326667.64941973204
2021-05-02,1 wk ahead inc case,2021-05-08,quantile,0.75,US,362401.7883433654
2021-05-02,1 wk ahead inc case,2021-05-08,quantile,0.9,US,398711.7891544191
2021-05-02,1 wk ahead inc case,2021-05-08,quantile,0.975,US,437570.80038906226
2021-05-02,2 wk ahead inc case,2021-05-15,point,,US,286398.0
2021-05-02,2 wk ahead inc case,2021-05-15,quantile,0.025,US,171541.81598639025
2021-05-02,2 wk ahead inc case,2021-05-15,quantile,0.1,US,211388.55143415678
2021-05-02,2 wk ahead inc case,2021-05-15,quantile,0.25,US,258972.76838694263
2021-05-02,2 wk ahead inc case,2021-05-15,quantile,0.5,US,292697.96839261695
2021-05-02,2 wk ahead inc case,2021-05-15,quantile,0.75,US,322090.60919533216
2021-05-02,2 wk ahead inc case,2021-05-15,quantile,0.9,US,351225.67764683685
2021-05-02,2 wk ahead inc case,2021-05-15,quantile,0.975,US,391194.32057955576
2021-05-02,3 wk ahead inc case,2021-05-22,point,,US,260650.5
2021-05-02,3 wk ahead inc case,2021-05-22,quantile,0.025,US,162708.14717255934
2021-05-02,3 wk ahead inc case,2021-05-22,quantile,0.1,US,192809.31231148602
2021-05-02,3 wk ahead inc case,2021-05-22,quantile,0.25,US,236650.6516553541
2021-05-02,3 wk ahead inc case,2021-05-22,quantile,0.5,US,266860.63242154015
2021-05-02,3 wk ahead inc case,2021-05-22,quantile,0.75,US,291218.4048327634
2021-05-02,3 wk ahead inc case,2021-05-22,quantile,0.9,US,315738.4949006041
2021-05-02,3 wk ahead inc case,2021-05-22,quantile,0.975,US,352657.39834055526
2021-05-02,4 wk ahead inc case,2021-05-29,point,,US,245339.0
2021-05-02,4 wk ahead inc case,2021-05-29,quantile,0.025,US,159449.1887261722
2021-05-02,4 wk ahead inc case,2021-05-29,quantile,0.1,US,189607.66451300628
2021-05-02,4 wk ahead inc case,2021-05-29,quantile,0.25,US,224460.75775283534
2021-05-02,4 wk ahead inc case,2021-05-29,quantile,0.5,US,249530.96588723012
2021-05-02,4 wk ahead inc case,2021-05-29,quantile,0.75,US,272245.898936021
2021-05-02,4 wk ahead inc case,2021-05-29,quantile,0.9,US,292796.3876441624
2021-05-02,4 wk ahead inc case,2021-05-29,quantile,0.975,US,322026.1158495762
2021-05-02,1 wk ahead inc case,2021-05-08,point,,02,1162.0
2021-05-02,1 wk ahead inc case,2021-05-08,point,,66,52.5
2021-05-02,1 wk ahead inc case,2021-05-08,point,,69,3.5
2021-05-02,1 wk ahead inc case,2021-05-08,point,,72,4996.5
2021-05-02,1 wk ahead inc case,2021-05-08,point,,78,64.0
2021-05-02,1 wk ahead inc case,2021-05-08,point,,01,2499.5
2021-05-02,1 wk ahead inc case,2021-05-08,point,,04,5054.0
2021-05-02,1 wk ahead inc case,2021-05-08,point,,05,1299.5
2021-05-02,1 wk ahead inc case,2021-05-08,point,,06,10956.5
2021-05-02,1 wk ahead inc case,2021-05-08,point,,08,11571.0
2021-05-02,1 wk ahead inc case,2021-05-08,point,,09,4141.0
2021-05-02,1 wk ahead inc case,2021-05-08,point,,10,1699.0
2021-05-02,1 wk ahead inc case,2021-05-08,point,,11,503.5
2021-05-02,1 wk ahead inc case,2021-05-08,point,,12,31653.5
2021-05-02,1 wk ahead inc case,2021-05-08,point,,13,8354.0
2021-05-02,1 wk ahead inc case,2021-05-08,point,,15,615.0
2021-05-02,1 wk ahead inc case,2021-05-08,point,,16,1463.5
2021-05-02,1 wk ahead inc case,2021-05-08,point,,17,16261.0
2021-05-02,1 wk ahead inc case,2021-05-08,point,,18,7215.0
2021-05-02,1 wk ahead inc case,2021-05-08,point,,19,2436.5
2021-05-02,1 wk ahead inc case,2021-05-08,point,,20,1628.0
2021-05-02,1 wk ahead inc case,2021-05-08,point,,21,3522.0
2021-05-02,1 wk ahead inc case,2021-05-08,point,,22,2874.0
2021-05-02,1 wk ahead inc case,2021-05-08,point,,23,1940.5
2021-05-02,1 wk ahead inc case,2021-05-08,point,,24,5571.5
2021-05-02,1 wk ahead inc case,2021-05-08,point,,25,7828.5
2021-05-02,1 wk ahead inc case,2021-05-08,point,,26,22796.5
2021-05-02,1 wk ahead inc case,2021-05-08,point,,27,10027.5
2021-05-02,1 wk ahead inc case,2021-05-08,point,,28,1560.0
2021-05-02,1 wk ahead inc case,2021-05-08,point,,29,4250.0
2021-05-02,1 wk ahead inc case,2021-05-08,point,,30,920.5
2021-05-02,1 wk ahead inc case,2021-05-08,point,,31,1632.0
2021-05-02,1 wk ahead inc case,2021-05-08,point,,32,2583.5
2021-05-02,1 wk ahead inc case,2021-05-08,point,,33,1652.5
2021-05-02,1 wk ahead inc case,2021-05-08,point,,34,5709.0
2021-05-02,1 wk ahead inc case,2021-05-08,point,,35,1399.0
2021-05-02,1 wk ahead inc case,2021-05-08,point,,36,19859.0
2021-05-02,1 wk ahead inc case,2021-05-08,point,,37,11731.0
2021-05-02,1 wk ahead inc case,2021-05-08,point,,38,905.0
2021-05-02,1 wk ahead inc case,2021-05-08,point,,39,9861.0
2021-05-02,1 wk ahead inc case,2021-05-08,point,,40,1699.5
2021-05-02,1 wk ahead inc case,2021-05-08,point,,41,5684.0
2021-05-02,1 wk ahead inc case,2021-05-08,point,,42,18732.5
2021-05-02,1 wk ahead inc case,2021-05-08,point,,44,1764.5
2021-05-02,1 wk ahead inc case,2021-05-08,point,,45,4966.5
2021-05-02,1 wk ahead inc case,2021-05-08,point,,46,760.0
2021-05-02,1 wk ahead inc case,2021-05-08,point,,47,6638.0
2021-05-02,1 wk ahead inc case,2021-05-08,point,,48,21485.0
2021-05-02,1 wk ahead inc case,2021-05-08,point,,49,2618.5
2021-05-02,1 wk ahead inc case,2021-05-08,point,,50,482.0
2021-05-02,1 wk ahead inc case,2021-05-08,point,,51,6779.5
2021-05-02,1 wk ahead inc case,2021-05-08,point,,53,9299.5
2021-05-02,1 wk ahead inc case,2021-05-08,point,,54,2314.5
2021-05-02,1 wk ahead inc case,2021-05-08,point,,55,4561.0
2021-05-02,1 wk ahead inc case,2021-05-08,point,,56,450.0
2021-05-02,2 wk ahead inc case,2021-05-15,point,,02,1182.5
2021-05-02,2 wk ahead inc case,2021-05-15,point,,66,58.0
2021-05-02,2 wk ahead inc case,2021-05-15,point,,69,3.0
2021-05-02,2 wk ahead inc case,2021-05-15,point,,72,4935.5
2021-05-02,2 wk ahead inc case,2021-05-15,point,,78,56.5
2021-05-02,2 wk ahead inc case,2021-05-15,point,,01,2486.0
2021-05-02,2 wk ahead inc case,2021-05-15,point,,04,4776.0
2021-05-02,2 wk ahead inc case,2021-05-15,point,,05,1270.0
2021-05-02,2 wk ahead inc case,2021-05-15,point,,06,9616.0
2021-05-02,2 wk ahead inc case,2021-05-15,point,,08,10735.5
2021-05-02,2 wk ahead inc case,2021-05-15,point,,09,3713.5
2021-05-02,2 wk ahead inc case,2021-05-15,point,,10,1632.0
2021-05-02,2 wk ahead inc case,2021-05-15,point,,11,441.5
2021-05-02,2 wk ahead inc case,2021-05-15,point,,12,27290.0
2021-05-02,2 wk ahead inc case,2021-05-15,point,,13,8095.5
2021-05-02,2 wk ahead inc case,2021-05-15,point,,15,576.0
2021-05-02,2 wk ahead inc case,2021-05-15,point,,16,1449.0
2021-05-02,2 wk ahead inc case,2021-05-15,point,,17,13680.5
2021-05-02,2 wk ahead inc case,2021-05-15,point,,18,6911.0
2021-05-02,2 wk ahead inc case,2021-05-15,point,,19,2255.5
2021-05-02,2 wk ahead inc case,2021-05-15,point,,20,1656.0
2021-05-02,2 wk ahead inc case,2021-05-15,point,,21,3287.0
2021-05-02,2 wk ahead inc case,2021-05-15,point,,22,2709.5
2021-05-02,2 wk ahead inc case,2021-05-15,point,,23,1866.0
2021-05-02,2 wk ahead inc case,2021-05-15,point,,24,4984.0
2021-05-02,2 wk ahead inc case,2021-05-15,point,,25,6793.5
2021-05-02,2 wk ahead inc case,2021-05-15,point,,26,19135.0
2021-05-02,2 wk ahead inc case,2021-05-15,point,,27,8990.0
2021-05-02,2 wk ahead inc case,2021-05-15,point,,28,1547.0
2021-05-02,2 wk ahead inc case,2021-05-15,point,,29,4058.0
2021-05-02,2 wk ahead inc case,2021-05-15,point,,30,883.0
2021-05-02,2 wk ahead inc case,2021-05-15,point,,31,1586.0
2021-05-02,2 wk ahead inc case,2021-05-15,point,,32,2513.0
2021-05-02,2 wk ahead inc case,2021-05-15,point,,33,1585.5
2021-05-02,2 wk ahead inc case,2021-05-15,point,,34,4701.5
2021-05-02,2 wk ahead inc case,2021-05-15,point,,35,1348.0
2021-05-02,2 wk ahead inc case,2021-05-15,point,,36,15939.5
2021-05-02,2 wk ahead inc case,2021-05-15,point,,37,10857.0
2021-05-02,2 wk ahead inc case,2021-05-15,point,,38,857.0
2021-05-02,2 wk ahead inc case,2021-05-15,point,,39,9196.0
2021-05-02,2 wk ahead inc case,2021-05-15,point,,40,1701.5
2021-05-02,2 wk ahead inc case,2021-05-15,point,,41,5487.5
2021-05-02,2 wk ahead inc case,2021-05-15,point,,42,15624.5
2021-05-02,2 wk ahead inc case,2021-05-15,point,,44,1673.5
2021-05-02,2 wk ahead inc case,2021-05-15,point,,45,4650.5
2021-05-02,2 wk ahead inc case,2021-05-15,point,,46,729.5
2021-05-02,2 wk ahead inc case,2021-05-15,point,,47,6214.5
2021-05-02,2 wk ahead inc case,2021-05-15,point,,48,19853.5
2021-05-02,2 wk ahead inc case,2021-05-15,point,,49,2586.0
2021-05-02,2 wk ahead inc case,2021-05-15,point,,50,468.5
2021-05-02,2 wk ahead inc case,2021-05-15,point,,51,6233.5
2021-05-02,2 wk ahead inc case,2021-05-15,point,,53,8718.5
2021-05-02,2 wk ahead inc case,2021-05-15,point,,54,2178.5
2021-05-02,2 wk ahead inc case,2021-05-15,point,,55,4177.5
2021-05-02,2 wk ahead inc case,2021-05-15,point,,56,443.5
2021-05-02,3 wk ahead inc case,2021-05-22,point,,02,1191.5
2021-05-02,3 wk ahead inc case,2021-05-22,point,,66,59.0
2021-05-02,3 wk ahead inc case,2021-05-22,point,,69,2.0
2021-05-02,3 wk ahead inc case,2021-05-22,point,,72,4789.5
2021-05-02,3 wk ahead inc case,2021-05-22,point,,78,55.0
2021-05-02,3 wk ahead inc case,2021-05-22,point,,01,2445.0
2021-05-02,3 wk ahead inc case,2021-05-22,point,,04,4509.5
