forecast_date,target,target_end_date,type,quantile,location,value
2020-12-06,1 wk ahead cum death,2020-12-12,point,,US,297182.0
2020-12-06,1 wk ahead cum death,2020-12-12,quantile,0.01,US,291679.93732402136
2020-12-06,1 wk ahead cum death,2020-12-12,quantile,0.025,US,292585.7181152571
2020-12-06,1 wk ahead cum death,2020-12-12,quantile,0.05,US,293292.26941232575
2020-12-06,1 wk ahead cum death,2020-12-12,quantile,0.1,US,294120.3197000978
2020-12-06,1 wk ahead cum death,2020-12-12,quantile,0.15,US,294639.52584627585
2020-12-06,1 wk ahead cum death,2020-12-12,quantile,0.2,US,295063.32129992015
2020-12-06,1 wk ahead cum death,2020-12-12,quantile,0.25,US,295455.7881736026
2020-12-06,1 wk ahead cum death,2020-12-12,quantile,0.3,US,295812.1489322575
2020-12-06,1 wk ahead cum death,2020-12-12,quantile,0.35,US,296192.22604179493
2020-12-06,1 wk ahead cum death,2020-12-12,quantile,0.4,US,296558.59738325584
2020-12-06,1 wk ahead cum death,2020-12-12,quantile,0.45,US,296879.3724167661
2020-12-06,1 wk ahead cum death,2020-12-12,quantile,0.5,US,297186.5803478853
2020-12-06,1 wk ahead cum death,2020-12-12,quantile,0.55,US,297510.25631605554
2020-12-06,1 wk ahead cum death,2020-12-12,quantile,0.6,US,297799.6649558493
2020-12-06,1 wk ahead cum death,2020-12-12,quantile,0.65,US,298106.7121360435
2020-12-06,1 wk ahead cum death,2020-12-12,quantile,0.7,US,298452.1505650209
2020-12-06,1 wk ahead cum death,2020-12-12,quantile,0.75,US,298814.8807749215
2020-12-06,1 wk ahead cum death,2020-12-12,quantile,0.8,US,299180.93038172135
2020-12-06,1 wk ahead cum death,2020-12-12,quantile,0.85,US,299625.17733661184
2020-12-06,1 wk ahead cum death,2020-12-12,quantile,0.9,US,300212.1909613199
2020-12-06,1 wk ahead cum death,2020-12-12,quantile,0.95,US,301217.1038702942
2020-12-06,1 wk ahead cum death,2020-12-12,quantile,0.975,US,302036.2325714027
2020-12-06,1 wk ahead cum death,2020-12-12,quantile,0.99,US,303326.12418679416
2020-12-06,1 wk ahead inc case,2020-12-12,point,,US,1308513.0
2020-12-06,1 wk ahead inc case,2020-12-12,quantile,0.025,US,1023950.6071538042
2020-12-06,1 wk ahead inc case,2020-12-12,quantile,0.1,US,1129776.8181709764
2020-12-06,1 wk ahead inc case,2020-12-12,quantile,0.25,US,1207029.3917744593
2020-12-06,1 wk ahead inc case,2020-12-12,quantile,0.5,US,1311052.4553877374
2020-12-06,1 wk ahead inc case,2020-12-12,quantile,0.75,US,1401654.4760798162
2020-12-06,1 wk ahead inc case,2020-12-12,quantile,0.9,US,1495427.7602679639
2020-12-06,1 wk ahead inc case,2020-12-12,quantile,0.975,US,1599006.8339318363
2020-12-06,1 wk ahead inc death,2020-12-12,point,,US,14779.0
2020-12-06,1 wk ahead inc death,2020-12-12,quantile,0.01,US,9276.937324021372
2020-12-06,1 wk ahead inc death,2020-12-12,quantile,0.025,US,10182.718115257141
2020-12-06,1 wk ahead inc death,2020-12-12,quantile,0.05,US,10889.26941232578
2020-12-06,1 wk ahead inc death,2020-12-12,quantile,0.1,US,11717.319700097798
2020-12-06,1 wk ahead inc death,2020-12-12,quantile,0.15,US,12236.525846275837
2020-12-06,1 wk ahead inc death,2020-12-12,quantile,0.2,US,12660.321299920151
2020-12-06,1 wk ahead inc death,2020-12-12,quantile,0.25,US,13052.78817360265
2020-12-06,1 wk ahead inc death,2020-12-12,quantile,0.3,US,13409.148932257496
2020-12-06,1 wk ahead inc death,2020-12-12,quantile,0.35,US,13789.226041794915
2020-12-06,1 wk ahead inc death,2020-12-12,quantile,0.4,US,14155.59738325581
2020-12-06,1 wk ahead inc death,2020-12-12,quantile,0.45,US,14476.372416766128
2020-12-06,1 wk ahead inc death,2020-12-12,quantile,0.5,US,14783.580347885285
2020-12-06,1 wk ahead inc death,2020-12-12,quantile,0.55,US,15107.256316055476
2020-12-06,1 wk ahead inc death,2020-12-12,quantile,0.6,US,15396.66495584924
2020-12-06,1 wk ahead inc death,2020-12-12,quantile,0.65,US,15703.712136043574
2020-12-06,1 wk ahead inc death,2020-12-12,quantile,0.7,US,16049.150565020795
2020-12-06,1 wk ahead inc death,2020-12-12,quantile,0.75,US,16411.88077492152
2020-12-06,1 wk ahead inc death,2020-12-12,quantile,0.8,US,16777.930381721297
2020-12-06,1 wk ahead inc death,2020-12-12,quantile,0.85,US,17222.177336611752
2020-12-06,1 wk ahead inc death,2020-12-12,quantile,0.9,US,17809.190961319928
2020-12-06,1 wk ahead inc death,2020-12-12,quantile,0.95,US,18814.103870294235
2020-12-06,1 wk ahead inc death,2020-12-12,quantile,0.975,US,19633.23257140275
2020-12-06,1 wk ahead inc death,2020-12-12,quantile,0.99,US,20923.124186794135
2020-12-06,2 wk ahead cum death,2020-12-19,point,,US,313031.0
2020-12-06,2 wk ahead cum death,2020-12-19,quantile,0.01,US,302215.0040257098
2020-12-06,2 wk ahead cum death,2020-12-19,quantile,0.025,US,304034.2062088192
2020-12-06,2 wk ahead cum death,2020-12-19,quantile,0.05,US,305510.85158436565
2020-12-06,2 wk ahead cum death,2020-12-19,quantile,0.1,US,307200.06434912526
2020-12-06,2 wk ahead cum death,2020-12-19,quantile,0.15,US,308252.33743398945
2020-12-06,2 wk ahead cum death,2020-12-19,quantile,0.2,US,309201.60475916596
2020-12-06,2 wk ahead cum death,2020-12-19,quantile,0.25,US,309927.5888787165
2020-12-06,2 wk ahead cum death,2020-12-19,quantile,0.3,US,310607.0825401254
2020-12-06,2 wk ahead cum death,2020-12-19,quantile,0.35,US,311270.77014559606
2020-12-06,2 wk ahead cum death,2020-12-19,quantile,0.4,US,311979.2661958253
2020-12-06,2 wk ahead cum death,2020-12-19,quantile,0.45,US,312549.22173702874
2020-12-06,2 wk ahead cum death,2020-12-19,quantile,0.5,US,313090.16137582413
2020-12-06,2 wk ahead cum death,2020-12-19,quantile,0.55,US,313689.9483554648
2020-12-06,2 wk ahead cum death,2020-12-19,quantile,0.6,US,314199.2949065927
