location,forecast_date,target,target_end_date,type,quantile,value
09,2022-02-13,1 wk ahead inc case,2022-02-19,point,,4915.0
09,2022-02-13,2 wk ahead inc case,2022-02-26,point,,3453.0
09,2022-02-13,3 wk ahead inc case,2022-03-05,point,,2429.0
09,2022-02-13,4 wk ahead inc case,2022-03-12,point,,1733.0
09,2022-02-13,1 wk ahead inc case,2022-02-19,quantile,0.025,3343.288275
09,2022-02-13,1 wk ahead inc case,2022-02-19,quantile,0.1,3440.359448
09,2022-02-13,1 wk ahead inc case,2022-02-19,quantile,0.25,4305.708467
09,2022-02-13,1 wk ahead inc case,2022-02-19,quantile,0.5,4891.33469
09,2022-02-13,1 wk ahead inc case,2022-02-19,quantile,0.75,5066.380297
09,2022-02-13,1 wk ahead inc case,2022-02-19,quantile,0.9,6968.726109
09,2022-02-13,1 wk ahead inc case,2022-02-19,quantile,0.975,7583.216132
09,2022-02-13,2 wk ahead inc case,2022-02-26,quantile,0.025,2163.892519
09,2022-02-13,2 wk ahead inc case,2022-02-26,quantile,0.1,2237.11456
09,2022-02-13,2 wk ahead inc case,2022-02-26,quantile,0.25,2816.870139
09,2022-02-13,2 wk ahead inc case,2022-02-26,quantile,0.5,3165.842031
09,2022-02-13,2 wk ahead inc case,2022-02-26,quantile,0.75,4199.121783
09,2022-02-13,2 wk ahead inc case,2022-02-26,quantile,0.9,4510.402051
09,2022-02-13,2 wk ahead inc case,2022-02-26,quantile,0.975,4908.121378
09,2022-02-13,3 wk ahead inc case,2022-03-05,quantile,0.025,1520.22272
09,2022-02-13,3 wk ahead inc case,2022-03-05,quantile,0.1,1520.22272
09,2022-02-13,3 wk ahead inc case,2022-03-05,quantile,0.25,1963.470354
09,2022-02-13,3 wk ahead inc case,2022-03-05,quantile,0.5,2224.133104
09,2022-02-13,3 wk ahead inc case,2022-03-05,quantile,0.75,2950.054258
09,2022-02-13,3 wk ahead inc case,2022-03-05,quantile,0.9,3448.15538
09,2022-02-13,3 wk ahead inc case,2022-03-05,quantile,0.975,3448.15538
09,2022-02-13,4 wk ahead inc case,2022-03-12,quantile,0.025,1069.589149
09,2022-02-13,4 wk ahead inc case,2022-03-12,quantile,0.1,1069.589149
09,2022-02-13,4 wk ahead inc case,2022-03-12,quantile,0.25,1377.487874
09,2022-02-13,4 wk ahead inc case,2022-03-12,quantile,0.5,1564.842179
09,2022-02-13,4 wk ahead inc case,2022-03-12,quantile,0.75,2075.581415
09,2022-02-13,4 wk ahead inc case,2022-03-12,quantile,0.9,2426.032404
09,2022-02-13,4 wk ahead inc case,2022-03-12,quantile,0.975,2682.410633
09,2022-02-13,1 wk ahead inc death,2022-02-19,point,,90.0
09,2022-02-13,2 wk ahead inc death,2022-02-26,point,,71.0
09,2022-02-13,3 wk ahead inc death,2022-03-05,point,,62.0
09,2022-02-13,4 wk ahead inc death,2022-03-12,point,,60.0
09,2022-02-13,1 wk ahead inc death,2022-02-19,quantile,0.01,51.0
09,2022-02-13,1 wk ahead inc death,2022-02-19,quantile,0.025,55.0
09,2022-02-13,1 wk ahead inc death,2022-02-19,quantile,0.05,61.0
09,2022-02-13,1 wk ahead inc death,2022-02-19,quantile,0.1,67.0
09,2022-02-13,1 wk ahead inc death,2022-02-19,quantile,0.15,71.0
09,2022-02-13,1 wk ahead inc death,2022-02-19,quantile,0.2,75.0
09,2022-02-13,1 wk ahead inc death,2022-02-19,quantile,0.25,78.0
09,2022-02-13,1 wk ahead inc death,2022-02-19,quantile,0.3,80.0
09,2022-02-13,1 wk ahead inc death,2022-02-19,quantile,0.35,84.0
09,2022-02-13,1 wk ahead inc death,2022-02-19,quantile,0.4,86.0
09,2022-02-13,1 wk ahead inc death,2022-02-19,quantile,0.45,88.0
09,2022-02-13,1 wk ahead inc death,2022-02-19,quantile,0.5,90.0
09,2022-02-13,1 wk ahead inc death,2022-02-19,quantile,0.55,93.0
09,2022-02-13,1 wk ahead inc death,2022-02-19,quantile,0.6,95.0
09,2022-02-13,1 wk ahead inc death,2022-02-19,quantile,0.65,97.0
09,2022-02-13,1 wk ahead inc death,2022-02-19,quantile,0.7,101.0
09,2022-02-13,1 wk ahead inc death,2022-02-19,quantile,0.75,104.0
09,2022-02-13,1 wk ahead inc death,2022-02-19,quantile,0.8,106.0
09,2022-02-13,1 wk ahead inc death,2022-02-19,quantile,0.85,109.0
09,2022-02-13,1 wk ahead inc death,2022-02-19,quantile,0.9,112.0
09,2022-02-13,1 wk ahead inc death,2022-02-19,quantile,0.95,119.0
09,2022-02-13,1 wk ahead inc death,2022-02-19,quantile,0.975,124.0
09,2022-02-13,1 wk ahead inc death,2022-02-19,quantile,0.99,129.0
09,2022-02-13,2 wk ahead inc death,2022-02-26,quantile,0.01,26.0
09,2022-02-13,2 wk ahead inc death,2022-02-26,quantile,0.025,32.0
09,2022-02-13,2 wk ahead inc death,2022-02-26,quantile,0.05,37.0
09,2022-02-13,2 wk ahead inc death,2022-02-26,quantile,0.1,44.0
09,2022-02-13,2 wk ahead inc death,2022-02-26,quantile,0.15,51.0
09,2022-02-13,2 wk ahead inc death,2022-02-26,quantile,0.2,55.0
09,2022-02-13,2 wk ahead inc death,2022-02-26,quantile,0.25,59.0
09,2022-02-13,2 wk ahead inc death,2022-02-26,quantile,0.3,62.0
09,2022-02-13,2 wk ahead inc death,2022-02-26,quantile,0.35,63.0
09,2022-02-13,2 wk ahead inc death,2022-02-26,quantile,0.4,66.0
09,2022-02-13,2 wk ahead inc death,2022-02-26,quantile,0.45,69.0
09,2022-02-13,2 wk ahead inc death,2022-02-26,quantile,0.5,71.0
09,2022-02-13,2 wk ahead inc death,2022-02-26,quantile,0.55,74.0
