,location,target,type,quantile,forecast_date,target_end_date,value
0,13,1 wk ahead inc death,point,,2020-06-14,2020-06-20,193.0
1,13,1 wk ahead inc death,quantile,0.01,2020-06-14,2020-06-20,122.9
2,13,1 wk ahead inc death,quantile,0.025,2020-06-14,2020-06-20,127.25
3,13,1 wk ahead inc death,quantile,0.05,2020-06-14,2020-06-20,130.0
4,13,1 wk ahead inc death,quantile,0.1,2020-06-14,2020-06-20,130.0
5,13,1 wk ahead inc death,quantile,0.15,2020-06-14,2020-06-20,140.0
6,13,1 wk ahead inc death,quantile,0.2,2020-06-14,2020-06-20,148.0
7,13,1 wk ahead inc death,quantile,0.25,2020-06-14,2020-06-20,160.0
8,13,1 wk ahead inc death,quantile,0.3,2020-06-14,2020-06-20,167.0
9,13,1 wk ahead inc death,quantile,0.35,2020-06-14,2020-06-20,181.5
10,13,1 wk ahead inc death,quantile,0.4,2020-06-14,2020-06-20,190.0
11,13,1 wk ahead inc death,quantile,0.45,2020-06-14,2020-06-20,190.5
12,13,1 wk ahead inc death,quantile,0.5,2020-06-14,2020-06-20,200.0
13,13,1 wk ahead inc death,quantile,0.55,2020-06-14,2020-06-20,209.5
14,13,1 wk ahead inc death,quantile,0.6,2020-06-14,2020-06-20,210.0
15,13,1 wk ahead inc death,quantile,0.65,2020-06-14,2020-06-20,210.0
16,13,1 wk ahead inc death,quantile,0.7,2020-06-14,2020-06-20,213.0
17,13,1 wk ahead inc death,quantile,0.75,2020-06-14,2020-06-20,220.0
18,13,1 wk ahead inc death,quantile,0.8,2020-06-14,2020-06-20,230.0
19,13,1 wk ahead inc death,quantile,0.85,2020-06-14,2020-06-20,230.0
20,13,1 wk ahead inc death,quantile,0.9,2020-06-14,2020-06-20,250.0
21,13,1 wk ahead inc death,quantile,0.95,2020-06-14,2020-06-20,250.0
22,13,1 wk ahead inc death,quantile,0.975,2020-06-14,2020-06-20,258.25
23,13,1 wk ahead inc death,quantile,0.99,2020-06-14,2020-06-20,271.3
24,13,2 wk ahead inc death,point,,2020-06-14,2020-06-27,218.0
25,13,2 wk ahead inc death,quantile,0.01,2020-06-14,2020-06-27,142.9
