location,target,type,quantile,forecast_date,target_end_date,value
60,4 wk ahead cum death,quantile,0.01,2020-06-29,2020-07-25,0.0
60,4 wk ahead cum death,quantile,0.025,2020-06-29,2020-07-25,0.0
60,4 wk ahead cum death,quantile,0.05,2020-06-29,2020-07-25,0.0
60,4 wk ahead cum death,quantile,0.1,2020-06-29,2020-07-25,0.0
60,4 wk ahead cum death,quantile,0.15,2020-06-29,2020-07-25,0.0
60,4 wk ahead cum death,quantile,0.2,2020-06-29,2020-07-25,0.0
60,4 wk ahead cum death,quantile,0.25,2020-06-29,2020-07-25,0.0
60,4 wk ahead cum death,quantile,0.3,2020-06-29,2020-07-25,0.0
60,4 wk ahead cum death,quantile,0.35,2020-06-29,2020-07-25,0.0
60,4 wk ahead cum death,quantile,0.4,2020-06-29,2020-07-25,0.0
60,4 wk ahead cum death,quantile,0.45,2020-06-29,2020-07-25,0.0
60,4 wk ahead cum death,quantile,0.5,2020-06-29,2020-07-25,0.0
60,4 wk ahead cum death,quantile,0.55,2020-06-29,2020-07-25,0.0
60,4 wk ahead cum death,quantile,0.6,2020-06-29,2020-07-25,0.0
60,4 wk ahead cum death,quantile,0.65,2020-06-29,2020-07-25,0.0
60,4 wk ahead cum death,quantile,0.7,2020-06-29,2020-07-25,0.0
60,4 wk ahead cum death,quantile,0.75,2020-06-29,2020-07-25,0.0
60,4 wk ahead cum death,quantile,0.8,2020-06-29,2020-07-25,0.0
60,4 wk ahead cum death,quantile,0.85,2020-06-29,2020-07-25,0.0
60,4 wk ahead cum death,quantile,0.9,2020-06-29,2020-07-25,0.0
60,4 wk ahead cum death,quantile,0.95,2020-06-29,2020-07-25,0.0
60,4 wk ahead cum death,quantile,0.975,2020-06-29,2020-07-25,0.0
60,4 wk ahead cum death,quantile,0.99,2020-06-29,2020-07-25,0.0
60,3 wk ahead cum death,quantile,0.01,2020-06-29,2020-07-18,0.0
60,3 wk ahead cum death,quantile,0.025,2020-06-29,2020-07-18,0.0
60,3 wk ahead cum death,quantile,0.05,2020-06-29,2020-07-18,0.0
60,3 wk ahead cum death,quantile,0.1,2020-06-29,2020-07-18,0.0
60,3 wk ahead cum death,quantile,0.15,2020-06-29,2020-07-18,0.0
60,3 wk ahead cum death,quantile,0.2,2020-06-29,2020-07-18,0.0
60,3 wk ahead cum death,quantile,0.25,2020-06-29,2020-07-18,0.0
60,3 wk ahead cum death,quantile,0.3,2020-06-29,2020-07-18,0.0
60,3 wk ahead cum death,quantile,0.35,2020-06-29,2020-07-18,0.0
60,3 wk ahead cum death,quantile,0.4,2020-06-29,2020-07-18,0.0
60,3 wk ahead cum death,quantile,0.45,2020-06-29,2020-07-18,0.0
60,3 wk ahead cum death,quantile,0.5,2020-06-29,2020-07-18,0.0
60,3 wk ahead cum death,quantile,0.55,2020-06-29,2020-07-18,0.0
60,3 wk ahead cum death,quantile,0.6,2020-06-29,2020-07-18,0.0
60,3 wk ahead cum death,quantile,0.65,2020-06-29,2020-07-18,0.0
60,3 wk ahead cum death,quantile,0.7,2020-06-29,2020-07-18,0.0
60,3 wk ahead cum death,quantile,0.75,2020-06-29,2020-07-18,0.0
