date,location,location_name,value
2020-10-15,49,Utah,51
2020-10-13,51,Virginia,69
2020-10-12,78,Virgin Islands,0
2020-10-10,54,West Virginia,17
2020-10-08,78,Virgin Islands,0
2020-10-07,78,Virgin Islands,0
2020-10-04,05,Arkansas,61
2020-10-04,78,Virgin Islands,0
2020-10-02,50,Vermont,0
2020-09-30,78,Virgin Islands,0
2020-09-30,50,Vermont,0
2020-09-29,78,Virgin Islands,0
2020-09-28,78,Virgin Islands,0
2020-09-26,02,Alaska,7
2020-09-25,78,Virgin Islands,0
2020-09-21,78,Virgin Islands,0
2020-09-21,50,Vermont,0
2020-09-20,78,Virgin Islands,0
2020-09-09,78,Virgin Islands,0
2020-09-08,50,Vermont,1
2020-09-07,02,Alaska,3
2020-09-01,44,Rhode Island,2
2020-08-28,50,Vermont,1
2020-08-27,44,Rhode Island,0
2020-08-26,02,Alaska,5
2020-08-24,78,Virgin Islands,3
2020-08-23,78,Virgin Islands,1
2020-08-22,78,Virgin Islands,1
2020-08-21,49,Utah,9
2020-08-20,38,North Dakota,9
2020-08-19,78,Virgin Islands,0
2020-08-17,10,Delaware,3
2020-08-16,33,New Hampshire,28
2020-08-14,78,Virgin Islands,1
2020-08-07,50,Vermont,0
2020-08-01,56,Wyoming,14
2020-07-30,46,South Dakota,6
2020-07-28,38,North Dakota,7
2020-07-27,31,Nebraska,4
2020-07-23,15,Hawaii,4
2020-07-22,15,Hawaii,4
2020-07-14,72,Puerto Rico,0
2022-05-14,78,Virgin Islands,4
2022-05-13,60,American Samoa,0
2022-05-12,78,Virgin Islands,5
2022-05-11,78,Virgin Islands,0
2022-05-10,60,American Samoa,0
2022-05-09,50,Vermont,6
2022-05-08,60,American Samoa,0
2022-05-08,78,Virgin Islands,0
2022-05-07,60,American Samoa,0
2022-05-07,78,Virgin Islands,0
2022-05-06,60,American Samoa,0
2022-05-06,78,Virgin Islands,1
2022-05-05,60,American Samoa,0
2022-05-04,78,Virgin Islands,1
2022-05-03,78,Virgin Islands,0
2022-05-02,60,American Samoa,0
2022-05-01,78,Virgin Islands,1
2022-04-30,60,American Samoa,0
2022-04-30,46,South Dakota,0
2022-04-29,60,American Samoa,1
2022-04-28,60,American Samoa,0
2022-04-28,78,Virgin Islands,0
2022-04-27,60,American Samoa,0
2022-04-27,78,Virgin Islands,0
2022-04-27,56,Wyoming,2
2022-04-26,78,Virgin Islands,0
2022-04-25,60,American Samoa,0
2022-04-25,78,Virgin Islands,3
2022-04-25,56,Wyoming,0
2022-04-22,60,American Samoa,0
2022-04-22,78,Virgin Islands,0
2022-04-21,60,American Samoa,0
2022-04-20,78,Virgin Islands,0
2022-04-19,60,American Samoa,5
2022-04-19,78,Virgin Islands,1
2022-04-18,60,American Samoa,0
2022-04-17,60,American Samoa,1
2022-04-16,60,American Samoa,0
2022-04-16,46,South Dakota,0
2022-04-16,56,Wyoming,0
2022-04-14,60,American Samoa,2
2022-04-14,78,Virgin Islands,0
2022-04-13,50,Vermont,5
2022-04-12,60,American Samoa,17
2022-04-12,78,Virgin Islands,1
2022-04-11,60,American Samoa,0
2022-04-11,78,Virgin Islands,0
2022-04-10,78,Virgin Islands,0
2022-04-08,60,American Samoa,0
2022-04-08,78,Virgin Islands,0
2022-04-07,60,American Samoa,0
2022-04-07,78,Virgin Islands,1
2022-04-06,60,American Samoa,0
2022-04-06,78,Virgin Islands,1
2022-04-05,60,American Samoa,0
2022-04-05,44,Rhode Island,4
2022-04-04,60,American Samoa,3
2022-04-03,78,Virgin Islands,0
2022-04-02,60,American Samoa,2
2022-04-01,60,American Samoa,3
2022-03-30,78,Virgin Islands,0
2022-03-29,60,American Samoa,3
2022-03-27,60,American Samoa,2
2022-03-27,50,Vermont,4
2022-03-26,60,American Samoa,1
2022-03-25,50,Vermont,6
2022-03-24,60,American Samoa,0
2022-03-24,78,Virgin Islands,0
2022-03-23,60,American Samoa,0
2022-03-23,78,Virgin Islands,0
2022-03-22,78,Virgin Islands,1
2022-03-21,60,American Samoa,4
2022-03-20,50,Vermont,4
2022-03-19,60,American Samoa,1
2022-03-19,50,Vermont,6
2022-03-18,60,American Samoa,1
2022-03-17,78,Virgin Islands,1
2022-03-16,60,American Samoa,0
2022-03-16,78,Virgin Islands,0
2022-03-15,60,American Samoa,3
