date,location,location_name,value
2020-01-22,01,Alabama,0
2020-01-22,02,Alaska,0
2020-01-22,60,American Samoa,0
2020-01-22,04,Arizona,0
2020-01-22,05,Arkansas,0
2020-01-22,06,California,0
2020-01-22,08,Colorado,0
2020-01-22,09,Connecticut,0
2020-01-22,10,Delaware,0
2020-01-22,11,District of Columbia,0
2020-01-22,12,Florida,0
2020-01-22,13,Georgia,0
2020-01-22,66,Guam,0
2020-01-22,15,Hawaii,0
2020-01-22,16,Idaho,0
2020-01-22,17,Illinois,0
2020-01-22,18,Indiana,0
2020-01-22,19,Iowa,0
2020-01-22,20,Kansas,0
2020-01-22,21,Kentucky,0
2020-01-22,22,Louisiana,0
2020-01-22,23,Maine,0
2020-01-22,24,Maryland,0
2020-01-22,25,Massachusetts,0
2020-01-22,26,Michigan,0
2020-01-22,27,Minnesota,0
2020-01-22,28,Mississippi,0
2020-01-22,29,Missouri,0
2020-01-22,30,Montana,0
2020-01-22,31,Nebraska,0
2020-01-22,32,Nevada,0
2020-01-22,33,New Hampshire,0
2020-01-22,34,New Jersey,0
2020-01-22,35,New Mexico,0
2020-01-22,36,New York,0
2020-01-22,37,North Carolina,0
2020-01-22,38,North Dakota,0
2020-01-22,69,Northern Mariana Islands,0
2020-01-22,39,Ohio,0
2020-01-22,40,Oklahoma,0
2020-01-22,41,Oregon,0
2020-01-22,42,Pennsylvania,0
2020-01-22,72,Puerto Rico,0
2020-01-22,44,Rhode Island,0
2020-01-22,45,South Carolina,0
2020-01-22,46,South Dakota,0
2020-01-22,47,Tennessee,0
2020-01-22,48,Texas,0
2020-01-22,49,Utah,0
2020-01-22,50,Vermont,0
2020-01-22,78,Virgin Islands,0
2020-01-22,51,Virginia,0
2020-01-22,53,Washington,0
2020-01-22,54,West Virginia,0
2020-01-22,55,Wisconsin,0
2020-01-22,56,Wyoming,0
2020-01-22,US,US,0
2020-01-23,01,Alabama,0
2020-01-23,02,Alaska,0
2020-01-23,60,American Samoa,0
2020-01-23,04,Arizona,0
2020-01-23,05,Arkansas,0
2020-01-23,06,California,0
2020-01-23,08,Colorado,0
