"location","target","target_end_date","forecast_date","type","quantile","value"
"60","1 day ahead inc hosp","2022-10-11","2022-10-10","quantile",0.01,0
"60","2 day ahead inc hosp","2022-10-12","2022-10-10","quantile",0.01,0
"60","3 day ahead inc hosp","2022-10-13","2022-10-10","quantile",0.01,0
"60","4 day ahead inc hosp","2022-10-14","2022-10-10","quantile",0.01,0
"60","5 day ahead inc hosp","2022-10-15","2022-10-10","quantile",0.01,0
"60","6 day ahead inc hosp","2022-10-16","2022-10-10","quantile",0.01,0
"60","7 day ahead inc hosp","2022-10-17","2022-10-10","quantile",0.01,0
"60","8 day ahead inc hosp","2022-10-18","2022-10-10","quantile",0.01,0
"60","9 day ahead inc hosp","2022-10-19","2022-10-10","quantile",0.01,0
"60","10 day ahead inc hosp","2022-10-20","2022-10-10","quantile",0.01,0
"60","11 day ahead inc hosp","2022-10-21","2022-10-10","quantile",0.01,0
"60","12 day ahead inc hosp","2022-10-22","2022-10-10","quantile",0.01,0
"60","13 day ahead inc hosp","2022-10-23","2022-10-10","quantile",0.01,0
"60","14 day ahead inc hosp","2022-10-24","2022-10-10","quantile",0.01,0
"60","15 day ahead inc hosp","2022-10-25","2022-10-10","quantile",0.01,0
"60","16 day ahead inc hosp","2022-10-26","2022-10-10","quantile",0.01,0
"60","17 day ahead inc hosp","2022-10-27","2022-10-10","quantile",0.01,0
"60","18 day ahead inc hosp","2022-10-28","2022-10-10","quantile",0.01,0
"60","19 day ahead inc hosp","2022-10-29","2022-10-10","quantile",0.01,0
"60","20 day ahead inc hosp","2022-10-30","2022-10-10","quantile",0.01,0
"60","21 day ahead inc hosp","2022-10-31","2022-10-10","quantile",0.01,0
"60","22 day ahead inc hosp","2022-11-01","2022-10-10","quantile",0.01,0
"60","23 day ahead inc hosp","2022-11-02","2022-10-10","quantile",0.01,0
"60","24 day ahead inc hosp","2022-11-03","2022-10-10","quantile",0.01,0
"60","25 day ahead inc hosp","2022-11-04","2022-10-10","quantile",0.01,0
"60","1 day ahead inc hosp","2022-10-11","2022-10-10","quantile",0.025,0
"60","2 day ahead inc hosp","2022-10-12","2022-10-10","quantile",0.025,0
"60","3 day ahead inc hosp","2022-10-13","2022-10-10","quantile",0.025,0
"60","4 day ahead inc hosp","2022-10-14","2022-10-10","quantile",0.025,0
"60","5 day ahead inc hosp","2022-10-15","2022-10-10","quantile",0.025,0
"60","6 day ahead inc hosp","2022-10-16","2022-10-10","quantile",0.025,0
"60","7 day ahead inc hosp","2022-10-17","2022-10-10","quantile",0.025,0
"60","8 day ahead inc hosp","2022-10-18","2022-10-10","quantile",0.025,0
"60","9 day ahead inc hosp","2022-10-19","2022-10-10","quantile",0.025,0
"60","10 day ahead inc hosp","2022-10-20","2022-10-10","quantile",0.025,0
"60","11 day ahead inc hosp","2022-10-21","2022-10-10","quantile",0.025,0
"60","12 day ahead inc hosp","2022-10-22","2022-10-10","quantile",0.025,0
"60","13 day ahead inc hosp","2022-10-23","2022-10-10","quantile",0.025,0
"60","14 day ahead inc hosp","2022-10-24","2022-10-10","quantile",0.025,0
"60","15 day ahead inc hosp","2022-10-25","2022-10-10","quantile",0.025,0
