location,target,target_end_date,forecast_date,type,quantile,value
01,1 day ahead inc hosp,2023-10-24,2023-10-23,point,NA,27
01,1 day ahead inc hosp,2023-10-24,2023-10-23,quantile,0.01,5
01,1 day ahead inc hosp,2023-10-24,2023-10-23,quantile,0.025,8
01,1 day ahead inc hosp,2023-10-24,2023-10-23,quantile,0.05,10
01,1 day ahead inc hosp,2023-10-24,2023-10-23,quantile,0.1,14
01,1 day ahead inc hosp,2023-10-24,2023-10-23,quantile,0.15,16
01,1 day ahead inc hosp,2023-10-24,2023-10-23,quantile,0.2,17
01,1 day ahead inc hosp,2023-10-24,2023-10-23,quantile,0.25,19
01,1 day ahead inc hosp,2023-10-24,2023-10-23,quantile,0.3,20
01,1 day ahead inc hosp,2023-10-24,2023-10-23,quantile,0.35,21
01,1 day ahead inc hosp,2023-10-24,2023-10-23,quantile,0.4,23
01,1 day ahead inc hosp,2023-10-24,2023-10-23,quantile,0.45,24
01,1 day ahead inc hosp,2023-10-24,2023-10-23,quantile,0.5,27
01,1 day ahead inc hosp,2023-10-24,2023-10-23,quantile,0.55,29
01,1 day ahead inc hosp,2023-10-24,2023-10-23,quantile,0.6,31
01,1 day ahead inc hosp,2023-10-24,2023-10-23,quantile,0.65,33
01,1 day ahead inc hosp,2023-10-24,2023-10-23,quantile,0.7,35
01,1 day ahead inc hosp,2023-10-24,2023-10-23,quantile,0.75,37
01,1 day ahead inc hosp,2023-10-24,2023-10-23,quantile,0.8,40
01,1 day ahead inc hosp,2023-10-24,2023-10-23,quantile,0.85,43
01,1 day ahead inc hosp,2023-10-24,2023-10-23,quantile,0.9,46
01,1 day ahead inc hosp,2023-10-24,2023-10-23,quantile,0.95,55
01,1 day ahead inc hosp,2023-10-24,2023-10-23,quantile,0.975,62
01,1 day ahead inc hosp,2023-10-24,2023-10-23,quantile,0.99,71
01,2 day ahead inc hosp,2023-10-25,2023-10-23,point,NA,27
01,2 day ahead inc hosp,2023-10-25,2023-10-23,quantile,0.01,4
01,2 day ahead inc hosp,2023-10-25,2023-10-23,quantile,0.025,7
01,2 day ahead inc hosp,2023-10-25,2023-10-23,quantile,0.05,10
01,2 day ahead inc hosp,2023-10-25,2023-10-23,quantile,0.1,13
01,2 day ahead inc hosp,2023-10-25,2023-10-23,quantile,0.15,15
01,2 day ahead inc hosp,2023-10-25,2023-10-23,quantile,0.2,17
01,2 day ahead inc hosp,2023-10-25,2023-10-23,quantile,0.25,18
01,2 day ahead inc hosp,2023-10-25,2023-10-23,quantile,0.3,20
01,2 day ahead inc hosp,2023-10-25,2023-10-23,quantile,0.35,22
01,2 day ahead inc hosp,2023-10-25,2023-10-23,quantile,0.4,23
01,2 day ahead inc hosp,2023-10-25,2023-10-23,quantile,0.45,24
01,2 day ahead inc hosp,2023-10-25,2023-10-23,quantile,0.5,27
01,2 day ahead inc hosp,2023-10-25,2023-10-23,quantile,0.55,31
01,2 day ahead inc hosp,2023-10-25,2023-10-23,quantile,0.6,33
01,2 day ahead inc hosp,2023-10-25,2023-10-23,quantile,0.65,35
01,2 day ahead inc hosp,2023-10-25,2023-10-23,quantile,0.7,36
01,2 day ahead inc hosp,2023-10-25,2023-10-23,quantile,0.75,38
01,2 day ahead inc hosp,2023-10-25,2023-10-23,quantile,0.8,40
01,2 day ahead inc hosp,2023-10-25,2023-10-23,quantile,0.85,43
01,2 day ahead inc hosp,2023-10-25,2023-10-23,quantile,0.9,48
01,2 day ahead inc hosp,2023-10-25,2023-10-23,quantile,0.95,56
01,2 day ahead inc hosp,2023-10-25,2023-10-23,quantile,0.975,63
01,2 day ahead inc hosp,2023-10-25,2023-10-23,quantile,0.99,71
01,3 day ahead inc hosp,2023-10-26,2023-10-23,point,NA,27
01,3 day ahead inc hosp,2023-10-26,2023-10-23,quantile,0.01,3
01,3 day ahead inc hosp,2023-10-26,2023-10-23,quantile,0.025,6
01,3 day ahead inc hosp,2023-10-26,2023-10-23,quantile,0.05,9
01,3 day ahead inc hosp,2023-10-26,2023-10-23,quantile,0.1,12
01,3 day ahead inc hosp,2023-10-26,2023-10-23,quantile,0.15,14
01,3 day ahead inc hosp,2023-10-26,2023-10-23,quantile,0.2,15
01,3 day ahead inc hosp,2023-10-26,2023-10-23,quantile,0.25,17
01,3 day ahead inc hosp,2023-10-26,2023-10-23,quantile,0.3,18
01,3 day ahead inc hosp,2023-10-26,2023-10-23,quantile,0.35,20
01,3 day ahead inc hosp,2023-10-26,2023-10-23,quantile,0.4,21
01,3 day ahead inc hosp,2023-10-26,2023-10-23,quantile,0.45,25
01,3 day ahead inc hosp,2023-10-26,2023-10-23,quantile,0.5,27
01,3 day ahead inc hosp,2023-10-26,2023-10-23,quantile,0.55,31
01,3 day ahead inc hosp,2023-10-26,2023-10-23,quantile,0.6,33
01,3 day ahead inc hosp,2023-10-26,2023-10-23,quantile,0.65,35
01,3 day ahead inc hosp,2023-10-26,2023-10-23,quantile,0.7,36
01,3 day ahead inc hosp,2023-10-26,2023-10-23,quantile,0.75,38
01,3 day ahead inc hosp,2023-10-26,2023-10-23,quantile,0.8,40
01,3 day ahead inc hosp,2023-10-26,2023-10-23,quantile,0.85,43
01,3 day ahead inc hosp,2023-10-26,2023-10-23,quantile,0.9,47
01,3 day ahead inc hosp,2023-10-26,2023-10-23,quantile,0.95,56
01,3 day ahead inc hosp,2023-10-26,2023-10-23,quantile,0.975,64
01,3 day ahead inc hosp,2023-10-26,2023-10-23,quantile,0.99,71
01,4 day ahead inc hosp,2023-10-27,2023-10-23,point,NA,27
