weekdate,simple_countries,cumulative_prob
2020-05-10,belarus,0.507492507492508
2020-05-17,belarus,0.583166833166833
2020-05-24,belarus,0.654845154845155
2020-05-31,belarus,0.721028971028971
2020-06-07,belarus,0.785714285714286
2020-06-14,belarus,0.836663336663337
2020-06-21,belarus,0.876123876123876
2020-06-28,belarus,0.908591408591409
2020-07-05,belarus,0.936813186813187
2020-07-12,belarus,0.955544455544456
2020-07-19,belarus,0.97002997002997
2020-07-26,belarus,0.979020979020979
2020-08-02,belarus,0.985514485514486
2020-08-09,belarus,0.991508491508491
2020-08-16,belarus,0.993756243756244
2020-08-23,belarus,0.995504495504495
2020-08-30,belarus,0.996503496503496
2020-09-06,belarus,0.997502497502498
2020-09-13,belarus,0.999000999000999
2020-09-20,belarus,0.999250749250749
2020-09-27,belarus,0.99975024975025
2020-10-04,belarus,1
2020-10-11,belarus,1
2020-10-18,belarus,1
2020-10-25,belarus,1
2020-11-01,belarus,1
2020-11-08,belarus,1
2020-03-15,belgium,0
2020-03-22,belgium,0
2020-03-29,belgium,0
2020-04-05,belgium,0
2020-04-12,belgium,0
2020-04-19,belgium,0.972527472527472
2020-04-26,belgium,0.972527472527472
2020-05-03,belgium,0.973026973026973
2020-05-10,belgium,0.976273726273726
2020-05-17,belgium,0.980519480519481
2020-05-24,belgium,0.987012987012987
2020-05-31,belgium,0.991008991008991
2020-06-07,belgium,0.994005994005994
2020-06-14,belgium,0.995254745254745
2020-06-21,belgium,0.998001998001998
2020-06-28,belgium,0.998251748251748
2020-07-05,belgium,0.998501498501498
2020-07-12,belgium,0.999000999000999
2020-07-19,belgium,0.999000999000999
2020-07-26,belgium,0.999500499500499
2020-08-02,belgium,0.999500499500499
2020-08-09,belgium,0.99975024975025
2020-08-16,belgium,0.99975024975025
2020-08-23,belgium,0.99975024975025
2020-08-30,belgium,1
2020-09-06,belgium,1
2020-09-13,belgium,1
2020-09-20,belgium,1
2020-09-27,belgium,1
2020-10-04,belgium,1
2020-10-11,belgium,1
2020-10-18,belgium,1
2020-10-25,belgium,1
2020-11-01,belgium,1
2020-11-08,belgium,1
2020-03-15,bosniaandherzegovina,0
2020-03-22,bosniaandherzegovina,0
2020-03-29,bosniaandherzegovina,0
2020-04-05,bosniaandherzegovina,0
2020-04-12,bosniaandherzegovina,0
2020-04-19,bosniaandherzegovina,0
2020-04-26,bosniaandherzegovina,0
2020-05-03,bosniaandherzegovina,0.692307692307692
2020-05-10,bosniaandherzegovina,0.779220779220779
2020-05-17,bosniaandherzegovina,0.830669330669331
2020-05-24,bosniaandherzegovina,0.86938061938062
2020-05-31,bosniaandherzegovina,0.902597402597403
2020-06-07,bosniaandherzegovina,0.927572427572428
2020-06-14,bosniaandherzegovina,0.944555444555444
2020-06-21,bosniaandherzegovina,0.958541458541459
2020-06-28,bosniaandherzegovina,0.969280719280719
2020-07-05,bosniaandherzegovina,0.977772227772228
2020-07-12,bosniaandherzegovina,0.984015984015984
2020-07-19,bosniaandherzegovina,0.988761238761239
2020-07-26,bosniaandherzegovina,0.992007992007992
2020-08-02,bosniaandherzegovina,0.994005994005994
2020-08-09,bosniaandherzegovina,0.995254745254745
2020-08-16,bosniaandherzegovina,0.995504495504495
2020-08-23,bosniaandherzegovina,0.996003996003996
2020-08-30,bosniaandherzegovina,0.997502497502498
2020-09-06,bosniaandherzegovina,0.998001998001998
2020-09-13,bosniaandherzegovina,0.998501498501498
2020-09-20,bosniaandherzegovina,0.998501498501498
2020-09-27,bosniaandherzegovina,0.999000999000999
2020-10-04,bosniaandherzegovina,0.999000999000999
2020-10-11,bosniaandherzegovina,0.999000999000999
2020-10-18,bosniaandherzegovina,0.999500499500499
2020-10-25,bosniaandherzegovina,0.99975024975025
2020-11-01,bosniaandherzegovina,1
2020-11-08,bosniaandherzegovina,1
2020-03-15,bulgaria,0
2020-03-22,bulgaria,0
2020-03-29,bulgaria,0
2020-04-05,bulgaria,0
2020-04-12,bulgaria,0
2020-04-19,bulgaria,0
2020-04-26,bulgaria,0.605894105894106
2020-05-03,bulgaria,0.643106893106893
2020-05-10,bulgaria,0.715034965034965
2020-05-17,bulgaria,0.77022977022977
2020-05-24,bulgaria,0.816683316683317
2020-05-31,bulgaria,0.854145854145854
2020-06-07,bulgaria,0.885364635364635
2020-06-14,bulgaria,0.908091908091908
2020-06-21,bulgaria,0.927322677322677
2020-06-28,bulgaria,0.945304695304695
2020-07-05,bulgaria,0.95954045954046
2020-07-12,bulgaria,0.97002997002997
2020-07-19,bulgaria,0.978271728271728
2020-07-26,bulgaria,0.984265734265734
2020-08-02,bulgaria,0.987512487512488
2020-08-09,bulgaria,0.991508491508491
2020-08-16,bulgaria,0.993256743256743
2020-08-23,bulgaria,0.994755244755245
2020-08-30,bulgaria,0.995754245754246
2020-09-06,bulgaria,0.996753246753247
2020-09-13,bulgaria,0.997502497502498
2020-09-20,bulgaria,0.997752247752248
2020-09-27,bulgaria,0.998001998001998
2020-10-04,bulgaria,0.998501498501498
2020-10-11,bulgaria,0.998751248751249
2020-10-18,bulgaria,0.999250749250749
2020-10-25,bulgaria,1
2020-11-01,bulgaria,1
2020-11-08,bulgaria,1
2020-03-15,canada,0
2020-03-22,canada,0
2020-03-29,canada,0
2020-04-05,canada,0
2020-04-12,canada,0.635864135864136
2020-04-19,canada,0.635864135864136
2020-04-26,canada,0.635864135864136
2020-05-03,canada,0.663836163836164
2020-05-10,canada,0.727522477522478
2020-05-17,canada,0.789460539460539
2020-05-24,canada,0.834665334665335
2020-05-31,canada,0.876123876123876
2020-06-07,canada,0.911088911088911
2020-06-14,canada,0.929070929070929
2020-06-21,canada,0.948551448551448
2020-06-28,canada,0.961538461538461
2020-07-05,canada,0.971528471528471
2020-07-12,canada,0.981518481518481
2020-07-19,canada,0.986763236763237
2020-07-26,canada,0.990759240759241
2020-08-02,canada,0.993256743256743
2020-08-09,canada,0.993506493506493
2020-08-16,canada,0.995254745254745
2020-08-23,canada,0.997002997002997
2020-08-30,canada,0.998251748251748
2020-09-06,canada,0.999250749250749
2020-09-13,canada,0.999500499500499
2020-09-20,canada,0.999500499500499
2020-09-27,canada,0.99975024975025
2020-10-04,canada,1
2020-10-11,canada,1
2020-10-18,canada,1
2020-10-25,canada,1
2020-11-01,canada,1
2020-11-08,canada,1
2020-03-15,croatia,0
2020-03-22,croatia,0
2020-03-29,croatia,0
2020-04-05,croatia,0.78946053946054
2020-04-12,croatia,0.78946053946054
2020-04-19,croatia,0.78946053946054
2020-04-26,croatia,0.78946053946054
2020-05-03,croatia,0.837662337662338
2020-05-10,croatia,0.898851148851149
2020-05-17,croatia,0.931568431568432
2020-05-24,croatia,0.952547452547453
2020-05-31,croatia,0.966783216783217
2020-06-07,croatia,0.978021978021978
2020-06-14,croatia,0.984765234765235
2020-06-21,croatia,0.989010989010989
2020-06-28,croatia,0.992007992007992
2020-07-05,croatia,0.994755244755245
2020-07-12,croatia,0.997252747252747
2020-07-19,croatia,0.998251748251748
2020-07-26,croatia,0.999000999000999
2020-08-02,croatia,0.9995004995005
2020-08-09,croatia,0.9995004995005
2020-08-16,croatia,0.9995004995005
2020-08-23,croatia,0.99975024975025
2020-08-30,croatia,0.99975024975025
2020-09-06,croatia,0.99975024975025
2020-09-13,croatia,0.99975024975025
2020-09-20,croatia,0.99975024975025
2020-09-27,croatia,0.99975024975025
2020-10-04,croatia,0.99975024975025
2020-10-11,croatia,1
2020-10-18,croatia,1
2020-10-25,croatia,1
2020-11-01,croatia,1
2020-11-08,croatia,1
2020-03-15,czechia,0
2020-03-22,czechia,0
2020-03-29,czechia,0
2020-04-05,czechia,0.977272727272727
2020-04-12,czechia,0.977272727272727
2020-04-19,czechia,0.977272727272727
2020-04-26,czechia,0.977272727272727
2020-05-03,czechia,0.980519480519481
2020-05-10,czechia,0.987262737262737
2020-05-17,czechia,0.990509490509491
2020-05-24,czechia,0.993506493506494
2020-05-31,czechia,0.994755244755245
2020-06-07,czechia,0.996003996003996
2020-06-14,czechia,0.997002997002997
2020-06-21,czechia,0.998001998001998
2020-06-28,czechia,0.998751248751249
2020-07-05,czechia,0.9995004995005
2020-07-12,czechia,0.9995004995005
2020-07-19,czechia,0.9995004995005
2020-07-26,czechia,0.9995004995005
2020-08-02,czechia,0.9995004995005
2020-08-09,czechia,0.9995004995005
2020-08-16,czechia,0.99975024975025
2020-08-23,czechia,1
2020-08-30,czechia,1
2020-09-06,czechia,1
2020-09-13,czechia,1
2020-09-20,czechia,1
2020-09-27,czechia,1
2020-10-04,czechia,1
2020-10-11,czechia,1
2020-10-18,czechia,1
2020-10-25,czechia,1
2020-11-01,czechia,1
2020-11-08,czechia,1
2020-03-15,denmark,0
2020-03-22,denmark,0
2020-03-29,denmark,0
2020-04-05,denmark,0
2020-04-12,denmark,0.825674325674326
2020-04-19,denmark,0.825674325674326
2020-04-26,denmark,0.825674325674326
2020-05-03,denmark,0.837912087912088
2020-05-10,denmark,0.866133866133866
2020-05-17,denmark,0.897602397602398
2020-05-24,denmark,0.922077922077922
2020-05-31,denmark,0.945554445554446
2020-06-07,denmark,0.96003996003996
2020-06-14,denmark,0.973526473526474
2020-06-21,denmark,0.981768231768232
2020-06-28,denmark,0.987512487512488
2020-07-05,denmark,0.991758241758242
2020-07-12,denmark,0.994505494505495
2020-07-19,denmark,0.995504495504495
2020-07-26,denmark,0.997752247752248
2020-08-02,denmark,0.998251748251748
2020-08-09,denmark,0.998751248751249
2020-08-16,denmark,0.999000999000999
2020-08-23,denmark,0.999250749250749
2020-08-30,denmark,0.999500499500499
2020-09-06,denmark,0.999500499500499
2020-09-13,denmark,0.99975024975025
2020-09-20,denmark,0.99975024975025
2020-09-27,denmark,1
2020-10-04,denmark,1
2020-10-11,denmark,1
2020-10-18,denmark,1
2020-10-25,denmark,1
2020-11-01,denmark,1
2020-11-08,denmark,1
2020-03-15,estonia,0
2020-03-22,estonia,0
2020-03-29,estonia,0.871378621378621
2020-04-05,estonia,0.871378621378621
2020-04-12,estonia,0.871378621378621
2020-04-19,estonia,0.871378621378621
2020-04-26,estonia,0.871378621378621
2020-05-03,estonia,0.894855144855145
2020-05-10,estonia,0.931068931068931
2020-05-17,estonia,0.951798201798202
2020-05-24,estonia,0.964535464535465
2020-05-31,estonia,0.976523476523477
2020-06-07,estonia,0.983266733266733
2020-06-14,estonia,0.986763236763237
2020-06-21,estonia,0.991008991008991
2020-06-28,estonia,0.993256743256743
2020-07-05,estonia,0.995754245754246
2020-07-12,estonia,0.997502497502498
2020-07-19,estonia,0.998001998001998
2020-07-26,estonia,0.998501498501499
2020-08-02,estonia,0.998501498501499
2020-08-09,estonia,0.999000999000999
2020-08-16,estonia,0.999000999000999
2020-08-23,estonia,0.9995004995005
2020-08-30,estonia,1
2020-09-06,estonia,1
2020-09-13,estonia,1
2020-09-20,estonia,1
2020-09-27,estonia,1
2020-10-04,estonia,1
2020-10-11,estonia,1
2020-10-18,estonia,1
2020-10-25,estonia,1
2020-11-01,estonia,1
2020-11-08,estonia,1
2020-03-15,finland,0
2020-03-22,finland,0
2020-03-29,finland,0
2020-04-05,finland,0.67032967032967
2020-04-12,finland,0.67032967032967
2020-04-19,finland,0.67032967032967
2020-04-26,finland,0.67032967032967
2020-05-03,finland,0.711038961038961
2020-05-10,finland,0.778221778221778
2020-05-17,finland,0.831168831168831
2020-05-24,finland,0.873376623376623
2020-05-31,finland,0.904845154845155
2020-06-07,finland,0.931068931068931
2020-06-14,finland,0.946303696303696
2020-06-21,finland,0.959290709290709
2020-06-28,finland,0.968281718281718
2020-07-05,finland,0.976523476523477
2020-07-12,finland,0.983766233766234
2020-07-19,finland,0.986763236763237
2020-07-26,finland,0.99000999000999
2020-08-02,finland,0.992507492507493
2020-08-09,finland,0.994755244755245
2020-08-16,finland,0.995504495504495
2020-08-23,finland,0.996753246753247
2020-08-30,finland,0.997502497502497
2020-09-06,finland,0.998251748251748
2020-09-13,finland,0.998501498501498
2020-09-20,finland,0.999000999000999
2020-09-27,finland,0.999250749250749
2020-10-04,finland,0.999500499500499
2020-10-11,finland,0.99975024975025
2020-10-18,finland,0.99975024975025
2020-10-25,finland,0.99975024975025
2020-11-01,finland,1
2020-11-08,finland,1
2020-03-15,france,0
2020-03-22,france,0
2020-03-29,france,0
2020-04-05,france,0
2020-04-12,france,0
2020-04-19,france,0.999500499500499
2020-04-26,france,0.999500499500499
2020-05-03,france,0.999500499500499
2020-05-10,france,0.999500499500499
2020-05-17,france,0.999500499500499
2020-05-24,france,0.999500499500499
2020-05-31,france,0.999500499500499
2020-06-07,france,0.999500499500499
2020-06-14,france,0.999500499500499
2020-06-21,france,0.99975024975025
2020-06-28,france,0.99975024975025
2020-07-05,france,1
2020-07-12,france,1
2020-07-19,france,1
2020-07-26,france,1
2020-08-02,france,1
2020-08-09,france,1
2020-08-16,france,1
2020-08-23,france,1
2020-08-30,france,1
2020-09-06,france,1
2020-09-13,france,1
2020-09-20,france,1
2020-09-27,france,1
2020-10-04,france,1
2020-10-11,france,1
2020-10-18,france,1
2020-10-25,france,1
2020-11-01,france,1
2020-11-08,france,1
2020-03-15,germany,0
2020-03-22,germany,0
2020-03-29,germany,0.994755244755245
2020-04-05,germany,0.994755244755245
2020-04-12,germany,0.994755244755245
2020-04-19,germany,0.994755244755245
2020-04-26,germany,0.994755244755245
2020-05-03,germany,0.994755244755245
2020-05-10,germany,0.994755244755245
2020-05-17,germany,0.995004995004995
2020-05-24,germany,0.995004995004995
2020-05-31,germany,0.996003996003996
2020-06-07,germany,0.996753246753247
2020-06-14,germany,0.996753246753247
2020-06-21,germany,0.996753246753247
2020-06-28,germany,0.998001998001998
2020-07-05,germany,0.998501498501498
2020-07-12,germany,0.999250749250749
2020-07-19,germany,0.9995004995005
2020-07-26,germany,0.9995004995005
2020-08-02,germany,0.9995004995005
2020-08-09,germany,0.9995004995005
2020-08-16,germany,0.9995004995005
2020-08-23,germany,0.9995004995005
2020-08-30,germany,0.99975024975025
2020-09-06,germany,0.99975024975025
2020-09-13,germany,1
2020-09-20,germany,1
2020-09-27,germany,1
2020-10-04,germany,1
2020-10-11,germany,1
2020-10-18,germany,1
2020-10-25,germany,1
2020-11-01,germany,1
2020-11-08,germany,1
2020-03-15,greece,0
2020-03-22,greece,0
2020-03-29,greece,0
2020-04-05,greece,0
2020-04-12,greece,0
2020-04-19,greece,0
2020-04-26,greece,0.973526473526474
2020-05-03,greece,0.975524475524475
2020-05-10,greece,0.979020979020979
2020-05-17,greece,0.981518481518481
2020-05-24,greece,0.984015984015984
2020-05-31,greece,0.988261738261738
2020-06-07,greece,0.991758241758242
2020-06-14,greece,0.993756243756244
2020-06-21,greece,0.995004995004995
2020-06-28,greece,0.996253746253746
2020-07-05,greece,0.996253746253746
2020-07-12,greece,0.997252747252747
2020-07-19,greece,0.998001998001998
2020-07-26,greece,0.998251748251748
2020-08-02,greece,0.998751248751249
2020-08-09,greece,0.999250749250749
2020-08-16,greece,0.99975024975025
2020-08-23,greece,0.99975024975025
2020-08-30,greece,1
2020-09-06,greece,1
2020-09-13,greece,1
2020-09-20,greece,1
2020-09-27,greece,1
2020-10-04,greece,1
2020-10-11,greece,1
2020-10-18,greece,1
2020-10-25,greece,1
2020-11-01,greece,1
2020-11-08,greece,1
2020-03-15,hungary,0
2020-03-22,hungary,0
2020-03-29,hungary,0
2020-04-05,hungary,0
2020-04-12,hungary,0.692057942057942
2020-04-19,hungary,0.692057942057942
2020-04-26,hungary,0.692057942057942
2020-05-03,hungary,0.72977022977023
2020-05-10,hungary,0.785214785214785
2020-05-17,hungary,0.826673326673327
2020-05-24,hungary,0.860639360639361
2020-05-31,hungary,0.891608391608392
2020-06-07,hungary,0.915084915084915
2020-06-14,hungary,0.935314685314685
2020-06-21,hungary,0.951798201798202
2020-06-28,hungary,0.964535464535464
2020-07-05,hungary,0.977022977022977
2020-07-12,hungary,0.982517482517482
2020-07-19,hungary,0.987512487512488
2020-07-26,hungary,0.991008991008991
2020-08-02,hungary,0.992757242757243
2020-08-09,hungary,0.995504495504495
2020-08-16,hungary,0.996503496503496
2020-08-23,hungary,0.997502497502497
2020-08-30,hungary,0.998001998001998
2020-09-06,hungary,0.999000999000999
2020-09-13,hungary,0.999250749250749
2020-09-20,hungary,0.999500499500499
2020-09-27,hungary,0.99975024975025
2020-10-04,hungary,0.99975024975025
2020-10-11,hungary,0.99975024975025
2020-10-18,hungary,1
2020-10-25,hungary,1
2020-11-01,hungary,1
2020-11-08,hungary,1
2020-03-15,ireland,0
2020-03-22,ireland,0
2020-03-29,ireland,0
2020-04-05,ireland,0
2020-04-12,ireland,0.875374625374625
2020-04-19,ireland,0.875374625374625
2020-04-26,ireland,0.875374625374625
2020-05-03,ireland,0.87987012987013
2020-05-10,ireland,0.894605394605395
2020-05-17,ireland,0.90984015984016
2020-05-24,ireland,0.92007992007992
2020-05-31,ireland,0.934315684315684
2020-06-07,ireland,0.948301698301698
2020-06-14,ireland,0.961788211788212
2020-06-21,ireland,0.971028971028971
2020-06-28,ireland,0.979020979020979
2020-07-05,ireland,0.985014985014985
2020-07-12,ireland,0.988261738261738
2020-07-19,ireland,0.991258741258741
2020-07-26,ireland,0.993756243756244
2020-08-02,ireland,0.994255744255744
2020-08-09,ireland,0.995254745254745
2020-08-16,ireland,0.996753246753247
2020-08-23,ireland,0.997502497502498
2020-08-30,ireland,0.998251748251748
2020-09-06,ireland,0.9995004995005
2020-09-13,ireland,0.99975024975025
2020-09-20,ireland,0.99975024975025
2020-09-27,ireland,0.99975024975025
2020-10-04,ireland,1
2020-10-11,ireland,1
2020-10-18,ireland,1
2020-10-25,ireland,1
2020-11-01,ireland,1
2020-11-08,ireland,1
2020-03-15,italy,0
2020-03-22,italy,0.974275724275724
2020-03-29,italy,0.974275724275724
2020-04-05,italy,0.974275724275724
2020-04-12,italy,0.974275724275724
2020-04-19,italy,0.974275724275724
2020-04-26,italy,0.974275724275724
2020-05-03,italy,0.974275724275724
2020-05-10,italy,0.975024975024975
2020-05-17,italy,0.976773226773227
2020-05-24,italy,0.979270729270729
2020-05-31,italy,0.982517482517482
2020-06-07,italy,0.987262737262737
2020-06-14,italy,0.99025974025974
2020-06-21,italy,0.993756243756244
2020-06-28,italy,0.995004995004995
2020-07-05,italy,0.997252747252747
2020-07-12,italy,0.998001998001998
2020-07-19,italy,0.998501498501498
2020-07-26,italy,0.999000999000999
2020-08-02,italy,0.999250749250749
2020-08-09,italy,0.999500499500499
2020-08-16,italy,0.99975024975025
2020-08-23,italy,0.99975024975025
2020-08-30,italy,1
2020-09-06,italy,1
2020-09-13,italy,1
2020-09-20,italy,1
2020-09-27,italy,1
2020-10-04,italy,1
2020-10-11,italy,1
2020-10-18,italy,1
2020-10-25,italy,1
2020-11-01,italy,1
2020-11-08,italy,1
2020-03-15,lithuania,0
2020-03-22,lithuania,0
2020-03-29,lithuania,0
2020-04-05,lithuania,0
2020-04-12,lithuania,0
2020-04-19,lithuania,0.815184815184815
2020-04-26,lithuania,0.815184815184815
2020-05-03,lithuania,0.850649350649351
2020-05-10,lithuania,0.909090909090909
2020-05-17,lithuania,0.937562437562438
2020-05-24,lithuania,0.958791208791209
2020-05-31,lithuania,0.96978021978022
2020-06-07,lithuania,0.98026973026973
2020-06-14,lithuania,0.986763236763237
2020-06-21,lithuania,0.990509490509491
2020-06-28,lithuania,0.993506493506494
2020-07-05,lithuania,0.995754245754246
2020-07-12,lithuania,0.996503496503496
2020-07-19,lithuania,0.997002997002997
2020-07-26,lithuania,0.997752247752248
2020-08-02,lithuania,0.999000999000999
2020-08-09,lithuania,0.999250749250749
2020-08-16,lithuania,0.999250749250749
2020-08-23,lithuania,0.9995004995005
2020-08-30,lithuania,0.9995004995005
2020-09-06,lithuania,0.99975024975025
2020-09-13,lithuania,0.99975024975025
2020-09-20,lithuania,0.99975024975025
2020-09-27,lithuania,1
2020-10-04,lithuania,1
2020-10-11,lithuania,1
2020-10-18,lithuania,1
2020-10-25,lithuania,1
2020-11-01,lithuania,1
2020-11-08,lithuania,1
2020-03-15,luxembourg,0
2020-03-22,luxembourg,0
2020-03-29,luxembourg,0.801198801198801
2020-04-05,luxembourg,0.801198801198801
2020-04-12,luxembourg,0.801198801198801
2020-04-19,luxembourg,0.801198801198801
2020-04-26,luxembourg,0.801198801198801
2020-05-03,luxembourg,0.842907092907093
2020-05-10,luxembourg,0.906093906093906
2020-05-17,luxembourg,0.936563436563437
2020-05-24,luxembourg,0.956543456543456
2020-05-31,luxembourg,0.96953046953047
2020-06-07,luxembourg,0.979270729270729
2020-06-14,luxembourg,0.986263736263736
2020-06-21,luxembourg,0.99000999000999
2020-06-28,luxembourg,0.993506493506493
2020-07-05,luxembourg,0.994505494505494
2020-07-12,luxembourg,0.996253746253746
2020-07-19,luxembourg,0.997002997002997
2020-07-26,luxembourg,0.998251748251748
2020-08-02,luxembourg,0.998751248751249
2020-08-09,luxembourg,0.99975024975025
2020-08-16,luxembourg,0.99975024975025
2020-08-23,luxembourg,0.99975024975025
2020-08-30,luxembourg,1
2020-09-06,luxembourg,1
2020-09-13,luxembourg,1
2020-09-20,luxembourg,1
2020-09-27,luxembourg,1
2020-10-04,luxembourg,1
2020-10-11,luxembourg,1
2020-10-18,luxembourg,1
2020-10-25,luxembourg,1
2020-11-01,luxembourg,1
2020-11-08,luxembourg,1
2020-03-15,moldova,0
2020-03-22,moldova,0
2020-03-29,moldova,0
2020-04-05,moldova,0
2020-04-12,moldova,0
2020-04-19,moldova,0.592657342657343
2020-04-26,moldova,0.592657342657343
2020-05-03,moldova,0.655844155844156
2020-05-10,moldova,0.737262737262737
2020-05-17,moldova,0.797702297702298
2020-05-24,moldova,0.845904095904096
2020-05-31,moldova,0.87987012987013
2020-06-07,moldova,0.912337662337663
2020-06-14,moldova,0.936063936063936
2020-06-21,moldova,0.9498001998002
2020-06-28,moldova,0.959040959040959
2020-07-05,moldova,0.968031968031968
2020-07-12,moldova,0.978521478521479
2020-07-19,moldova,0.985514485514486
2020-07-26,moldova,0.988761238761239
2020-08-02,moldova,0.992757242757243
2020-08-09,moldova,0.993756243756244
2020-08-16,moldova,0.994755244755245
2020-08-23,moldova,0.996253746253746
2020-08-30,moldova,0.996253746253746
2020-09-06,moldova,0.996753246753247
2020-09-13,moldova,0.998001998001998
2020-09-20,moldova,0.998251748251748
2020-09-27,moldova,0.998501498501499
2020-10-04,moldova,0.999000999000999
2020-10-11,moldova,0.999250749250749
2020-10-18,moldova,0.9995004995005
2020-10-25,moldova,1
2020-11-01,moldova,1
2020-11-08,moldova,1
2020-03-15,netherlands,0
2020-03-22,netherlands,0
2020-03-29,netherlands,0
2020-04-05,netherlands,0
2020-04-12,netherlands,0.952297702297702
2020-04-19,netherlands,0.952297702297702
2020-04-26,netherlands,0.952297702297702
2020-05-03,netherlands,0.954545454545454
2020-05-10,netherlands,0.966033966033966
2020-05-17,netherlands,0.976023976023976
2020-05-24,netherlands,0.984015984015984
2020-05-31,netherlands,0.988261738261738
2020-06-07,netherlands,0.992007992007992
2020-06-14,netherlands,0.996003996003996
2020-06-21,netherlands,0.997752247752248
2020-06-28,netherlands,0.999000999000999
2020-07-05,netherlands,0.999250749250749
2020-07-12,netherlands,0.99975024975025
2020-07-19,netherlands,1
2020-07-26,netherlands,1
2020-08-02,netherlands,1
2020-08-09,netherlands,1
2020-08-16,netherlands,1
2020-08-23,netherlands,1
2020-08-30,netherlands,1
2020-09-06,netherlands,1
2020-09-13,netherlands,1
2020-09-20,netherlands,1
2020-09-27,netherlands,1
2020-10-04,netherlands,1
2020-10-11,netherlands,1
2020-10-18,netherlands,1
2020-10-25,netherlands,1
2020-11-01,netherlands,1
2020-11-08,netherlands,1
2020-03-15,northmacedonia,0
2020-03-22,northmacedonia,0
2020-03-29,northmacedonia,0
2020-04-05,northmacedonia,0
2020-04-12,northmacedonia,0
2020-04-19,northmacedonia,0.727272727272727
2020-04-26,northmacedonia,0.727272727272727
2020-05-03,northmacedonia,0.770979020979021
2020-05-10,northmacedonia,0.84040959040959
2020-05-17,northmacedonia,0.885614385614386
