weekdate,simple_state,cumulative_prob
2020-03-15,alabama,0
2020-03-22,alabama,0
2020-03-29,alabama,0
2020-04-05,alabama,0
2020-04-12,alabama,0
2020-04-19,alabama,0
2020-04-26,alabama,0
2020-05-03,alabama,0.646853146853147
2020-05-10,alabama,0.709290709290709
2020-05-17,alabama,0.775974025974026
2020-05-24,alabama,0.832167832167832
2020-05-31,alabama,0.868381618381618
2020-06-07,alabama,0.898351648351648
2020-06-14,alabama,0.924825174825175
2020-06-21,alabama,0.941808191808192
2020-06-28,alabama,0.955794205794206
2020-07-05,alabama,0.966283716283716
2020-07-12,alabama,0.976523476523477
2020-07-19,alabama,0.981518481518482
2020-07-26,alabama,0.987012987012987
2020-08-02,alabama,0.989260739260739
2020-08-09,alabama,0.993506493506494
2020-08-16,alabama,0.994005994005994
2020-08-23,alabama,0.996003996003996
2020-08-30,alabama,0.996753246753247
2020-09-06,alabama,0.997752247752248
2020-09-13,alabama,0.998751248751249
2020-09-20,alabama,0.999000999000999
2020-09-27,alabama,0.9995004995005
2020-10-04,alabama,0.99975024975025
2020-10-11,alabama,0.99975024975025
2020-10-18,alabama,1
2020-10-25,alabama,1
2020-11-01,alabama,1
2020-11-08,alabama,1
2020-03-15,alaska,0
2020-03-22,alaska,0
2020-03-29,alaska,0.979520479520479
2020-04-05,alaska,0.979520479520479
2020-04-12,alaska,0.979520479520479
2020-04-19,alaska,0.979520479520479
2020-04-26,alaska,0.979520479520479
2020-05-03,alaska,0.979520479520479
2020-05-10,alaska,0.986513486513486
2020-05-17,alaska,0.989510489510489
2020-05-24,alaska,0.992507492507493
2020-05-31,alaska,0.994255744255744
2020-06-07,alaska,0.995754245754246
2020-06-14,alaska,0.996253746253746
2020-06-21,alaska,0.996753246753247
2020-06-28,alaska,0.998001998001998
2020-07-05,alaska,0.998251748251748
2020-07-12,alaska,0.998251748251748
2020-07-19,alaska,0.998251748251748
2020-07-26,alaska,0.998501498501498
2020-08-02,alaska,0.998751248751249
2020-08-09,alaska,0.999000999000999
2020-08-16,alaska,0.999250749250749
2020-08-23,alaska,0.999500499500499
2020-08-30,alaska,0.999500499500499
2020-09-06,alaska,0.999500499500499
2020-09-13,alaska,0.999500499500499
2020-09-20,alaska,0.999500499500499
2020-09-27,alaska,0.99975024975025
2020-10-04,alaska,1
2020-10-11,alaska,1
2020-10-18,alaska,1
2020-10-25,alaska,1
2020-11-01,alaska,1
2020-11-08,alaska,1
2020-03-15,arizona,0
2020-03-22,arizona,0
2020-03-29,arizona,0
2020-04-05,arizona,0
2020-04-12,arizona,0
2020-04-19,arizona,0
2020-04-26,arizona,0
2020-05-03,arizona,0.472777222777223
