weekdate,simple_state,cumulative_prob
2020-03-15,alabama,0
2020-03-22,alabama,0
2020-03-29,alabama,0
2020-04-05,alabama,0
2020-04-12,alabama,0
2020-04-19,alabama,0
2020-04-26,alabama,0
2020-05-03,alabama,0.730769230769231
2020-05-10,alabama,0.78996003996004
2020-05-17,alabama,0.838411588411588
2020-05-24,alabama,0.877372627372627
2020-05-31,alabama,0.904595404595405
2020-06-07,alabama,0.92957042957043
2020-06-14,alabama,0.948301698301698
2020-06-21,alabama,0.957792207792208
2020-06-28,alabama,0.971278721278721
2020-07-05,alabama,0.978521478521479
2020-07-12,alabama,0.984765234765235
2020-07-19,alabama,0.98976023976024
2020-07-26,alabama,0.993006993006993
2020-08-02,alabama,0.995004995004995
2020-08-09,alabama,0.996503496503496
2020-08-16,alabama,0.997502497502497
2020-08-23,alabama,0.997502497502497
2020-08-30,alabama,0.998001998001998
2020-09-06,alabama,0.998251748251748
2020-09-13,alabama,0.998501498501498
2020-09-20,alabama,0.998751248751249
2020-09-27,alabama,0.99975024975025
2020-10-04,alabama,0.99975024975025
2020-10-11,alabama,0.99975024975025
2020-10-18,alabama,0.99975024975025
2020-10-25,alabama,1
2020-11-01,alabama,1
2020-03-15,alaska,0
2020-03-22,alaska,0
2020-03-29,alaska,0.83991008991009
2020-04-05,alaska,0.83991008991009
2020-04-12,alaska,0.83991008991009
2020-04-19,alaska,0.83991008991009
2020-04-26,alaska,0.83991008991009
2020-05-03,alaska,0.898601398601399
2020-05-10,alaska,0.931568431568432
2020-05-17,alaska,0.955544455544455
2020-05-24,alaska,0.969280719280719
2020-05-31,alaska,0.979520479520479
2020-06-07,alaska,0.987012987012987
2020-06-14,alaska,0.98976023976024
2020-06-21,alaska,0.992507492507493
2020-06-28,alaska,0.994755244755245
2020-07-05,alaska,0.996253746253746
2020-07-12,alaska,0.998251748251748
2020-07-19,alaska,0.998751248751249
2020-07-26,alaska,0.999250749250749
2020-08-02,alaska,0.999250749250749
2020-08-09,alaska,0.999500499500499
2020-08-16,alaska,0.999500499500499
2020-08-23,alaska,0.999500499500499
2020-08-30,alaska,0.99975024975025
2020-09-06,alaska,0.99975024975025
2020-09-13,alaska,0.99975024975025
2020-09-20,alaska,1
2020-09-27,alaska,1
2020-10-04,alaska,1
2020-10-11,alaska,1
2020-10-18,alaska,1
2020-10-25,alaska,1
2020-11-01,alaska,1
2020-03-15,arizona,0
2020-03-22,arizona,0
2020-03-29,arizona,0
2020-04-05,arizona,0
2020-04-12,arizona,0.286910062333037
2020-04-19,arizona,0.286910062333037
2020-04-26,arizona,0.573820124666073
2020-05-03,arizona,0.677114870881567
2020-05-10,arizona,0.758325912733749
