target,forecast_date,target_end_date,location,type,quantile,value
1 wk ahead cum death,2021-10-11,2021-10-16,01,quantile,0.01,14857.0
2 wk ahead cum death,2021-10-11,2021-10-23,01,quantile,0.01,14857.0
3 wk ahead cum death,2021-10-11,2021-10-30,01,quantile,0.01,14857.0
4 wk ahead cum death,2021-10-11,2021-11-06,01,quantile,0.01,14857.0
1 wk ahead cum death,2021-10-11,2021-10-16,01,quantile,0.025,14904.1
2 wk ahead cum death,2021-10-11,2021-10-23,01,quantile,0.025,14993.8
3 wk ahead cum death,2021-10-11,2021-10-30,01,quantile,0.025,15248.8
4 wk ahead cum death,2021-10-11,2021-11-06,01,quantile,0.025,15393.5
1 wk ahead cum death,2021-10-11,2021-10-16,01,quantile,0.05,14982.5
2 wk ahead cum death,2021-10-11,2021-10-23,01,quantile,0.05,15245.4
3 wk ahead cum death,2021-10-11,2021-10-30,01,quantile,0.05,15434.6
4 wk ahead cum death,2021-10-11,2021-11-06,01,quantile,0.05,15566.8
1 wk ahead cum death,2021-10-11,2021-10-16,01,quantile,0.1,15010.9
2 wk ahead cum death,2021-10-11,2021-10-23,01,quantile,0.1,15290.3
3 wk ahead cum death,2021-10-11,2021-10-30,01,quantile,0.1,15508.2
4 wk ahead cum death,2021-10-11,2021-11-06,01,quantile,0.1,15577.1
1 wk ahead cum death,2021-10-11,2021-10-16,01,quantile,0.15,15042.0
2 wk ahead cum death,2021-10-11,2021-10-23,01,quantile,0.15,15328.3
3 wk ahead cum death,2021-10-11,2021-10-30,01,quantile,0.15,15535.3
4 wk ahead cum death,2021-10-11,2021-11-06,01,quantile,0.15,15705.3
1 wk ahead cum death,2021-10-11,2021-10-16,01,quantile,0.2,15069.6
2 wk ahead cum death,2021-10-11,2021-10-23,01,quantile,0.2,15354.5
3 wk ahead cum death,2021-10-11,2021-10-30,01,quantile,0.2,15554.9
4 wk ahead cum death,2021-10-11,2021-11-06,01,quantile,0.2,15711.5
1 wk ahead cum death,2021-10-11,2021-10-16,01,quantile,0.25,15087.3
2 wk ahead cum death,2021-10-11,2021-10-23,01,quantile,0.25,15365.7
3 wk ahead cum death,2021-10-11,2021-10-30,01,quantile,0.25,15566.6
4 wk ahead cum death,2021-10-11,2021-11-06,01,quantile,0.25,15748.8
1 wk ahead cum death,2021-10-11,2021-10-16,01,quantile,0.3,15117.2
2 wk ahead cum death,2021-10-11,2021-10-23,01,quantile,0.3,15375.9
3 wk ahead cum death,2021-10-11,2021-10-30,01,quantile,0.3,15599.7
4 wk ahead cum death,2021-10-11,2021-11-06,01,quantile,0.3,15768.5
1 wk ahead cum death,2021-10-11,2021-10-16,01,quantile,0.35,15135.8
2 wk ahead cum death,2021-10-11,2021-10-23,01,quantile,0.35,15396.4
3 wk ahead cum death,2021-10-11,2021-10-30,01,quantile,0.35,15625.1
4 wk ahead cum death,2021-10-11,2021-11-06,01,quantile,0.35,15773.1
1 wk ahead cum death,2021-10-11,2021-10-16,01,quantile,0.4,15139.0
2 wk ahead cum death,2021-10-11,2021-10-23,01,quantile,0.4,15406.2
3 wk ahead cum death,2021-10-11,2021-10-30,01,quantile,0.4,15657.7
4 wk ahead cum death,2021-10-11,2021-11-06,01,quantile,0.4,15799.4
1 wk ahead cum death,2021-10-11,2021-10-16,01,quantile,0.45,15143.9
2 wk ahead cum death,2021-10-11,2021-10-23,01,quantile,0.45,15416.9
