target,forecast_date,target_end_date,location,type,quantile,value
1 wk ahead cum death,2023-01-30,2023-02-04,01,quantile,0.01,20870.0
2 wk ahead cum death,2023-01-30,2023-02-11,01,quantile,0.01,20870.0
3 wk ahead cum death,2023-01-30,2023-02-18,01,quantile,0.01,20870.0
4 wk ahead cum death,2023-01-30,2023-02-25,01,quantile,0.01,20870.0
1 wk ahead cum death,2023-01-30,2023-02-04,01,quantile,0.025,20870.0
2 wk ahead cum death,2023-01-30,2023-02-11,01,quantile,0.025,20870.0
3 wk ahead cum death,2023-01-30,2023-02-18,01,quantile,0.025,20870.0
4 wk ahead cum death,2023-01-30,2023-02-25,01,quantile,0.025,20870.0
1 wk ahead cum death,2023-01-30,2023-02-04,01,quantile,0.05,20870.0
2 wk ahead cum death,2023-01-30,2023-02-11,01,quantile,0.05,20870.0
3 wk ahead cum death,2023-01-30,2023-02-18,01,quantile,0.05,20870.0
4 wk ahead cum death,2023-01-30,2023-02-25,01,quantile,0.05,20901.6
1 wk ahead cum death,2023-01-30,2023-02-04,01,quantile,0.1,20870.0
2 wk ahead cum death,2023-01-30,2023-02-11,01,quantile,0.1,20878.0
3 wk ahead cum death,2023-01-30,2023-02-18,01,quantile,0.1,20897.4
4 wk ahead cum death,2023-01-30,2023-02-25,01,quantile,0.1,20928.3
1 wk ahead cum death,2023-01-30,2023-02-04,01,quantile,0.15,20877.6
2 wk ahead cum death,2023-01-30,2023-02-11,01,quantile,0.15,20890.5
3 wk ahead cum death,2023-01-30,2023-02-18,01,quantile,0.15,20920.1
4 wk ahead cum death,2023-01-30,2023-02-25,01,quantile,0.15,20946.3
1 wk ahead cum death,2023-01-30,2023-02-04,01,quantile,0.2,20884.3
2 wk ahead cum death,2023-01-30,2023-02-11,01,quantile,0.2,20902.6
3 wk ahead cum death,2023-01-30,2023-02-18,01,quantile,0.2,20933.2
4 wk ahead cum death,2023-01-30,2023-02-25,01,quantile,0.2,20962.8
1 wk ahead cum death,2023-01-30,2023-02-04,01,quantile,0.25,20884.5
2 wk ahead cum death,2023-01-30,2023-02-11,01,quantile,0.25,20909.5
3 wk ahead cum death,2023-01-30,2023-02-18,01,quantile,0.25,20941.4
4 wk ahead cum death,2023-01-30,2023-02-25,01,quantile,0.25,20971.1
1 wk ahead cum death,2023-01-30,2023-02-04,01,quantile,0.3,20888.7
2 wk ahead cum death,2023-01-30,2023-02-11,01,quantile,0.3,20910.3
3 wk ahead cum death,2023-01-30,2023-02-18,01,quantile,0.3,20947.6
4 wk ahead cum death,2023-01-30,2023-02-25,01,quantile,0.3,20979.5
1 wk ahead cum death,2023-01-30,2023-02-04,01,quantile,0.35,20895.3
2 wk ahead cum death,2023-01-30,2023-02-11,01,quantile,0.35,20916.9
3 wk ahead cum death,2023-01-30,2023-02-18,01,quantile,0.35,20955.9
4 wk ahead cum death,2023-01-30,2023-02-25,01,quantile,0.35,20985.2
1 wk ahead cum death,2023-01-30,2023-02-04,01,quantile,0.4,20895.6
2 wk ahead cum death,2023-01-30,2023-02-11,01,quantile,0.4,20920.0
3 wk ahead cum death,2023-01-30,2023-02-18,01,quantile,0.4,20963.2
4 wk ahead cum death,2023-01-30,2023-02-25,01,quantile,0.4,20990.3
1 wk ahead cum death,2023-01-30,2023-02-04,01,quantile,0.45,20895.9
2 wk ahead cum death,2023-01-30,2023-02-11,01,quantile,0.45,20920.4
3 wk ahead cum death,2023-01-30,2023-02-18,01,quantile,0.45,20966.2
4 wk ahead cum death,2023-01-30,2023-02-25,01,quantile,0.45,21002.9
1 wk ahead cum death,2023-01-30,2023-02-04,01,quantile,0.5,20898.4
2 wk ahead cum death,2023-01-30,2023-02-11,01,quantile,0.5,20927.5
3 wk ahead cum death,2023-01-30,2023-02-18,01,quantile,0.5,20971.1
4 wk ahead cum death,2023-01-30,2023-02-25,01,quantile,0.5,21011.4
1 wk ahead cum death,2023-01-30,2023-02-04,01,quantile,0.55,20899.9
2 wk ahead cum death,2023-01-30,2023-02-11,01,quantile,0.55,20935.0
3 wk ahead cum death,2023-01-30,2023-02-18,01,quantile,0.55,20978.4
4 wk ahead cum death,2023-01-30,2023-02-25,01,quantile,0.55,21017.4
1 wk ahead cum death,2023-01-30,2023-02-04,01,quantile,0.6,20901.0
2 wk ahead cum death,2023-01-30,2023-02-11,01,quantile,0.6,20938.6
3 wk ahead cum death,2023-01-30,2023-02-18,01,quantile,0.6,20986.3
4 wk ahead cum death,2023-01-30,2023-02-25,01,quantile,0.6,21026.3
1 wk ahead cum death,2023-01-30,2023-02-04,01,quantile,0.65,20905.7
2 wk ahead cum death,2023-01-30,2023-02-11,01,quantile,0.65,20940.6
3 wk ahead cum death,2023-01-30,2023-02-18,01,quantile,0.65,20987.1
4 wk ahead cum death,2023-01-30,2023-02-25,01,quantile,0.65,21034.0
1 wk ahead cum death,2023-01-30,2023-02-04,01,quantile,0.7,20909.3
2 wk ahead cum death,2023-01-30,2023-02-11,01,quantile,0.7,20951.4
3 wk ahead cum death,2023-01-30,2023-02-18,01,quantile,0.7,20997.6
4 wk ahead cum death,2023-01-30,2023-02-25,01,quantile,0.7,21044.0
1 wk ahead cum death,2023-01-30,2023-02-04,01,quantile,0.75,20916.2
2 wk ahead cum death,2023-01-30,2023-02-11,01,quantile,0.75,20954.9
3 wk ahead cum death,2023-01-30,2023-02-18,01,quantile,0.75,21009.6
4 wk ahead cum death,2023-01-30,2023-02-25,01,quantile,0.75,21055.3
1 wk ahead cum death,2023-01-30,2023-02-04,01,quantile,0.8,20920.9
2 wk ahead cum death,2023-01-30,2023-02-11,01,quantile,0.8,20963.8
3 wk ahead cum death,2023-01-30,2023-02-18,01,quantile,0.8,21027.0
4 wk ahead cum death,2023-01-30,2023-02-25,01,quantile,0.8,21064.1
1 wk ahead cum death,2023-01-30,2023-02-04,01,quantile,0.85,20930.4
2 wk ahead cum death,2023-01-30,2023-02-11,01,quantile,0.85,20979.3
3 wk ahead cum death,2023-01-30,2023-02-18,01,quantile,0.85,21042.0
4 wk ahead cum death,2023-01-30,2023-02-25,01,quantile,0.85,21096.8
1 wk ahead cum death,2023-01-30,2023-02-04,01,quantile,0.9,20946.4
2 wk ahead cum death,2023-01-30,2023-02-11,01,quantile,0.9,20995.0
3 wk ahead cum death,2023-01-30,2023-02-18,01,quantile,0.9,21073.7
4 wk ahead cum death,2023-01-30,2023-02-25,01,quantile,0.9,21128.1
1 wk ahead cum death,2023-01-30,2023-02-04,01,quantile,0.95,20967.0
2 wk ahead cum death,2023-01-30,2023-02-11,01,quantile,0.95,21025.8
3 wk ahead cum death,2023-01-30,2023-02-18,01,quantile,0.95,21111.7
4 wk ahead cum death,2023-01-30,2023-02-25,01,quantile,0.95,21209.2
1 wk ahead cum death,2023-01-30,2023-02-04,01,quantile,0.975,21004.0
2 wk ahead cum death,2023-01-30,2023-02-11,01,quantile,0.975,21104.6
3 wk ahead cum death,2023-01-30,2023-02-18,01,quantile,0.975,21211.5
4 wk ahead cum death,2023-01-30,2023-02-25,01,quantile,0.975,21319.9
1 wk ahead cum death,2023-01-30,2023-02-04,01,quantile,0.99,21169.5
2 wk ahead cum death,2023-01-30,2023-02-11,01,quantile,0.99,21296.6
3 wk ahead cum death,2023-01-30,2023-02-18,01,quantile,0.99,21414.3
4 wk ahead cum death,2023-01-30,2023-02-25,01,quantile,0.99,21649.9
1 wk ahead cum death,2023-01-30,2023-02-04,02,quantile,0.01,1473.0
2 wk ahead cum death,2023-01-30,2023-02-11,02,quantile,0.01,1473.0
3 wk ahead cum death,2023-01-30,2023-02-18,02,quantile,0.01,1473.0
4 wk ahead cum death,2023-01-30,2023-02-25,02,quantile,0.01,1473.0
1 wk ahead cum death,2023-01-30,2023-02-04,02,quantile,0.025,1473.0
2 wk ahead cum death,2023-01-30,2023-02-11,02,quantile,0.025,1475.0
3 wk ahead cum death,2023-01-30,2023-02-18,02,quantile,0.025,1478.6
4 wk ahead cum death,2023-01-30,2023-02-25,02,quantile,0.025,1483.1
1 wk ahead cum death,2023-01-30,2023-02-04,02,quantile,0.05,1473.0
2 wk ahead cum death,2023-01-30,2023-02-11,02,quantile,0.05,1481.3
3 wk ahead cum death,2023-01-30,2023-02-18,02,quantile,0.05,1482.9
4 wk ahead cum death,2023-01-30,2023-02-25,02,quantile,0.05,1488.3
1 wk ahead cum death,2023-01-30,2023-02-04,02,quantile,0.1,1474.9
2 wk ahead cum death,2023-01-30,2023-02-11,02,quantile,0.1,1485.1
3 wk ahead cum death,2023-01-30,2023-02-18,02,quantile,0.1,1486.2
4 wk ahead cum death,2023-01-30,2023-02-25,02,quantile,0.1,1493.2
1 wk ahead cum death,2023-01-30,2023-02-04,02,quantile,0.15,1477.3
2 wk ahead cum death,2023-01-30,2023-02-11,02,quantile,0.15,1487.2
3 wk ahead cum death,2023-01-30,2023-02-18,02,quantile,0.15,1489.1
4 wk ahead cum death,2023-01-30,2023-02-25,02,quantile,0.15,1495.9
1 wk ahead cum death,2023-01-30,2023-02-04,02,quantile,0.2,1479.2
2 wk ahead cum death,2023-01-30,2023-02-11,02,quantile,0.2,1489.6
3 wk ahead cum death,2023-01-30,2023-02-18,02,quantile,0.2,1492.3
4 wk ahead cum death,2023-01-30,2023-02-25,02,quantile,0.2,1498.5
1 wk ahead cum death,2023-01-30,2023-02-04,02,quantile,0.25,1479.4
2 wk ahead cum death,2023-01-30,2023-02-11,02,quantile,0.25,1490.4
3 wk ahead cum death,2023-01-30,2023-02-18,02,quantile,0.25,1492.9
4 wk ahead cum death,2023-01-30,2023-02-25,02,quantile,0.25,1498.9
1 wk ahead cum death,2023-01-30,2023-02-04,02,quantile,0.3,1480.5
2 wk ahead cum death,2023-01-30,2023-02-11,02,quantile,0.3,1490.7
3 wk ahead cum death,2023-01-30,2023-02-18,02,quantile,0.3,1494.3
