target,forecast_date,target_end_date,location,type,quantile,value
1 wk ahead cum death,2021-07-05,2021-07-10,01,quantile,0.01,11358.0
2 wk ahead cum death,2021-07-05,2021-07-17,01,quantile,0.01,11358.0
3 wk ahead cum death,2021-07-05,2021-07-24,01,quantile,0.01,11358.0
4 wk ahead cum death,2021-07-05,2021-07-31,01,quantile,0.01,11358.0
1 wk ahead cum death,2021-07-05,2021-07-10,01,quantile,0.025,11358.0
2 wk ahead cum death,2021-07-05,2021-07-17,01,quantile,0.025,11358.0
3 wk ahead cum death,2021-07-05,2021-07-24,01,quantile,0.025,11358.0
4 wk ahead cum death,2021-07-05,2021-07-31,01,quantile,0.025,11358.0
1 wk ahead cum death,2021-07-05,2021-07-10,01,quantile,0.05,11358.0
2 wk ahead cum death,2021-07-05,2021-07-17,01,quantile,0.05,11358.0
3 wk ahead cum death,2021-07-05,2021-07-24,01,quantile,0.05,11358.0
4 wk ahead cum death,2021-07-05,2021-07-31,01,quantile,0.05,11358.0
1 wk ahead cum death,2021-07-05,2021-07-10,01,quantile,0.1,11358.0
2 wk ahead cum death,2021-07-05,2021-07-17,01,quantile,0.1,11358.0
3 wk ahead cum death,2021-07-05,2021-07-24,01,quantile,0.1,11358.0
4 wk ahead cum death,2021-07-05,2021-07-31,01,quantile,0.1,11362.7
1 wk ahead cum death,2021-07-05,2021-07-10,01,quantile,0.15,11358.0
2 wk ahead cum death,2021-07-05,2021-07-17,01,quantile,0.15,11358.0
3 wk ahead cum death,2021-07-05,2021-07-24,01,quantile,0.15,11358.0
4 wk ahead cum death,2021-07-05,2021-07-31,01,quantile,0.15,11371.8
1 wk ahead cum death,2021-07-05,2021-07-10,01,quantile,0.2,11358.0
2 wk ahead cum death,2021-07-05,2021-07-17,01,quantile,0.2,11358.1
3 wk ahead cum death,2021-07-05,2021-07-24,01,quantile,0.2,11366.3
4 wk ahead cum death,2021-07-05,2021-07-31,01,quantile,0.2,11374.5
1 wk ahead cum death,2021-07-05,2021-07-10,01,quantile,0.25,11358.0
2 wk ahead cum death,2021-07-05,2021-07-17,01,quantile,0.25,11373.1
3 wk ahead cum death,2021-07-05,2021-07-24,01,quantile,0.25,11384.4
4 wk ahead cum death,2021-07-05,2021-07-31,01,quantile,0.25,11388.7
1 wk ahead cum death,2021-07-05,2021-07-10,01,quantile,0.3,11367.2
2 wk ahead cum death,2021-07-05,2021-07-17,01,quantile,0.3,11375.9
3 wk ahead cum death,2021-07-05,2021-07-24,01,quantile,0.3,11385.5
4 wk ahead cum death,2021-07-05,2021-07-31,01,quantile,0.3,11392.3
1 wk ahead cum death,2021-07-05,2021-07-10,01,quantile,0.35,11370.7
2 wk ahead cum death,2021-07-05,2021-07-17,01,quantile,0.35,11377.2
3 wk ahead cum death,2021-07-05,2021-07-24,01,quantile,0.35,11385.9
