target,forecast_date,target_end_date,location,type,quantile,value
1 wk ahead cum death,2021-08-23,2021-08-28,01,quantile,0.01,12000.0
2 wk ahead cum death,2021-08-23,2021-09-04,01,quantile,0.01,12000.0
3 wk ahead cum death,2021-08-23,2021-09-11,01,quantile,0.01,12000.0
4 wk ahead cum death,2021-08-23,2021-09-18,01,quantile,0.01,12000.0
1 wk ahead cum death,2021-08-23,2021-08-28,01,quantile,0.025,12034.1
2 wk ahead cum death,2021-08-23,2021-09-04,01,quantile,0.025,12048.6
3 wk ahead cum death,2021-08-23,2021-09-11,01,quantile,0.025,12292.3
4 wk ahead cum death,2021-08-23,2021-09-18,01,quantile,0.025,12555.6
1 wk ahead cum death,2021-08-23,2021-08-28,01,quantile,0.05,12095.6
2 wk ahead cum death,2021-08-23,2021-09-04,01,quantile,0.05,12366.1
3 wk ahead cum death,2021-08-23,2021-09-11,01,quantile,0.05,12536.5
4 wk ahead cum death,2021-08-23,2021-09-18,01,quantile,0.05,12757.7
1 wk ahead cum death,2021-08-23,2021-08-28,01,quantile,0.1,12124.9
2 wk ahead cum death,2021-08-23,2021-09-04,01,quantile,0.1,12408.9
3 wk ahead cum death,2021-08-23,2021-09-11,01,quantile,0.1,12626.1
4 wk ahead cum death,2021-08-23,2021-09-18,01,quantile,0.1,12915.3
1 wk ahead cum death,2021-08-23,2021-08-28,01,quantile,0.15,12173.6
2 wk ahead cum death,2021-08-23,2021-09-04,01,quantile,0.15,12426.8
3 wk ahead cum death,2021-08-23,2021-09-11,01,quantile,0.15,12655.3
4 wk ahead cum death,2021-08-23,2021-09-18,01,quantile,0.15,12944.7
1 wk ahead cum death,2021-08-23,2021-08-28,01,quantile,0.2,12198.9
2 wk ahead cum death,2021-08-23,2021-09-04,01,quantile,0.2,12450.2
3 wk ahead cum death,2021-08-23,2021-09-11,01,quantile,0.2,12690.5
4 wk ahead cum death,2021-08-23,2021-09-18,01,quantile,0.2,13005.1
1 wk ahead cum death,2021-08-23,2021-08-28,01,quantile,0.25,12212.6
2 wk ahead cum death,2021-08-23,2021-09-04,01,quantile,0.25,12466.6
3 wk ahead cum death,2021-08-23,2021-09-11,01,quantile,0.25,12711.9
4 wk ahead cum death,2021-08-23,2021-09-18,01,quantile,0.25,13035.1
1 wk ahead cum death,2021-08-23,2021-08-28,01,quantile,0.3,12225.6
2 wk ahead cum death,2021-08-23,2021-09-04,01,quantile,0.3,12477.8
3 wk ahead cum death,2021-08-23,2021-09-11,01,quantile,0.3,12715.0
4 wk ahead cum death,2021-08-23,2021-09-18,01,quantile,0.3,13066.5
1 wk ahead cum death,2021-08-23,2021-08-28,01,quantile,0.35,12231.3
2 wk ahead cum death,2021-08-23,2021-09-04,01,quantile,0.35,12482.1
3 wk ahead cum death,2021-08-23,2021-09-11,01,quantile,0.35,12751.0
4 wk ahead cum death,2021-08-23,2021-09-18,01,quantile,0.35,13078.3
1 wk ahead cum death,2021-08-23,2021-08-28,01,quantile,0.4,12237.0
2 wk ahead cum death,2021-08-23,2021-09-04,01,quantile,0.4,12493.3
3 wk ahead cum death,2021-08-23,2021-09-11,01,quantile,0.4,12758.8
4 wk ahead cum death,2021-08-23,2021-09-18,01,quantile,0.4,13091.6
1 wk ahead cum death,2021-08-23,2021-08-28,01,quantile,0.45,12237.9
2 wk ahead cum death,2021-08-23,2021-09-04,01,quantile,0.45,12499.1
3 wk ahead cum death,2021-08-23,2021-09-11,01,quantile,0.45,12776.1
4 wk ahead cum death,2021-08-23,2021-09-18,01,quantile,0.45,13121.2
1 wk ahead cum death,2021-08-23,2021-08-28,01,quantile,0.5,12245.9
2 wk ahead cum death,2021-08-23,2021-09-04,01,quantile,0.5,12521.9
3 wk ahead cum death,2021-08-23,2021-09-11,01,quantile,0.5,12786.8
4 wk ahead cum death,2021-08-23,2021-09-18,01,quantile,0.5,13135.3
1 wk ahead cum death,2021-08-23,2021-08-28,01,quantile,0.55,12252.0
2 wk ahead cum death,2021-08-23,2021-09-04,01,quantile,0.55,12524.6
3 wk ahead cum death,2021-08-23,2021-09-11,01,quantile,0.55,12802.1
4 wk ahead cum death,2021-08-23,2021-09-18,01,quantile,0.55,13157.1
1 wk ahead cum death,2021-08-23,2021-08-28,01,quantile,0.6,12257.9
2 wk ahead cum death,2021-08-23,2021-09-04,01,quantile,0.6,12535.6
3 wk ahead cum death,2021-08-23,2021-09-11,01,quantile,0.6,12810.4
4 wk ahead cum death,2021-08-23,2021-09-18,01,quantile,0.6,13181.8
1 wk ahead cum death,2021-08-23,2021-08-28,01,quantile,0.65,12265.5
2 wk ahead cum death,2021-08-23,2021-09-04,01,quantile,0.65,12549.3
3 wk ahead cum death,2021-08-23,2021-09-11,01,quantile,0.65,12829.8
4 wk ahead cum death,2021-08-23,2021-09-18,01,quantile,0.65,13189.7
1 wk ahead cum death,2021-08-23,2021-08-28,01,quantile,0.7,12269.9
2 wk ahead cum death,2021-08-23,2021-09-04,01,quantile,0.7,12551.7
3 wk ahead cum death,2021-08-23,2021-09-11,01,quantile,0.7,12839.0
