target,forecast_date,target_end_date,location,type,quantile,value
1 wk ahead cum death,2022-04-04,2022-04-09,01,quantile,0.01,19313.0
2 wk ahead cum death,2022-04-04,2022-04-16,01,quantile,0.01,19313.0
3 wk ahead cum death,2022-04-04,2022-04-23,01,quantile,0.01,19313.0
4 wk ahead cum death,2022-04-04,2022-04-30,01,quantile,0.01,19313.0
1 wk ahead cum death,2022-04-04,2022-04-09,01,quantile,0.025,19313.0
2 wk ahead cum death,2022-04-04,2022-04-16,01,quantile,0.025,19313.0
3 wk ahead cum death,2022-04-04,2022-04-23,01,quantile,0.025,19313.0
4 wk ahead cum death,2022-04-04,2022-04-30,01,quantile,0.025,19313.0
1 wk ahead cum death,2022-04-04,2022-04-09,01,quantile,0.05,19313.0
2 wk ahead cum death,2022-04-04,2022-04-16,01,quantile,0.05,19317.1
3 wk ahead cum death,2022-04-04,2022-04-23,01,quantile,0.05,19336.7
4 wk ahead cum death,2022-04-04,2022-04-30,01,quantile,0.05,19353.5
1 wk ahead cum death,2022-04-04,2022-04-09,01,quantile,0.1,19331.7
2 wk ahead cum death,2022-04-04,2022-04-16,01,quantile,0.1,19375.3
3 wk ahead cum death,2022-04-04,2022-04-23,01,quantile,0.1,19397.5
4 wk ahead cum death,2022-04-04,2022-04-30,01,quantile,0.1,19415.7
1 wk ahead cum death,2022-04-04,2022-04-09,01,quantile,0.15,19350.4
2 wk ahead cum death,2022-04-04,2022-04-16,01,quantile,0.15,19415.9
3 wk ahead cum death,2022-04-04,2022-04-23,01,quantile,0.15,19461.7
4 wk ahead cum death,2022-04-04,2022-04-30,01,quantile,0.15,19465.7
1 wk ahead cum death,2022-04-04,2022-04-09,01,quantile,0.2,19369.3
2 wk ahead cum death,2022-04-04,2022-04-16,01,quantile,0.2,19430.6
3 wk ahead cum death,2022-04-04,2022-04-23,01,quantile,0.2,19466.8
4 wk ahead cum death,2022-04-04,2022-04-30,01,quantile,0.2,19472.2
1 wk ahead cum death,2022-04-04,2022-04-09,01,quantile,0.25,19376.7
2 wk ahead cum death,2022-04-04,2022-04-16,01,quantile,0.25,19438.9
3 wk ahead cum death,2022-04-04,2022-04-23,01,quantile,0.25,19473.1
4 wk ahead cum death,2022-04-04,2022-04-30,01,quantile,0.25,19514.0
1 wk ahead cum death,2022-04-04,2022-04-09,01,quantile,0.3,19383.8
2 wk ahead cum death,2022-04-04,2022-04-16,01,quantile,0.3,19443.3
3 wk ahead cum death,2022-04-04,2022-04-23,01,quantile,0.3,19484.3
4 wk ahead cum death,2022-04-04,2022-04-30,01,quantile,0.3,19518.3
1 wk ahead cum death,2022-04-04,2022-04-09,01,quantile,0.35,19388.7
2 wk ahead cum death,2022-04-04,2022-04-16,01,quantile,0.35,19448.6
3 wk ahead cum death,2022-04-04,2022-04-23,01,quantile,0.35,19497.5
4 wk ahead cum death,2022-04-04,2022-04-30,01,quantile,0.35,19536.7
1 wk ahead cum death,2022-04-04,2022-04-09,01,quantile,0.4,19389.1
2 wk ahead cum death,2022-04-04,2022-04-16,01,quantile,0.4,19457.3
3 wk ahead cum death,2022-04-04,2022-04-23,01,quantile,0.4,19500.6
4 wk ahead cum death,2022-04-04,2022-04-30,01,quantile,0.4,19539.6
1 wk ahead cum death,2022-04-04,2022-04-09,01,quantile,0.45,19394.0
2 wk ahead cum death,2022-04-04,2022-04-16,01,quantile,0.45,19460.1
3 wk ahead cum death,2022-04-04,2022-04-23,01,quantile,0.45,19510.0
4 wk ahead cum death,2022-04-04,2022-04-30,01,quantile,0.45,19540.8
1 wk ahead cum death,2022-04-04,2022-04-09,01,quantile,0.5,19397.9
2 wk ahead cum death,2022-04-04,2022-04-16,01,quantile,0.5,19462.2
3 wk ahead cum death,2022-04-04,2022-04-23,01,quantile,0.5,19513.4
4 wk ahead cum death,2022-04-04,2022-04-30,01,quantile,0.5,19572.6
1 wk ahead cum death,2022-04-04,2022-04-09,01,quantile,0.55,19403.9
2 wk ahead cum death,2022-04-04,2022-04-16,01,quantile,0.55,19475.8
3 wk ahead cum death,2022-04-04,2022-04-23,01,quantile,0.55,19532.6
4 wk ahead cum death,2022-04-04,2022-04-30,01,quantile,0.55,19585.7
1 wk ahead cum death,2022-04-04,2022-04-09,01,quantile,0.6,19404.4
2 wk ahead cum death,2022-04-04,2022-04-16,01,quantile,0.6,19483.7
3 wk ahead cum death,2022-04-04,2022-04-23,01,quantile,0.6,19535.7
4 wk ahead cum death,2022-04-04,2022-04-30,01,quantile,0.6,19587.3
1 wk ahead cum death,2022-04-04,2022-04-09,01,quantile,0.65,19410.4
2 wk ahead cum death,2022-04-04,2022-04-16,01,quantile,0.65,19489.5
3 wk ahead cum death,2022-04-04,2022-04-23,01,quantile,0.65,19544.6
4 wk ahead cum death,2022-04-04,2022-04-30,01,quantile,0.65,19593.3
1 wk ahead cum death,2022-04-04,2022-04-09,01,quantile,0.7,19416.1
2 wk ahead cum death,2022-04-04,2022-04-16,01,quantile,0.7,19502.8
3 wk ahead cum death,2022-04-04,2022-04-23,01,quantile,0.7,19564.3
4 wk ahead cum death,2022-04-04,2022-04-30,01,quantile,0.7,19618.8
1 wk ahead cum death,2022-04-04,2022-04-09,01,quantile,0.75,19419.9
2 wk ahead cum death,2022-04-04,2022-04-16,01,quantile,0.75,19510.1
3 wk ahead cum death,2022-04-04,2022-04-23,01,quantile,0.75,19583.9
4 wk ahead cum death,2022-04-04,2022-04-30,01,quantile,0.75,19669.2
1 wk ahead cum death,2022-04-04,2022-04-09,01,quantile,0.8,19427.1
2 wk ahead cum death,2022-04-04,2022-04-16,01,quantile,0.8,19518.8
3 wk ahead cum death,2022-04-04,2022-04-23,01,quantile,0.8,19598.1
4 wk ahead cum death,2022-04-04,2022-04-30,01,quantile,0.8,19763.5
1 wk ahead cum death,2022-04-04,2022-04-09,01,quantile,0.85,19438.9
2 wk ahead cum death,2022-04-04,2022-04-16,01,quantile,0.85,19537.0
3 wk ahead cum death,2022-04-04,2022-04-23,01,quantile,0.85,19618.3
4 wk ahead cum death,2022-04-04,2022-04-30,01,quantile,0.85,19818.4
1 wk ahead cum death,2022-04-04,2022-04-09,01,quantile,0.9,19458.4
2 wk ahead cum death,2022-04-04,2022-04-16,01,quantile,0.9,19560.3
3 wk ahead cum death,2022-04-04,2022-04-23,01,quantile,0.9,19665.7
4 wk ahead cum death,2022-04-04,2022-04-30,01,quantile,0.9,19970.6
1 wk ahead cum death,2022-04-04,2022-04-09,01,quantile,0.95,19483.2
2 wk ahead cum death,2022-04-04,2022-04-16,01,quantile,0.95,19598.6
3 wk ahead cum death,2022-04-04,2022-04-23,01,quantile,0.95,19818.2
4 wk ahead cum death,2022-04-04,2022-04-30,01,quantile,0.95,20170.6
1 wk ahead cum death,2022-04-04,2022-04-09,01,quantile,0.975,19528.3
2 wk ahead cum death,2022-04-04,2022-04-16,01,quantile,0.975,19750.6
3 wk ahead cum death,2022-04-04,2022-04-23,01,quantile,0.975,20085.6
4 wk ahead cum death,2022-04-04,2022-04-30,01,quantile,0.975,20481.4
1 wk ahead cum death,2022-04-04,2022-04-09,01,quantile,0.99,19844.6
2 wk ahead cum death,2022-04-04,2022-04-16,01,quantile,0.99,20067.5
3 wk ahead cum death,2022-04-04,2022-04-23,01,quantile,0.99,20685.0
4 wk ahead cum death,2022-04-04,2022-04-30,01,quantile,0.99,21058.8
1 wk ahead cum death,2022-04-04,2022-04-09,02,quantile,0.01,1228.0
2 wk ahead cum death,2022-04-04,2022-04-16,02,quantile,0.01,1228.0
3 wk ahead cum death,2022-04-04,2022-04-23,02,quantile,0.01,1228.0
4 wk ahead cum death,2022-04-04,2022-04-30,02,quantile,0.01,1228.0
1 wk ahead cum death,2022-04-04,2022-04-09,02,quantile,0.025,1228.0
2 wk ahead cum death,2022-04-04,2022-04-16,02,quantile,0.025,1228.0
3 wk ahead cum death,2022-04-04,2022-04-23,02,quantile,0.025,1228.0
4 wk ahead cum death,2022-04-04,2022-04-30,02,quantile,0.025,1228.0
1 wk ahead cum death,2022-04-04,2022-04-09,02,quantile,0.05,1228.0
2 wk ahead cum death,2022-04-04,2022-04-16,02,quantile,0.05,1228.0
3 wk ahead cum death,2022-04-04,2022-04-23,02,quantile,0.05,1228.0
4 wk ahead cum death,2022-04-04,2022-04-30,02,quantile,0.05,1228.0
1 wk ahead cum death,2022-04-04,2022-04-09,02,quantile,0.1,1228.3
2 wk ahead cum death,2022-04-04,2022-04-16,02,quantile,0.1,1228.5
3 wk ahead cum death,2022-04-04,2022-04-23,02,quantile,0.1,1234.7
4 wk ahead cum death,2022-04-04,2022-04-30,02,quantile,0.1,1234.9
1 wk ahead cum death,2022-04-04,2022-04-09,02,quantile,0.15,1229.2
2 wk ahead cum death,2022-04-04,2022-04-16,02,quantile,0.15,1235.6
3 wk ahead cum death,2022-04-04,2022-04-23,02,quantile,0.15,1239.0
4 wk ahead cum death,2022-04-04,2022-04-30,02,quantile,0.15,1242.0
