target,forecast_date,target_end_date,location,type,quantile,value
1 wk ahead cum death,2022-06-27,2022-07-02,01,quantile,0.01,19729.0
2 wk ahead cum death,2022-06-27,2022-07-09,01,quantile,0.01,19729.0
3 wk ahead cum death,2022-06-27,2022-07-16,01,quantile,0.01,19729.0
4 wk ahead cum death,2022-06-27,2022-07-23,01,quantile,0.01,19729.0
1 wk ahead cum death,2022-06-27,2022-07-02,01,quantile,0.025,19729.0
2 wk ahead cum death,2022-06-27,2022-07-09,01,quantile,0.025,19729.0
3 wk ahead cum death,2022-06-27,2022-07-16,01,quantile,0.025,19729.0
4 wk ahead cum death,2022-06-27,2022-07-23,01,quantile,0.025,19729.0
1 wk ahead cum death,2022-06-27,2022-07-02,01,quantile,0.05,19729.0
2 wk ahead cum death,2022-06-27,2022-07-09,01,quantile,0.05,19729.0
3 wk ahead cum death,2022-06-27,2022-07-16,01,quantile,0.05,19736.4
4 wk ahead cum death,2022-06-27,2022-07-23,01,quantile,0.05,19750.1
1 wk ahead cum death,2022-06-27,2022-07-02,01,quantile,0.1,19729.0
2 wk ahead cum death,2022-06-27,2022-07-09,01,quantile,0.1,19752.0
3 wk ahead cum death,2022-06-27,2022-07-16,01,quantile,0.1,19756.1
4 wk ahead cum death,2022-06-27,2022-07-23,01,quantile,0.1,19775.0
1 wk ahead cum death,2022-06-27,2022-07-02,01,quantile,0.15,19736.3
2 wk ahead cum death,2022-06-27,2022-07-09,01,quantile,0.15,19764.6
3 wk ahead cum death,2022-06-27,2022-07-16,01,quantile,0.15,19779.1
4 wk ahead cum death,2022-06-27,2022-07-23,01,quantile,0.15,19793.5
1 wk ahead cum death,2022-06-27,2022-07-02,01,quantile,0.2,19746.7
2 wk ahead cum death,2022-06-27,2022-07-09,01,quantile,0.2,19774.1
3 wk ahead cum death,2022-06-27,2022-07-16,01,quantile,0.2,19810.5
4 wk ahead cum death,2022-06-27,2022-07-23,01,quantile,0.2,19813.1
1 wk ahead cum death,2022-06-27,2022-07-02,01,quantile,0.25,19752.7
2 wk ahead cum death,2022-06-27,2022-07-09,01,quantile,0.25,19785.1
3 wk ahead cum death,2022-06-27,2022-07-16,01,quantile,0.25,19817.1
4 wk ahead cum death,2022-06-27,2022-07-23,01,quantile,0.25,19832.2
1 wk ahead cum death,2022-06-27,2022-07-02,01,quantile,0.3,19753.5
2 wk ahead cum death,2022-06-27,2022-07-09,01,quantile,0.3,19789.9
3 wk ahead cum death,2022-06-27,2022-07-16,01,quantile,0.3,19827.8
4 wk ahead cum death,2022-06-27,2022-07-23,01,quantile,0.3,19851.8
1 wk ahead cum death,2022-06-27,2022-07-02,01,quantile,0.35,19755.5
2 wk ahead cum death,2022-06-27,2022-07-09,01,quantile,0.35,19791.3
3 wk ahead cum death,2022-06-27,2022-07-16,01,quantile,0.35,19835.0
4 wk ahead cum death,2022-06-27,2022-07-23,01,quantile,0.35,19857.8
1 wk ahead cum death,2022-06-27,2022-07-02,01,quantile,0.4,19759.2
2 wk ahead cum death,2022-06-27,2022-07-09,01,quantile,0.4,19796.9
3 wk ahead cum death,2022-06-27,2022-07-16,01,quantile,0.4,19842.6
