target,forecast_date,target_end_date,location,type,quantile,value
1 wk ahead cum death,2021-11-22,2021-11-27,01,quantile,0.01,16073.0
2 wk ahead cum death,2021-11-22,2021-12-04,01,quantile,0.01,16073.0
3 wk ahead cum death,2021-11-22,2021-12-11,01,quantile,0.01,16073.0
4 wk ahead cum death,2021-11-22,2021-12-18,01,quantile,0.01,16073.0
1 wk ahead cum death,2021-11-22,2021-11-27,01,quantile,0.025,16073.0
2 wk ahead cum death,2021-11-22,2021-12-04,01,quantile,0.025,16073.0
3 wk ahead cum death,2021-11-22,2021-12-11,01,quantile,0.025,16140.7
4 wk ahead cum death,2021-11-22,2021-12-18,01,quantile,0.025,16201.5
1 wk ahead cum death,2021-11-22,2021-11-27,01,quantile,0.05,16078.2
2 wk ahead cum death,2021-11-22,2021-12-04,01,quantile,0.05,16146.5
3 wk ahead cum death,2021-11-22,2021-12-11,01,quantile,0.05,16189.8
4 wk ahead cum death,2021-11-22,2021-12-18,01,quantile,0.05,16248.0
1 wk ahead cum death,2021-11-22,2021-11-27,01,quantile,0.1,16099.5
2 wk ahead cum death,2021-11-22,2021-12-04,01,quantile,0.1,16179.2
3 wk ahead cum death,2021-11-22,2021-12-11,01,quantile,0.1,16225.0
4 wk ahead cum death,2021-11-22,2021-12-18,01,quantile,0.1,16289.5
1 wk ahead cum death,2021-11-22,2021-11-27,01,quantile,0.15,16120.5
2 wk ahead cum death,2021-11-22,2021-12-04,01,quantile,0.15,16195.1
3 wk ahead cum death,2021-11-22,2021-12-11,01,quantile,0.15,16239.8
4 wk ahead cum death,2021-11-22,2021-12-18,01,quantile,0.15,16302.0
1 wk ahead cum death,2021-11-22,2021-11-27,01,quantile,0.2,16131.8
2 wk ahead cum death,2021-11-22,2021-12-04,01,quantile,0.2,16205.9
3 wk ahead cum death,2021-11-22,2021-12-11,01,quantile,0.2,16252.3
4 wk ahead cum death,2021-11-22,2021-12-18,01,quantile,0.2,16321.9
1 wk ahead cum death,2021-11-22,2021-11-27,01,quantile,0.25,16137.4
2 wk ahead cum death,2021-11-22,2021-12-04,01,quantile,0.25,16215.4
3 wk ahead cum death,2021-11-22,2021-12-11,01,quantile,0.25,16258.4
4 wk ahead cum death,2021-11-22,2021-12-18,01,quantile,0.25,16328.2
1 wk ahead cum death,2021-11-22,2021-11-27,01,quantile,0.3,16147.2
2 wk ahead cum death,2021-11-22,2021-12-04,01,quantile,0.3,16220.6
3 wk ahead cum death,2021-11-22,2021-12-11,01,quantile,0.3,16270.7
4 wk ahead cum death,2021-11-22,2021-12-18,01,quantile,0.3,16337.2
1 wk ahead cum death,2021-11-22,2021-11-27,01,quantile,0.35,16153.1
2 wk ahead cum death,2021-11-22,2021-12-04,01,quantile,0.35,16222.2
3 wk ahead cum death,2021-11-22,2021-12-11,01,quantile,0.35,16276.6
4 wk ahead cum death,2021-11-22,2021-12-18,01,quantile,0.35,16356.1
1 wk ahead cum death,2021-11-22,2021-11-27,01,quantile,0.4,16155.7
2 wk ahead cum death,2021-11-22,2021-12-04,01,quantile,0.4,16231.1
3 wk ahead cum death,2021-11-22,2021-12-11,01,quantile,0.4,16283.6
4 wk ahead cum death,2021-11-22,2021-12-18,01,quantile,0.4,16361.9
1 wk ahead cum death,2021-11-22,2021-11-27,01,quantile,0.45,16157.7
