target,forecast_date,target_end_date,location,type,quantile,value
1 wk ahead cum death,2022-10-03,2022-10-08,01,quantile,0.01,20422.0
2 wk ahead cum death,2022-10-03,2022-10-15,01,quantile,0.01,20422.0
3 wk ahead cum death,2022-10-03,2022-10-22,01,quantile,0.01,20422.0
4 wk ahead cum death,2022-10-03,2022-10-29,01,quantile,0.01,20422.0
1 wk ahead cum death,2022-10-03,2022-10-08,01,quantile,0.025,20422.0
2 wk ahead cum death,2022-10-03,2022-10-15,01,quantile,0.025,20422.0
3 wk ahead cum death,2022-10-03,2022-10-22,01,quantile,0.025,20422.0
4 wk ahead cum death,2022-10-03,2022-10-29,01,quantile,0.025,20438.4
1 wk ahead cum death,2022-10-03,2022-10-08,01,quantile,0.05,20422.0
2 wk ahead cum death,2022-10-03,2022-10-15,01,quantile,0.05,20423.9
3 wk ahead cum death,2022-10-03,2022-10-22,01,quantile,0.05,20443.4
4 wk ahead cum death,2022-10-03,2022-10-29,01,quantile,0.05,20464.2
1 wk ahead cum death,2022-10-03,2022-10-08,01,quantile,0.1,20422.0
2 wk ahead cum death,2022-10-03,2022-10-15,01,quantile,0.1,20442.8
3 wk ahead cum death,2022-10-03,2022-10-22,01,quantile,0.1,20466.9
4 wk ahead cum death,2022-10-03,2022-10-29,01,quantile,0.1,20494.9
1 wk ahead cum death,2022-10-03,2022-10-08,01,quantile,0.15,20423.4
2 wk ahead cum death,2022-10-03,2022-10-15,01,quantile,0.15,20452.9
3 wk ahead cum death,2022-10-03,2022-10-22,01,quantile,0.15,20487.2
4 wk ahead cum death,2022-10-03,2022-10-29,01,quantile,0.15,20507.8
1 wk ahead cum death,2022-10-03,2022-10-08,01,quantile,0.2,20431.3
2 wk ahead cum death,2022-10-03,2022-10-15,01,quantile,0.2,20466.7
3 wk ahead cum death,2022-10-03,2022-10-22,01,quantile,0.2,20495.8
4 wk ahead cum death,2022-10-03,2022-10-29,01,quantile,0.2,20522.8
1 wk ahead cum death,2022-10-03,2022-10-08,01,quantile,0.25,20438.1
2 wk ahead cum death,2022-10-03,2022-10-15,01,quantile,0.25,20470.6
3 wk ahead cum death,2022-10-03,2022-10-22,01,quantile,0.25,20502.6
4 wk ahead cum death,2022-10-03,2022-10-29,01,quantile,0.25,20530.3
1 wk ahead cum death,2022-10-03,2022-10-08,01,quantile,0.3,20438.9
2 wk ahead cum death,2022-10-03,2022-10-15,01,quantile,0.3,20472.9
3 wk ahead cum death,2022-10-03,2022-10-22,01,quantile,0.3,20511.2
4 wk ahead cum death,2022-10-03,2022-10-29,01,quantile,0.3,20546.6
1 wk ahead cum death,2022-10-03,2022-10-08,01,quantile,0.35,20441.7
2 wk ahead cum death,2022-10-03,2022-10-15,01,quantile,0.35,20474.3
3 wk ahead cum death,2022-10-03,2022-10-22,01,quantile,0.35,20515.7
4 wk ahead cum death,2022-10-03,2022-10-29,01,quantile,0.35,20548.0
1 wk ahead cum death,2022-10-03,2022-10-08,01,quantile,0.4,20444.2
2 wk ahead cum death,2022-10-03,2022-10-15,01,quantile,0.4,20479.9
3 wk ahead cum death,2022-10-03,2022-10-22,01,quantile,0.4,20521.3
4 wk ahead cum death,2022-10-03,2022-10-29,01,quantile,0.4,20556.0
1 wk ahead cum death,2022-10-03,2022-10-08,01,quantile,0.45,20447.6
2 wk ahead cum death,2022-10-03,2022-10-15,01,quantile,0.45,20482.2
3 wk ahead cum death,2022-10-03,2022-10-22,01,quantile,0.45,20526.8
4 wk ahead cum death,2022-10-03,2022-10-29,01,quantile,0.45,20566.0
1 wk ahead cum death,2022-10-03,2022-10-08,01,quantile,0.5,20448.8
2 wk ahead cum death,2022-10-03,2022-10-15,01,quantile,0.5,20484.5
3 wk ahead cum death,2022-10-03,2022-10-22,01,quantile,0.5,20527.6
4 wk ahead cum death,2022-10-03,2022-10-29,01,quantile,0.5,20567.1
1 wk ahead cum death,2022-10-03,2022-10-08,01,quantile,0.55,20450.9
2 wk ahead cum death,2022-10-03,2022-10-15,01,quantile,0.55,20490.4
3 wk ahead cum death,2022-10-03,2022-10-22,01,quantile,0.55,20534.2
4 wk ahead cum death,2022-10-03,2022-10-29,01,quantile,0.55,20569.2
1 wk ahead cum death,2022-10-03,2022-10-08,01,quantile,0.6,20452.0
2 wk ahead cum death,2022-10-03,2022-10-15,01,quantile,0.6,20493.8
3 wk ahead cum death,2022-10-03,2022-10-22,01,quantile,0.6,20541.2
4 wk ahead cum death,2022-10-03,2022-10-29,01,quantile,0.6,20580.3
1 wk ahead cum death,2022-10-03,2022-10-08,01,quantile,0.65,20457.8
2 wk ahead cum death,2022-10-03,2022-10-15,01,quantile,0.65,20499.7
3 wk ahead cum death,2022-10-03,2022-10-22,01,quantile,0.65,20552.2
4 wk ahead cum death,2022-10-03,2022-10-29,01,quantile,0.65,20589.6
1 wk ahead cum death,2022-10-03,2022-10-08,01,quantile,0.7,20468.4
2 wk ahead cum death,2022-10-03,2022-10-15,01,quantile,0.7,20502.5
3 wk ahead cum death,2022-10-03,2022-10-22,01,quantile,0.7,20559.8
4 wk ahead cum death,2022-10-03,2022-10-29,01,quantile,0.7,20597.6
1 wk ahead cum death,2022-10-03,2022-10-08,01,quantile,0.75,20473.6
2 wk ahead cum death,2022-10-03,2022-10-15,01,quantile,0.75,20508.4
