target,forecast_date,target_end_date,location,type,quantile,value
1 wk ahead cum death,2022-01-31,2022-02-05,01,quantile,0.01,17086.0
2 wk ahead cum death,2022-01-31,2022-02-12,01,quantile,0.01,17086.0
3 wk ahead cum death,2022-01-31,2022-02-19,01,quantile,0.01,17086.0
4 wk ahead cum death,2022-01-31,2022-02-26,01,quantile,0.01,17086.0
1 wk ahead cum death,2022-01-31,2022-02-05,01,quantile,0.025,17086.0
2 wk ahead cum death,2022-01-31,2022-02-12,01,quantile,0.025,17086.0
3 wk ahead cum death,2022-01-31,2022-02-19,01,quantile,0.025,17086.0
4 wk ahead cum death,2022-01-31,2022-02-26,01,quantile,0.025,17159.8
1 wk ahead cum death,2022-01-31,2022-02-05,01,quantile,0.05,17188.7
2 wk ahead cum death,2022-01-31,2022-02-12,01,quantile,0.05,17353.3
3 wk ahead cum death,2022-01-31,2022-02-19,01,quantile,0.05,17415.9
4 wk ahead cum death,2022-01-31,2022-02-26,01,quantile,0.05,17621.7
1 wk ahead cum death,2022-01-31,2022-02-05,01,quantile,0.1,17231.8
2 wk ahead cum death,2022-01-31,2022-02-12,01,quantile,0.1,17389.4
3 wk ahead cum death,2022-01-31,2022-02-19,01,quantile,0.1,17520.0
4 wk ahead cum death,2022-01-31,2022-02-26,01,quantile,0.1,17672.0
1 wk ahead cum death,2022-01-31,2022-02-05,01,quantile,0.15,17253.2
2 wk ahead cum death,2022-01-31,2022-02-12,01,quantile,0.15,17393.2
3 wk ahead cum death,2022-01-31,2022-02-19,01,quantile,0.15,17670.6
4 wk ahead cum death,2022-01-31,2022-02-26,01,quantile,0.15,17745.9
1 wk ahead cum death,2022-01-31,2022-02-05,01,quantile,0.2,17260.8
2 wk ahead cum death,2022-01-31,2022-02-12,01,quantile,0.2,17467.6
3 wk ahead cum death,2022-01-31,2022-02-19,01,quantile,0.2,17728.7
4 wk ahead cum death,2022-01-31,2022-02-26,01,quantile,0.2,17790.3
1 wk ahead cum death,2022-01-31,2022-02-05,01,quantile,0.25,17276.3
2 wk ahead cum death,2022-01-31,2022-02-12,01,quantile,0.25,17522.8
3 wk ahead cum death,2022-01-31,2022-02-19,01,quantile,0.25,17736.8
4 wk ahead cum death,2022-01-31,2022-02-26,01,quantile,0.25,18263.6
1 wk ahead cum death,2022-01-31,2022-02-05,01,quantile,0.3,17317.7
2 wk ahead cum death,2022-01-31,2022-02-12,01,quantile,0.3,17527.5
3 wk ahead cum death,2022-01-31,2022-02-19,01,quantile,0.3,17768.8
4 wk ahead cum death,2022-01-31,2022-02-26,01,quantile,0.3,18296.3
1 wk ahead cum death,2022-01-31,2022-02-05,01,quantile,0.35,17326.6
2 wk ahead cum death,2022-01-31,2022-02-12,01,quantile,0.35,17550.1
3 wk ahead cum death,2022-01-31,2022-02-19,01,quantile,0.35,17878.2
4 wk ahead cum death,2022-01-31,2022-02-26,01,quantile,0.35,18401.8
1 wk ahead cum death,2022-01-31,2022-02-05,01,quantile,0.4,17347.0
2 wk ahead cum death,2022-01-31,2022-02-12,01,quantile,0.4,17550.9
3 wk ahead cum death,2022-01-31,2022-02-19,01,quantile,0.4,17926.5
4 wk ahead cum death,2022-01-31,2022-02-26,01,quantile,0.4,18486.5
1 wk ahead cum death,2022-01-31,2022-02-05,01,quantile,0.45,17348.5
2 wk ahead cum death,2022-01-31,2022-02-12,01,quantile,0.45,17573.8
3 wk ahead cum death,2022-01-31,2022-02-19,01,quantile,0.45,17938.2
4 wk ahead cum death,2022-01-31,2022-02-26,01,quantile,0.45,18488.3
1 wk ahead cum death,2022-01-31,2022-02-05,01,quantile,0.5,17348.8
2 wk ahead cum death,2022-01-31,2022-02-12,01,quantile,0.5,17608.3
3 wk ahead cum death,2022-01-31,2022-02-19,01,quantile,0.5,17941.7
4 wk ahead cum death,2022-01-31,2022-02-26,01,quantile,0.5,18616.9
1 wk ahead cum death,2022-01-31,2022-02-05,01,quantile,0.55,17351.9
2 wk ahead cum death,2022-01-31,2022-02-12,01,quantile,0.55,17610.8
3 wk ahead cum death,2022-01-31,2022-02-19,01,quantile,0.55,17942.7
4 wk ahead cum death,2022-01-31,2022-02-26,01,quantile,0.55,18634.5
1 wk ahead cum death,2022-01-31,2022-02-05,01,quantile,0.6,17360.6
2 wk ahead cum death,2022-01-31,2022-02-12,01,quantile,0.6,17612.5
3 wk ahead cum death,2022-01-31,2022-02-19,01,quantile,0.6,17956.3
4 wk ahead cum death,2022-01-31,2022-02-26,01,quantile,0.6,18638.3
1 wk ahead cum death,2022-01-31,2022-02-05,01,quantile,0.65,17379.2
2 wk ahead cum death,2022-01-31,2022-02-12,01,quantile,0.65,17630.4
3 wk ahead cum death,2022-01-31,2022-02-19,01,quantile,0.65,17957.6
4 wk ahead cum death,2022-01-31,2022-02-26,01,quantile,0.65,18678.4
1 wk ahead cum death,2022-01-31,2022-02-05,01,quantile,0.7,17386.1
2 wk ahead cum death,2022-01-31,2022-02-12,01,quantile,0.7,17631.3
