target,forecast_date,target_end_date,location,type,quantile,value
1 wk ahead cum death,2022-05-16,2022-05-21,01,quantile,0.01,19628.0
2 wk ahead cum death,2022-05-16,2022-05-28,01,quantile,0.01,19628.0
3 wk ahead cum death,2022-05-16,2022-06-04,01,quantile,0.01,19628.0
4 wk ahead cum death,2022-05-16,2022-06-11,01,quantile,0.01,19628.0
1 wk ahead cum death,2022-05-16,2022-05-21,01,quantile,0.025,19628.0
2 wk ahead cum death,2022-05-16,2022-05-28,01,quantile,0.025,19628.0
3 wk ahead cum death,2022-05-16,2022-06-04,01,quantile,0.025,19628.0
4 wk ahead cum death,2022-05-16,2022-06-11,01,quantile,0.025,19628.0
1 wk ahead cum death,2022-05-16,2022-05-21,01,quantile,0.05,19628.0
2 wk ahead cum death,2022-05-16,2022-05-28,01,quantile,0.05,19628.0
3 wk ahead cum death,2022-05-16,2022-06-04,01,quantile,0.05,19628.0
4 wk ahead cum death,2022-05-16,2022-06-11,01,quantile,0.05,19628.0
1 wk ahead cum death,2022-05-16,2022-05-21,01,quantile,0.1,19628.0
2 wk ahead cum death,2022-05-16,2022-05-28,01,quantile,0.1,19628.0
3 wk ahead cum death,2022-05-16,2022-06-04,01,quantile,0.1,19628.0
4 wk ahead cum death,2022-05-16,2022-06-11,01,quantile,0.1,19634.4
1 wk ahead cum death,2022-05-16,2022-05-21,01,quantile,0.15,19631.2
2 wk ahead cum death,2022-05-16,2022-05-28,01,quantile,0.15,19631.3
3 wk ahead cum death,2022-05-16,2022-06-04,01,quantile,0.15,19639.4
4 wk ahead cum death,2022-05-16,2022-06-11,01,quantile,0.15,19646.9
1 wk ahead cum death,2022-05-16,2022-05-21,01,quantile,0.2,19632.7
2 wk ahead cum death,2022-05-16,2022-05-28,01,quantile,0.2,19644.0
3 wk ahead cum death,2022-05-16,2022-06-04,01,quantile,0.2,19650.9
4 wk ahead cum death,2022-05-16,2022-06-11,01,quantile,0.2,19664.7
1 wk ahead cum death,2022-05-16,2022-05-21,01,quantile,0.25,19641.1
2 wk ahead cum death,2022-05-16,2022-05-28,01,quantile,0.25,19649.8
3 wk ahead cum death,2022-05-16,2022-06-04,01,quantile,0.25,19661.5
4 wk ahead cum death,2022-05-16,2022-06-11,01,quantile,0.25,19667.6
1 wk ahead cum death,2022-05-16,2022-05-21,01,quantile,0.3,19641.8
2 wk ahead cum death,2022-05-16,2022-05-28,01,quantile,0.3,19660.5
3 wk ahead cum death,2022-05-16,2022-06-04,01,quantile,0.3,19671.5
4 wk ahead cum death,2022-05-16,2022-06-11,01,quantile,0.3,19677.8
1 wk ahead cum death,2022-05-16,2022-05-21,01,quantile,0.35,19642.0
2 wk ahead cum death,2022-05-16,2022-05-28,01,quantile,0.35,19663.7
3 wk ahead cum death,2022-05-16,2022-06-04,01,quantile,0.35,19677.6
4 wk ahead cum death,2022-05-16,2022-06-11,01,quantile,0.35,19697.1
1 wk ahead cum death,2022-05-16,2022-05-21,01,quantile,0.4,19646.9
2 wk ahead cum death,2022-05-16,2022-05-28,01,quantile,0.4,19671.3
3 wk ahead cum death,2022-05-16,2022-06-04,01,quantile,0.4,19681.9
4 wk ahead cum death,2022-05-16,2022-06-11,01,quantile,0.4,19698.4
1 wk ahead cum death,2022-05-16,2022-05-21,01,quantile,0.45,19648.2
2 wk ahead cum death,2022-05-16,2022-05-28,01,quantile,0.45,19674.3
3 wk ahead cum death,2022-05-16,2022-06-04,01,quantile,0.45,19687.8
4 wk ahead cum death,2022-05-16,2022-06-11,01,quantile,0.45,19699.7
1 wk ahead cum death,2022-05-16,2022-05-21,01,quantile,0.5,19650.2
2 wk ahead cum death,2022-05-16,2022-05-28,01,quantile,0.5,19676.2
3 wk ahead cum death,2022-05-16,2022-06-04,01,quantile,0.5,19690.6
4 wk ahead cum death,2022-05-16,2022-06-11,01,quantile,0.5,19727.9
1 wk ahead cum death,2022-05-16,2022-05-21,01,quantile,0.55,19651.4
2 wk ahead cum death,2022-05-16,2022-05-28,01,quantile,0.55,19680.0
3 wk ahead cum death,2022-05-16,2022-06-04,01,quantile,0.55,19697.3
4 wk ahead cum death,2022-05-16,2022-06-11,01,quantile,0.55,19731.3
1 wk ahead cum death,2022-05-16,2022-05-21,01,quantile,0.6,19652.1
2 wk ahead cum death,2022-05-16,2022-05-28,01,quantile,0.6,19681.3
