target,forecast_date,target_end_date,location,type,quantile,value
1 wk ahead cum death,2023-01-16,2023-01-21,01,quantile,0.01,20820.0
2 wk ahead cum death,2023-01-16,2023-01-28,01,quantile,0.01,20820.0
3 wk ahead cum death,2023-01-16,2023-02-04,01,quantile,0.01,20820.0
4 wk ahead cum death,2023-01-16,2023-02-11,01,quantile,0.01,20820.0
1 wk ahead cum death,2023-01-16,2023-01-21,01,quantile,0.025,20820.0
2 wk ahead cum death,2023-01-16,2023-01-28,01,quantile,0.025,20820.0
3 wk ahead cum death,2023-01-16,2023-02-04,01,quantile,0.025,20845.0
4 wk ahead cum death,2023-01-16,2023-02-11,01,quantile,0.025,20895.1
1 wk ahead cum death,2023-01-16,2023-01-21,01,quantile,0.05,20820.0
2 wk ahead cum death,2023-01-16,2023-01-28,01,quantile,0.05,20850.6
3 wk ahead cum death,2023-01-16,2023-02-04,01,quantile,0.05,20872.4
4 wk ahead cum death,2023-01-16,2023-02-11,01,quantile,0.05,20926.0
1 wk ahead cum death,2023-01-16,2023-01-21,01,quantile,0.1,20820.0
2 wk ahead cum death,2023-01-16,2023-01-28,01,quantile,0.1,20871.2
3 wk ahead cum death,2023-01-16,2023-02-04,01,quantile,0.1,20901.4
4 wk ahead cum death,2023-01-16,2023-02-11,01,quantile,0.1,20954.5
1 wk ahead cum death,2023-01-16,2023-01-21,01,quantile,0.15,20825.2
2 wk ahead cum death,2023-01-16,2023-01-28,01,quantile,0.15,20879.2
3 wk ahead cum death,2023-01-16,2023-02-04,01,quantile,0.15,20920.2
4 wk ahead cum death,2023-01-16,2023-02-11,01,quantile,0.15,20968.2
1 wk ahead cum death,2023-01-16,2023-01-21,01,quantile,0.2,20837.3
2 wk ahead cum death,2023-01-16,2023-01-28,01,quantile,0.2,20882.2
3 wk ahead cum death,2023-01-16,2023-02-04,01,quantile,0.2,20935.7
4 wk ahead cum death,2023-01-16,2023-02-11,01,quantile,0.2,20982.6
1 wk ahead cum death,2023-01-16,2023-01-21,01,quantile,0.25,20843.1
2 wk ahead cum death,2023-01-16,2023-01-28,01,quantile,0.25,20890.8
3 wk ahead cum death,2023-01-16,2023-02-04,01,quantile,0.25,20945.6
