target,forecast_date,target_end_date,location,type,quantile,value
1 wk ahead cum death,2022-03-07,2022-03-12,01,quantile,0.01,18480.0
2 wk ahead cum death,2022-03-07,2022-03-19,01,quantile,0.01,18480.0
3 wk ahead cum death,2022-03-07,2022-03-26,01,quantile,0.01,18480.0
4 wk ahead cum death,2022-03-07,2022-04-02,01,quantile,0.01,18480.0
1 wk ahead cum death,2022-03-07,2022-03-12,01,quantile,0.025,18480.0
2 wk ahead cum death,2022-03-07,2022-03-19,01,quantile,0.025,18480.0
3 wk ahead cum death,2022-03-07,2022-03-26,01,quantile,0.025,18480.0
4 wk ahead cum death,2022-03-07,2022-04-02,01,quantile,0.025,18488.4
1 wk ahead cum death,2022-03-07,2022-03-12,01,quantile,0.05,18546.5
2 wk ahead cum death,2022-03-07,2022-03-19,01,quantile,0.05,18588.6
3 wk ahead cum death,2022-03-07,2022-03-26,01,quantile,0.05,18611.2
4 wk ahead cum death,2022-03-07,2022-04-02,01,quantile,0.05,18673.7
1 wk ahead cum death,2022-03-07,2022-03-12,01,quantile,0.1,18581.6
2 wk ahead cum death,2022-03-07,2022-03-19,01,quantile,0.1,18664.9
3 wk ahead cum death,2022-03-07,2022-03-26,01,quantile,0.1,18779.7
4 wk ahead cum death,2022-03-07,2022-04-02,01,quantile,0.1,18824.2
1 wk ahead cum death,2022-03-07,2022-03-12,01,quantile,0.15,18603.5
2 wk ahead cum death,2022-03-07,2022-03-19,01,quantile,0.15,18738.3
3 wk ahead cum death,2022-03-07,2022-03-26,01,quantile,0.15,18926.2
4 wk ahead cum death,2022-03-07,2022-04-02,01,quantile,0.15,18926.7
1 wk ahead cum death,2022-03-07,2022-03-12,01,quantile,0.2,18626.6
2 wk ahead cum death,2022-03-07,2022-03-19,01,quantile,0.2,18761.5
3 wk ahead cum death,2022-03-07,2022-03-26,01,quantile,0.2,18961.4
4 wk ahead cum death,2022-03-07,2022-04-02,01,quantile,0.2,18996.0
1 wk ahead cum death,2022-03-07,2022-03-12,01,quantile,0.25,18636.5
2 wk ahead cum death,2022-03-07,2022-03-19,01,quantile,0.25,18774.5
3 wk ahead cum death,2022-03-07,2022-03-26,01,quantile,0.25,18991.1
4 wk ahead cum death,2022-03-07,2022-04-02,01,quantile,0.25,19090.4
1 wk ahead cum death,2022-03-07,2022-03-12,01,quantile,0.3,18666.8
2 wk ahead cum death,2022-03-07,2022-03-19,01,quantile,0.3,18793.9
3 wk ahead cum death,2022-03-07,2022-03-26,01,quantile,0.3,19017.1
4 wk ahead cum death,2022-03-07,2022-04-02,01,quantile,0.3,19105.8
1 wk ahead cum death,2022-03-07,2022-03-12,01,quantile,0.35,18678.4
2 wk ahead cum death,2022-03-07,2022-03-19,01,quantile,0.35,18823.2
3 wk ahead cum death,2022-03-07,2022-03-26,01,quantile,0.35,19037.9
4 wk ahead cum death,2022-03-07,2022-04-02,01,quantile,0.35,19111.0
1 wk ahead cum death,2022-03-07,2022-03-12,01,quantile,0.4,18682.1
2 wk ahead cum death,2022-03-07,2022-03-19,01,quantile,0.4,18831.4
3 wk ahead cum death,2022-03-07,2022-03-26,01,quantile,0.4,19041.5
