target,forecast_date,target_end_date,location,type,quantile,value
1 wk ahead cum death,2022-12-19,2022-12-24,01,quantile,0.01,20704.0
2 wk ahead cum death,2022-12-19,2022-12-31,01,quantile,0.01,20704.0
3 wk ahead cum death,2022-12-19,2023-01-07,01,quantile,0.01,20704.0
4 wk ahead cum death,2022-12-19,2023-01-14,01,quantile,0.01,20704.0
1 wk ahead cum death,2022-12-19,2022-12-24,01,quantile,0.025,20704.0
2 wk ahead cum death,2022-12-19,2022-12-31,01,quantile,0.025,20704.0
3 wk ahead cum death,2022-12-19,2023-01-07,01,quantile,0.025,20704.0
4 wk ahead cum death,2022-12-19,2023-01-14,01,quantile,0.025,20706.7
1 wk ahead cum death,2022-12-19,2022-12-24,01,quantile,0.05,20704.0
2 wk ahead cum death,2022-12-19,2022-12-31,01,quantile,0.05,20704.0
3 wk ahead cum death,2022-12-19,2023-01-07,01,quantile,0.05,20704.0
4 wk ahead cum death,2022-12-19,2023-01-14,01,quantile,0.05,20730.4
1 wk ahead cum death,2022-12-19,2022-12-24,01,quantile,0.1,20704.0
2 wk ahead cum death,2022-12-19,2022-12-31,01,quantile,0.1,20717.6
3 wk ahead cum death,2022-12-19,2023-01-07,01,quantile,0.1,20720.3
4 wk ahead cum death,2022-12-19,2023-01-14,01,quantile,0.1,20752.9
1 wk ahead cum death,2022-12-19,2022-12-24,01,quantile,0.15,20704.7
2 wk ahead cum death,2022-12-19,2022-12-31,01,quantile,0.15,20726.8
3 wk ahead cum death,2022-12-19,2023-01-07,01,quantile,0.15,20739.3
4 wk ahead cum death,2022-12-19,2023-01-14,01,quantile,0.15,20771.7
1 wk ahead cum death,2022-12-19,2022-12-24,01,quantile,0.2,20710.0
2 wk ahead cum death,2022-12-19,2022-12-31,01,quantile,0.2,20737.9
3 wk ahead cum death,2022-12-19,2023-01-07,01,quantile,0.2,20741.7
4 wk ahead cum death,2022-12-19,2023-01-14,01,quantile,0.2,20779.4
1 wk ahead cum death,2022-12-19,2022-12-24,01,quantile,0.25,20717.5
2 wk ahead cum death,2022-12-19,2022-12-31,01,quantile,0.25,20741.0
3 wk ahead cum death,2022-12-19,2023-01-07,01,quantile,0.25,20752.5
4 wk ahead cum death,2022-12-19,2023-01-14,01,quantile,0.25,20787.6
1 wk ahead cum death,2022-12-19,2022-12-24,01,quantile,0.3,20719.7
2 wk ahead cum death,2022-12-19,2022-12-31,01,quantile,0.3,20744.5
3 wk ahead cum death,2022-12-19,2023-01-07,01,quantile,0.3,20760.5
4 wk ahead cum death,2022-12-19,2023-01-14,01,quantile,0.3,20794.5
1 wk ahead cum death,2022-12-19,2022-12-24,01,quantile,0.35,20722.0
2 wk ahead cum death,2022-12-19,2022-12-31,01,quantile,0.35,20747.2
3 wk ahead cum death,2022-12-19,2023-01-07,01,quantile,0.35,20769.0
4 wk ahead cum death,2022-12-19,2023-01-14,01,quantile,0.35,20801.2
1 wk ahead cum death,2022-12-19,2022-12-24,01,quantile,0.4,20722.9
2 wk ahead cum death,2022-12-19,2022-12-31,01,quantile,0.4,20753.5
3 wk ahead cum death,2022-12-19,2023-01-07,01,quantile,0.4,20773.5
4 wk ahead cum death,2022-12-19,2023-01-14,01,quantile,0.4,20801.4
1 wk ahead cum death,2022-12-19,2022-12-24,01,quantile,0.45,20730.8
2 wk ahead cum death,2022-12-19,2022-12-31,01,quantile,0.45,20753.6
3 wk ahead cum death,2022-12-19,2023-01-07,01,quantile,0.45,20774.8
4 wk ahead cum death,2022-12-19,2023-01-14,01,quantile,0.45,20811.4
1 wk ahead cum death,2022-12-19,2022-12-24,01,quantile,0.5,20732.1
2 wk ahead cum death,2022-12-19,2022-12-31,01,quantile,0.5,20755.1
3 wk ahead cum death,2022-12-19,2023-01-07,01,quantile,0.5,20780.9
4 wk ahead cum death,2022-12-19,2023-01-14,01,quantile,0.5,20816.7
1 wk ahead cum death,2022-12-19,2022-12-24,01,quantile,0.55,20732.2
2 wk ahead cum death,2022-12-19,2022-12-31,01,quantile,0.55,20762.7
3 wk ahead cum death,2022-12-19,2023-01-07,01,quantile,0.55,20784.9
4 wk ahead cum death,2022-12-19,2023-01-14,01,quantile,0.55,20823.0
1 wk ahead cum death,2022-12-19,2022-12-24,01,quantile,0.6,20733.5
2 wk ahead cum death,2022-12-19,2022-12-31,01,quantile,0.6,20763.6
3 wk ahead cum death,2022-12-19,2023-01-07,01,quantile,0.6,20788.4
4 wk ahead cum death,2022-12-19,2023-01-14,01,quantile,0.6,20832.9
1 wk ahead cum death,2022-12-19,2022-12-24,01,quantile,0.65,20737.2
2 wk ahead cum death,2022-12-19,2022-12-31,01,quantile,0.65,20767.8
3 wk ahead cum death,2022-12-19,2023-01-07,01,quantile,0.65,20795.3
4 wk ahead cum death,2022-12-19,2023-01-14,01,quantile,0.65,20834.5
1 wk ahead cum death,2022-12-19,2022-12-24,01,quantile,0.7,20742.4
2 wk ahead cum death,2022-12-19,2022-12-31,01,quantile,0.7,20774.1
3 wk ahead cum death,2022-12-19,2023-01-07,01,quantile,0.7,20804.4
4 wk ahead cum death,2022-12-19,2023-01-14,01,quantile,0.7,20846.3
1 wk ahead cum death,2022-12-19,2022-12-24,01,quantile,0.75,20743.7
2 wk ahead cum death,2022-12-19,2022-12-31,01,quantile,0.75,20778.0
3 wk ahead cum death,2022-12-19,2023-01-07,01,quantile,0.75,20817.0
4 wk ahead cum death,2022-12-19,2023-01-14,01,quantile,0.75,20861.8
1 wk ahead cum death,2022-12-19,2022-12-24,01,quantile,0.8,20753.5
2 wk ahead cum death,2022-12-19,2022-12-31,01,quantile,0.8,20788.5
3 wk ahead cum death,2022-12-19,2023-01-07,01,quantile,0.8,20825.3
4 wk ahead cum death,2022-12-19,2023-01-14,01,quantile,0.8,20869.3
1 wk ahead cum death,2022-12-19,2022-12-24,01,quantile,0.85,20763.0
2 wk ahead cum death,2022-12-19,2022-12-31,01,quantile,0.85,20794.6
3 wk ahead cum death,2022-12-19,2023-01-07,01,quantile,0.85,20836.9
4 wk ahead cum death,2022-12-19,2023-01-14,01,quantile,0.85,20891.1
1 wk ahead cum death,2022-12-19,2022-12-24,01,quantile,0.9,20779.9
2 wk ahead cum death,2022-12-19,2022-12-31,01,quantile,0.9,20808.2
3 wk ahead cum death,2022-12-19,2023-01-07,01,quantile,0.9,20856.2
4 wk ahead cum death,2022-12-19,2023-01-14,01,quantile,0.9,20913.0
1 wk ahead cum death,2022-12-19,2022-12-24,01,quantile,0.95,20811.1
2 wk ahead cum death,2022-12-19,2022-12-31,01,quantile,0.95,20832.0
3 wk ahead cum death,2022-12-19,2023-01-07,01,quantile,0.95,20902.0
4 wk ahead cum death,2022-12-19,2023-01-14,01,quantile,0.95,20967.6
1 wk ahead cum death,2022-12-19,2022-12-24,01,quantile,0.975,20868.6
2 wk ahead cum death,2022-12-19,2022-12-31,01,quantile,0.975,20873.6
3 wk ahead cum death,2022-12-19,2023-01-07,01,quantile,0.975,20988.1
