target,forecast_date,target_end_date,location,type,quantile,value
1 wk ahead cum death,2022-05-02,2022-05-07,01,quantile,0.01,19567.0
2 wk ahead cum death,2022-05-02,2022-05-14,01,quantile,0.01,19567.0
3 wk ahead cum death,2022-05-02,2022-05-21,01,quantile,0.01,19567.0
4 wk ahead cum death,2022-05-02,2022-05-28,01,quantile,0.01,19567.0
1 wk ahead cum death,2022-05-02,2022-05-07,01,quantile,0.025,19567.0
2 wk ahead cum death,2022-05-02,2022-05-14,01,quantile,0.025,19567.0
3 wk ahead cum death,2022-05-02,2022-05-21,01,quantile,0.025,19567.0
4 wk ahead cum death,2022-05-02,2022-05-28,01,quantile,0.025,19567.0
1 wk ahead cum death,2022-05-02,2022-05-07,01,quantile,0.05,19567.0
2 wk ahead cum death,2022-05-02,2022-05-14,01,quantile,0.05,19567.0
3 wk ahead cum death,2022-05-02,2022-05-21,01,quantile,0.05,19567.0
4 wk ahead cum death,2022-05-02,2022-05-28,01,quantile,0.05,19567.0
1 wk ahead cum death,2022-05-02,2022-05-07,01,quantile,0.1,19567.0
2 wk ahead cum death,2022-05-02,2022-05-14,01,quantile,0.1,19567.0
3 wk ahead cum death,2022-05-02,2022-05-21,01,quantile,0.1,19567.0
4 wk ahead cum death,2022-05-02,2022-05-28,01,quantile,0.1,19571.1
1 wk ahead cum death,2022-05-02,2022-05-07,01,quantile,0.15,19567.0
2 wk ahead cum death,2022-05-02,2022-05-14,01,quantile,0.15,19577.0
3 wk ahead cum death,2022-05-02,2022-05-21,01,quantile,0.15,19580.9
4 wk ahead cum death,2022-05-02,2022-05-28,01,quantile,0.15,19584.6
1 wk ahead cum death,2022-05-02,2022-05-07,01,quantile,0.2,19573.1
2 wk ahead cum death,2022-05-02,2022-05-14,01,quantile,0.2,19591.3
3 wk ahead cum death,2022-05-02,2022-05-21,01,quantile,0.2,19593.0
4 wk ahead cum death,2022-05-02,2022-05-28,01,quantile,0.2,19597.5
1 wk ahead cum death,2022-05-02,2022-05-07,01,quantile,0.25,19579.4
2 wk ahead cum death,2022-05-02,2022-05-14,01,quantile,0.25,19594.0
3 wk ahead cum death,2022-05-02,2022-05-21,01,quantile,0.25,19595.5
4 wk ahead cum death,2022-05-02,2022-05-28,01,quantile,0.25,19605.0
1 wk ahead cum death,2022-05-02,2022-05-07,01,quantile,0.3,19580.9
2 wk ahead cum death,2022-05-02,2022-05-14,01,quantile,0.3,19598.0
3 wk ahead cum death,2022-05-02,2022-05-21,01,quantile,0.3,19607.3
4 wk ahead cum death,2022-05-02,2022-05-28,01,quantile,0.3,19608.6
