target,forecast_date,target_end_date,location,type,quantile,value
1 wk ahead cum death,2023-01-09,2023-01-14,01,quantile,0.01,20776.0
2 wk ahead cum death,2023-01-09,2023-01-21,01,quantile,0.01,20776.0
3 wk ahead cum death,2023-01-09,2023-01-28,01,quantile,0.01,20776.0
4 wk ahead cum death,2023-01-09,2023-02-04,01,quantile,0.01,20776.0
1 wk ahead cum death,2023-01-09,2023-01-14,01,quantile,0.025,20776.0
2 wk ahead cum death,2023-01-09,2023-01-21,01,quantile,0.025,20776.0
3 wk ahead cum death,2023-01-09,2023-01-28,01,quantile,0.025,20776.0
4 wk ahead cum death,2023-01-09,2023-02-04,01,quantile,0.025,20780.7
1 wk ahead cum death,2023-01-09,2023-01-14,01,quantile,0.05,20776.0
2 wk ahead cum death,2023-01-09,2023-01-21,01,quantile,0.05,20788.1
3 wk ahead cum death,2023-01-09,2023-01-28,01,quantile,0.05,20804.7
4 wk ahead cum death,2023-01-09,2023-02-04,01,quantile,0.05,20807.1
1 wk ahead cum death,2023-01-09,2023-01-14,01,quantile,0.1,20776.0
2 wk ahead cum death,2023-01-09,2023-01-21,01,quantile,0.1,20806.9
3 wk ahead cum death,2023-01-09,2023-01-28,01,quantile,0.1,20833.4
4 wk ahead cum death,2023-01-09,2023-02-04,01,quantile,0.1,20834.0
1 wk ahead cum death,2023-01-09,2023-01-14,01,quantile,0.15,20784.6
2 wk ahead cum death,2023-01-09,2023-01-21,01,quantile,0.15,20817.6
3 wk ahead cum death,2023-01-09,2023-01-28,01,quantile,0.15,20849.8
4 wk ahead cum death,2023-01-09,2023-02-04,01,quantile,0.15,20857.3
1 wk ahead cum death,2023-01-09,2023-01-14,01,quantile,0.2,20794.3
2 wk ahead cum death,2023-01-09,2023-01-21,01,quantile,0.2,20823.9
3 wk ahead cum death,2023-01-09,2023-01-28,01,quantile,0.2,20859.7
4 wk ahead cum death,2023-01-09,2023-02-04,01,quantile,0.2,20871.2
1 wk ahead cum death,2023-01-09,2023-01-14,01,quantile,0.25,20805.1
2 wk ahead cum death,2023-01-09,2023-01-21,01,quantile,0.25,20827.6
3 wk ahead cum death,2023-01-09,2023-01-28,01,quantile,0.25,20869.3
4 wk ahead cum death,2023-01-09,2023-02-04,01,quantile,0.25,20883.6
1 wk ahead cum death,2023-01-09,2023-01-14,01,quantile,0.3,20808.3
2 wk ahead cum death,2023-01-09,2023-01-21,01,quantile,0.3,20833.1
3 wk ahead cum death,2023-01-09,2023-01-28,01,quantile,0.3,20874.5
4 wk ahead cum death,2023-01-09,2023-02-04,01,quantile,0.3,20891.9
1 wk ahead cum death,2023-01-09,2023-01-14,01,quantile,0.35,20810.4
2 wk ahead cum death,2023-01-09,2023-01-21,01,quantile,0.35,20836.6
3 wk ahead cum death,2023-01-09,2023-01-28,01,quantile,0.35,20881.6
4 wk ahead cum death,2023-01-09,2023-02-04,01,quantile,0.35,20893.9
1 wk ahead cum death,2023-01-09,2023-01-14,01,quantile,0.4,20811.6
2 wk ahead cum death,2023-01-09,2023-01-21,01,quantile,0.4,20843.0
3 wk ahead cum death,2023-01-09,2023-01-28,01,quantile,0.4,20885.5
4 wk ahead cum death,2023-01-09,2023-02-04,01,quantile,0.4,20900.9
1 wk ahead cum death,2023-01-09,2023-01-14,01,quantile,0.45,20812.4
2 wk ahead cum death,2023-01-09,2023-01-21,01,quantile,0.45,20844.7
3 wk ahead cum death,2023-01-09,2023-01-28,01,quantile,0.45,20893.5
4 wk ahead cum death,2023-01-09,2023-02-04,01,quantile,0.45,20912.9
1 wk ahead cum death,2023-01-09,2023-01-14,01,quantile,0.5,20815.1
2 wk ahead cum death,2023-01-09,2023-01-21,01,quantile,0.5,20850.6
3 wk ahead cum death,2023-01-09,2023-01-28,01,quantile,0.5,20898.8
4 wk ahead cum death,2023-01-09,2023-02-04,01,quantile,0.5,20915.2
1 wk ahead cum death,2023-01-09,2023-01-14,01,quantile,0.55,20821.7
2 wk ahead cum death,2023-01-09,2023-01-21,01,quantile,0.55,20853.4
3 wk ahead cum death,2023-01-09,2023-01-28,01,quantile,0.55,20902.7
4 wk ahead cum death,2023-01-09,2023-02-04,01,quantile,0.55,20917.6
