target,forecast_date,target_end_date,location,type,quantile,value
1 wk ahead cum death,2021-07-26,2021-07-31,01,quantile,0.01,11483.0
2 wk ahead cum death,2021-07-26,2021-08-07,01,quantile,0.01,11483.0
3 wk ahead cum death,2021-07-26,2021-08-14,01,quantile,0.01,11483.0
4 wk ahead cum death,2021-07-26,2021-08-21,01,quantile,0.01,11483.0
1 wk ahead cum death,2021-07-26,2021-07-31,01,quantile,0.025,11483.0
2 wk ahead cum death,2021-07-26,2021-08-07,01,quantile,0.025,11483.0
3 wk ahead cum death,2021-07-26,2021-08-14,01,quantile,0.025,11519.9
4 wk ahead cum death,2021-07-26,2021-08-21,01,quantile,0.025,11563.1
1 wk ahead cum death,2021-07-26,2021-07-31,01,quantile,0.05,11483.0
2 wk ahead cum death,2021-07-26,2021-08-07,01,quantile,0.05,11530.2
3 wk ahead cum death,2021-07-26,2021-08-14,01,quantile,0.05,11561.2
4 wk ahead cum death,2021-07-26,2021-08-21,01,quantile,0.05,11609.6
1 wk ahead cum death,2021-07-26,2021-07-31,01,quantile,0.1,11493.1
2 wk ahead cum death,2021-07-26,2021-08-07,01,quantile,0.1,11550.3
3 wk ahead cum death,2021-07-26,2021-08-14,01,quantile,0.1,11598.1
4 wk ahead cum death,2021-07-26,2021-08-21,01,quantile,0.1,11638.4
1 wk ahead cum death,2021-07-26,2021-07-31,01,quantile,0.15,11506.0
2 wk ahead cum death,2021-07-26,2021-08-07,01,quantile,0.15,11559.3
3 wk ahead cum death,2021-07-26,2021-08-14,01,quantile,0.15,11610.7
4 wk ahead cum death,2021-07-26,2021-08-21,01,quantile,0.15,11658.2
1 wk ahead cum death,2021-07-26,2021-07-31,01,quantile,0.2,11513.8
2 wk ahead cum death,2021-07-26,2021-08-07,01,quantile,0.2,11567.8
3 wk ahead cum death,2021-07-26,2021-08-14,01,quantile,0.2,11621.8
4 wk ahead cum death,2021-07-26,2021-08-21,01,quantile,0.2,11673.1
1 wk ahead cum death,2021-07-26,2021-07-31,01,quantile,0.25,11517.6
2 wk ahead cum death,2021-07-26,2021-08-07,01,quantile,0.25,11572.6
3 wk ahead cum death,2021-07-26,2021-08-14,01,quantile,0.25,11635.5
4 wk ahead cum death,2021-07-26,2021-08-21,01,quantile,0.25,11682.0
1 wk ahead cum death,2021-07-26,2021-07-31,01,quantile,0.3,11523.6
2 wk ahead cum death,2021-07-26,2021-08-07,01,quantile,0.3,11581.2
3 wk ahead cum death,2021-07-26,2021-08-14,01,quantile,0.3,11645.7
4 wk ahead cum death,2021-07-26,2021-08-21,01,quantile,0.3,11694.0
1 wk ahead cum death,2021-07-26,2021-07-31,01,quantile,0.35,11527.5
2 wk ahead cum death,2021-07-26,2021-08-07,01,quantile,0.35,11586.2
3 wk ahead cum death,2021-07-26,2021-08-14,01,quantile,0.35,11654.4
4 wk ahead cum death,2021-07-26,2021-08-21,01,quantile,0.35,11700.9
1 wk ahead cum death,2021-07-26,2021-07-31,01,quantile,0.4,11529.5
2 wk ahead cum death,2021-07-26,2021-08-07,01,quantile,0.4,11591.1
3 wk ahead cum death,2021-07-26,2021-08-14,01,quantile,0.4,11659.3
4 wk ahead cum death,2021-07-26,2021-08-21,01,quantile,0.4,11709.6
1 wk ahead cum death,2021-07-26,2021-07-31,01,quantile,0.45,11532.0
2 wk ahead cum death,2021-07-26,2021-08-07,01,quantile,0.45,11595.2
3 wk ahead cum death,2021-07-26,2021-08-14,01,quantile,0.45,11664.1
4 wk ahead cum death,2021-07-26,2021-08-21,01,quantile,0.45,11710.7
1 wk ahead cum death,2021-07-26,2021-07-31,01,quantile,0.5,11535.8
2 wk ahead cum death,2021-07-26,2021-08-07,01,quantile,0.5,11597.7
3 wk ahead cum death,2021-07-26,2021-08-14,01,quantile,0.5,11667.9
4 wk ahead cum death,2021-07-26,2021-08-21,01,quantile,0.5,11726.4
1 wk ahead cum death,2021-07-26,2021-07-31,01,quantile,0.55,11537.0
2 wk ahead cum death,2021-07-26,2021-08-07,01,quantile,0.55,11602.8
3 wk ahead cum death,2021-07-26,2021-08-14,01,quantile,0.55,11679.6
4 wk ahead cum death,2021-07-26,2021-08-21,01,quantile,0.55,11731.4
1 wk ahead cum death,2021-07-26,2021-07-31,01,quantile,0.6,11537.4
2 wk ahead cum death,2021-07-26,2021-08-07,01,quantile,0.6,11605.7
3 wk ahead cum death,2021-07-26,2021-08-14,01,quantile,0.6,11682.4
4 wk ahead cum death,2021-07-26,2021-08-21,01,quantile,0.6,11739.9
1 wk ahead cum death,2021-07-26,2021-07-31,01,quantile,0.65,11542.9
2 wk ahead cum death,2021-07-26,2021-08-07,01,quantile,0.65,11609.6
3 wk ahead cum death,2021-07-26,2021-08-14,01,quantile,0.65,11685.9
4 wk ahead cum death,2021-07-26,2021-08-21,01,quantile,0.65,11749.4
1 wk ahead cum death,2021-07-26,2021-07-31,01,quantile,0.7,11547.2
2 wk ahead cum death,2021-07-26,2021-08-07,01,quantile,0.7,11615.1
3 wk ahead cum death,2021-07-26,2021-08-14,01,quantile,0.7,11697.5
4 wk ahead cum death,2021-07-26,2021-08-21,01,quantile,0.7,11753.7
1 wk ahead cum death,2021-07-26,2021-07-31,01,quantile,0.75,11550.7
2 wk ahead cum death,2021-07-26,2021-08-07,01,quantile,0.75,11621.7
3 wk ahead cum death,2021-07-26,2021-08-14,01,quantile,0.75,11703.9
4 wk ahead cum death,2021-07-26,2021-08-21,01,quantile,0.75,11766.9
1 wk ahead cum death,2021-07-26,2021-07-31,01,quantile,0.8,11558.2
2 wk ahead cum death,2021-07-26,2021-08-07,01,quantile,0.8,11630.2
3 wk ahead cum death,2021-07-26,2021-08-14,01,quantile,0.8,11720.8
4 wk ahead cum death,2021-07-26,2021-08-21,01,quantile,0.8,11782.7
1 wk ahead cum death,2021-07-26,2021-07-31,01,quantile,0.85,11566.4
2 wk ahead cum death,2021-07-26,2021-08-07,01,quantile,0.85,11640.3
3 wk ahead cum death,2021-07-26,2021-08-14,01,quantile,0.85,11738.8
4 wk ahead cum death,2021-07-26,2021-08-21,01,quantile,0.85,11807.7
1 wk ahead cum death,2021-07-26,2021-07-31,01,quantile,0.9,11581.9
2 wk ahead cum death,2021-07-26,2021-08-07,01,quantile,0.9,11655.2
3 wk ahead cum death,2021-07-26,2021-08-14,01,quantile,0.9,11763.5
4 wk ahead cum death,2021-07-26,2021-08-21,01,quantile,0.9,11834.7
1 wk ahead cum death,2021-07-26,2021-07-31,01,quantile,0.95,11602.7
2 wk ahead cum death,2021-07-26,2021-08-07,01,quantile,0.95,11681.3
3 wk ahead cum death,2021-07-26,2021-08-14,01,quantile,0.95,11805.7
4 wk ahead cum death,2021-07-26,2021-08-21,01,quantile,0.95,11907.2
1 wk ahead cum death,2021-07-26,2021-07-31,01,quantile,0.975,11674.5
2 wk ahead cum death,2021-07-26,2021-08-07,01,quantile,0.975,11763.9
3 wk ahead cum death,2021-07-26,2021-08-14,01,quantile,0.975,11923.1
4 wk ahead cum death,2021-07-26,2021-08-21,01,quantile,0.975,12038.2
1 wk ahead cum death,2021-07-26,2021-07-31,01,quantile,0.99,12140.5
2 wk ahead cum death,2021-07-26,2021-08-07,01,quantile,0.99,12154.8
3 wk ahead cum death,2021-07-26,2021-08-14,01,quantile,0.99,12412.2
4 wk ahead cum death,2021-07-26,2021-08-21,01,quantile,0.99,12438.2
1 wk ahead cum death,2021-07-26,2021-07-31,02,quantile,0.01,384.0
2 wk ahead cum death,2021-07-26,2021-08-07,02,quantile,0.01,384.0
3 wk ahead cum death,2021-07-26,2021-08-14,02,quantile,0.01,384.0
4 wk ahead cum death,2021-07-26,2021-08-21,02,quantile,0.01,384.0
1 wk ahead cum death,2021-07-26,2021-07-31,02,quantile,0.025,384.0
2 wk ahead cum death,2021-07-26,2021-08-07,02,quantile,0.025,384.0
3 wk ahead cum death,2021-07-26,2021-08-14,02,quantile,0.025,384.4
4 wk ahead cum death,2021-07-26,2021-08-21,02,quantile,0.025,385.7
1 wk ahead cum death,2021-07-26,2021-07-31,02,quantile,0.05,384.0
2 wk ahead cum death,2021-07-26,2021-08-07,02,quantile,0.05,388.7
3 wk ahead cum death,2021-07-26,2021-08-14,02,quantile,0.05,390.4
4 wk ahead cum death,2021-07-26,2021-08-21,02,quantile,0.05,392.1
1 wk ahead cum death,2021-07-26,2021-07-31,02,quantile,0.1,384.4
2 wk ahead cum death,2021-07-26,2021-08-07,02,quantile,0.1,391.3
3 wk ahead cum death,2021-07-26,2021-08-14,02,quantile,0.1,395.7
4 wk ahead cum death,2021-07-26,2021-08-21,02,quantile,0.1,396.9
1 wk ahead cum death,2021-07-26,2021-07-31,02,quantile,0.15,385.6
2 wk ahead cum death,2021-07-26,2021-08-07,02,quantile,0.15,392.8
3 wk ahead cum death,2021-07-26,2021-08-14,02,quantile,0.15,398.0
4 wk ahead cum death,2021-07-26,2021-08-21,02,quantile,0.15,400.1
1 wk ahead cum death,2021-07-26,2021-07-31,02,quantile,0.2,387.2
2 wk ahead cum death,2021-07-26,2021-08-07,02,quantile,0.2,394.0
3 wk ahead cum death,2021-07-26,2021-08-14,02,quantile,0.2,399.9
4 wk ahead cum death,2021-07-26,2021-08-21,02,quantile,0.2,402.3
1 wk ahead cum death,2021-07-26,2021-07-31,02,quantile,0.25,387.7
2 wk ahead cum death,2021-07-26,2021-08-07,02,quantile,0.25,394.4
3 wk ahead cum death,2021-07-26,2021-08-14,02,quantile,0.25,402.5
4 wk ahead cum death,2021-07-26,2021-08-21,02,quantile,0.25,403.2
1 wk ahead cum death,2021-07-26,2021-07-31,02,quantile,0.3,388.4
2 wk ahead cum death,2021-07-26,2021-08-07,02,quantile,0.3,395.7
3 wk ahead cum death,2021-07-26,2021-08-14,02,quantile,0.3,403.4
4 wk ahead cum death,2021-07-26,2021-08-21,02,quantile,0.3,405.0
1 wk ahead cum death,2021-07-26,2021-07-31,02,quantile,0.35,388.9
2 wk ahead cum death,2021-07-26,2021-08-07,02,quantile,0.35,396.8
3 wk ahead cum death,2021-07-26,2021-08-14,02,quantile,0.35,405.2
4 wk ahead cum death,2021-07-26,2021-08-21,02,quantile,0.35,405.7
1 wk ahead cum death,2021-07-26,2021-07-31,02,quantile,0.4,389.0
2 wk ahead cum death,2021-07-26,2021-08-07,02,quantile,0.4,397.3
3 wk ahead cum death,2021-07-26,2021-08-14,02,quantile,0.4,406.3
4 wk ahead cum death,2021-07-26,2021-08-21,02,quantile,0.4,406.7
1 wk ahead cum death,2021-07-26,2021-07-31,02,quantile,0.45,389.9
2 wk ahead cum death,2021-07-26,2021-08-07,02,quantile,0.45,398.0
3 wk ahead cum death,2021-07-26,2021-08-14,02,quantile,0.45,406.6
4 wk ahead cum death,2021-07-26,2021-08-21,02,quantile,0.45,407.4
1 wk ahead cum death,2021-07-26,2021-07-31,02,quantile,0.5,390.1
2 wk ahead cum death,2021-07-26,2021-08-07,02,quantile,0.5,398.4
3 wk ahead cum death,2021-07-26,2021-08-14,02,quantile,0.5,408.0
