target,forecast_date,target_end_date,location,type,quantile,value
1 wk ahead cum death,2021-06-14,2021-06-19,01,quantile,0.01,10801.152642220786
1 wk ahead cum death,2021-06-14,2021-06-19,01,quantile,0.025,11144.979944636807
1 wk ahead cum death,2021-06-14,2021-06-19,01,quantile,0.05,11204.826383257448
1 wk ahead cum death,2021-06-14,2021-06-19,01,quantile,0.1,11260.93709998912
1 wk ahead cum death,2021-06-14,2021-06-19,01,quantile,0.15,11281.83125887119
1 wk ahead cum death,2021-06-14,2021-06-19,01,quantile,0.2,11282.282637822884
1 wk ahead cum death,2021-06-14,2021-06-19,01,quantile,0.25,11295.559916226195
1 wk ahead cum death,2021-06-14,2021-06-19,01,quantile,0.3,11308.104635133488
1 wk ahead cum death,2021-06-14,2021-06-19,01,quantile,0.35,11308.158523829961
1 wk ahead cum death,2021-06-14,2021-06-19,01,quantile,0.4,11311.864610872664
1 wk ahead cum death,2021-06-14,2021-06-19,01,quantile,0.45,11313.35824087753
1 wk ahead cum death,2021-06-14,2021-06-19,01,quantile,0.5,11319.489556214645
1 wk ahead cum death,2021-06-14,2021-06-19,01,quantile,0.55,11326.869189412308
1 wk ahead cum death,2021-06-14,2021-06-19,01,quantile,0.6,11328.386610320393
1 wk ahead cum death,2021-06-14,2021-06-19,01,quantile,0.65,11328.94383081673
1 wk ahead cum death,2021-06-14,2021-06-19,01,quantile,0.7,11339.924744611273
1 wk ahead cum death,2021-06-14,2021-06-19,01,quantile,0.75,11343.18734990354
1 wk ahead cum death,2021-06-14,2021-06-19,01,quantile,0.8,11358.22393242746
1 wk ahead cum death,2021-06-14,2021-06-19,01,quantile,0.85,11372.959086568877
1 wk ahead cum death,2021-06-14,2021-06-19,01,quantile,0.9,11407.371168095608
1 wk ahead cum death,2021-06-14,2021-06-19,01,quantile,0.95,11493.755659862518
1 wk ahead cum death,2021-06-14,2021-06-19,01,quantile,0.975,11622.366367198838
1 wk ahead cum death,2021-06-14,2021-06-19,01,quantile,0.99,11932.806751977281
1 wk ahead cum death,2021-06-14,2021-06-19,02,quantile,0.01,304.36474350639435
1 wk ahead cum death,2021-06-14,2021-06-19,02,quantile,0.025,349.40898395046986
1 wk ahead cum death,2021-06-14,2021-06-19,02,quantile,0.05,359.1612743207003
1 wk ahead cum death,2021-06-14,2021-06-19,02,quantile,0.1,369.3572987698514
1 wk ahead cum death,2021-06-14,2021-06-19,02,quantile,0.15,369.4555257544895
1 wk ahead cum death,2021-06-14,2021-06-19,02,quantile,0.2,370.1797067194536
1 wk ahead cum death,2021-06-14,2021-06-19,02,quantile,0.25,371.8566480769474
1 wk ahead cum death,2021-06-14,2021-06-19,02,quantile,0.3,371.97778112403375
1 wk ahead cum death,2021-06-14,2021-06-19,02,quantile,0.35,373.3660692465757
1 wk ahead cum death,2021-06-14,2021-06-19,02,quantile,0.4,373.6389368368325
1 wk ahead cum death,2021-06-14,2021-06-19,02,quantile,0.45,374.2003075198053
1 wk ahead cum death,2021-06-14,2021-06-19,02,quantile,0.5,375.75085142818665
1 wk ahead cum death,2021-06-14,2021-06-19,02,quantile,0.55,376.8341820460672
1 wk ahead cum death,2021-06-14,2021-06-19,02,quantile,0.6,377.1950039104312
1 wk ahead cum death,2021-06-14,2021-06-19,02,quantile,0.65,378.36634717424784
1 wk ahead cum death,2021-06-14,2021-06-19,02,quantile,0.7,378.67042579049036
1 wk ahead cum death,2021-06-14,2021-06-19,02,quantile,0.75,378.8765907365558
1 wk ahead cum death,2021-06-14,2021-06-19,02,quantile,0.8,380.36441075479996
1 wk ahead cum death,2021-06-14,2021-06-19,02,quantile,0.85,383.83374464163
1 wk ahead cum death,2021-06-14,2021-06-19,02,quantile,0.9,388.7343838116593
1 wk ahead cum death,2021-06-14,2021-06-19,02,quantile,0.95,399.83474266819053
1 wk ahead cum death,2021-06-14,2021-06-19,02,quantile,0.975,421.3206786481707
1 wk ahead cum death,2021-06-14,2021-06-19,02,quantile,0.99,470.8060280161297
1 wk ahead cum death,2021-06-14,2021-06-19,04,quantile,0.01,17091.54202631931
1 wk ahead cum death,2021-06-14,2021-06-19,04,quantile,0.025,17583.34805119721
1 wk ahead cum death,2021-06-14,2021-06-19,04,quantile,0.05,17659.710286158865
1 wk ahead cum death,2021-06-14,2021-06-19,04,quantile,0.1,17745.281777594548
1 wk ahead cum death,2021-06-14,2021-06-19,04,quantile,0.15,17770.855045377015
1 wk ahead cum death,2021-06-14,2021-06-19,04,quantile,0.2,17771.87180837905
1 wk ahead cum death,2021-06-14,2021-06-19,04,quantile,0.25,17791.103938153738
1 wk ahead cum death,2021-06-14,2021-06-19,04,quantile,0.3,17805.156426063604
1 wk ahead cum death,2021-06-14,2021-06-19,04,quantile,0.35,17808.197594490135
1 wk ahead cum death,2021-06-14,2021-06-19,04,quantile,0.4,17815.04279618571
1 wk ahead cum death,2021-06-14,2021-06-19,04,quantile,0.45,17817.232962006055
1 wk ahead cum death,2021-06-14,2021-06-19,04,quantile,0.5,17826.957298499095
1 wk ahead cum death,2021-06-14,2021-06-19,04,quantile,0.55,17833.834791003253
1 wk ahead cum death,2021-06-14,2021-06-19,04,quantile,0.6,17837.099783730093
1 wk ahead cum death,2021-06-14,2021-06-19,04,quantile,0.65,17841.844038836596
1 wk ahead cum death,2021-06-14,2021-06-19,04,quantile,0.7,17852.460007010573
1 wk ahead cum death,2021-06-14,2021-06-19,04,quantile,0.75,17857.67134446965
1 wk ahead cum death,2021-06-14,2021-06-19,04,quantile,0.8,17883.982419979675
1 wk ahead cum death,2021-06-14,2021-06-19,04,quantile,0.85,17903.71339694991
1 wk ahead cum death,2021-06-14,2021-06-19,04,quantile,0.9,17954.69494243842
1 wk ahead cum death,2021-06-14,2021-06-19,04,quantile,0.95,18077.33607960345
1 wk ahead cum death,2021-06-14,2021-06-19,04,quantile,0.975,18253.03813603192
1 wk ahead cum death,2021-06-14,2021-06-19,04,quantile,0.99,18689.835128342816
1 wk ahead cum death,2021-06-14,2021-06-19,05,quantile,0.01,5567.241099051955
1 wk ahead cum death,2021-06-14,2021-06-19,05,quantile,0.025,5775.155740199251
1 wk ahead cum death,2021-06-14,2021-06-19,05,quantile,0.05,5810.791566291903
1 wk ahead cum death,2021-06-14,2021-06-19,05,quantile,0.1,5845.631256571129
1 wk ahead cum death,2021-06-14,2021-06-19,05,quantile,0.15,5855.926830935871
1 wk ahead cum death,2021-06-14,2021-06-19,05,quantile,0.2,5856.835270220161
1 wk ahead cum death,2021-06-14,2021-06-19,05,quantile,0.25,5863.588117380137
1 wk ahead cum death,2021-06-14,2021-06-19,05,quantile,0.3,5869.243114386001
1 wk ahead cum death,2021-06-14,2021-06-19,05,quantile,0.35,5870.979253145311
1 wk ahead cum death,2021-06-14,2021-06-19,05,quantile,0.4,5871.403284286307
1 wk ahead cum death,2021-06-14,2021-06-19,05,quantile,0.45,5872.682122397157
1 wk ahead cum death,2021-06-14,2021-06-19,05,quantile,0.5,5876.925862367673
1 wk ahead cum death,2021-06-14,2021-06-19,05,quantile,0.55,5881.835967290442
1 wk ahead cum death,2021-06-14,2021-06-19,05,quantile,0.6,5882.0685442269105
1 wk ahead cum death,2021-06-14,2021-06-19,05,quantile,0.65,5884.18495436987
1 wk ahead cum death,2021-06-14,2021-06-19,05,quantile,0.7,5888.543241997168
1 wk ahead cum death,2021-06-14,2021-06-19,05,quantile,0.75,5889.782921868023
1 wk ahead cum death,2021-06-14,2021-06-19,05,quantile,0.8,5899.489775566753
1 wk ahead cum death,2021-06-14,2021-06-19,05,quantile,0.85,5910.22096272763
1 wk ahead cum death,2021-06-14,2021-06-19,05,quantile,0.9,5933.641685747433
1 wk ahead cum death,2021-06-14,2021-06-19,05,quantile,0.95,5983.111429060113
1 wk ahead cum death,2021-06-14,2021-06-19,05,quantile,0.975,6063.038131197048
1 wk ahead cum death,2021-06-14,2021-06-19,05,quantile,0.99,6256.900829646986
1 wk ahead cum death,2021-06-14,2021-06-19,06,quantile,0.01,59347.30337673973
1 wk ahead cum death,2021-06-14,2021-06-19,06,quantile,0.025,62050.51562843569
1 wk ahead cum death,2021-06-14,2021-06-19,06,quantile,0.05,62544.81282598913
1 wk ahead cum death,2021-06-14,2021-06-19,06,quantile,0.1,62993.392929867885
1 wk ahead cum death,2021-06-14,2021-06-19,06,quantile,0.15,63126.09802749792
1 wk ahead cum death,2021-06-14,2021-06-19,06,quantile,0.2,63140.4227434208
1 wk ahead cum death,2021-06-14,2021-06-19,06,quantile,0.25,63216.93954202205
1 wk ahead cum death,2021-06-14,2021-06-19,06,quantile,0.3,63278.74331075618
1 wk ahead cum death,2021-06-14,2021-06-19,06,quantile,0.35,63324.40637968942
1 wk ahead cum death,2021-06-14,2021-06-19,06,quantile,0.4,63328.795463337156
1 wk ahead cum death,2021-06-14,2021-06-19,06,quantile,0.45,63338.73690826127
1 wk ahead cum death,2021-06-14,2021-06-19,06,quantile,0.5,63393.148564154384
1 wk ahead cum death,2021-06-14,2021-06-19,06,quantile,0.55,63446.733880679916
1 wk ahead cum death,2021-06-14,2021-06-19,06,quantile,0.6,63477.97103318058
1 wk ahead cum death,2021-06-14,2021-06-19,06,quantile,0.65,63527.96799890292
1 wk ahead cum death,2021-06-14,2021-06-19,06,quantile,0.7,63553.00831280061
1 wk ahead cum death,2021-06-14,2021-06-19,06,quantile,0.75,63578.34909048319
1 wk ahead cum death,2021-06-14,2021-06-19,06,quantile,0.8,63684.574264103154
