target,forecast_date,target_end_date,location,type,quantile,value
1 wk ahead cum death,2023-02-13,2023-02-18,01,quantile,0.01,20892.0
2 wk ahead cum death,2023-02-13,2023-02-25,01,quantile,0.01,20892.0
3 wk ahead cum death,2023-02-13,2023-03-04,01,quantile,0.01,20892.0
4 wk ahead cum death,2023-02-13,2023-03-11,01,quantile,0.01,20892.0
1 wk ahead cum death,2023-02-13,2023-02-18,01,quantile,0.025,20892.0
2 wk ahead cum death,2023-02-13,2023-02-25,01,quantile,0.025,20892.0
3 wk ahead cum death,2023-02-13,2023-03-04,01,quantile,0.025,20892.0
4 wk ahead cum death,2023-02-13,2023-03-11,01,quantile,0.025,20892.0
1 wk ahead cum death,2023-02-13,2023-02-18,01,quantile,0.05,20892.0
2 wk ahead cum death,2023-02-13,2023-02-25,01,quantile,0.05,20892.0
3 wk ahead cum death,2023-02-13,2023-03-04,01,quantile,0.05,20892.0
4 wk ahead cum death,2023-02-13,2023-03-11,01,quantile,0.05,20892.0
1 wk ahead cum death,2023-02-13,2023-02-18,01,quantile,0.1,20892.0
2 wk ahead cum death,2023-02-13,2023-02-25,01,quantile,0.1,20905.3
3 wk ahead cum death,2023-02-13,2023-03-04,01,quantile,0.1,20917.6
4 wk ahead cum death,2023-02-13,2023-03-11,01,quantile,0.1,20923.2
1 wk ahead cum death,2023-02-13,2023-02-18,01,quantile,0.15,20892.0
2 wk ahead cum death,2023-02-13,2023-02-25,01,quantile,0.15,20914.0
3 wk ahead cum death,2023-02-13,2023-03-04,01,quantile,0.15,20936.8
4 wk ahead cum death,2023-02-13,2023-03-11,01,quantile,0.15,20937.1
1 wk ahead cum death,2023-02-13,2023-02-18,01,quantile,0.2,20897.9
2 wk ahead cum death,2023-02-13,2023-02-25,01,quantile,0.2,20925.6
3 wk ahead cum death,2023-02-13,2023-03-04,01,quantile,0.2,20946.0
4 wk ahead cum death,2023-02-13,2023-03-11,01,quantile,0.2,20959.5
1 wk ahead cum death,2023-02-13,2023-02-18,01,quantile,0.25,20901.9
2 wk ahead cum death,2023-02-13,2023-02-25,01,quantile,0.25,20926.8
3 wk ahead cum death,2023-02-13,2023-03-04,01,quantile,0.25,20949.8
4 wk ahead cum death,2023-02-13,2023-03-11,01,quantile,0.25,20966.5
1 wk ahead cum death,2023-02-13,2023-02-18,01,quantile,0.3,20902.9
2 wk ahead cum death,2023-02-13,2023-02-25,01,quantile,0.3,20930.7
3 wk ahead cum death,2023-02-13,2023-03-04,01,quantile,0.3,20958.5
4 wk ahead cum death,2023-02-13,2023-03-11,01,quantile,0.3,20982.5
1 wk ahead cum death,2023-02-13,2023-02-18,01,quantile,0.35,20905.2
2 wk ahead cum death,2023-02-13,2023-02-25,01,quantile,0.35,20940.7
3 wk ahead cum death,2023-02-13,2023-03-04,01,quantile,0.35,20962.1
4 wk ahead cum death,2023-02-13,2023-03-11,01,quantile,0.35,20983.2
1 wk ahead cum death,2023-02-13,2023-02-18,01,quantile,0.4,20907.2
2 wk ahead cum death,2023-02-13,2023-02-25,01,quantile,0.4,20943.0
3 wk ahead cum death,2023-02-13,2023-03-04,01,quantile,0.4,20968.7
4 wk ahead cum death,2023-02-13,2023-03-11,01,quantile,0.4,20992.1
1 wk ahead cum death,2023-02-13,2023-02-18,01,quantile,0.45,20909.8
2 wk ahead cum death,2023-02-13,2023-02-25,01,quantile,0.45,20943.5
3 wk ahead cum death,2023-02-13,2023-03-04,01,quantile,0.45,20973.3
4 wk ahead cum death,2023-02-13,2023-03-11,01,quantile,0.45,21002.0
1 wk ahead cum death,2023-02-13,2023-02-18,01,quantile,0.5,20911.0
2 wk ahead cum death,2023-02-13,2023-02-25,01,quantile,0.5,20944.9
3 wk ahead cum death,2023-02-13,2023-03-04,01,quantile,0.5,20978.0
4 wk ahead cum death,2023-02-13,2023-03-11,01,quantile,0.5,21003.6
1 wk ahead cum death,2023-02-13,2023-02-18,01,quantile,0.55,20913.0
2 wk ahead cum death,2023-02-13,2023-02-25,01,quantile,0.55,20948.8
3 wk ahead cum death,2023-02-13,2023-03-04,01,quantile,0.55,20985.4
4 wk ahead cum death,2023-02-13,2023-03-11,01,quantile,0.55,21007.0
1 wk ahead cum death,2023-02-13,2023-02-18,01,quantile,0.6,20918.0
2 wk ahead cum death,2023-02-13,2023-02-25,01,quantile,0.6,20952.7
3 wk ahead cum death,2023-02-13,2023-03-04,01,quantile,0.6,20988.4
4 wk ahead cum death,2023-02-13,2023-03-11,01,quantile,0.6,21016.3
1 wk ahead cum death,2023-02-13,2023-02-18,01,quantile,0.65,20923.7
2 wk ahead cum death,2023-02-13,2023-02-25,01,quantile,0.65,20956.5
3 wk ahead cum death,2023-02-13,2023-03-04,01,quantile,0.65,20991.0
4 wk ahead cum death,2023-02-13,2023-03-11,01,quantile,0.65,21025.4
1 wk ahead cum death,2023-02-13,2023-02-18,01,quantile,0.7,20927.3
2 wk ahead cum death,2023-02-13,2023-02-25,01,quantile,0.7,20968.1
3 wk ahead cum death,2023-02-13,2023-03-04,01,quantile,0.7,21002.8
4 wk ahead cum death,2023-02-13,2023-03-11,01,quantile,0.7,21036.8
1 wk ahead cum death,2023-02-13,2023-02-18,01,quantile,0.75,20928.0
2 wk ahead cum death,2023-02-13,2023-02-25,01,quantile,0.75,20970.9
3 wk ahead cum death,2023-02-13,2023-03-04,01,quantile,0.75,21012.9
4 wk ahead cum death,2023-02-13,2023-03-11,01,quantile,0.75,21056.2
1 wk ahead cum death,2023-02-13,2023-02-18,01,quantile,0.8,20928.7
2 wk ahead cum death,2023-02-13,2023-02-25,01,quantile,0.8,20975.8
3 wk ahead cum death,2023-02-13,2023-03-04,01,quantile,0.8,21027.5
4 wk ahead cum death,2023-02-13,2023-03-11,01,quantile,0.8,21078.1
1 wk ahead cum death,2023-02-13,2023-02-18,01,quantile,0.85,20947.1
2 wk ahead cum death,2023-02-13,2023-02-25,01,quantile,0.85,20989.8
3 wk ahead cum death,2023-02-13,2023-03-04,01,quantile,0.85,21039.1
4 wk ahead cum death,2023-02-13,2023-03-11,01,quantile,0.85,21098.8
1 wk ahead cum death,2023-02-13,2023-02-18,01,quantile,0.9,20964.4
2 wk ahead cum death,2023-02-13,2023-02-25,01,quantile,0.9,21007.8
3 wk ahead cum death,2023-02-13,2023-03-04,01,quantile,0.9,21063.4
4 wk ahead cum death,2023-02-13,2023-03-11,01,quantile,0.9,21128.4
1 wk ahead cum death,2023-02-13,2023-02-18,01,quantile,0.95,20982.3
2 wk ahead cum death,2023-02-13,2023-02-25,01,quantile,0.95,21033.8
3 wk ahead cum death,2023-02-13,2023-03-04,01,quantile,0.95,21102.9
4 wk ahead cum death,2023-02-13,2023-03-11,01,quantile,0.95,21214.9
1 wk ahead cum death,2023-02-13,2023-02-18,01,quantile,0.975,21041.2
2 wk ahead cum death,2023-02-13,2023-02-25,01,quantile,0.975,21078.0
3 wk ahead cum death,2023-02-13,2023-03-04,01,quantile,0.975,21179.5
4 wk ahead cum death,2023-02-13,2023-03-11,01,quantile,0.975,21338.2
1 wk ahead cum death,2023-02-13,2023-02-18,01,quantile,0.99,21315.6
2 wk ahead cum death,2023-02-13,2023-02-25,01,quantile,0.99,21355.0
3 wk ahead cum death,2023-02-13,2023-03-04,01,quantile,0.99,21368.5
4 wk ahead cum death,2023-02-13,2023-03-11,01,quantile,0.99,21639.8
1 wk ahead cum death,2023-02-13,2023-02-18,02,quantile,0.01,1473.0
2 wk ahead cum death,2023-02-13,2023-02-25,02,quantile,0.01,1473.0
3 wk ahead cum death,2023-02-13,2023-03-04,02,quantile,0.01,1473.0
4 wk ahead cum death,2023-02-13,2023-03-11,02,quantile,0.01,1473.0
1 wk ahead cum death,2023-02-13,2023-02-18,02,quantile,0.025,1473.0
2 wk ahead cum death,2023-02-13,2023-02-25,02,quantile,0.025,1473.0
3 wk ahead cum death,2023-02-13,2023-03-04,02,quantile,0.025,1473.0
4 wk ahead cum death,2023-02-13,2023-03-11,02,quantile,0.025,1473.0
1 wk ahead cum death,2023-02-13,2023-02-18,02,quantile,0.05,1473.0
2 wk ahead cum death,2023-02-13,2023-02-25,02,quantile,0.05,1473.0
3 wk ahead cum death,2023-02-13,2023-03-04,02,quantile,0.05,1473.0
4 wk ahead cum death,2023-02-13,2023-03-11,02,quantile,0.05,1473.0
1 wk ahead cum death,2023-02-13,2023-02-18,02,quantile,0.1,1473.0
2 wk ahead cum death,2023-02-13,2023-02-25,02,quantile,0.1,1473.0
3 wk ahead cum death,2023-02-13,2023-03-04,02,quantile,0.1,1473.0
4 wk ahead cum death,2023-02-13,2023-03-11,02,quantile,0.1,1473.0
1 wk ahead cum death,2023-02-13,2023-02-18,02,quantile,0.15,1473.0
2 wk ahead cum death,2023-02-13,2023-02-25,02,quantile,0.15,1473.0
3 wk ahead cum death,2023-02-13,2023-03-04,02,quantile,0.15,1473.0
4 wk ahead cum death,2023-02-13,2023-03-11,02,quantile,0.15,1474.4
