target,forecast_date,target_end_date,location,type,quantile,value
1 wk ahead cum death,2022-04-18,2022-04-23,01,quantile,0.01,19502.0
2 wk ahead cum death,2022-04-18,2022-04-30,01,quantile,0.01,19502.0
3 wk ahead cum death,2022-04-18,2022-05-07,01,quantile,0.01,19502.0
4 wk ahead cum death,2022-04-18,2022-05-14,01,quantile,0.01,19502.0
1 wk ahead cum death,2022-04-18,2022-04-23,01,quantile,0.025,19502.0
2 wk ahead cum death,2022-04-18,2022-04-30,01,quantile,0.025,19502.0
3 wk ahead cum death,2022-04-18,2022-05-07,01,quantile,0.025,19502.0
4 wk ahead cum death,2022-04-18,2022-05-14,01,quantile,0.025,19535.2
1 wk ahead cum death,2022-04-18,2022-04-23,01,quantile,0.05,19502.8
2 wk ahead cum death,2022-04-18,2022-04-30,01,quantile,0.05,19530.6
3 wk ahead cum death,2022-04-18,2022-05-07,01,quantile,0.05,19537.8
4 wk ahead cum death,2022-04-18,2022-05-14,01,quantile,0.05,19586.5
1 wk ahead cum death,2022-04-18,2022-04-23,01,quantile,0.1,19515.9
2 wk ahead cum death,2022-04-18,2022-04-30,01,quantile,0.1,19570.8
3 wk ahead cum death,2022-04-18,2022-05-07,01,quantile,0.1,19572.9
4 wk ahead cum death,2022-04-18,2022-05-14,01,quantile,0.1,19610.4
1 wk ahead cum death,2022-04-18,2022-04-23,01,quantile,0.15,19538.0
2 wk ahead cum death,2022-04-18,2022-04-30,01,quantile,0.15,19593.2
3 wk ahead cum death,2022-04-18,2022-05-07,01,quantile,0.15,19637.7
4 wk ahead cum death,2022-04-18,2022-05-14,01,quantile,0.15,19665.1
1 wk ahead cum death,2022-04-18,2022-04-23,01,quantile,0.2,19549.6
2 wk ahead cum death,2022-04-18,2022-04-30,01,quantile,0.2,19611.3
3 wk ahead cum death,2022-04-18,2022-05-07,01,quantile,0.2,19651.5
4 wk ahead cum death,2022-04-18,2022-05-14,01,quantile,0.2,19667.1
1 wk ahead cum death,2022-04-18,2022-04-23,01,quantile,0.25,19564.1
2 wk ahead cum death,2022-04-18,2022-04-30,01,quantile,0.25,19623.2
3 wk ahead cum death,2022-04-18,2022-05-07,01,quantile,0.25,19656.1
4 wk ahead cum death,2022-04-18,2022-05-14,01,quantile,0.25,19709.6
1 wk ahead cum death,2022-04-18,2022-04-23,01,quantile,0.3,19567.3
2 wk ahead cum death,2022-04-18,2022-04-30,01,quantile,0.3,19628.4
3 wk ahead cum death,2022-04-18,2022-05-07,01,quantile,0.3,19670.3
4 wk ahead cum death,2022-04-18,2022-05-14,01,quantile,0.3,19714.5
1 wk ahead cum death,2022-04-18,2022-04-23,01,quantile,0.35,19577.3
2 wk ahead cum death,2022-04-18,2022-04-30,01,quantile,0.35,19636.1
3 wk ahead cum death,2022-04-18,2022-05-07,01,quantile,0.35,19683.3
4 wk ahead cum death,2022-04-18,2022-05-14,01,quantile,0.35,19715.2
1 wk ahead cum death,2022-04-18,2022-04-23,01,quantile,0.4,19578.6
2 wk ahead cum death,2022-04-18,2022-04-30,01,quantile,0.4,19646.3
3 wk ahead cum death,2022-04-18,2022-05-07,01,quantile,0.4,19695.3
4 wk ahead cum death,2022-04-18,2022-05-14,01,quantile,0.4,19726.4
1 wk ahead cum death,2022-04-18,2022-04-23,01,quantile,0.45,19580.5
2 wk ahead cum death,2022-04-18,2022-04-30,01,quantile,0.45,19652.0
3 wk ahead cum death,2022-04-18,2022-05-07,01,quantile,0.45,19706.3
4 wk ahead cum death,2022-04-18,2022-05-14,01,quantile,0.45,19731.6
1 wk ahead cum death,2022-04-18,2022-04-23,01,quantile,0.5,19588.1
2 wk ahead cum death,2022-04-18,2022-04-30,01,quantile,0.5,19656.1
3 wk ahead cum death,2022-04-18,2022-05-07,01,quantile,0.5,19706.4
4 wk ahead cum death,2022-04-18,2022-05-14,01,quantile,0.5,19756.6
1 wk ahead cum death,2022-04-18,2022-04-23,01,quantile,0.55,19588.9
2 wk ahead cum death,2022-04-18,2022-04-30,01,quantile,0.55,19660.4
3 wk ahead cum death,2022-04-18,2022-05-07,01,quantile,0.55,19713.9
4 wk ahead cum death,2022-04-18,2022-05-14,01,quantile,0.55,19772.3
1 wk ahead cum death,2022-04-18,2022-04-23,01,quantile,0.6,19590.8
2 wk ahead cum death,2022-04-18,2022-04-30,01,quantile,0.6,19668.0
3 wk ahead cum death,2022-04-18,2022-05-07,01,quantile,0.6,19720.1
4 wk ahead cum death,2022-04-18,2022-05-14,01,quantile,0.6,19780.2
1 wk ahead cum death,2022-04-18,2022-04-23,01,quantile,0.65,19595.4
2 wk ahead cum death,2022-04-18,2022-04-30,01,quantile,0.65,19677.1
3 wk ahead cum death,2022-04-18,2022-05-07,01,quantile,0.65,19736.0
4 wk ahead cum death,2022-04-18,2022-05-14,01,quantile,0.65,19789.5
1 wk ahead cum death,2022-04-18,2022-04-23,01,quantile,0.7,19604.6
2 wk ahead cum death,2022-04-18,2022-04-30,01,quantile,0.7,19698.8
3 wk ahead cum death,2022-04-18,2022-05-07,01,quantile,0.7,19747.6
4 wk ahead cum death,2022-04-18,2022-05-14,01,quantile,0.7,19791.5
1 wk ahead cum death,2022-04-18,2022-04-23,01,quantile,0.75,19607.0
2 wk ahead cum death,2022-04-18,2022-04-30,01,quantile,0.75,19710.9
3 wk ahead cum death,2022-04-18,2022-05-07,01,quantile,0.75,19773.5
4 wk ahead cum death,2022-04-18,2022-05-14,01,quantile,0.75,19835.0
1 wk ahead cum death,2022-04-18,2022-04-23,01,quantile,0.8,19616.8
2 wk ahead cum death,2022-04-18,2022-04-30,01,quantile,0.8,19719.7
3 wk ahead cum death,2022-04-18,2022-05-07,01,quantile,0.8,19782.8
4 wk ahead cum death,2022-04-18,2022-05-14,01,quantile,0.8,19908.9
1 wk ahead cum death,2022-04-18,2022-04-23,01,quantile,0.85,19627.6
2 wk ahead cum death,2022-04-18,2022-04-30,01,quantile,0.85,19728.7
3 wk ahead cum death,2022-04-18,2022-05-07,01,quantile,0.85,19798.1
4 wk ahead cum death,2022-04-18,2022-05-14,01,quantile,0.85,19949.4
1 wk ahead cum death,2022-04-18,2022-04-23,01,quantile,0.9,19654.5
2 wk ahead cum death,2022-04-18,2022-04-30,01,quantile,0.9,19749.6
3 wk ahead cum death,2022-04-18,2022-05-07,01,quantile,0.9,19852.4
4 wk ahead cum death,2022-04-18,2022-05-14,01,quantile,0.9,20107.2
1 wk ahead cum death,2022-04-18,2022-04-23,01,quantile,0.95,19680.8
2 wk ahead cum death,2022-04-18,2022-04-30,01,quantile,0.95,19798.8
3 wk ahead cum death,2022-04-18,2022-05-07,01,quantile,0.95,19918.5
4 wk ahead cum death,2022-04-18,2022-05-14,01,quantile,0.95,20287.6
1 wk ahead cum death,2022-04-18,2022-04-23,01,quantile,0.975,19751.0
2 wk ahead cum death,2022-04-18,2022-04-30,01,quantile,0.975,19909.6
3 wk ahead cum death,2022-04-18,2022-05-07,01,quantile,0.975,20071.2
4 wk ahead cum death,2022-04-18,2022-05-14,01,quantile,0.975,20634.0
1 wk ahead cum death,2022-04-18,2022-04-23,01,quantile,0.99,20210.2
2 wk ahead cum death,2022-04-18,2022-04-30,01,quantile,0.99,20227.2
3 wk ahead cum death,2022-04-18,2022-05-07,01,quantile,0.99,20497.9
4 wk ahead cum death,2022-04-18,2022-05-14,01,quantile,0.99,21213.3
1 wk ahead cum death,2022-04-18,2022-04-23,02,quantile,0.01,1235.0
2 wk ahead cum death,2022-04-18,2022-04-30,02,quantile,0.01,1235.0
3 wk ahead cum death,2022-04-18,2022-05-07,02,quantile,0.01,1235.0
4 wk ahead cum death,2022-04-18,2022-05-14,02,quantile,0.01,1235.0
1 wk ahead cum death,2022-04-18,2022-04-23,02,quantile,0.025,1235.0
2 wk ahead cum death,2022-04-18,2022-04-30,02,quantile,0.025,1235.0
3 wk ahead cum death,2022-04-18,2022-05-07,02,quantile,0.025,1235.0
4 wk ahead cum death,2022-04-18,2022-05-14,02,quantile,0.025,1235.0
1 wk ahead cum death,2022-04-18,2022-04-23,02,quantile,0.05,1235.0
2 wk ahead cum death,2022-04-18,2022-04-30,02,quantile,0.05,1235.0
3 wk ahead cum death,2022-04-18,2022-05-07,02,quantile,0.05,1235.0
