target,forecast_date,target_end_date,location,type,quantile,value
1 wk ahead cum death,2022-10-31,2022-11-05,01,quantile,0.01,20558.0
2 wk ahead cum death,2022-10-31,2022-11-12,01,quantile,0.01,20558.0
3 wk ahead cum death,2022-10-31,2022-11-19,01,quantile,0.01,20558.0
4 wk ahead cum death,2022-10-31,2022-11-26,01,quantile,0.01,20558.0
1 wk ahead cum death,2022-10-31,2022-11-05,01,quantile,0.025,20558.0
2 wk ahead cum death,2022-10-31,2022-11-12,01,quantile,0.025,20558.0
3 wk ahead cum death,2022-10-31,2022-11-19,01,quantile,0.025,20558.0
4 wk ahead cum death,2022-10-31,2022-11-26,01,quantile,0.025,20558.0
1 wk ahead cum death,2022-10-31,2022-11-05,01,quantile,0.05,20558.0
2 wk ahead cum death,2022-10-31,2022-11-12,01,quantile,0.05,20558.0
3 wk ahead cum death,2022-10-31,2022-11-19,01,quantile,0.05,20558.0
4 wk ahead cum death,2022-10-31,2022-11-26,01,quantile,0.05,20580.9
1 wk ahead cum death,2022-10-31,2022-11-05,01,quantile,0.1,20558.0
2 wk ahead cum death,2022-10-31,2022-11-12,01,quantile,0.1,20567.5
3 wk ahead cum death,2022-10-31,2022-11-19,01,quantile,0.1,20570.7
4 wk ahead cum death,2022-10-31,2022-11-26,01,quantile,0.1,20596.1
1 wk ahead cum death,2022-10-31,2022-11-05,01,quantile,0.15,20558.0
2 wk ahead cum death,2022-10-31,2022-11-12,01,quantile,0.15,20574.5
3 wk ahead cum death,2022-10-31,2022-11-19,01,quantile,0.15,20586.4
4 wk ahead cum death,2022-10-31,2022-11-26,01,quantile,0.15,20612.2
1 wk ahead cum death,2022-10-31,2022-11-05,01,quantile,0.2,20560.6
2 wk ahead cum death,2022-10-31,2022-11-12,01,quantile,0.2,20584.6
3 wk ahead cum death,2022-10-31,2022-11-19,01,quantile,0.2,20592.7
4 wk ahead cum death,2022-10-31,2022-11-26,01,quantile,0.2,20623.9
1 wk ahead cum death,2022-10-31,2022-11-05,01,quantile,0.25,20563.1
2 wk ahead cum death,2022-10-31,2022-11-12,01,quantile,0.25,20585.9
3 wk ahead cum death,2022-10-31,2022-11-19,01,quantile,0.25,20599.5
4 wk ahead cum death,2022-10-31,2022-11-26,01,quantile,0.25,20628.4
1 wk ahead cum death,2022-10-31,2022-11-05,01,quantile,0.3,20564.4
2 wk ahead cum death,2022-10-31,2022-11-12,01,quantile,0.3,20591.1
3 wk ahead cum death,2022-10-31,2022-11-19,01,quantile,0.3,20606.3
4 wk ahead cum death,2022-10-31,2022-11-26,01,quantile,0.3,20634.1
1 wk ahead cum death,2022-10-31,2022-11-05,01,quantile,0.35,20568.8
2 wk ahead cum death,2022-10-31,2022-11-12,01,quantile,0.35,20592.3
3 wk ahead cum death,2022-10-31,2022-11-19,01,quantile,0.35,20613.0
4 wk ahead cum death,2022-10-31,2022-11-26,01,quantile,0.35,20640.7
1 wk ahead cum death,2022-10-31,2022-11-05,01,quantile,0.4,20573.0
