target,forecast_date,target_end_date,location,type,quantile,value
1 wk ahead cum death,2021-08-16,2021-08-21,01,quantile,0.01,11765.0
2 wk ahead cum death,2021-08-16,2021-08-28,01,quantile,0.01,11765.0
3 wk ahead cum death,2021-08-16,2021-09-04,01,quantile,0.01,11765.0
4 wk ahead cum death,2021-08-16,2021-09-11,01,quantile,0.01,11765.0
1 wk ahead cum death,2021-08-16,2021-08-21,01,quantile,0.025,11765.0
2 wk ahead cum death,2021-08-16,2021-08-28,01,quantile,0.025,11876.2
3 wk ahead cum death,2021-08-16,2021-09-04,01,quantile,0.025,11967.8
4 wk ahead cum death,2021-08-16,2021-09-11,01,quantile,0.025,12157.1
1 wk ahead cum death,2021-08-16,2021-08-21,01,quantile,0.05,11788.5
2 wk ahead cum death,2021-08-16,2021-08-28,01,quantile,0.05,12009.5
3 wk ahead cum death,2021-08-16,2021-09-04,01,quantile,0.05,12127.9
4 wk ahead cum death,2021-08-16,2021-09-11,01,quantile,0.05,12268.6
1 wk ahead cum death,2021-08-16,2021-08-21,01,quantile,0.1,11821.8
2 wk ahead cum death,2021-08-16,2021-08-28,01,quantile,0.1,12035.1
3 wk ahead cum death,2021-08-16,2021-09-04,01,quantile,0.1,12174.0
4 wk ahead cum death,2021-08-16,2021-09-11,01,quantile,0.1,12368.8
1 wk ahead cum death,2021-08-16,2021-08-21,01,quantile,0.15,11858.0
2 wk ahead cum death,2021-08-16,2021-08-28,01,quantile,0.15,12047.2
3 wk ahead cum death,2021-08-16,2021-09-04,01,quantile,0.15,12202.4
4 wk ahead cum death,2021-08-16,2021-09-11,01,quantile,0.15,12389.6
1 wk ahead cum death,2021-08-16,2021-08-21,01,quantile,0.2,11887.3
2 wk ahead cum death,2021-08-16,2021-08-28,01,quantile,0.2,12054.3
3 wk ahead cum death,2021-08-16,2021-09-04,01,quantile,0.2,12226.2
4 wk ahead cum death,2021-08-16,2021-09-11,01,quantile,0.2,12417.2
1 wk ahead cum death,2021-08-16,2021-08-21,01,quantile,0.25,11900.8
2 wk ahead cum death,2021-08-16,2021-08-28,01,quantile,0.25,12070.8
3 wk ahead cum death,2021-08-16,2021-09-04,01,quantile,0.25,12237.2
4 wk ahead cum death,2021-08-16,2021-09-11,01,quantile,0.25,12428.6
1 wk ahead cum death,2021-08-16,2021-08-21,01,quantile,0.3,11913.6
2 wk ahead cum death,2021-08-16,2021-08-28,01,quantile,0.3,12081.6
3 wk ahead cum death,2021-08-16,2021-09-04,01,quantile,0.3,12244.4
4 wk ahead cum death,2021-08-16,2021-09-11,01,quantile,0.3,12448.5
1 wk ahead cum death,2021-08-16,2021-08-21,01,quantile,0.35,11924.3
2 wk ahead cum death,2021-08-16,2021-08-28,01,quantile,0.35,12081.9
3 wk ahead cum death,2021-08-16,2021-09-04,01,quantile,0.35,12265.6
4 wk ahead cum death,2021-08-16,2021-09-11,01,quantile,0.35,12473.1
1 wk ahead cum death,2021-08-16,2021-08-21,01,quantile,0.4,11926.8
2 wk ahead cum death,2021-08-16,2021-08-28,01,quantile,0.4,12096.3
3 wk ahead cum death,2021-08-16,2021-09-04,01,quantile,0.4,12273.2
4 wk ahead cum death,2021-08-16,2021-09-11,01,quantile,0.4,12481.2
1 wk ahead cum death,2021-08-16,2021-08-21,01,quantile,0.45,11928.4
2 wk ahead cum death,2021-08-16,2021-08-28,01,quantile,0.45,12103.0
3 wk ahead cum death,2021-08-16,2021-09-04,01,quantile,0.45,12282.8
4 wk ahead cum death,2021-08-16,2021-09-11,01,quantile,0.45,12496.5
1 wk ahead cum death,2021-08-16,2021-08-21,01,quantile,0.5,11933.5
2 wk ahead cum death,2021-08-16,2021-08-28,01,quantile,0.5,12112.2
3 wk ahead cum death,2021-08-16,2021-09-04,01,quantile,0.5,12285.9
4 wk ahead cum death,2021-08-16,2021-09-11,01,quantile,0.5,12513.1
1 wk ahead cum death,2021-08-16,2021-08-21,01,quantile,0.55,11936.3
2 wk ahead cum death,2021-08-16,2021-08-28,01,quantile,0.55,12122.9
3 wk ahead cum death,2021-08-16,2021-09-04,01,quantile,0.55,12298.3
4 wk ahead cum death,2021-08-16,2021-09-11,01,quantile,0.55,12527.5
1 wk ahead cum death,2021-08-16,2021-08-21,01,quantile,0.6,11945.6
2 wk ahead cum death,2021-08-16,2021-08-28,01,quantile,0.6,12127.3
3 wk ahead cum death,2021-08-16,2021-09-04,01,quantile,0.6,12312.0
4 wk ahead cum death,2021-08-16,2021-09-11,01,quantile,0.6,12528.2
1 wk ahead cum death,2021-08-16,2021-08-21,01,quantile,0.65,11949.2
