target,forecast_date,target_end_date,location,type,quantile,value
1 wk ahead cum death,2021-11-15,2021-11-20,01,quantile,0.01,15981.0
2 wk ahead cum death,2021-11-15,2021-11-27,01,quantile,0.01,15981.0
3 wk ahead cum death,2021-11-15,2021-12-04,01,quantile,0.01,16008.4
4 wk ahead cum death,2021-11-15,2021-12-11,01,quantile,0.01,16041.8
1 wk ahead cum death,2021-11-15,2021-11-20,01,quantile,0.025,15981.0
2 wk ahead cum death,2021-11-15,2021-11-27,01,quantile,0.025,16069.4
3 wk ahead cum death,2021-11-15,2021-12-04,01,quantile,0.025,16160.8
4 wk ahead cum death,2021-11-15,2021-12-11,01,quantile,0.025,16169.7
1 wk ahead cum death,2021-11-15,2021-11-20,01,quantile,0.05,16010.4
2 wk ahead cum death,2021-11-15,2021-11-27,01,quantile,0.05,16141.8
3 wk ahead cum death,2021-11-15,2021-12-04,01,quantile,0.05,16202.9
4 wk ahead cum death,2021-11-15,2021-12-11,01,quantile,0.05,16218.7
1 wk ahead cum death,2021-11-15,2021-11-20,01,quantile,0.1,16032.1
2 wk ahead cum death,2021-11-15,2021-11-27,01,quantile,0.1,16165.6
3 wk ahead cum death,2021-11-15,2021-12-04,01,quantile,0.1,16241.1
4 wk ahead cum death,2021-11-15,2021-12-11,01,quantile,0.1,16273.5
1 wk ahead cum death,2021-11-15,2021-11-20,01,quantile,0.15,16053.7
2 wk ahead cum death,2021-11-15,2021-11-27,01,quantile,0.15,16180.0
3 wk ahead cum death,2021-11-15,2021-12-04,01,quantile,0.15,16263.7
4 wk ahead cum death,2021-11-15,2021-12-11,01,quantile,0.15,16293.8
1 wk ahead cum death,2021-11-15,2021-11-20,01,quantile,0.2,16066.3
2 wk ahead cum death,2021-11-15,2021-11-27,01,quantile,0.2,16191.1
3 wk ahead cum death,2021-11-15,2021-12-04,01,quantile,0.2,16276.5
4 wk ahead cum death,2021-11-15,2021-12-11,01,quantile,0.2,16314.9
1 wk ahead cum death,2021-11-15,2021-11-20,01,quantile,0.25,16078.5
2 wk ahead cum death,2021-11-15,2021-11-27,01,quantile,0.25,16201.4
3 wk ahead cum death,2021-11-15,2021-12-04,01,quantile,0.25,16289.8
4 wk ahead cum death,2021-11-15,2021-12-11,01,quantile,0.25,16327.7
1 wk ahead cum death,2021-11-15,2021-11-20,01,quantile,0.3,16091.7
2 wk ahead cum death,2021-11-15,2021-11-27,01,quantile,0.3,16204.2
3 wk ahead cum death,2021-11-15,2021-12-04,01,quantile,0.3,16295.7
4 wk ahead cum death,2021-11-15,2021-12-11,01,quantile,0.3,16331.2
1 wk ahead cum death,2021-11-15,2021-11-20,01,quantile,0.35,16097.2
2 wk ahead cum death,2021-11-15,2021-11-27,01,quantile,0.35,16219.3
3 wk ahead cum death,2021-11-15,2021-12-04,01,quantile,0.35,16310.2
4 wk ahead cum death,2021-11-15,2021-12-11,01,quantile,0.35,16354.9
1 wk ahead cum death,2021-11-15,2021-11-20,01,quantile,0.4,16103.6
2 wk ahead cum death,2021-11-15,2021-11-27,01,quantile,0.4,16222.7
3 wk ahead cum death,2021-11-15,2021-12-04,01,quantile,0.4,16311.7
4 wk ahead cum death,2021-11-15,2021-12-11,01,quantile,0.4,16357.7
1 wk ahead cum death,2021-11-15,2021-11-20,01,quantile,0.45,16107.5
2 wk ahead cum death,2021-11-15,2021-11-27,01,quantile,0.45,16231.4
