location,target,type,quantile,forecast_date,target_end_date,value
18,3 wk ahead cum death,quantile,0.01,2020-06-15,2020-07-04,2608
18,3 wk ahead inc death,quantile,0.01,2020-06-15,2020-07-04,31
18,3 wk ahead cum death,quantile,0.025,2020-06-15,2020-07-04,2622
18,3 wk ahead inc death,quantile,0.025,2020-06-15,2020-07-04,39
18,3 wk ahead cum death,quantile,0.05,2020-06-15,2020-07-04,2637
18,3 wk ahead inc death,quantile,0.05,2020-06-15,2020-07-04,46
18,3 wk ahead cum death,quantile,0.1,2020-06-15,2020-07-04,2656
18,3 wk ahead inc death,quantile,0.1,2020-06-15,2020-07-04,55
18,3 wk ahead cum death,quantile,0.15,2020-06-15,2020-07-04,2672
18,3 wk ahead inc death,quantile,0.15,2020-06-15,2020-07-04,63
18,3 wk ahead cum death,quantile,0.2,2020-06-15,2020-07-04,2685
18,3 wk ahead inc death,quantile,0.2,2020-06-15,2020-07-04,70
18,3 wk ahead cum death,quantile,0.25,2020-06-15,2020-07-04,2698
18,3 wk ahead inc death,quantile,0.25,2020-06-15,2020-07-04,76
18,3 wk ahead cum death,quantile,0.3,2020-06-15,2020-07-04,2711
18,3 wk ahead inc death,quantile,0.3,2020-06-15,2020-07-04,82
18,3 wk ahead cum death,quantile,0.35,2020-06-15,2020-07-04,2723
18,3 wk ahead inc death,quantile,0.35,2020-06-15,2020-07-04,88
18,3 wk ahead cum death,quantile,0.4,2020-06-15,2020-07-04,2736
18,3 wk ahead inc death,quantile,0.4,2020-06-15,2020-07-04,94
18,3 wk ahead cum death,quantile,0.45,2020-06-15,2020-07-04,2749
18,3 wk ahead inc death,quantile,0.45,2020-06-15,2020-07-04,101
18,3 wk ahead cum death,quantile,0.5,2020-06-15,2020-07-04,2763
18,3 wk ahead inc death,quantile,0.5,2020-06-15,2020-07-04,108
18,3 wk ahead cum death,point,,2020-06-15,2020-07-04,2763
18,3 wk ahead inc death,point,,2020-06-15,2020-07-04,108
18,3 wk ahead cum death,quantile,0.55,2020-06-15,2020-07-04,2778
18,3 wk ahead inc death,quantile,0.55,2020-06-15,2020-07-04,115
18,3 wk ahead cum death,quantile,0.6,2020-06-15,2020-07-04,2794
18,3 wk ahead inc death,quantile,0.6,2020-06-15,2020-07-04,124
18,3 wk ahead cum death,quantile,0.65,2020-06-15,2020-07-04,2811
18,3 wk ahead inc death,quantile,0.65,2020-06-15,2020-07-04,133
18,3 wk ahead cum death,quantile,0.7,2020-06-15,2020-07-04,2831
18,3 wk ahead inc death,quantile,0.7,2020-06-15,2020-07-04,143
18,3 wk ahead cum death,quantile,0.75,2020-06-15,2020-07-04,2855
18,3 wk ahead inc death,quantile,0.75,2020-06-15,2020-07-04,156
18,3 wk ahead cum death,quantile,0.8,2020-06-15,2020-07-04,2883
18,3 wk ahead inc death,quantile,0.8,2020-06-15,2020-07-04,171
18,3 wk ahead cum death,quantile,0.85,2020-06-15,2020-07-04,2918
18,3 wk ahead inc death,quantile,0.85,2020-06-15,2020-07-04,190
18,3 wk ahead cum death,quantile,0.9,2020-06-15,2020-07-04,2968
18,3 wk ahead inc death,quantile,0.9,2020-06-15,2020-07-04,218
18,3 wk ahead cum death,quantile,0.95,2020-06-15,2020-07-04,3054
18,3 wk ahead inc death,quantile,0.95,2020-06-15,2020-07-04,268
18,3 wk ahead cum death,quantile,0.975,2020-06-15,2020-07-04,3140
18,3 wk ahead inc death,quantile,0.975,2020-06-15,2020-07-04,319
18,3 wk ahead cum death,quantile,0.99,2020-06-15,2020-07-04,3259
18,3 wk ahead inc death,quantile,0.99,2020-06-15,2020-07-04,390
41,7 wk ahead cum death,quantile,0.01,2020-06-15,2020-08-01,174
41,7 wk ahead inc death,quantile,0.01,2020-06-15,2020-08-01,0
41,7 wk ahead cum death,quantile,0.025,2020-06-15,2020-08-01,175
41,7 wk ahead inc death,quantile,0.025,2020-06-15,2020-08-01,0
41,7 wk ahead cum death,quantile,0.05,2020-06-15,2020-08-01,177
41,7 wk ahead inc death,quantile,0.05,2020-06-15,2020-08-01,0
41,7 wk ahead cum death,quantile,0.1,2020-06-15,2020-08-01,179
41,7 wk ahead inc death,quantile,0.1,2020-06-15,2020-08-01,0
41,7 wk ahead cum death,quantile,0.15,2020-06-15,2020-08-01,180
41,7 wk ahead inc death,quantile,0.15,2020-06-15,2020-08-01,0
41,7 wk ahead cum death,quantile,0.2,2020-06-15,2020-08-01,182
41,7 wk ahead inc death,quantile,0.2,2020-06-15,2020-08-01,1
41,7 wk ahead cum death,quantile,0.25,2020-06-15,2020-08-01,183
41,7 wk ahead inc death,quantile,0.25,2020-06-15,2020-08-01,1
41,7 wk ahead cum death,quantile,0.3,2020-06-15,2020-08-01,184
41,7 wk ahead inc death,quantile,0.3,2020-06-15,2020-08-01,2
41,7 wk ahead cum death,quantile,0.35,2020-06-15,2020-08-01,185
41,7 wk ahead inc death,quantile,0.35,2020-06-15,2020-08-01,3
41,7 wk ahead cum death,quantile,0.4,2020-06-15,2020-08-01,186
41,7 wk ahead inc death,quantile,0.4,2020-06-15,2020-08-01,3
41,7 wk ahead cum death,quantile,0.45,2020-06-15,2020-08-01,187
41,7 wk ahead inc death,quantile,0.45,2020-06-15,2020-08-01,4
41,7 wk ahead cum death,quantile,0.5,2020-06-15,2020-08-01,188
41,7 wk ahead inc death,quantile,0.5,2020-06-15,2020-08-01,5
41,7 wk ahead cum death,point,,2020-06-15,2020-08-01,188
41,7 wk ahead inc death,point,,2020-06-15,2020-08-01,5
41,7 wk ahead cum death,quantile,0.55,2020-06-15,2020-08-01,190
41,7 wk ahead inc death,quantile,0.55,2020-06-15,2020-08-01,5
41,7 wk ahead cum death,quantile,0.6,2020-06-15,2020-08-01,191
41,7 wk ahead inc death,quantile,0.6,2020-06-15,2020-08-01,6
41,7 wk ahead cum death,quantile,0.65,2020-06-15,2020-08-01,193
41,7 wk ahead inc death,quantile,0.65,2020-06-15,2020-08-01,7
41,7 wk ahead cum death,quantile,0.7,2020-06-15,2020-08-01,195
41,7 wk ahead inc death,quantile,0.7,2020-06-15,2020-08-01,8
41,7 wk ahead cum death,quantile,0.75,2020-06-15,2020-08-01,197
41,7 wk ahead inc death,quantile,0.75,2020-06-15,2020-08-01,9
41,7 wk ahead cum death,quantile,0.8,2020-06-15,2020-08-01,201
41,7 wk ahead inc death,quantile,0.8,2020-06-15,2020-08-01,10
41,7 wk ahead cum death,quantile,0.85,2020-06-15,2020-08-01,205
41,7 wk ahead inc death,quantile,0.85,2020-06-15,2020-08-01,12
41,7 wk ahead cum death,quantile,0.9,2020-06-15,2020-08-01,211
41,7 wk ahead inc death,quantile,0.9,2020-06-15,2020-08-01,14
41,7 wk ahead cum death,quantile,0.95,2020-06-15,2020-08-01,224
41,7 wk ahead inc death,quantile,0.95,2020-06-15,2020-08-01,19
41,7 wk ahead cum death,quantile,0.975,2020-06-15,2020-08-01,238
41,7 wk ahead inc death,quantile,0.975,2020-06-15,2020-08-01,24
41,7 wk ahead cum death,quantile,0.99,2020-06-15,2020-08-01,262
41,7 wk ahead inc death,quantile,0.99,2020-06-15,2020-08-01,36
09,2 wk ahead cum death,quantile,0.01,2020-06-15,2020-06-27,4298
09,2 wk ahead inc death,quantile,0.01,2020-06-15,2020-06-27,29
09,2 wk ahead cum death,quantile,0.025,2020-06-15,2020-06-27,4307
09,2 wk ahead inc death,quantile,0.025,2020-06-15,2020-06-27,35
09,2 wk ahead cum death,quantile,0.05,2020-06-15,2020-06-27,4315
09,2 wk ahead inc death,quantile,0.05,2020-06-15,2020-06-27,42
09,2 wk ahead cum death,quantile,0.1,2020-06-15,2020-06-27,4326
09,2 wk ahead inc death,quantile,0.1,2020-06-15,2020-06-27,49
09,2 wk ahead cum death,quantile,0.15,2020-06-15,2020-06-27,4334
09,2 wk ahead inc death,quantile,0.15,2020-06-15,2020-06-27,55
09,2 wk ahead cum death,quantile,0.2,2020-06-15,2020-06-27,4341
09,2 wk ahead inc death,quantile,0.2,2020-06-15,2020-06-27,60
09,2 wk ahead cum death,quantile,0.25,2020-06-15,2020-06-27,4347
09,2 wk ahead inc death,quantile,0.25,2020-06-15,2020-06-27,64
09,2 wk ahead cum death,quantile,0.3,2020-06-15,2020-06-27,4353
09,2 wk ahead inc death,quantile,0.3,2020-06-15,2020-06-27,69
09,2 wk ahead cum death,quantile,0.35,2020-06-15,2020-06-27,4359
09,2 wk ahead inc death,quantile,0.35,2020-06-15,2020-06-27,73
09,2 wk ahead cum death,quantile,0.4,2020-06-15,2020-06-27,4365
09,2 wk ahead inc death,quantile,0.4,2020-06-15,2020-06-27,77
09,2 wk ahead cum death,quantile,0.45,2020-06-15,2020-06-27,4372
09,2 wk ahead inc death,quantile,0.45,2020-06-15,2020-06-27,81
09,2 wk ahead cum death,quantile,0.5,2020-06-15,2020-06-27,4378
09,2 wk ahead inc death,quantile,0.5,2020-06-15,2020-06-27,86
09,2 wk ahead cum death,point,,2020-06-15,2020-06-27,4378
09,2 wk ahead inc death,point,,2020-06-15,2020-06-27,86
09,2 wk ahead cum death,quantile,0.55,2020-06-15,2020-06-27,4385
09,2 wk ahead inc death,quantile,0.55,2020-06-15,2020-06-27,90
09,2 wk ahead cum death,quantile,0.6,2020-06-15,2020-06-27,4393
09,2 wk ahead inc death,quantile,0.6,2020-06-15,2020-06-27,96
09,2 wk ahead cum death,quantile,0.65,2020-06-15,2020-06-27,4401
09,2 wk ahead inc death,quantile,0.65,2020-06-15,2020-06-27,101
09,2 wk ahead cum death,quantile,0.7,2020-06-15,2020-06-27,4410
09,2 wk ahead inc death,quantile,0.7,2020-06-15,2020-06-27,108
09,2 wk ahead cum death,quantile,0.75,2020-06-15,2020-06-27,4421
09,2 wk ahead inc death,quantile,0.75,2020-06-15,2020-06-27,115
09,2 wk ahead cum death,quantile,0.8,2020-06-15,2020-06-27,4433
09,2 wk ahead inc death,quantile,0.8,2020-06-15,2020-06-27,124
09,2 wk ahead cum death,quantile,0.85,2020-06-15,2020-06-27,4450
09,2 wk ahead inc death,quantile,0.85,2020-06-15,2020-06-27,135
09,2 wk ahead cum death,quantile,0.9,2020-06-15,2020-06-27,4472
09,2 wk ahead inc death,quantile,0.9,2020-06-15,2020-06-27,151
09,2 wk ahead cum death,quantile,0.95,2020-06-15,2020-06-27,4510
09,2 wk ahead inc death,quantile,0.95,2020-06-15,2020-06-27,178
09,2 wk ahead cum death,quantile,0.975,2020-06-15,2020-06-27,4547
09,2 wk ahead inc death,quantile,0.975,2020-06-15,2020-06-27,205
09,2 wk ahead cum death,quantile,0.99,2020-06-15,2020-06-27,4598
09,2 wk ahead inc death,quantile,0.99,2020-06-15,2020-06-27,241
06,5 wk ahead cum death,quantile,0.01,2020-06-15,2020-07-18,5889
06,5 wk ahead inc death,quantile,0.01,2020-06-15,2020-07-18,67
06,5 wk ahead cum death,quantile,0.025,2020-06-15,2020-07-18,5964
06,5 wk ahead inc death,quantile,0.025,2020-06-15,2020-07-18,84
06,5 wk ahead cum death,quantile,0.05,2020-06-15,2020-07-18,6048
06,5 wk ahead inc death,quantile,0.05,2020-06-15,2020-07-18,104
06,5 wk ahead cum death,quantile,0.1,2020-06-15,2020-07-18,6174
06,5 wk ahead inc death,quantile,0.1,2020-06-15,2020-07-18,135
06,5 wk ahead cum death,quantile,0.15,2020-06-15,2020-07-18,6281
06,5 wk ahead inc death,quantile,0.15,2020-06-15,2020-07-18,163
06,5 wk ahead cum death,quantile,0.2,2020-06-15,2020-07-18,6383
06,5 wk ahead inc death,quantile,0.2,2020-06-15,2020-07-18,191
06,5 wk ahead cum death,quantile,0.25,2020-06-15,2020-07-18,6484
06,5 wk ahead inc death,quantile,0.25,2020-06-15,2020-07-18,220
06,5 wk ahead cum death,quantile,0.3,2020-06-15,2020-07-18,6586
06,5 wk ahead inc death,quantile,0.3,2020-06-15,2020-07-18,250
06,5 wk ahead cum death,quantile,0.35,2020-06-15,2020-07-18,6694
06,5 wk ahead inc death,quantile,0.35,2020-06-15,2020-07-18,283
06,5 wk ahead cum death,quantile,0.4,2020-06-15,2020-07-18,6807
06,5 wk ahead inc death,quantile,0.4,2020-06-15,2020-07-18,319
06,5 wk ahead cum death,quantile,0.45,2020-06-15,2020-07-18,6929
06,5 wk ahead inc death,quantile,0.45,2020-06-15,2020-07-18,359
06,5 wk ahead cum death,quantile,0.5,2020-06-15,2020-07-18,7063
06,5 wk ahead inc death,quantile,0.5,2020-06-15,2020-07-18,403
06,5 wk ahead cum death,point,,2020-06-15,2020-07-18,7063
06,5 wk ahead inc death,point,,2020-06-15,2020-07-18,403
06,5 wk ahead cum death,quantile,0.55,2020-06-15,2020-07-18,7211
06,5 wk ahead inc death,quantile,0.55,2020-06-15,2020-07-18,454
06,5 wk ahead cum death,quantile,0.6,2020-06-15,2020-07-18,7377
06,5 wk ahead inc death,quantile,0.6,2020-06-15,2020-07-18,514
06,5 wk ahead cum death,quantile,0.65,2020-06-15,2020-07-18,7569
06,5 wk ahead inc death,quantile,0.65,2020-06-15,2020-07-18,584
06,5 wk ahead cum death,quantile,0.7,2020-06-15,2020-07-18,7795
06,5 wk ahead inc death,quantile,0.7,2020-06-15,2020-07-18,669
06,5 wk ahead cum death,quantile,0.75,2020-06-15,2020-07-18,8070
06,5 wk ahead inc death,quantile,0.75,2020-06-15,2020-07-18,776
06,5 wk ahead cum death,quantile,0.8,2020-06-15,2020-07-18,8419
06,5 wk ahead inc death,quantile,0.8,2020-06-15,2020-07-18,917
06,5 wk ahead cum death,quantile,0.85,2020-06-15,2020-07-18,8891
06,5 wk ahead inc death,quantile,0.85,2020-06-15,2020-07-18,1114
06,5 wk ahead cum death,quantile,0.9,2020-06-15,2020-07-18,9600
06,5 wk ahead inc death,quantile,0.9,2020-06-15,2020-07-18,1424
06,5 wk ahead cum death,quantile,0.95,2020-06-15,2020-07-18,10941
06,5 wk ahead inc death,quantile,0.95,2020-06-15,2020-07-18,2042
06,5 wk ahead cum death,quantile,0.975,2020-06-15,2020-07-18,12453
06,5 wk ahead inc death,quantile,0.975,2020-06-15,2020-07-18,2778
06,5 wk ahead cum death,quantile,0.99,2020-06-15,2020-07-18,14737
06,5 wk ahead inc death,quantile,0.99,2020-06-15,2020-07-18,3957
23,5 wk ahead cum death,quantile,0.01,2020-06-15,2020-07-18,100
23,5 wk ahead inc death,quantile,0.01,2020-06-15,2020-07-18,0
23,5 wk ahead cum death,quantile,0.025,2020-06-15,2020-07-18,101
23,5 wk ahead inc death,quantile,0.025,2020-06-15,2020-07-18,0
23,5 wk ahead cum death,quantile,0.05,2020-06-15,2020-07-18,103
23,5 wk ahead inc death,quantile,0.05,2020-06-15,2020-07-18,0
23,5 wk ahead cum death,quantile,0.1,2020-06-15,2020-07-18,104
23,5 wk ahead inc death,quantile,0.1,2020-06-15,2020-07-18,0
23,5 wk ahead cum death,quantile,0.15,2020-06-15,2020-07-18,106
23,5 wk ahead inc death,quantile,0.15,2020-06-15,2020-07-18,0
23,5 wk ahead cum death,quantile,0.2,2020-06-15,2020-07-18,107
23,5 wk ahead inc death,quantile,0.2,2020-06-15,2020-07-18,1
23,5 wk ahead cum death,quantile,0.25,2020-06-15,2020-07-18,108
23,5 wk ahead inc death,quantile,0.25,2020-06-15,2020-07-18,2
23,5 wk ahead cum death,quantile,0.3,2020-06-15,2020-07-18,109
23,5 wk ahead inc death,quantile,0.3,2020-06-15,2020-07-18,2
23,5 wk ahead cum death,quantile,0.35,2020-06-15,2020-07-18,109
23,5 wk ahead inc death,quantile,0.35,2020-06-15,2020-07-18,3
23,5 wk ahead cum death,quantile,0.4,2020-06-15,2020-07-18,110
23,5 wk ahead inc death,quantile,0.4,2020-06-15,2020-07-18,3
23,5 wk ahead cum death,quantile,0.45,2020-06-15,2020-07-18,111
23,5 wk ahead inc death,quantile,0.45,2020-06-15,2020-07-18,4
23,5 wk ahead cum death,quantile,0.5,2020-06-15,2020-07-18,112
23,5 wk ahead inc death,quantile,0.5,2020-06-15,2020-07-18,5
23,5 wk ahead cum death,point,,2020-06-15,2020-07-18,112
