forecast_date,location,target,type,quantile,target_end_date,value
2021-07-05,01,1 wk ahead cum death,point,NA,2021-07-10,11411.5658
2021-07-05,02,1 wk ahead cum death,point,NA,2021-07-10,381.1778
2021-07-05,04,1 wk ahead cum death,point,NA,2021-07-10,18122.8968
2021-07-05,05,1 wk ahead cum death,point,NA,2021-07-10,5928.9032
2021-07-05,06,1 wk ahead cum death,point,NA,2021-07-10,63756.7994
2021-07-05,08,1 wk ahead cum death,point,NA,2021-07-10,6862.221
2021-07-05,09,1 wk ahead cum death,point,NA,2021-07-10,8285.2752
2021-07-05,10,1 wk ahead cum death,point,NA,2021-07-10,1697.5739999999996
2021-07-05,11,1 wk ahead cum death,point,NA,2021-07-10,1142.0448
2021-07-05,12,1 wk ahead cum death,point,NA,2021-07-10,38024.3344
2021-07-05,13,1 wk ahead cum death,point,NA,2021-07-10,21502.9898
2021-07-05,15,1 wk ahead cum death,point,NA,2021-07-10,522.2318
2021-07-05,16,1 wk ahead cum death,point,NA,2021-07-10,2182.1532
2021-07-05,17,1 wk ahead cum death,point,NA,2021-07-10,25716.0652
2021-07-05,18,1 wk ahead cum death,point,NA,2021-07-10,13885.3884
2021-07-05,19,1 wk ahead cum death,point,NA,2021-07-10,6159.6796
2021-07-05,20,1 wk ahead cum death,point,NA,2021-07-10,5174.8378
2021-07-05,21,1 wk ahead cum death,point,NA,2021-07-10,7247.8552
2021-07-05,22,1 wk ahead cum death,point,NA,2021-07-10,10806.1514
2021-07-05,23,1 wk ahead cum death,point,NA,2021-07-10,866.0538
2021-07-05,24,1 wk ahead cum death,point,NA,2021-07-10,9764.8702
2021-07-05,25,1 wk ahead cum death,point,NA,2021-07-10,18004.8858
2021-07-05,26,1 wk ahead cum death,point,NA,2021-07-10,21106.2722
2021-07-05,27,1 wk ahead cum death,point,NA,2021-07-10,7730.099
2021-07-05,28,1 wk ahead cum death,point,NA,2021-07-10,7452.6246
2021-07-05,29,1 wk ahead cum death,point,NA,2021-07-10,9857.5284
2021-07-05,30,1 wk ahead cum death,point,NA,2021-07-10,1676.7572
2021-07-05,31,1 wk ahead cum death,point,NA,2021-07-10,2265.297
