forecast_date,location,target,type,quantile,target_end_date,value
2022-05-16,01,1 wk ahead cum death,point,NA,2022-05-21,19687.7504
2022-05-16,02,1 wk ahead cum death,point,NA,2022-05-21,1311.9446
2022-05-16,04,1 wk ahead cum death,point,NA,2022-05-21,30299.8364
2022-05-16,05,1 wk ahead cum death,point,NA,2022-05-21,11428.295
2022-05-16,06,1 wk ahead cum death,point,NA,2022-05-21,90930.8318
2022-05-16,08,1 wk ahead cum death,point,NA,2022-05-21,12557.989
2022-05-16,09,1 wk ahead cum death,point,NA,2022-05-21,10953.571000000002
2022-05-16,10,1 wk ahead cum death,point,NA,2022-05-21,2937.8522
2022-05-16,11,1 wk ahead cum death,point,NA,2022-05-21,1343.168
2022-05-16,12,1 wk ahead cum death,point,NA,2022-05-21,74522.6602
2022-05-16,13,1 wk ahead cum death,point,NA,2022-05-21,38184.5512
2022-05-16,15,1 wk ahead cum death,point,NA,2022-05-21,1439.7964
2022-05-16,16,1 wk ahead cum death,point,NA,2022-05-21,4938.8118
2022-05-16,17,1 wk ahead cum death,point,NA,2022-05-21,36179.3788
2022-05-16,18,1 wk ahead cum death,point,NA,2022-05-21,23665.0596
2022-05-16,19,1 wk ahead cum death,point,NA,2022-05-21,9558.1366
2022-05-16,20,1 wk ahead cum death,point,NA,2022-05-21,8750.6062
2022-05-16,21,1 wk ahead cum death,point,NA,2022-05-21,15952.2506
2022-05-16,22,1 wk ahead cum death,point,NA,2022-05-21,17316.0296
2022-05-16,23,1 wk ahead cum death,point,NA,2022-05-21,2359.6266
2022-05-16,24,1 wk ahead cum death,point,NA,2022-05-21,14590.3806
2022-05-16,25,1 wk ahead cum death,point,NA,2022-05-21,20427.0236
2022-05-16,26,1 wk ahead cum death,point,NA,2022-05-21,36283.6258
2022-05-16,27,1 wk ahead cum death,point,NA,2022-05-21,12878.1518
2022-05-16,28,1 wk ahead cum death,point,NA,2022-05-21,12461.8842
2022-05-16,29,1 wk ahead cum death,point,NA,2022-05-21,20248.2028
