forecast_date,location,target,type,quantile,target_end_date,value
2020-10-12,01,1 wk ahead cum death,point,NA,2020-10-17,2741.9074
2020-10-12,02,1 wk ahead cum death,point,NA,2020-10-17,64.7892
2020-10-12,04,1 wk ahead cum death,point,NA,2020-10-17,5867.5340000000015
2020-10-12,05,1 wk ahead cum death,point,NA,2020-10-17,1714.2114
2020-10-12,06,1 wk ahead cum death,point,NA,2020-10-17,17044.1992
2020-10-12,08,1 wk ahead cum death,point,NA,2020-10-17,2145.8816
2020-10-12,09,1 wk ahead cum death,point,NA,2020-10-17,4541.2438
2020-10-12,10,1 wk ahead cum death,point,NA,2020-10-17,663.7788
2020-10-12,11,1 wk ahead cum death,point,NA,2020-10-17,642.3214
2020-10-12,12,1 wk ahead cum death,point,NA,2020-10-17,15990.1916
2020-10-12,13,1 wk ahead cum death,point,NA,2020-10-17,7645.3692
2020-10-12,15,1 wk ahead cum death,point,NA,2020-10-17,186.279
2020-10-12,16,1 wk ahead cum death,point,NA,2020-10-17,529.0798
2020-10-12,17,1 wk ahead cum death,point,NA,2020-10-17,9410.0486
2020-10-12,18,1 wk ahead cum death,point,NA,2020-10-17,3871.353
2020-10-12,19,1 wk ahead cum death,point,NA,2020-10-17,1510.5032
2020-10-12,20,1 wk ahead cum death,point,NA,2020-10-17,832.153
2020-10-12,21,1 wk ahead cum death,point,NA,2020-10-17,1304.1142
2020-10-12,22,1 wk ahead cum death,point,NA,2020-10-17,5725.2386
2020-10-12,23,1 wk ahead cum death,point,NA,2020-10-17,145.5196
2020-10-12,24,1 wk ahead cum death,point,NA,2020-10-17,4032.9314
2020-10-12,25,1 wk ahead cum death,point,NA,2020-10-17,9683.3652
2020-10-12,26,1 wk ahead cum death,point,NA,2020-10-17,7287.7028
2020-10-12,27,1 wk ahead cum death,point,NA,2020-10-17,2240.4258
2020-10-12,28,1 wk ahead cum death,point,NA,2020-10-17,3181.6606
2020-10-12,29,1 wk ahead cum death,point,NA,2020-10-17,2568.349
2020-10-12,30,1 wk ahead cum death,point,NA,2020-10-17,230.2622
2020-10-12,31,1 wk ahead cum death,point,NA,2020-10-17,546.7684
2020-10-12,32,1 wk ahead cum death,point,NA,2020-10-17,1700.2278
2020-10-12,33,1 wk ahead cum death,point,NA,2020-10-17,463.5672
