forecast_date,location,target,type,quantile,target_end_date,value
2022-03-28,01,1 wk ahead cum death,point,NA,2022-04-02,19368.6526
2022-03-28,02,1 wk ahead cum death,point,NA,2022-04-02,1228.8074
2022-03-28,04,1 wk ahead cum death,point,NA,2022-04-02,28903.8592
2022-03-28,05,1 wk ahead cum death,point,NA,2022-04-02,11355.5698
2022-03-28,06,1 wk ahead cum death,point,NA,2022-04-02,89042.179
2022-03-28,08,1 wk ahead cum death,point,NA,2022-04-02,11991.4162
2022-03-28,09,1 wk ahead cum death,point,NA,2022-04-02,10828.6628
2022-03-28,10,1 wk ahead cum death,point,NA,2022-04-02,2859.1698
2022-03-28,11,1 wk ahead cum death,point,NA,2022-04-02,1319.812
2022-03-28,12,1 wk ahead cum death,point,NA,2022-04-02,73928.7582
2022-03-28,13,1 wk ahead cum death,point,NA,2022-04-02,37052.6402
2022-03-28,15,1 wk ahead cum death,point,NA,2022-04-02,1377.6632
2022-03-28,16,1 wk ahead cum death,point,NA,2022-04-02,4885.4694
2022-03-28,17,1 wk ahead cum death,point,NA,2022-04-02,35862.9072
2022-03-28,18,1 wk ahead cum death,point,NA,2022-04-02,23461.6394
2022-03-28,19,1 wk ahead cum death,point,NA,2022-04-02,9429.7166
2022-03-28,20,1 wk ahead cum death,point,NA,2022-04-02,8256.87039999999
2022-03-28,21,1 wk ahead cum death,point,NA,2022-04-02,14692.4998
2022-03-28,22,1 wk ahead cum death,point,NA,2022-04-02,17197.8878
2022-03-28,23,1 wk ahead cum death,point,NA,2022-04-02,2218.3696
2022-03-28,24,1 wk ahead cum death,point,NA,2022-04-02,14354.4228
2022-03-28,25,1 wk ahead cum death,point,NA,2022-04-02,20132.1394
2022-03-28,26,1 wk ahead cum death,point,NA,2022-04-02,36132.508
2022-03-28,27,1 wk ahead cum death,point,NA,2022-04-02,12649.6976
2022-03-28,28,1 wk ahead cum death,point,NA,2022-04-02,12447.1478
2022-03-28,29,1 wk ahead cum death,point,NA,2022-04-02,20157.6018
2022-03-28,30,1 wk ahead cum death,point,NA,2022-04-02,3252.2072
2022-03-28,31,1 wk ahead cum death,point,NA,2022-04-02,4064.0644
2022-03-28,32,1 wk ahead cum death,point,NA,2022-04-02,10079.7018
2022-03-28,33,1 wk ahead cum death,point,NA,2022-04-02,2455.8264
2022-03-28,34,1 wk ahead cum death,point,NA,2022-04-02,33263.7204
2022-03-28,35,1 wk ahead cum death,point,NA,2022-04-02,7261.5066
2022-03-28,36,1 wk ahead cum death,point,NA,2022-04-02,68005.0294
2022-03-28,37,1 wk ahead cum death,point,NA,2022-04-02,23318.2736
2022-03-28,38,1 wk ahead cum death,point,NA,2022-04-02,2236.8536
2022-03-28,39,1 wk ahead cum death,point,NA,2022-04-02,37823.2778
2022-03-28,40,1 wk ahead cum death,point,NA,2022-04-02,15405.6832
2022-03-28,41,1 wk ahead cum death,point,NA,2022-04-02,7107.0112
2022-03-28,42,1 wk ahead cum death,point,NA,2022-04-02,44342.388
2022-03-28,44,1 wk ahead cum death,point,NA,2022-04-02,3441.7328
2022-03-28,45,1 wk ahead cum death,point,NA,2022-04-02,17556.3364
2022-03-28,46,1 wk ahead cum death,point,NA,2022-04-02,2898.3948
2022-03-28,47,1 wk ahead cum death,point,NA,2022-04-02,25683.9908
2022-03-28,48,1 wk ahead cum death,point,NA,2022-04-02,87434.2262
2022-03-28,49,1 wk ahead cum death,point,NA,2022-04-02,4764.0292
2022-03-28,50,1 wk ahead cum death,point,NA,2022-04-02,616.562
2022-03-28,51,1 wk ahead cum death,point,NA,2022-04-02,19761.9382
2022-03-28,53,1 wk ahead cum death,point,NA,2022-04-02,12564.9516
2022-03-28,54,1 wk ahead cum death,point,NA,2022-04-02,6791.09859999999
2022-03-28,55,1 wk ahead cum death,point,NA,2022-04-02,14428.5692
2022-03-28,56,1 wk ahead cum death,point,NA,2022-04-02,1794.2558
2022-03-28,US,1 wk ahead cum death,point,NA,2022-04-02,982144.0682
2022-03-28,01,1 wk ahead cum death,quantile,0.01,2022-04-02,19231.0
2022-03-28,02,1 wk ahead cum death,quantile,0.01,2022-04-02,1222.0
2022-03-28,04,1 wk ahead cum death,quantile,0.01,2022-04-02,28885.0
2022-03-28,05,1 wk ahead cum death,quantile,0.01,2022-04-02,11262.0
2022-03-28,06,1 wk ahead cum death,quantile,0.01,2022-04-02,88753.0
2022-03-28,08,1 wk ahead cum death,quantile,0.01,2022-04-02,11962.0
2022-03-28,09,1 wk ahead cum death,quantile,0.01,2022-04-02,10764.0
2022-03-28,10,1 wk ahead cum death,quantile,0.01,2022-04-02,2847.0
2022-03-28,11,1 wk ahead cum death,quantile,0.01,2022-04-02,1319.0
2022-03-28,12,1 wk ahead cum death,quantile,0.01,2022-04-02,73088.0
2022-03-28,13,1 wk ahead cum death,quantile,0.01,2022-04-02,36857.0
2022-03-28,15,1 wk ahead cum death,quantile,0.01,2022-04-02,1373.0
2022-03-28,16,1 wk ahead cum death,quantile,0.01,2022-04-02,4869.0
2022-03-28,17,1 wk ahead cum death,quantile,0.01,2022-04-02,35774.0
2022-03-28,18,1 wk ahead cum death,quantile,0.01,2022-04-02,23389.0
2022-03-28,19,1 wk ahead cum death,quantile,0.01,2022-04-02,9402.0
2022-03-28,20,1 wk ahead cum death,quantile,0.01,2022-04-02,8221.0
2022-03-28,21,1 wk ahead cum death,quantile,0.01,2022-04-02,14666.0
2022-03-28,22,1 wk ahead cum death,quantile,0.01,2022-04-02,17098.0
2022-03-28,23,1 wk ahead cum death,quantile,0.01,2022-04-02,2199.0
2022-03-28,24,1 wk ahead cum death,quantile,0.01,2022-04-02,14334.0
2022-03-28,25,1 wk ahead cum death,quantile,0.01,2022-04-02,20090.0
2022-03-28,26,1 wk ahead cum death,quantile,0.01,2022-04-02,35604.0
2022-03-28,27,1 wk ahead cum death,quantile,0.01,2022-04-02,12605.0
2022-03-28,28,1 wk ahead cum death,quantile,0.01,2022-04-02,12392.0
2022-03-28,29,1 wk ahead cum death,quantile,0.01,2022-04-02,20068.0
2022-03-28,30,1 wk ahead cum death,quantile,0.01,2022-04-02,3243.0
2022-03-28,31,1 wk ahead cum death,quantile,0.01,2022-04-02,4053.0
2022-03-28,32,1 wk ahead cum death,quantile,0.01,2022-04-02,10040.0
2022-03-28,33,1 wk ahead cum death,quantile,0.01,2022-04-02,2446.0
2022-03-28,34,1 wk ahead cum death,quantile,0.01,2022-04-02,33230.0
2022-03-28,35,1 wk ahead cum death,quantile,0.01,2022-04-02,7219.0
2022-03-28,36,1 wk ahead cum death,quantile,0.01,2022-04-02,67960.0
2022-03-28,37,1 wk ahead cum death,quantile,0.01,2022-04-02,23204.0
2022-03-28,38,1 wk ahead cum death,quantile,0.01,2022-04-02,2232.0
2022-03-28,39,1 wk ahead cum death,quantile,0.01,2022-04-02,37801.0
