forecast_date,location,target,type,quantile,target_end_date,value
2021-12-27,01,1 wk ahead cum death,point,NA,2022-01-01,16523.3972
2021-12-27,02,1 wk ahead cum death,point,NA,2022-01-01,990.9372
2021-12-27,04,1 wk ahead cum death,point,NA,2022-01-01,24619.2986
2021-12-27,05,1 wk ahead cum death,point,NA,2022-01-01,9173.4708
2021-12-27,06,1 wk ahead cum death,point,NA,2022-01-01,76844.0984
2021-12-27,08,1 wk ahead cum death,point,NA,2022-01-01,10349.1122
2021-12-27,09,1 wk ahead cum death,point,NA,2022-01-01,9140.27
2021-12-27,10,1 wk ahead cum death,point,NA,2022-01-01,2308.0416
2021-12-27,11,1 wk ahead cum death,point,NA,2022-01-01,1210.2462
2021-12-27,12,1 wk ahead cum death,point,NA,2022-01-01,62408.8388
2021-12-27,13,1 wk ahead cum death,point,NA,2022-01-01,31446.7878
2021-12-27,15,1 wk ahead cum death,point,NA,2022-01-01,1091.528
2021-12-27,16,1 wk ahead cum death,point,NA,2022-01-01,4124.0324
2021-12-27,17,1 wk ahead cum death,point,NA,2022-01-01,30072.8368
2021-12-27,18,1 wk ahead cum death,point,NA,2022-01-01,18977.7578
2021-12-27,19,1 wk ahead cum death,point,NA,2022-01-01,7922.7956
2021-12-27,20,1 wk ahead cum death,point,NA,2022-01-01,7047.4288
2021-12-27,21,1 wk ahead cum death,point,NA,2022-01-01,12077.1934
2021-12-27,22,1 wk ahead cum death,point,NA,2022-01-01,15040.8046
2021-12-27,23,1 wk ahead cum death,point,NA,2022-01-01,1519.03
2021-12-27,24,1 wk ahead cum death,point,NA,2022-01-01,11271.2094
2021-12-27,25,1 wk ahead cum death,point,NA,2022-01-01,20265.8466
2021-12-27,26,1 wk ahead cum death,point,NA,2022-01-01,28941.5836
2021-12-27,27,1 wk ahead cum death,point,NA,2022-01-01,10590.6624
2021-12-27,28,1 wk ahead cum death,point,NA,2022-01-01,10445.1918
2021-12-27,29,1 wk ahead cum death,point,NA,2022-01-01,16306.4826
2021-12-27,30,1 wk ahead cum death,point,NA,2022-01-01,2930.6792
2021-12-27,31,1 wk ahead cum death,point,NA,2022-01-01,3360.9922
2021-12-27,32,1 wk ahead cum death,point,NA,2022-01-01,8500.6156
2021-12-27,33,1 wk ahead cum death,point,NA,2022-01-01,1938.4238
2021-12-27,34,1 wk ahead cum death,point,NA,2022-01-01,29013.3398
