forecast_date,location,target,type,quantile,target_end_date,value
2020-09-14,01,1 wk ahead cum death,point,NA,2020-09-19,2440.2106
2020-09-14,02,1 wk ahead cum death,point,NA,2020-09-19,48.3546
2020-09-14,04,1 wk ahead cum death,point,NA,2020-09-19,5439.3974
2020-09-14,05,1 wk ahead cum death,point,NA,2020-09-19,1072.1274
2020-09-14,06,1 wk ahead cum death,point,NA,2020-09-19,14972.0718
2020-09-14,08,1 wk ahead cum death,point,NA,2020-09-19,2012.5738
2020-09-14,09,1 wk ahead cum death,point,NA,2020-09-19,4486.3154
2020-09-14,10,1 wk ahead cum death,point,NA,2020-09-19,620.5328
2020-09-14,11,1 wk ahead cum death,point,NA,2020-09-19,620.5854
2020-09-14,12,1 wk ahead cum death,point,NA,2020-09-19,13148.6364
2020-09-14,13,1 wk ahead cum death,point,NA,2020-09-19,6778.0638
2020-09-14,15,1 wk ahead cum death,point,NA,2020-09-19,116.3104
2020-09-14,16,1 wk ahead cum death,point,NA,2020-09-19,454.4628
2020-09-14,17,1 wk ahead cum death,point,NA,2020-09-19,8661.981000000009
2020-09-14,18,1 wk ahead cum death,point,NA,2020-09-19,3502.7304
2020-09-14,19,1 wk ahead cum death,point,NA,2020-09-19,1275.8104
2020-09-14,20,1 wk ahead cum death,point,NA,2020-09-19,556.5152
2020-09-14,21,1 wk ahead cum death,point,NA,2020-09-19,1118.1872
2020-09-14,22,1 wk ahead cum death,point,NA,2020-09-19,5365.4698
2020-09-14,23,1 wk ahead cum death,point,NA,2020-09-19,138.6676
2020-09-14,24,1 wk ahead cum death,point,NA,2020-09-19,3874.9844
2020-09-14,25,1 wk ahead cum death,point,NA,2020-09-19,9280.6836
2020-09-14,26,1 wk ahead cum death,point,NA,2020-09-19,6976.9782
2020-09-14,27,1 wk ahead cum death,point,NA,2020-09-19,2023.508
2020-09-14,28,1 wk ahead cum death,point,NA,2020-09-19,2823.1888
2020-09-14,29,1 wk ahead cum death,point,NA,2020-09-19,1799.7242
2020-09-14,30,1 wk ahead cum death,point,NA,2020-09-19,148.559
2020-09-14,31,1 wk ahead cum death,point,NA,2020-09-19,457.7438
2020-09-14,32,1 wk ahead cum death,point,NA,2020-09-19,1534.0512
2020-09-14,33,1 wk ahead cum death,point,NA,2020-09-19,439.7574
2020-09-14,34,1 wk ahead cum death,point,NA,2020-09-19,16057.2216
2020-09-14,35,1 wk ahead cum death,point,NA,2020-09-19,844.7378
2020-09-14,36,1 wk ahead cum death,point,NA,2020-09-19,33053.8124
2020-09-14,37,1 wk ahead cum death,point,NA,2020-09-19,3191.4098
2020-09-14,38,1 wk ahead cum death,point,NA,2020-09-19,179.861
2020-09-14,39,1 wk ahead cum death,point,NA,2020-09-19,4550.114000000001
2020-09-14,40,1 wk ahead cum death,point,NA,2020-09-19,966.9606
2020-09-14,41,1 wk ahead cum death,point,NA,2020-09-19,535.7656
2020-09-14,42,1 wk ahead cum death,point,NA,2020-09-19,7915.073
2020-09-14,44,1 wk ahead cum death,point,NA,2020-09-19,1082.9742
2020-09-14,45,1 wk ahead cum death,point,NA,2020-09-19,3216.1948
2020-09-14,46,1 wk ahead cum death,point,NA,2020-09-19,193.1918
2020-09-14,47,1 wk ahead cum death,point,NA,2020-09-19,2227.4982
2020-09-14,48,1 wk ahead cum death,point,NA,2020-09-19,15007.7664
2020-09-14,49,1 wk ahead cum death,point,NA,2020-09-19,447.9568
2020-09-14,50,1 wk ahead cum death,point,NA,2020-09-19,58.5918
2020-09-14,51,1 wk ahead cum death,point,NA,2020-09-19,2794.149000000001
2020-09-14,53,1 wk ahead cum death,point,NA,2020-09-19,2034.4922
2020-09-14,54,1 wk ahead cum death,point,NA,2020-09-19,297.0568
2020-09-14,55,1 wk ahead cum death,point,NA,2020-09-19,1252.0476
2020-09-14,56,1 wk ahead cum death,point,NA,2020-09-19,45.2358
2020-09-14,US,1 wk ahead cum death,point,NA,2020-09-19,198786.3798
2020-09-14,01,1 wk ahead cum death,quantile,0.01,2020-09-19,2386.0
2020-09-14,02,1 wk ahead cum death,quantile,0.01,2020-09-19,44.0
2020-09-14,04,1 wk ahead cum death,quantile,0.01,2020-09-19,5361.0
2020-09-14,05,1 wk ahead cum death,quantile,0.01,2020-09-19,1021.0
2020-09-14,06,1 wk ahead cum death,quantile,0.01,2020-09-19,14648.0
2020-09-14,08,1 wk ahead cum death,quantile,0.01,2020-09-19,1996.0
2020-09-14,09,1 wk ahead cum death,quantile,0.01,2020-09-19,4481.0
2020-09-14,10,1 wk ahead cum death,quantile,0.01,2020-09-19,615.0
2020-09-14,11,1 wk ahead cum death,quantile,0.01,2020-09-19,616.0
2020-09-14,12,1 wk ahead cum death,quantile,0.01,2020-09-19,12848.0
2020-09-14,13,1 wk ahead cum death,quantile,0.01,2020-09-19,6531.0
2020-09-14,15,1 wk ahead cum death,quantile,0.01,2020-09-19,103.0
2020-09-14,16,1 wk ahead cum death,quantile,0.01,2020-09-19,426.0
2020-09-14,17,1 wk ahead cum death,quantile,0.01,2020-09-19,8594.0
2020-09-14,18,1 wk ahead cum death,quantile,0.01,2020-09-19,3464.0
2020-09-14,19,1 wk ahead cum death,quantile,0.01,2020-09-19,1243.0
2020-09-14,20,1 wk ahead cum death,quantile,0.01,2020-09-19,537.0
2020-09-14,21,1 wk ahead cum death,quantile,0.01,2020-09-19,1083.0
2020-09-14,22,1 wk ahead cum death,quantile,0.01,2020-09-19,5291.0
2020-09-14,23,1 wk ahead cum death,quantile,0.01,2020-09-19,136.0
2020-09-14,24,1 wk ahead cum death,quantile,0.01,2020-09-19,3853.0
2020-09-14,25,1 wk ahead cum death,quantile,0.01,2020-09-19,9243.0
2020-09-14,26,1 wk ahead cum death,quantile,0.01,2020-09-19,6934.0
2020-09-14,27,1 wk ahead cum death,quantile,0.01,2020-09-19,1993.0
2020-09-14,28,1 wk ahead cum death,quantile,0.01,2020-09-19,2753.0
2020-09-14,29,1 wk ahead cum death,quantile,0.01,2020-09-19,1759.0
2020-09-14,30,1 wk ahead cum death,quantile,0.01,2020-09-19,138.0
2020-09-14,31,1 wk ahead cum death,quantile,0.01,2020-09-19,439.0
2020-09-14,32,1 wk ahead cum death,quantile,0.01,2020-09-19,1485.0
2020-09-14,33,1 wk ahead cum death,quantile,0.01,2020-09-19,436.0
2020-09-14,34,1 wk ahead cum death,quantile,0.01,2020-09-19,16040.0
2020-09-14,35,1 wk ahead cum death,quantile,0.01,2020-09-19,831.0
2020-09-14,36,1 wk ahead cum death,quantile,0.01,2020-09-19,33034.0
2020-09-14,37,1 wk ahead cum death,quantile,0.01,2020-09-19,3114.0
2020-09-14,38,1 wk ahead cum death,quantile,0.01,2020-09-19,170.0
2020-09-14,39,1 wk ahead cum death,quantile,0.01,2020-09-19,4475.0
2020-09-14,40,1 wk ahead cum death,quantile,0.01,2020-09-19,927.0
2020-09-14,41,1 wk ahead cum death,quantile,0.01,2020-09-19,518.0
2020-09-14,42,1 wk ahead cum death,quantile,0.01,2020-09-19,7861.0
2020-09-14,44,1 wk ahead cum death,quantile,0.01,2020-09-19,1074.0
2020-09-14,45,1 wk ahead cum death,quantile,0.01,2020-09-19,3135.0
2020-09-14,46,1 wk ahead cum death,quantile,0.01,2020-09-19,185.0
2020-09-14,47,1 wk ahead cum death,quantile,0.01,2020-09-19,2146.0
2020-09-14,48,1 wk ahead cum death,quantile,0.01,2020-09-19,14676.0
2020-09-14,49,1 wk ahead cum death,quantile,0.01,2020-09-19,436.0
2020-09-14,50,1 wk ahead cum death,quantile,0.01,2020-09-19,58.0
2020-09-14,51,1 wk ahead cum death,quantile,0.01,2020-09-19,2753.0
2020-09-14,53,1 wk ahead cum death,quantile,0.01,2020-09-19,2009.0
2020-09-14,54,1 wk ahead cum death,quantile,0.01,2020-09-19,276.0
2020-09-14,55,1 wk ahead cum death,quantile,0.01,2020-09-19,1226.0
2020-09-14,56,1 wk ahead cum death,quantile,0.01,2020-09-19,42.0
2020-09-14,US,1 wk ahead cum death,quantile,0.01,2020-09-19,197422.0
2020-09-14,01,1 wk ahead cum death,quantile,0.025,2020-09-19,2391.0
2020-09-14,02,1 wk ahead cum death,quantile,0.025,2020-09-19,44.0
2020-09-14,04,1 wk ahead cum death,quantile,0.025,2020-09-19,5369.0
2020-09-14,05,1 wk ahead cum death,quantile,0.025,2020-09-19,1027.0
2020-09-14,06,1 wk ahead cum death,quantile,0.025,2020-09-19,14689.0
2020-09-14,08,1 wk ahead cum death,quantile,0.025,2020-09-19,1997.0
2020-09-14,09,1 wk ahead cum death,quantile,0.025,2020-09-19,4481.0
2020-09-14,10,1 wk ahead cum death,quantile,0.025,2020-09-19,616.0
2020-09-14,11,1 wk ahead cum death,quantile,0.025,2020-09-19,617.0
2020-09-14,12,1 wk ahead cum death,quantile,0.025,2020-09-19,12875.0
2020-09-14,13,1 wk ahead cum death,quantile,0.025,2020-09-19,6553.0
2020-09-14,15,1 wk ahead cum death,quantile,0.025,2020-09-19,104.0
2020-09-14,16,1 wk ahead cum death,quantile,0.025,2020-09-19,429.0
2020-09-14,17,1 wk ahead cum death,quantile,0.025,2020-09-19,8601.0
2020-09-14,18,1 wk ahead cum death,quantile,0.025,2020-09-19,3469.0
2020-09-14,19,1 wk ahead cum death,quantile,0.025,2020-09-19,1246.0
2020-09-14,20,1 wk ahead cum death,quantile,0.025,2020-09-19,539.0
2020-09-14,21,1 wk ahead cum death,quantile,0.025,2020-09-19,1086.0
2020-09-14,22,1 wk ahead cum death,quantile,0.025,2020-09-19,5298.0
2020-09-14,23,1 wk ahead cum death,quantile,0.025,2020-09-19,136.0
2020-09-14,24,1 wk ahead cum death,quantile,0.025,2020-09-19,3856.0
2020-09-14,25,1 wk ahead cum death,quantile,0.025,2020-09-19,9246.0
2020-09-14,26,1 wk ahead cum death,quantile,0.025,2020-09-19,6940.0
2020-09-14,27,1 wk ahead cum death,quantile,0.025,2020-09-19,1996.0
2020-09-14,28,1 wk ahead cum death,quantile,0.025,2020-09-19,2760.0
2020-09-14,29,1 wk ahead cum death,quantile,0.025,2020-09-19,1764.0
2020-09-14,30,1 wk ahead cum death,quantile,0.025,2020-09-19,139.0
2020-09-14,31,1 wk ahead cum death,quantile,0.025,2020-09-19,440.0
2020-09-14,32,1 wk ahead cum death,quantile,0.025,2020-09-19,1491.0
2020-09-14,33,1 wk ahead cum death,quantile,0.025,2020-09-19,436.0
2020-09-14,34,1 wk ahead cum death,quantile,0.025,2020-09-19,16041.0
2020-09-14,35,1 wk ahead cum death,quantile,0.025,2020-09-19,832.0
2020-09-14,36,1 wk ahead cum death,quantile,0.025,2020-09-19,33036.0
2020-09-14,37,1 wk ahead cum death,quantile,0.025,2020-09-19,3120.0
2020-09-14,38,1 wk ahead cum death,quantile,0.025,2020-09-19,171.0
2020-09-14,39,1 wk ahead cum death,quantile,0.025,2020-09-19,4483.0
2020-09-14,40,1 wk ahead cum death,quantile,0.025,2020-09-19,930.0
2020-09-14,41,1 wk ahead cum death,quantile,0.025,2020-09-19,520.0
2020-09-14,42,1 wk ahead cum death,quantile,0.025,2020-09-19,7867.0
2020-09-14,44,1 wk ahead cum death,quantile,0.025,2020-09-19,1075.0
2020-09-14,45,1 wk ahead cum death,quantile,0.025,2020-09-19,3143.0
2020-09-14,46,1 wk ahead cum death,quantile,0.025,2020-09-19,186.0
2020-09-14,47,1 wk ahead cum death,quantile,0.025,2020-09-19,2155.0
2020-09-14,48,1 wk ahead cum death,quantile,0.025,2020-09-19,14711.0
2020-09-14,49,1 wk ahead cum death,quantile,0.025,2020-09-19,438.0
2020-09-14,50,1 wk ahead cum death,quantile,0.025,2020-09-19,58.0
2020-09-14,51,1 wk ahead cum death,quantile,0.025,2020-09-19,2758.0
2020-09-14,53,1 wk ahead cum death,quantile,0.025,2020-09-19,2011.0
2020-09-14,54,1 wk ahead cum death,quantile,0.025,2020-09-19,278.0
2020-09-14,55,1 wk ahead cum death,quantile,0.025,2020-09-19,1229.0
2020-09-14,56,1 wk ahead cum death,quantile,0.025,2020-09-19,42.0
2020-09-14,US,1 wk ahead cum death,quantile,0.025,2020-09-19,197564.0
2020-09-14,01,1 wk ahead cum death,quantile,0.05,2020-09-19,2396.0
2020-09-14,02,1 wk ahead cum death,quantile,0.05,2020-09-19,45.0
2020-09-14,04,1 wk ahead cum death,quantile,0.05,2020-09-19,5377.0
2020-09-14,05,1 wk ahead cum death,quantile,0.05,2020-09-19,1033.0
2020-09-14,06,1 wk ahead cum death,quantile,0.05,2020-09-19,14719.0
2020-09-14,08,1 wk ahead cum death,quantile,0.05,2020-09-19,1999.0
2020-09-14,09,1 wk ahead cum death,quantile,0.05,2020-09-19,4482.0
2020-09-14,10,1 wk ahead cum death,quantile,0.05,2020-09-19,616.0
2020-09-14,11,1 wk ahead cum death,quantile,0.05,2020-09-19,617.0
