forecast_date,location,target,type,quantile,target_end_date,value
2021-09-20,01,1 wk ahead cum death,point,NA,2021-09-25,13523.2454
2021-09-20,02,1 wk ahead cum death,point,NA,2021-09-25,489.856
2021-09-20,04,1 wk ahead cum death,point,NA,2021-09-25,19771.602
2021-09-20,05,1 wk ahead cum death,point,NA,2021-09-25,7615.6414
2021-09-20,06,1 wk ahead cum death,point,NA,2021-09-25,68984.8688
2021-09-20,08,1 wk ahead cum death,point,NA,2021-09-25,7430.0174
2021-09-20,09,1 wk ahead cum death,point,NA,2021-09-25,8495.8714
2021-09-20,10,1 wk ahead cum death,point,NA,2021-09-25,1940.0798
2021-09-20,11,1 wk ahead cum death,point,NA,2021-09-25,1170.9942
2021-09-20,12,1 wk ahead cum death,point,NA,2021-09-25,56244.6804
2021-09-20,13,1 wk ahead cum death,point,NA,2021-09-25,25086.3708
2021-09-20,15,1 wk ahead cum death,point,NA,2021-09-25,745.8898
2021-09-20,16,1 wk ahead cum death,point,NA,2021-09-25,2714.5118
2021-09-20,17,1 wk ahead cum death,point,NA,2021-09-25,27147.6746
2021-09-20,18,1 wk ahead cum death,point,NA,2021-09-25,15231.9076
2021-09-20,19,1 wk ahead cum death,point,NA,2021-09-25,6427.321999999999
2021-09-20,20,1 wk ahead cum death,point,NA,2021-09-25,6003.9002
2021-09-20,21,1 wk ahead cum death,point,NA,2021-09-25,8494.9022
2021-09-20,22,1 wk ahead cum death,point,NA,2021-09-25,14142.8798
2021-09-20,23,1 wk ahead cum death,point,NA,2021-09-25,1007.184
2021-09-20,24,1 wk ahead cum death,point,NA,2021-09-25,10332.4176
2021-09-20,25,1 wk ahead cum death,point,NA,2021-09-25,18519.5394
2021-09-20,26,1 wk ahead cum death,point,NA,2021-09-25,22105.5264
2021-09-20,27,1 wk ahead cum death,point,NA,2021-09-25,8120.7788
2021-09-20,28,1 wk ahead cum death,point,NA,2021-09-25,9566.6434
2021-09-20,29,1 wk ahead cum death,point,NA,2021-09-25,11768.8462
2021-09-20,30,1 wk ahead cum death,point,NA,2021-09-25,1927.1486
2021-09-20,31,1 wk ahead cum death,point,NA,2021-09-25,2389.411
2021-09-20,32,1 wk ahead cum death,point,NA,2021-09-25,7147.151999999999
2021-09-20,33,1 wk ahead cum death,point,NA,2021-09-25,1473.2736
2021-09-20,34,1 wk ahead cum death,point,NA,2021-09-25,27293.911
2021-09-20,35,1 wk ahead cum death,point,NA,2021-09-25,4738.3438
2021-09-20,36,1 wk ahead cum death,point,NA,2021-09-25,55154.3416
2021-09-20,37,1 wk ahead cum death,point,NA,2021-09-25,16266.1646
2021-09-20,38,1 wk ahead cum death,point,NA,2021-09-25,1624.5774
2021-09-20,39,1 wk ahead cum death,point,NA,2021-09-25,21595.7112
2021-09-20,40,1 wk ahead cum death,point,NA,2021-09-25,9206.9614
