forecast_date,location,target,type,quantile,target_end_date,value
2022-04-04,01,1 wk ahead cum death,point,NA,2022-04-09,19481.5772
2022-04-04,02,1 wk ahead cum death,point,NA,2022-04-09,1232.831
2022-04-04,04,1 wk ahead cum death,point,NA,2022-04-09,29272.8348
2022-04-04,05,1 wk ahead cum death,point,NA,2022-04-09,11357.4838
2022-04-04,06,1 wk ahead cum death,point,NA,2022-04-09,89230.0978
2022-04-04,08,1 wk ahead cum death,point,NA,2022-04-09,12004.091
2022-04-04,09,1 wk ahead cum death,point,NA,2022-04-09,11088.0332
2022-04-04,10,1 wk ahead cum death,point,NA,2022-04-09,2885.0912
2022-04-04,11,1 wk ahead cum death,point,NA,2022-04-09,1334.1108
2022-04-04,12,1 wk ahead cum death,point,NA,2022-04-09,76524.084
2022-04-04,13,1 wk ahead cum death,point,NA,2022-04-09,37298.978
2022-04-04,15,1 wk ahead cum death,point,NA,2022-04-09,1381.2984
2022-04-04,16,1 wk ahead cum death,point,NA,2022-04-09,4890.4552
2022-04-04,17,1 wk ahead cum death,point,NA,2022-04-09,35896.9082
2022-04-04,18,1 wk ahead cum death,point,NA,2022-04-09,24452.0832
2022-04-04,19,1 wk ahead cum death,point,NA,2022-04-09,9466.9248
2022-04-04,20,1 wk ahead cum death,point,NA,2022-04-09,8454.9984
2022-04-04,21,1 wk ahead cum death,point,NA,2022-04-09,15018.9458
2022-04-04,22,1 wk ahead cum death,point,NA,2022-04-09,17203.6982
2022-04-04,23,1 wk ahead cum death,point,NA,2022-04-09,2220.8748
2022-04-04,24,1 wk ahead cum death,point,NA,2022-04-09,14362.572
2022-04-04,25,1 wk ahead cum death,point,NA,2022-04-09,20141.2964
2022-04-04,26,1 wk ahead cum death,point,NA,2022-04-09,36472.0538
2022-04-04,27,1 wk ahead cum death,point,NA,2022-04-09,12686.2174
2022-04-04,28,1 wk ahead cum death,point,NA,2022-04-09,12421.4682
2022-04-04,29,1 wk ahead cum death,point,NA,2022-04-09,20311.45
2022-04-04,30,1 wk ahead cum death,point,NA,2022-04-09,3255.3488
2022-04-04,31,1 wk ahead cum death,point,NA,2022-04-09,4184.3504
2022-04-04,32,1 wk ahead cum death,point,NA,2022-04-09,10106.2544
2022-04-04,33,1 wk ahead cum death,point,NA,2022-04-09,2458.5154
2022-04-04,34,1 wk ahead cum death,point,NA,2022-04-09,33270.8454
2022-04-04,35,1 wk ahead cum death,point,NA,2022-04-09,7324.9086
2022-04-04,36,1 wk ahead cum death,point,NA,2022-04-09,68024.2214
2022-04-04,37,1 wk ahead cum death,point,NA,2022-04-09,23273.415
2022-04-04,38,1 wk ahead cum death,point,NA,2022-04-09,2235.7476
2022-04-04,39,1 wk ahead cum death,point,NA,2022-04-09,38046.5492
2022-04-04,40,1 wk ahead cum death,point,NA,2022-04-09,15530.8404
2022-04-04,41,1 wk ahead cum death,point,NA,2022-04-09,7220.5304
2022-04-04,42,1 wk ahead cum death,point,NA,2022-04-09,44403.4992
2022-04-04,44,1 wk ahead cum death,point,NA,2022-04-09,3530.8188
2022-04-04,45,1 wk ahead cum death,point,NA,2022-04-09,17606.5734
2022-04-04,46,1 wk ahead cum death,point,NA,2022-04-09,2896.3646
2022-04-04,47,1 wk ahead cum death,point,NA,2022-04-09,25694.2454
2022-04-04,48,1 wk ahead cum death,point,NA,2022-04-09,87699.1146
2022-04-04,49,1 wk ahead cum death,point,NA,2022-04-09,4761.2934
2022-04-04,50,1 wk ahead cum death,point,NA,2022-04-09,618.391
2022-04-04,51,1 wk ahead cum death,point,NA,2022-04-09,19816.3424
2022-04-04,53,1 wk ahead cum death,point,NA,2022-04-09,12621.1164
2022-04-04,54,1 wk ahead cum death,point,NA,2022-04-09,6888.0176
2022-04-04,55,1 wk ahead cum death,point,NA,2022-04-09,14544.4876
2022-04-04,56,1 wk ahead cum death,point,NA,2022-04-09,2012.106
2022-04-04,US,1 wk ahead cum death,point,NA,2022-04-09,989792.0604
2022-04-04,01,1 wk ahead cum death,quantile,0.01,2022-04-09,19328.0
2022-04-04,02,1 wk ahead cum death,quantile,0.01,2022-04-09,1228.0
2022-04-04,04,1 wk ahead cum death,quantile,0.01,2022-04-09,29268.0
2022-04-04,05,1 wk ahead cum death,quantile,0.01,2022-04-09,11290.0
2022-04-04,06,1 wk ahead cum death,quantile,0.01,2022-04-09,89076.0
2022-04-04,08,1 wk ahead cum death,quantile,0.01,2022-04-09,11982.0
2022-04-04,09,1 wk ahead cum death,quantile,0.01,2022-04-09,10784.0
2022-04-04,10,1 wk ahead cum death,quantile,0.01,2022-04-09,2871.0
2022-04-04,11,1 wk ahead cum death,quantile,0.01,2022-04-09,1333.0
2022-04-04,12,1 wk ahead cum death,quantile,0.01,2022-04-09,73324.0
2022-04-04,13,1 wk ahead cum death,quantile,0.01,2022-04-09,37117.0
2022-04-04,15,1 wk ahead cum death,quantile,0.01,2022-04-09,1379.0
2022-04-04,16,1 wk ahead cum death,quantile,0.01,2022-04-09,4877.0
2022-04-04,17,1 wk ahead cum death,quantile,0.01,2022-04-09,35844.0
2022-04-04,18,1 wk ahead cum death,quantile,0.01,2022-04-09,24380.0
2022-04-04,19,1 wk ahead cum death,quantile,0.01,2022-04-09,9445.0
2022-04-04,20,1 wk ahead cum death,quantile,0.01,2022-04-09,8396.0
2022-04-04,21,1 wk ahead cum death,quantile,0.01,2022-04-09,14993.0
2022-04-04,22,1 wk ahead cum death,quantile,0.01,2022-04-09,17148.0
2022-04-04,23,1 wk ahead cum death,quantile,0.01,2022-04-09,2203.0
2022-04-04,24,1 wk ahead cum death,quantile,0.01,2022-04-09,14350.0
2022-04-04,25,1 wk ahead cum death,quantile,0.01,2022-04-09,20120.0
2022-04-04,26,1 wk ahead cum death,quantile,0.01,2022-04-09,35716.0
2022-04-04,27,1 wk ahead cum death,quantile,0.01,2022-04-09,12650.0
2022-04-04,28,1 wk ahead cum death,quantile,0.01,2022-04-09,12402.0
2022-04-04,29,1 wk ahead cum death,quantile,0.01,2022-04-09,20182.0
2022-04-04,30,1 wk ahead cum death,quantile,0.01,2022-04-09,3249.0
2022-04-04,31,1 wk ahead cum death,quantile,0.01,2022-04-09,4162.0
2022-04-04,32,1 wk ahead cum death,quantile,0.01,2022-04-09,10092.0
2022-04-04,33,1 wk ahead cum death,quantile,0.01,2022-04-09,2452.0
2022-04-04,34,1 wk ahead cum death,quantile,0.01,2022-04-09,33251.0
2022-04-04,35,1 wk ahead cum death,quantile,0.01,2022-04-09,7290.0
2022-04-04,36,1 wk ahead cum death,quantile,0.01,2022-04-09,68001.0
2022-04-04,37,1 wk ahead cum death,quantile,0.01,2022-04-09,23224.0
2022-04-04,38,1 wk ahead cum death,quantile,0.01,2022-04-09,2232.0
2022-04-04,39,1 wk ahead cum death,quantile,0.01,2022-04-09,38042.0
2022-04-04,40,1 wk ahead cum death,quantile,0.01,2022-04-09,15520.0
2022-04-04,41,1 wk ahead cum death,quantile,0.01,2022-04-09,7162.0
2022-04-04,42,1 wk ahead cum death,quantile,0.01,2022-04-09,44335.0
2022-04-04,44,1 wk ahead cum death,quantile,0.01,2022-04-09,3522.0
2022-04-04,45,1 wk ahead cum death,quantile,0.01,2022-04-09,17592.0
2022-04-04,46,1 wk ahead cum death,quantile,0.01,2022-04-09,2883.0
2022-04-04,47,1 wk ahead cum death,quantile,0.01,2022-04-09,25639.0
2022-04-04,48,1 wk ahead cum death,quantile,0.01,2022-04-09,87544.0
2022-04-04,49,1 wk ahead cum death,quantile,0.01,2022-04-09,4724.0
2022-04-04,50,1 wk ahead cum death,quantile,0.01,2022-04-09,617.0
2022-04-04,51,1 wk ahead cum death,quantile,0.01,2022-04-09,19741.0
2022-04-04,53,1 wk ahead cum death,quantile,0.01,2022-04-09,12524.0
2022-04-04,54,1 wk ahead cum death,quantile,0.01,2022-04-09,6848.0
2022-04-04,55,1 wk ahead cum death,quantile,0.01,2022-04-09,14380.0
2022-04-04,56,1 wk ahead cum death,quantile,0.01,2022-04-09,1791.0
2022-04-04,US,1 wk ahead cum death,quantile,0.01,2022-04-09,984573.0
2022-04-04,01,1 wk ahead cum death,quantile,0.025,2022-04-09,19334.0
2022-04-04,02,1 wk ahead cum death,quantile,0.025,2022-04-09,1228.0
2022-04-04,04,1 wk ahead cum death,quantile,0.025,2022-04-09,29268.0
2022-04-04,05,1 wk ahead cum death,quantile,0.025,2022-04-09,11295.0
2022-04-04,06,1 wk ahead cum death,quantile,0.025,2022-04-09,89088.0
2022-04-04,08,1 wk ahead cum death,quantile,0.025,2022-04-09,11984.0
2022-04-04,09,1 wk ahead cum death,quantile,0.025,2022-04-09,10787.0
2022-04-04,10,1 wk ahead cum death,quantile,0.025,2022-04-09,2872.0
2022-04-04,11,1 wk ahead cum death,quantile,0.025,2022-04-09,1333.0
2022-04-04,12,1 wk ahead cum death,quantile,0.025,2022-04-09,73347.0
2022-04-04,13,1 wk ahead cum death,quantile,0.025,2022-04-09,37131.0
